date,USDJPY,USDCAD,EURCHF,CADCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.04.26,-180.99999999999739,-226.99999999999943,-151.9999999999966,193.99999999999417,255.00000000000523,-58.000000000002494,-511.000000000017,-90.99999999997976,-103.99999999999298,-147.99999999999258,-189.99999999999773,-380.999999999998,-273.000000000001,,-1866.9999999999754
2021.04.26,-174.99999999999716,-241.99999999998667,-123.99999999999079,192.99999999999872,253.0000000000032,-48.000000000003595,-497.0000000000141,-69.99999999999318,-78.99999999998464,-147.99999999999258,-185.99999999999284,-380.999999999998,-243.99999999999977,,-1747.9999999999513
2021.04.26,-204.9999999999983,-258.99999999998704,-130.0000000000079,178.99999999999582,265.0000000000041,-59.000000000009045,-517.0000000000119,-105.99999999999454,-101.99999999997988,-241.00000000000233,-228.9999999999992,-414.9999999999987,-296.0000000000074,,-2114.9999999999964
2021.04.26,-194.00000000000261,-228.99999999999034,-144.99999999999514,185.99999999999727,280.00000000000244,-55.000000000005045,-504.9999999999999,-67.99999999998363,-105.99999999998388,-182.99999999999983,-191.99999999999307,-387.99999999999943,-282.99999999999994,,-1881.9999999999532
2021.04.26,-236.99999999999477,-254.999999999983,-113.00000000000753,180.99999999999784,265.0000000000041,-43.00000000000415,-538.0000000000163,-28.999999999996362,-81.9999999999821,-198.00000000000927,-191.99999999999307,-423.0000000000067,-275.000000000003,,-1938.9999999999943
2021.04.26,-227.00000000000387,-258.0000000000027,-99.99999999998899,183.99999999999528,262.00000000000665,-26.999999999999247,-509.00000000000387,-8.99999999998613,-63.99999999999739,-212.00000000001216,-191.99999999999307,-379.0000000000071,-279.00000000000705,,-1809.9999999999995
2021.04.26,-191.0000000000025,-197.00000000000273,-104.99999999999955,164.99999999999292,253.0000000000032,-31.000000000003247,-561.0000000000115,-27.999999999991587,-112.000000000001,-181.9999999999933,-188.99999999999295,-421.0000000000047,-277.000000000005,,-1876.000000000012
2021.04.26,-198.99999999999807,-217.99999999998488,-112.000000000001,137.9999999999937,254.00000000000978,-40.00000000000669,-605.0000000000111,-93.99999999999409,-160.99999999998892,-141.99999999999767,-176.00000000000193,-423.0000000000067,-287.0000000000039,,-2064.999999999992
2021.04.26,-131.00000000000023,-202.9999999999976,-160.00000000000458,145.9999999999906,221.99999999999997,-79.00000000000685,-587.0000000000042,-159.9999999999966,-163.9999999999864,-90.99999999999665,-174.99999999999716,-407.0000000000018,-255.00000000000523,,-2044.0000000000066
2021.04.26,-117.00000000000443,-207.00000000000162,-191.99999999999218,184.99999999999073,270.99999999999903,-39.00000000000014,-792.0000000000149,-126.00000000000477,-159.99999999998238,-175.00000000001404,-170.0000000000017,-429.0000000000016,-270.99999999999903,,-2222.000000000027
2021.04.26,-195.0000000000074,-151.9999999999966,-164.00000000000858,188.9999999999947,315.0000000000097,100.99999999999554,-927.9999999999955,10.99999999999568,-81.9999999999821,-282.0000000000045,-188.0000000000024,-485.0000000000021,-302.0000000000023,,-2162.0000000000055
2021.04.26,-183.00000000000693,-153.9999999999875,-191.99999999999218,241.99999999999778,385.000000000002,173.9999999999964,-927.0000000000111,99.00000000001796,-26.999999999999247,-317.9999999999961,-161.00000000000136,-480.99999999999807,-280.9999999999979,,-1823.9999999999761
2021.04.26,-227.99999999999443,-151.9999999999966,-215.99999999999397,243.99999999999977,433.0000000000056,161.99999999999548,-958.9999999999987,99.00000000001796,-42.999999999993044,-383.0,-188.0000000000024,-538.0000000000051,-326.0000000000041,,-2094.9999999999695
2021.04.26,-243.99999999999977,-146.99999999998602,-232.00000000000998,233.99999999998977,403.0000000000089,14.999999999998348,-905.0000000000002,106.99999999999932,-113.99999999999189,-336.00000000000296,-156.99999999999648,-507.0000000000019,-319.0000000000026,,-2201.9999999999955
2021.04.26,-222.99999999999898,-207.99999999998596,-236.99999999999832,211.99999999998997,409.0000000000038,52.99999999999194,-825.0000000000091,44.00000000001114,-114.99999999999844,-351.0000000000124,-218.9999999999941,-583.0000000000002,-346.9999999999973,,-2389.999999999998
2021.04.26,-186.00000000000705,-215.99999999999397,-219.99999999999798,231.99999999999886,474.00000000000773,93.99999999999409,-778.9999999999964,58.9999999999975,-42.999999999993044,-563.0000000000024,-277.9999999999916,-602.0000000000025,-373.00000000000114,,-2400.999999999988
2021.04.26,-177.0000000000067,-330.9999999999924,-150.00000000000568,270.99999999999903,519.0000000000028,117.00000000000044,-703.0000000000092,99.00000000001796,80.00000000001339,-618.0000000000074,-307.9999999999927,-629.0000000000018,-383.0,,-2212.9999999999823
2021.04.26,-167.0000000000016,-353.99999999998766,-190.00000000000128,338.9999999999893,514.9999999999987,76.99999999999375,-473.99999999999665,93.99999999999409,194.0000000000053,-622.0000000000115,-313.0000000000024,-536.0000000000032,-319.0000000000026,,-1756.000000000026
2021.04.26,-117.999999999995,-341.99999999999784,-278.00000000000045,407.99999999999727,522.0000000000002,15.999999999993797,-361.0000000000113,4.9999999999954525,260.0000000000158,-605.9999999999955,-343.0000000000035,-457.0000000000074,-270.99999999999903,,-1565.0000000000075
2021.04.26,-45.000000000001705,-383.0,-309.0000000000037,478.9999999999961,573.0000000000013,49.99999999999449,-324.9999999999975,-86.99999999998909,302.0000000000023,-629.9999999999973,-423.0000000000018,-441.0000000000025,-258.9999999999981,,-1497.9999999999977
2021.04.26,100.99999999999909,-419.9999999999982,-303.9999999999932,516.9999999999897,597.0000000000031,37.99999999999359,-202.9999999999976,-242.999999999995,414.00000000000324,-770.000000000004,-576.9999999999982,-414.00000000000324,-248.00000000000378,,-1512.0000000000045
2021.04.26,109.99999999999943,-368.9999999999971,-261.0000000000001,500.9999999999959,628.0000000000064,-31.000000000003247,-70.99999999999883,-138.00000000000523,381.0000000000091,-766.0,-498.9999999999952,-540.0000000000072,-297.9999999999983,,-1352.9999999999945
2021.04.26,118.99999999999977,-339.99999999998477,-266.0000000000107,483.0000000000001,656.000000000001,-26.000000000003798,-133.00000000000534,-150.00000000000568,352.000000000019,-777.0000000000055,-493.9999999999998,-533.0000000000057,-282.99999999999994,,-1392.0000000000014
2021.04.26,82.99999999999841,-502.00000000000244,-192.99999999999872,522.9999999999957,656.000000000001,96.99999999999153,-100.0000000000112,-26.999999999986812,504.9999999999999,-856.9999999999967,-486.0000000000042,-511.0000000000059,-253.0000000000032,,-1065.0000000000227
2021.04.26,7.000000000005002,-678.9999999999852,-103.99999999999298,563.9999999999978,677.0000000000053,163.99999999999747,-26.0000000000149,84.00000000000318,721.000000000016,-913.9999999999926,-435.99999999999284,-423.0000000000067,-107.00000000000153,,-471.99999999996186
2021.04.26,28.000000000005798,-905.9999999999845,-80.99999999999774,664.9999999999934,669.0000000000085,91.99999999999208,299.99999999998914,-156.99999999998226,958.0000000000144,-1002.000000000014,-652.000000000001,-350.00000000000585,-52.000000000007596,,-487.9999999999896
2021.04.26,176.00000000000193,-897.9999999999987,-100.99999999999554,683.9999999999957,714.0000000000035,79.99999999999119,472.9999999999901,-227.99999999998022,1027.0000000000002,-1058.0000000000034,-709.0000000000032,-357.00000000000733,-52.000000000007596,,-249.00000000001333
2021.04.26,233.0000000000041,-824.0000000000025,-121.99999999999989,688.9999999999952,683.0000000000002,74.99999999999174,395.99999999999636,-215.0000000000034,944.0000000000115,-974.9999999999925,-667.0000000000016,-282.0000000000045,-45.000000000006146,,-110.00000000001154
2021.04.26,228.9999999999992,-763.9999999999869,-137.00000000000932,652.9999999999925,655.0000000000056,17.000000000000348,392.9999999999989,-265.99999999999113,823.0000000000182,-960.0000000000053,-682.9999999999927,-323.0000000000066,-143.9999999999997,,-506.99999999997704
2021.04.26,230.99999999999454,-712.9999999999859,-140.99999999999113,576.9999999999942,651.0000000000016,12.999999999996348,285.00000000000193,-286.00000000000136,712.0000000000015,-985.0000000000136,-709.0000000000032,-372.0000000000057,-192.00000000000327,,-929.000000000014
2021.04.26,206.00000000000307,-688.9999999999841,-120.99999999999334,586.9999999999931,663.0000000000025,30.999999999992145,261.9999999999845,-293.00000000000637,721.000000000016,-1014.0000000000038,-727.9999999999944,-390.0000000000015,-236.00000000000287,,-1000.9999999999948
2021.04.26,227.00000000000387,-672.9999999999902,-130.0000000000079,603.9999999999934,683.0000000000002,58.99999999999794,188.9999999999947,-260.9999999999957,743.0000000000048,-1107.0000000000136,-757.9999999999956,-392.9999999999989,-268.0000000000016,,-1085.0000000000086
2021.04.26,209.00000000000318,-682.9999999999892,-123.00000000000644,584.9999999999911,682.0000000000048,91.99999999999208,136.00000000000279,-269.00000000000546,714.999999999999,-1089.0000000000066,-757.000000000005,-416.00000000000523,-270.0000000000036,,-1188.0000000000286
2021.04.26,209.00000000000318,-760.9999999999894,-144.0000000000108,590.999999999997,665.9999999999999,91.99999999999208,163.9999999999864,-323.99999999998386,729.0000000000018,-1021.0000000000052,-742.999999999995,-396.00000000000745,-248.99999999999923,,-1187.0000000000107
2021.04.26,219.99999999999886,-786.9999999999822,-133.99999999998968,619.9999999999983,643.0000000000047,109.99999999999899,165.9999999999995,-313.99999999999295,773.0000000000015,-990.000000000002,-724.9999999999943,-346.0000000000019,-197.00000000000273,,-960.9999999999641
2021.04.26,215.99999999999397,-810.999999999984,-121.99999999999989,623.9999999999912,629.0000000000018,109.99999999999899,227.99999999998377,-298.0000000000018,804.0000000000047,-1041.000000000003,-737.9999999999995,-285.9999999999974,-155.00000000000514,,-840.0000000000164
2021.04.26,225.9999999999991,-811.9999999999905,-123.00000000000644,656.9999999999965,624.0000000000023,113.99999999999189,256.99999999999613,-282.99999999998704,875.0000000000035,-1001.0000000000074,-722.999999999999,-269.00000000000813,-121.99999999999989,,-580.0000000000089
2021.04.26,197.9999999999933,-842.9999999999937,-113.99999999999189,606.9999999999909,626.9999999999998,109.99999999999899,303.9999999999932,-271.99999999999136,887.9999999999999,-1036.0000000000148,-674.9999999999972,-253.99999999999866,-102.99999999999754,,-563.000000000009
2021.04.27,168.00000000000637,-841.9999999999872,-79.99999999999119,512.9999999999968,514.0000000000033,95.99999999999609,292.00000000000335,-259.9999999999909,886.000000000009,-1191.0000000000086,-667.0000000000016,-275.000000000003,-73.00000000000084,,-918.9999999999685
2021.04.27,197.00000000000273,-844.9999999999847,-86.99999999999264,542.9999999999935,568.0000000000018,122.99999999999534,351.99999999999676,-259.9999999999909,900.0000000000119,-1051.0000000000018,-673.0000000000018,-270.99999999999903,-78.00000000000028,,-581.9999999999688
2021.04.27,198.99999999999807,-835.9999999999923,-93.99999999999409,628.9999999999907,606.0000000000065,120.99999999999334,374.999999999992,-263.9999999999816,952.0000000000196,-1036.0000000000148,-658.9999999999918,-224.000000000002,-65.00000000000395,,-295.99999999998045
2021.04.27,248.00000000000466,-808.9999999999931,-109.00000000000354,683.9999999999957,621.0000000000049,123.99999999999079,374.999999999992,-325.9999999999934,966.0000000000002,-951.000000000013,-703.000000000003,-219.00000000000253,-63.00000000000195,,-162.00000000002223
2021.04.27,275.0000000000057,-790.9999999999861,-90.99999999999665,686.9999999999932,629.0000000000018,120.99999999999334,358.9999999999982,-294.9999999999875,969.0000000000199,-910.0000000000108,-682.0000000000022,-212.00000000000108,-29.999999999996696,,29.0000000000311
2021.04.27,269.999999999996,-827.9999999999843,-104.99999999999955,705.9999999999956,643.0000000000047,134.99999999999625,407.0000000000018,-264.99999999998636,1005.0000000000115,-947.000000000009,-670.0000000000017,-209.9999999999991,-29.000000000001247,,112.00000000002444
2021.04.27,216.99999999999875,-863.9999999999981,-92.00000000000318,688.9999999999952,640.0000000000073,136.99999999999824,354.9999999999942,-278.99999999999636,998.00000000001,-1008.0000000000089,-697.9999999999933,-231.99999999999886,-63.99999999999739,,-200.9999999999925
2021.04.27,212.0000000000033,-802.9999999999982,-72.0000000000054,670.9999999999993,581.0000000000093,122.99999999999534,351.99999999999676,-239.99999999998067,992.0000000000151,-966.0000000000002,-667.9999999999922,-214.00000000000307,-48.99999999999905,,-80.99999999995948
2021.04.27,240.99999999999966,-817.9999999999854,-93.00000000000975,692.9999999999992,585.0000000000022,122.99999999999534,414.00000000000324,-298.0000000000018,1002.000000000014,-973.0000000000016,-671.999999999997,-173.00000000000094,-29.000000000001247,,2.0000000000155502
2021.04.27,347.999999999999,-750.9999999999906,-137.00000000000932,710.999999999995,617.0000000000009,132.99999999999423,404.9999999999887,-352.00000000000387,1028.0000000000066,-941.0000000000141,-691.9999999999931,-185.99999999999727,-14.000000000002899,,168.99999999997334
2021.04.27,426.9999999999925,-730.9999999999927,-157.00000000000713,728.9999999999908,600.0000000000006,106.99999999999044,393.99999999998323,-405.00000000000114,982.0000000000161,-849.0000000000109,-706.9999999999936,-165.00000000000404,20.999999999993246,,245.99999999995737
2021.04.27,453.9999999999935,-707.9999999999975,-156.00000000000057,729.9999999999973,600.0000000000006,101.99999999999099,448.000000000004,-366.9999999999902,988.0000000000111,-768.9999999999975,-640.0000000000006,-136.00000000000279,80.00000000000229,,626.0000000000105
2021.04.27,379.99999999999545,-730.9999999999927,-160.99999999998892,757.999999999992,639.0000000000007,107.99999999999699,466.9999999999952,-318.9999999999884,1032.0000000000107,-812.999999999997,-656.9999999999965,-182.99999999999983,51.99999999999649,,572.000000000024
2021.04.27,346.00000000000364,-733.9999999999902,-151.9999999999966,749.9999999999951,622.0000000000003,117.99999999999588,451.0000000000014,-258.99999999998613,1025.0000000000093,-802.9999999999982,-612.9999999999995,-167.00000000000603,64.99999999999284,,649.0000000000218
2021.04.27,350.9999999999991,-748.9999999999997,-144.0000000000108,745.9999999999911,622.0000000000003,126.99999999999933,411.99999999999017,-284.9999999999966,1019.0000000000143,-842.9999999999937,-646.0000000000008,-152.00000000000767,29.999999999996696,,487.99999999998187
2021.04.27,328.00000000000296,-753.9999999999881,-134.99999999999625,720.9999999999939,631.9999999999992,137.9999999999937,377.9999999999894,-266.9999999999959,995.0000000000125,-873.0000000000126,-643.0000000000007,-175.99999999999838,-11.00000000000545,,332.99999999999454
2021.04.27,323.99999999999807,-729.0000000000018,-143.00000000000423,740.9999999999917,660.000000000005,157.99999999999147,354.9999999999942,-266.9999999999959,1014.0000000000038,-897.9999999999987,-664.0000000000015,-214.00000000000307,-7.0000000000014495,,329.9999999999776
2021.04.27,305.9999999999974,-784.9999999999912,-151.9999999999966,746.9999999999976,702.0000000000026,137.9999999999937,344.99999999999534,-266.9999999999959,1023.0000000000183,-985.0000000000136,-692.9999999999978,-236.00000000000287,-28.000000000005798,,115.00000000000077
2021.04.27,278.99999999999636,-809.9999999999997,-164.00000000000858,717.9999999999964,682.0000000000048,117.99999999999588,319.999999999987,-295.99999999999227,938.0000000000166,-981.999999999994,-700.9999999999934,-243.99999999999977,-43.999999999999595,,-185.99999999999017
2021.04.27,289.0000000000015,-739.9999999999851,-224.000000000002,758.9999999999985,686.0000000000089,131.99999999999878,312.00000000000114,-257.99999999998136,1027.0000000000002,-883.9999999999959,-620.9999999999951,-229.00000000000142,14.999999999998348,,264.0000000000464
2021.04.27,331.00000000000307,-739.9999999999851,-215.99999999999397,706.999999999991,606.0000000000065,78.00000000000028,259.9999999999936,-329.9999999999841,970.0000000000042,-947.9999999999933,-707.9999999999984,-185.99999999999727,-12.000000000000899,,-187.9999999999544
2021.04.27,393.0000000000007,-696.999999999992,-181.00000000000892,705.9999999999956,602.0000000000025,73.99999999999629,354.9999999999942,-332.9999999999984,940.0000000000075,-791.0000000000084,-628.0000000000001,-170.00000000000347,37.99999999999359,,307.99999999997885
2021.04.27,427.99999999999727,-702.0000000000026,-209.9999999999991,754.9999999999945,596.0000000000076,115.99999999999389,337.99999999999386,-343.9999999999941,987.0000000000045,-666.9999999999953,-587.9999999999939,-118.00000000000699,125.99999999999278,,716.9999999999923
2021.04.27,435.99999999999284,-617.0000000000009,-202.9999999999976,740.9999999999917,570.9999999999993,73.00000000000084,360.9999999999891,-287.9999999999825,975.9999999999991,-740.0000000000073,-563.0000000000024,-72.0000000000054,85.00000000000173,,759.9999999999785
2021.04.27,457.9999999999984,-672.9999999999902,-167.9999999999904,702.9999999999981,490.00000000000153,75.9999999999983,505.99999999998425,-337.99999999999386,1022.0000000000118,-758.9999999999985,-621.9999999999999,-34.000000000000696,100.00000000000009,,761.0000000000191
2021.04.27,376.0000000000048,-679.9999999999917,-99.99999999998899,551.9999999999969,338.00000000000495,68.99999999999685,309.0000000000037,-359.9999999999852,965.0000000000158,-578.0000000000118,-546.999999999997,5.999999999994898,165.9999999999995,,516.0000000000427
2021.04.27,361.99999999999477,-733.9999999999902,42.999999999993044,550.9999999999903,328.0000000000061,135.99999999999167,224.99999999998633,-332.9999999999984,968.0000000000133,-601.000000000007,-551.0000000000019,7.9999999999968985,147.99999999999258,,549.9999999999675
2021.04.27,388.00000000000523,-797.0000000000033,12.999999999996348,580.9999999999982,375.0000000000031,201.99999999999108,99.00000000000463,-436.9999999999834,941.0000000000141,-644.0000000000001,-632.000000000005,-24.999999999997247,112.000000000001,,176.00000000002456
2021.04.27,353.9999999999992,-791.9999999999927,-15.999999999993797,607.9999999999974,411.0000000000058,208.99999999999253,132.99999999998312,-421.99999999999704,938.0000000000166,-846.0000000000134,-712.9999999999939,-85.00000000000173,-19.999999999997797,,-240.99999999999568
2021.04.27,316.99999999999307,-802.9999999999982,-15.00000000000945,500.9999999999959,395.0000000000009,141.99999999999767,39.999999999995595,-424.99999999998295,799.0000000000164,-844.0000000000003,-715.0000000000034,-130.0000000000079,-58.000000000002494,,-796.0000000000052
2021.04.27,334.0000000000032,-820.9999999999828,18.0000000000069,501.99999999999136,387.99999999999943,156.99999999999602,56.99999999999594,-459.99999999997954,798.0000000000098,-804.0000000000047,-715.999999999994,-136.00000000000279,-67.00000000000594,,-749.999999999967
2021.04.27,373.9999999999952,-783.0000000000003,25.999999999992696,532.9999999999945,374.0000000000077,126.99999999999933,106.99999999999044,-409.9999999999966,809.9999999999997,-748.9999999999997,-664.999999999992,-82.99999999999974,-9.00000000000345,,-348.0000000000122
2021.04.27,364.9999999999949,-795.9999999999967,-42.0000000000087,528.9999999999906,357.00000000000733,103.99999999999298,102.00000000000209,-506.0000000000002,818.0000000000076,-636.0000000000143,-632.000000000005,-55.000000000005045,27.999999999994696,,-364.0000000000399
2021.04.27,429.00000000000205,-761.999999999996,-76.0000000000094,595.9999999999966,373.00000000000114,107.99999999999699,166.99999999998383,-645.9999999999866,828.0000000000065,-595.9999999999966,-713.9999999999986,-47.00000000000814,65.99999999999939,,-274.00000000000887
2021.04.27,468.0000000000035,-766.0,-66.99999999999484,534.9999999999966,308.00000000000824,125.99999999999278,78.00000000000028,-646.9999999999914,788.0000000000109,-554.9999999999944,-709.0000000000032,-6.0000000000060005,60.99999999999994,,-385.99999999997755
2021.04.27,528.9999999999964,-734.9999999999968,35.00000000000725,471.99999999999466,214.00000000000307,178.00000000000037,-87.99999999999919,-685.0000000000023,777.0000000000055,-512.0000000000014,-691.9999999999931,-12.000000000000899,112.99999999999643,,-405.99999999999005
2021.04.27,549.9999999999972,-716.9999999999899,62.99999999999084,487.99999999999955,280.00000000000244,231.99999999999886,-29.999999999996696,-658.9999999999918,825.0000000000091,-551.0000000000126,-727.0000000000039,8.999999999992347,125.99999999999278,,-111.0000000000118
2021.04.27,603.9999999999992,-808.9999999999931,32.999999999994145,576.9999999999942,328.0000000000061,231.99999999999886,-21.00000000000435,-704.9999999999841,962.0000000000184,-561.0000000000115,-757.000000000005,58.99999999999794,161.99999999999548,,104.0000000000065
2021.04.27,677.9999999999973,-790.9999999999861,46.999999999997044,603.9999999999934,351.0000000000013,212.99999999999653,170.99999999998784,-728.999999999985,1009.9999999999998,-602.999999999998,-786.0000000000014,59.99999999999339,169.99999999999238,,394.9999999999885
2021.04.27,724.9999999999943,-713.9999999999924,41.000000000002146,549.9999999999949,322.00000000000006,231.99999999999886,-12.999999999996348,-745.0000000000045,909.0000000000042,-598.999999999994,-795.0000000000017,26.999999999999247,132.99999999999423,,72.99999999999916
2021.04.27,736.0000000000042,-740.9999999999917,66.99999999999484,541.9999999999981,304.00000000000426,248.99999999999923,-14.000000000002899,-792.0000000000016,904.0000000000159,-547.999999999993,-811.9999999999976,36.999999999998145,127.99999999999478,,60.00000000002284
2021.04.27,733.0000000000041,-791.9999999999927,49.00000000001015,555.9999999999899,287.0000000000039,217.0000000000005,99.00000000000463,-889.9999999999864,877.0000000000166,-506.0000000000064,-802.9999999999973,81.9999999999932,173.9999999999964,,83.00000000003642
2021.04.27,795.0000000000017,-705.0000000000001,-62.000000000006494,524.9999999999977,278.00000000000045,159.9999999999935,31.000000000003247,-1004.9999999999955,775.9999999999989,-398.9999999999938,-828.000000000003,61.999999999995396,151.9999999999966,,-220.00000000001125
2021.04.27,825.9999999999934,-706.999999999991,-110.99999999999443,588.9999999999951,330.0000000000081,128.99999999999022,79.99999999999119,-1020.9999999999866,763.0000000000026,-310.9999999999946,-825.0000000000028,76.99999999999375,178.00000000000037,,-2.9999999999948557
2021.04.27,813.0000000000024,-748.9999999999997,-110.99999999999443,610.9999999999949,326.9999999999995,124.99999999999733,163.9999999999864,-1015.9999999999911,785.0000000000134,-368.00000000001273,-829.9999999999983,108.99999999999244,180.99999999999784,,40.99999999998789
2021.04.27,837.0000000000033,-781.9999999999939,-127.00000000001043,631.9999999999992,317.0000000000006,131.99999999999878,217.99999999998488,-1024.000000000001,848.0000000000043,-330.0000000000081,-829.9999999999983,117.00000000000044,207.99999999999707,,215.99999999997704
2021.04.27,849.0000000000038,-774.9999999999924,-116.00000000000499,628.9999999999907,318.00000000000716,134.0000000000008,190.99999999998562,-1058.9999999999975,831.000000000004,-283.000000000011,-826.9999999999982,127.99999999999478,231.99999999999886,,251.99999999998158
2021.04.27,804.000000000002,-773.9999999999858,-120.00000000000898,570.9999999999993,219.00000000000253,130.99999999999224,163.9999999999864,-1063.999999999993,802.9999999999982,-306.00000000000625,-840.999999999994,107.00000000000153,202.9999999999976,,-103.00000000000813
2021.04.28,730.9999999999945,-773.9999999999858,-66.00000000001049,518.9999999999917,220.00000000000907,112.99999999999643,93.99999999999409,-1022.9999999999961,783.0000000000003,-316.0000000000052,-771.9999999999914,105.99999999999498,212.00000000000108,,-173.0000000000066
2021.04.28,780.0000000000011,-736.9999999999877,-92.00000000000318,509.9999999999993,276.00000000000955,109.99999999999899,149.9999999999835,-1019.0000000000055,782.000000000016,-419.9999999999982,-795.9999999999923,76.99999999999375,200.00000000000017,,-178.99999999998437
2021.04.28,801.9999999999925,-731.9999999999993,-96.99999999999153,533.99999999999,281.00000000000904,106.99999999999044,183.99999999998417,-1025.0000000000057,779.0000000000185,-295.0000000000008,-780.9999999999917,76.99999999999375,219.00000000000253,,52.99999999999184
2021.04.28,822.9999999999933,-712.0000000000015,-96.00000000000719,577.9999999999897,303.0000000000088,123.99999999999079,144.99999999999514,-1055.0000000000068,774.000000000008,-270.99999999999903,-813.999999999993,87.99999999999919,208.99999999999253,,95.99999999996989
2021.04.28,855.000000000004,-740.9999999999917,-92.00000000000318,590.999999999997,330.0000000000081,119.99999999999788,187.00000000000384,-1081.9999999999936,809.0000000000152,-286.99999999999284,-838.9999999999986,81.9999999999932,212.00000000000108,,145.0000000000403
2021.04.28,840.0000000000034,-708.9999999999818,-109.00000000000354,592.9999999999991,331.999999999999,125.99999999999278,139.00000000000023,-1078.000000000003,774.000000000008,-251.00000000000122,-822.0000000000027,68.00000000000139,217.99999999999596,,121.00000000000747
2021.04.28,837.9999999999939,-691.9999999999815,-116.99999999998934,594.99999999999,282.99999999999994,111.99999999998988,151.9999999999966,-1128.9999999999907,767.0000000000066,-164.99999999999292,-796.999999999997,86.99999999999264,236.99999999999832,,171.00000000001643
2021.04.28,954.9999999999983,-658.0000000000031,-139.00000000000023,595.9999999999966,248.00000000000378,100.00000000000009,188.9999999999947,-1150.999999999982,775.9999999999989,-78.00000000000028,-787.9999999999967,165.9999999999995,292.9999999999988,,509.0000000000084
2021.04.28,971.0000000000036,-661.0000000000005,-133.99999999998968,634.9999999999967,286.00000000000847,66.99999999999484,231.0000000000034,-1132.9999999999814,805.0000000000113,-110.99999999999443,-799.9999999999972,146.99999999999713,325.99999999999295,,629.0000000000454
2021.04.28,989.0000000000043,-662.9999999999914,-126.0000000000039,617.9999999999964,24.000000000001798,35.999999999991594,309.99999999998806,-1150.0000000000057,802.9999999999982,-219.00000000001364,-846.9999999999942,202.9999999999976,237.99999999999378,,215.99999999996285
2021.04.28,920.0000000000017,-697.9999999999986,-140.99999999999113,644.0000000000001,118.00000000000699,39.999999999995595,407.99999999998613,-1108.000000000004,843.0000000000159,-228.00000000000597,-832.9999999999984,387.99999999999943,273.9999999999965,,627.0000000000043
2021.04.28,932.9999999999927,-698.999999999983,-124.99999999999733,638.9999999999895,93.00000000000975,36.999999999998145,384.9999999999909,-1094.9999999999989,845.0000000000068,-82.00000000000429,-760.9999999999957,407.99999999999727,329.999999999997,,908.0000000000032
