date,EURUSD,USDJPY,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPCAD,EURCAD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2016.09.19,-18.999999999991246,-76.00000000000762,-25.00000000000835,120.00000000000898,24.000000000001798,67.00000000000594,60.000000000015596,78.99999999998464,-23.9999999999867,-106.00000000000875,44.99999999999504,-17.000000000000348,,128.00000000000898
2016.09.19,15.00000000000945,-112.99999999999955,-109.00000000000354,164.00000000000858,84.0000000000063,35.00000000000725,-15.999999999993797,4.999999999988347,-62.99999999998818,-81.00000000000307,35.999999999991594,-53.00000000001415,,-95.99999999999075
2016.09.19,-21.999999999988695,-135.00000000000512,-110.99999999999443,124.99999999999733,94.00000000000519,38.0000000000047,74.0000000000185,38.0000000000047,-128.99999999999068,-150.00000000000568,93.99999999999409,-79.00000000000685,,-162.99999999996695
2016.09.19,-51.000000000001044,-131.00000000000023,-204.00000000000418,146.00000000000168,136.00000000000279,-11.999999999989797,167.00000000000603,36.999999999998145,-172.9999999999876,-236.0000000000042,186.99999999999272,-31.000000000003247,,-164.99999999998892
2016.09.19,-35.00000000000725,-230.00000000000398,-116.00000000000499,146.00000000000168,209.00000000000364,50.0000000000056,-26.999999999999247,-25.00000000000835,-314.9999999999977,-310.0000000000023,158.99999999999804,-117.99999999999588,,-612.0000000000108
2016.09.19,-42.0000000000087,-201.99999999999818,-168.99999999999693,154.0000000000097,234.00000000000088,28.000000000005798,-36.999999999998145,-83.9999999999952,-318.9999999999884,-309.0000000000117,136.99999999999824,-138.0000000000159,,-746.9999999999986
2016.09.19,-11.999999999989797,-187.00000000001182,-265.0000000000041,168.99999999999693,300.0000000000003,-28.999999999990145,33.00000000001635,-117.00000000001154,-346.9999999999942,-323.0000000000075,171.99999999999437,-151.9999999999966,,-757.9999999999977
2016.09.19,-32.999999999994145,-123.00000000000466,-306.00000000000625,157.00000000000713,304.9999999999997,-64.99999999999284,60.99999999999994,-153.00000000000313,-328.9999999999935,-290.00000000000625,144.99999999999514,-170.00000000000347,,-801.0000000000025
2016.09.19,-89.00000000000574,-103.00000000000864,-338.0000000000161,161.99999999999548,351.0000000000013,-76.99999999999375,86.0000000000083,-160.00000000000458,-390.99999999999113,-336.00000000001273,174.99999999999181,-190.00000000000128,,-910.0000000000371
2016.09.19,-103.00000000000864,1.9999999999953388,-331.999999999999,170.00000000000347,438.00000000000506,-72.99999999998974,-81.9999999999821,-293.99999999999426,-412.9999999999967,-356.00000000000875,200.00000000000017,-195.00000000001182,,-1037.999999999987
2016.09.19,-121.99999999999989,42.00000000000159,-289.0000000000059,151.9999999999966,463.0000000000023,-59.99999999999339,-224.99999999998633,-387.000000000004,-432.9999999999927,-365.99999999999966,176.99999999999383,-205.00000000001074,,-1252.9999999999982
2016.09.19,-167.00000000000603,48.99999999999238,-312.00000000000114,141.99999999999767,468.00000000000176,-83.9999999999952,-195.9999999999962,-400.00000000000034,-468.9999999999941,-467.00000000001296,263.99999999999756,-121.00000000001555,,-1293.000000000032
2016.09.19,-156.00000000000057,78.99999999999352,-287.9999999999994,151.9999999999966,477.0000000000052,-60.99999999999994,-206.99999999997942,-374.0000000000077,-444.9999999999932,-431.0000000000116,268.0000000000016,-134.99999999999625,,-1120.999999999991
2016.09.19,-136.99999999998712,70.99999999999795,-321.0000000000157,154.99999999999403,499.000000000005,-76.99999999999375,-204.99999999998852,-400.00000000000034,-460.9999999999985,-421.0000000000065,244.99999999999523,-174.00000000000747,,-1226.000000000006
2016.09.19,-116.99999999998934,61.99999999999761,-277.00000000001614,150.99999999999002,491.0000000000081,-46.999999999997044,-255.99999999998957,-397.0000000000029,-445.99999999999795,-390.00000000000057,220.99999999999343,-192.00000000001438,,-1197.0000000000186
2016.09.19,-137.9999999999937,70.99999999999795,-304.9999999999997,154.0000000000097,464.00000000000887,-64.99999999999284,-201.99999999999108,-380.00000000000256,-420.99999999999227,-365.0000000000091,185.99999999999727,-192.99999999999872,,-1193.9999999999661
2016.09.19,-143.00000000000423,12.000000000000455,-357.00000000000733,161.99999999999548,484.00000000000665,-93.99999999999409,-232.99999999999432,-456.9999999999963,-486.99999999999477,-438.0000000000024,169.99999999999238,-184.00000000000637,,-1565.000000000005
2016.09.19,-173.00000000000094,87.99999999999386,-391.000000000008,177.00000000000495,570.9999999999993,-105.99999999999498,-238.99999999998923,-486.00000000000864,-533.9999999999918,-507.000000000005,282.99999999999994,-151.00000000001222,,-1468.0000000000127
2016.09.19,-112.000000000001,63.99999999999295,-334.9999999999964,190.00000000000128,591.0000000000082,-53.999999999998494,-396.9999999999807,-534.9999999999966,-516.9999999999959,-478.00000000000864,246.99999999999721,-168.0000000000126,,-1503.9999999999907
2016.09.19,-72.0000000000054,-24.00000000000091,-583.0000000000002,204.00000000000418,559.0000000000094,-209.9999999999991,-32.999999999994145,-489.0000000000061,-513.9999999999958,-439.00000000000716,180.99999999999784,-212.99999999999653,,-1632.9999999999943
2016.09.19,-69.00000000000794,72.99999999999329,-717.000000000012,278.00000000000045,659.0000000000095,-242.99999999999324,-26.999999999999247,-541.9999999999981,-491.9999999999902,-461.00000000001273,271.9999999999945,-154.0000000000097,,-1423.0000000000255
2016.09.19,-60.99999999999994,58.9999999999975,-713.0000000000081,249.99999999999466,619.0000000000028,-262.999999999991,45.000000000006146,-510.99999999999477,-472.999999999999,-455.0000000000125,273.9999999999965,-141.00000000001333,,-1370.0000000000211
2016.09.19,-36.999999999998145,325.9999999999934,-798.0000000000098,205.00000000001074,689.0000000000063,-354.9999999999942,48.000000000003595,-668.0000000000019,-359.99999999999943,-371.9999999999999,335.99999999999187,-102.00000000000209,,-1087.9999999999995
2016.09.19,-106.99999999999044,269.999999999996,-595.9999999999966,286.99999999999284,691.0000000000083,-153.99999999999858,-236.99999999999832,-565.0000000000155,-390.99999999999113,-327.0000000000124,231.99999999999886,-209.9999999999991,,-1107.0000000000061
