date,USDCAD,GBPCHF,AUDCHF,EURGBP,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.03.29,-4.999999999988347,-194.99999999998963,-202.9999999999976,-24.000000000001798,-33.00000000001546,0.0,-4.000000000004,-134.00000000000034,-175.99999999999838,,-773.9999999999956
2021.03.29,32.0000000000098,-157.99999999999147,-180.99999999999784,9.999999999998899,-56.000000000011596,127.99999999999478,29.00000000001235,-78.00000000000296,-176.99999999999383,,-450.9999999999819
2021.03.29,47.00000000001925,-157.99999999999147,-195.00000000000074,43.999999999999595,-48.00000000000182,140.0000000000068,114.99999999999844,-69.00000000000261,-187.9999999999993,,-311.9999999999718
2021.03.29,85.00000000000173,-214.99999999998744,-212.99999999999653,14.999999999998348,-102.00000000000387,170.00000000000347,175.99999999999838,-127.00000000000955,-208.99999999999253,,-419.999999999988
2021.03.29,97.00000000001374,-256.99999999999613,-265.99999999999955,18.0000000000069,-110.00000000001364,96.99999999999153,153.00000000000313,-168.00000000000637,-249.99999999999466,,-685.999999999995
2021.03.29,119.00000000000244,-248.99999999998812,-246.99999999999721,18.0000000000069,-103.00000000000864,119.00000000000244,154.99999999999403,-146.0000000000008,-241.99999999999778,,-575.9999999999868
2021.03.29,151.00000000001222,-238.99999999998923,-233.00000000000543,29.000000000001247,-105.00000000001819,140.0000000000068,158.0000000000137,-136.0000000000099,-241.99999999999778,,-476.9999999999866
2021.03.29,197.00000000000273,-157.99999999999147,-178.00000000000037,65.00000000000395,60.000000000002274,262.999999999991,243.99999999999977,28.999999999996362,-221.99999999999997,,300.0000000000043
2021.03.29,295.0000000000008,-178.99999999999582,-175.00000000000293,52.000000000007596,104.99999999998977,256.99999999999613,297.9999999999983,54.99999999999261,-242.99999999999324,,464.99999999999324
2021.03.29,294.0000000000165,-188.9999999999947,-212.00000000000108,48.99999999999905,57.999999999992724,221.00000000000452,289.0000000000059,24.00000000000091,-300.0000000000003,,234.0000000000236
2021.03.29,253.00000000001432,-214.99999999998744,-287.0000000000039,51.000000000001044,120.9999999999809,53.999999999998494,139.00000000000023,4.9999999999954525,-373.99999999999653,,-252.99999999999744
2021.03.29,235.00000000000742,-224.000000000002,-302.0000000000023,45.000000000006146,180.99999999998317,18.0000000000069,131.00000000001444,-17.000000000010118,-410.9999999999947,,-343.999999999991
2021.03.29,283.000000000011,-173.00000000000094,-270.99999999999903,73.00000000000084,225.9999999999991,83.9999999999952,204.00000000000418,44.999999999987494,-392.9999999999989,,77.99999999999892
2021.03.29,350.00000000000585,-142.99999999998204,-219.00000000000253,77.00000000000485,197.99999999997908,160.00000000000458,296.0000000000074,69.99999999999318,-381.99999999999346,,407.0000000000169
2021.03.29,350.00000000000585,-144.99999999999514,-217.0000000000005,65.00000000000395,204.99999999998408,161.00000000001114,246.00000000001288,65.99999999998829,-383.99999999999545,,347.0000000000151
2021.03.29,433.0000000000167,-148.99999999999915,-206.00000000000617,55.000000000005045,253.99999999999068,164.00000000000858,241.00000000000233,106.99999999999932,-406.9999999999907,,492.0000000000266
2021.03.29,472.00000000000574,-114.99999999999844,-195.00000000000074,72.0000000000054,282.99999999998704,180.0000000000024,256.00000000001177,126.99999999999534,-387.99999999999943,,692.0000000000092
2021.03.29,477.0000000000163,-34.99999999998504,-114.99999999999844,87.00000000000374,384.9999999999909,280.9999999999979,319.0000000000026,253.0000000000001,-337.99999999999386,,1314.0000000000343
2021.03.29,436.9999999999985,-36.999999999998145,-146.00000000000168,87.99999999999919,277.9999999999916,262.999999999991,354.0000000000099,185.99999999999284,-353.99999999999875,,1068.9999999999845
2021.03.29,418.0000000000073,-22.999999999995246,-133.00000000000534,113.00000000000753,217.9999999999893,282.0000000000045,391.000000000008,146.99999999999136,-337.99999999999386,,1075.0000000000134
2021.03.29,309.0000000000037,-28.999999999990145,-172.00000000000549,58.99999999999794,139.99999999998636,46.999999999997044,425.0000000000087,-1.0000000000047748,-424.9999999999976,,352.9999999999957
2021.03.29,302.0000000000023,-95.00000000000064,-163.99999999999747,-31.000000000003247,36.000000000001364,-2.999999999997449,290.9999999999968,-111.0000000000042,-477.99999999998954,,-252.9999999999921
2021.03.29,372.00000000001677,-393.99999999998323,-145.00000000000622,-293.99999999999426,49.99999999998295,-25.999999999992696,263.99999999999756,-84.00000000000318,-458.9999999999983,,-715.9999999999807
2021.03.29,370.00000000000364,-473.99999999999665,-131.00000000000333,-347.9999999999928,169.9999999999875,-52.99999999999194,184.00000000000637,-31.00000000000591,-437.999999999994,,-750.999999999987
2021.03.29,275.000000000003,-329.99999999998585,-129.00000000000134,-285.9999999999974,192.99999999998363,-38.0000000000047,199.00000000001583,-36.000000000001364,-346.9999999999973,,-498.99999999998556
2021.03.29,233.00000000001654,-520.9999999999936,-229.99999999999687,-317.9999999999961,202.99999999997453,-126.99999999998823,5.000000000010552,-57.00000000000216,-407.99999999999727,,-1219.9999999999725
2021.03.29,171.00000000001003,-574.9999999999922,-309.0000000000037,-351.99999999999676,245.9999999999809,-302.0000000000023,-278.9999999999848,-130.00000000000966,-467.9999999999906,,-1997.9999999999893
2021.03.29,110.00000000001009,-672.9999999999902,-355.0000000000053,-385.99999999999744,287.9999999999825,-300.99999999999574,-285.00000000000193,-100.00000000000853,-424.9999999999976,,-2127.0000000000045
