date,USDCAD,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.10.27,263.99999999999756,-80.99999999998886,-174.99999999999716,-981.0000000000088,-558.9999999999975,,-1531.9999999999948
2021.10.27,334.9999999999964,137.00000000000045,34.000000000006025,-725.9999999999991,-353.9999999999992,,-573.9999999999955
2021.10.27,482.00000000000466,224.00000000001796,123.00000000000466,-591.9999999999987,-260.0000000000051,,-22.99999999997658
2021.10.27,541.9999999999981,307.9999999999927,210.00000000000796,-421.0000000000065,-55.00000000000682,,583.9999999999853
2021.10.27,489.99999999999045,399.0000000000009,231.00000000000875,-484.99999999999943,-100.00000000000853,,534.999999999992
2021.10.27,482.999999999989,260.0000000000193,100.00000000000853,-579.9999999999983,-210.00000000000796,,53.00000000001057
2021.10.27,496.99999999999187,256.0000000000002,123.00000000000466,-567.9999999999978,-233.0000000000041,,74.99999999999477
2021.10.27,473.99999999999665,112.99999999999955,82.00000000000784,-621.9999999999999,-326.0000000000076,,-279.0000000000035
2021.10.27,495.000000000001,145.00000000001023,138.00000000000523,-608.0000000000041,-317.99999999999784,,-147.99999999998545
2021.10.27,380.00000000000256,-18.000000000000682,94.99999999999886,-728.9999999999992,-438.0000000000024,,-710.0000000000009
2021.10.27,381.99999999999346,-32.99999999998704,85.00000000000796,-758.0000000000098,-478.9999999999992,,-802.9999999999945
2021.10.27,564.000000000009,19.000000000005457,227.00000000000387,-678.0000000000115,-432.00000000000216,,-299.99999999999534
2021.10.27,428.00000000000614,125.0,292.0000000000016,-594.0000000000083,-368.0000000000092,,-117.00000000000978
2021.10.27,-639.9999999999961,-48.00000000000182,-703.9999999999935,-840.0000000000034,-528.9999999999964,,-2760.999999999991
2021.10.27,-550.9999999999903,78.00000000000296,-586.9999999999891,-709.0000000000032,-423.0000000000018,,-2191.9999999999814
2021.10.27,-378.999999999996,117.999999999995,-504.99999999999545,-766.0000000000053,-573.0000000000075,,-2105.000000000009
2021.10.27,-262.00000000000665,188.0000000000166,-451.9999999999982,-753.0000000000001,-551.0000000000019,,-1829.99999999999
2021.10.27,-371.99999999999454,198.0000000000075,-458.999999999989,-811.9999999999976,-626.0000000000048,,-2070.999999999978
2021.10.27,-428.00000000000614,129.0000000000191,-509.9999999999909,-844.9999999999989,-635.0000000000051,,-2288.999999999982
2021.10.27,-476.0000000000098,86.00000000001273,-531.9999999999965,-922.0000000000113,-653.0000000000058,,-2497.0000000000105
2021.10.27,-333.0000000000055,-19.000000000005457,-496.9999999999999,-915.0000000000063,-688.0000000000024,,-2452.0000000000196
2021.10.27,-314.99999999999864,-28.999999999996362,-498.9999999999952,-921.0000000000065,-691.0000000000025,,-2454.999999999999
2021.10.27,-272.99999999998994,25.000000000005684,-447.9999999999933,-877.0000000000095,-632.9999999999956,,-2205.9999999999827
2021.10.27,-204.00000000000418,51.9999999999925,-403.99999999999636,-864.0000000000043,-609.9999999999994,,-2030.0000000000118
2021.10.27,-117.00000000001154,84.00000000000318,-359.99999999999943,-853.0000000000086,-587.0000000000033,,-1833.0000000000196
2021.10.27,-83.00000000001084,56.000000000011596,-373.9999999999952,-853.9999999999992,-602.0000000000039,,-1856.9999999999975
2021.10.27,-96.99999999999153,69.99999999999318,-366.9999999999902,-832.0000000000078,-585.9999999999985,,-1811.999999999995
2021.10.28,-212.99999999999653,79.00000000000773,-345.9999999999894,-802.0000000000067,-540.9999999999968,,-1822.9999999999818
2021.10.28,-133.00000000000534,105.99999999999454,-331.99999999999363,-805.0000000000068,-609.0000000000089,,-1773.0000000000202
2021.10.28,-49.99999999999449,55.00000000000682,-324.99999999998863,-838.0000000000081,-552.0000000000067,,-1709.999999999991
2021.10.28,-56.000000000011596,39.99999999999204,-331.99999999999363,-819.0000000000026,-539.0000000000015,,-1706.0000000000173
2021.10.28,-52.000000000007596,111.00000000001842,-314.9999999999977,-768.0000000000007,-487.000000000009,,-1510.9999999999966
2021.10.28,-2.999999999997449,163.0000000000109,-253.0000000000001,-636.0000000000099,-462.0000000000033,,-1191.0
2021.10.28,-35.999999999991594,135.00000000001933,-309.99999999998806,-682.0000000000022,-507.000000000005,,-1399.9999999999675
2021.10.28,28.999999999990145,165.99999999999682,-290.9999999999968,-623.0000000000047,-462.0000000000033,,-1181.0000000000177
2021.10.28,49.00000000001015,211.00000000001273,-235.99999999999,-544.0000000000111,-415.00000000000625,,-934.9999999999845
2021.10.28,55.000000000005045,189.99999999999773,-233.99999999999466,-535.0000000000108,-399.0000000000009,,-923.0000000000036
2021.10.28,32.0000000000098,240.0000000000091,-99.99999999999432,-503.0000000000001,-396.0000000000008,,-726.9999999999764
2021.10.28,36.999999999998145,259.00000000001455,-76.99999999999818,-575.0000000000028,-430.9999999999974,,-786.9999999999857
2021.10.28,59.000000000009045,256.0000000000002,-77.99999999998875,-553.0000000000115,-430.9999999999974,,-746.9999999999884
2021.10.28,59.99999999999339,271.000000000015,-85.99999999999852,-567.9999999999978,-487.99999999999955,,-810.9999999999875
2021.10.28,86.99999999999264,277.00000000001523,-60.99999999999284,-547.0000000000113,-487.99999999999955,,-731.9999999999958
2021.10.28,97.9999999999981,340.0000000000034,2.0000000000095497,-525.0000000000057,-441.0000000000025,,-525.9999999999972
2021.10.28,69.00000000000794,344.99999999999886,2.0000000000095497,-534.000000000006,-442.0000000000073,,-559.9999999999969
2021.10.28,76.0000000000094,352.00000000000387,-39.99999999999204,-546.0000000000065,-448.99999999999807,,-606.9999999999834
2021.10.28,45.99999999999049,331.99999999999363,-75.9999999999934,-573.9999999999981,-444.0000000000026,,-716.00000000001
2021.10.28,59.000000000009045,295.0000000000159,-72.99999999999329,-640.0000000000006,-480.000000000004,,-838.9999999999729
2021.10.28,7.0000000000014495,213.99999999999864,-197.9999999999933,-780.0000000000011,-608.0000000000041,,-1364.9999999999984
2021.10.28,24.000000000001798,179.00000000000205,-164.00000000000148,-755.0000000000097,-573.9999999999981,,-1290.0000000000055
2021.10.28,52.99999999999194,225.9999999999991,-60.99999999999284,-671.0000000000065,-510.9999999999957,,-964.000000000004
2021.10.28,19.999999999997797,391.9999999999959,-103.9999999999992,-631.0000000000002,-493.0000000000092,,-816.000000000015
2021.10.28,18.0000000000069,407.0000000000107,-153.99999999999636,-647.0000000000056,-489.0000000000043,,-864.9999999999886
2021.10.28,4.000000000004,364.0000000000043,-194.99999999999318,-652.000000000001,-512.0000000000005,,-990.9999999999864
2021.10.28,-18.0000000000069,337.0000000000175,-170.0000000000017,-634.0000000000003,-471.00000000000364,,-955.999999999995
2021.10.28,-53.999999999998494,311.00000000000705,-143.00000000000068,-716.9999999999987,-510.9999999999957,,-1113.9999999999866
2021.10.28,-103.99999999999298,265.0000000000148,-190.9999999999883,-755.0000000000097,-521.0000000000008,,-1305.9999999999768
2021.10.28,-130.0000000000079,246.00000000000932,-194.99999999999318,-740.9999999999997,-513.0000000000052,,-1332.9999999999966
2021.10.28,-123.99999999999079,379.0000000000191,-197.9999999999933,-734.0000000000089,-537.0000000000061,,-1213.99999999998
2021.10.28,-55.000000000005045,-114.99999999998067,-178.99999999998784,-688.0000000000024,-539.0000000000015,,-1575.9999999999773
2021.10.28,-52.000000000007596,-177.99999999999727,-179.9999999999926,-660.0000000000108,-515.0000000000006,,-1585.0000000000086
2021.10.28,-265.0000000000041,-143.00000000000068,-194.99999999999318,-700.0000000000028,-579.9999999999983,,-1882.999999999999
2021.10.28,-280.9999999999979,-335.00000000000796,-187.99999999998818,-844.9999999999989,-736.0000000000042,,-2384.9999999999973
2021.10.28,-344.00000000001097,-341.0000000000082,-195.99999999999795,-856.0000000000088,-737.9999999999995,,-2475.0000000000255
2021.10.28,-334.9999999999964,-286.00000000000136,-178.99999999998784,-850.9999999999991,-710.000000000008,,-2360.9999999999927
2021.10.28,-306.00000000000625,-359.9999999999852,-105.99999999999454,-841.9999999999987,-697.0000000000027,,-2310.9999999999873
2021.10.28,-239.99999999999577,-347.0000000000084,-112.99999999999955,-889.00000000001,-685.0000000000023,,-2274.000000000016
2021.10.28,-269.00000000000813,-370.00000000000455,-128.99999999999068,-921.0000000000065,-698.9999999999981,,-2388.000000000008
2021.10.28,-208.99999999999253,-436.9999999999834,-172.9999999999876,-901.0000000000105,-680.0000000000068,,-2399.999999999981
2021.10.28,-221.00000000000452,-471.00000000000364,-176.9999999999925,-909.000000000006,-679.000000000002,,-2457.000000000009
2021.10.28,-201.00000000000674,-468.9999999999941,-173.99999999999238,-850.9999999999991,-658.0000000000013,,-2352.9999999999936
2021.10.28,-184.00000000000637,-439.9999999999977,-147.99999999999613,-817.9999999999978,-635.9999999999957,,-2225.9999999999936
2021.10.28,-215.99999999999397,-502.9999999999859,-230.99999999999454,-867.0000000000044,-614.0000000000043,,-2430.999999999983
2021.10.28,-259.0000000000092,-542.0000000000016,-274.9999999999915,-930.0000000000068,-691.0000000000025,,-2697.000000000012
2021.10.28,-252.99999999999213,-546.999999999997,-277.9999999999916,-945.0000000000074,-716.9999999999987,,-2739.999999999987
2021.10.28,-238.0000000000049,-543.9999999999827,-268.99999999999125,-930.9999999999974,-737.000000000009,,-2718.9999999999854
2021.10.29,-242.99999999999324,-536.0000000000014,-216.99999999999875,-898.0000000000103,-700.0000000000028,,-2594.0000000000064
2021.10.29,-242.99999999999324,-527.9999999999916,-210.99999999999852,-916.000000000011,-757.9999999999956,,-2655.99999999999
2021.10.29,-205.99999999999508,-513.9999999999816,-215.99999999999397,-905.0000000000011,-709.0000000000032,,-2549.999999999975
2021.10.29,-198.00000000000927,-538.9999999999873,-222.99999999999898,-837.0000000000033,-658.0000000000013,,-2455.0
2021.10.29,-170.00000000000347,-543.9999999999827,-203.99999999999352,-816.0000000000025,-653.0000000000058,,-2386.999999999988
2021.10.29,-191.00000000000784,-582.9999999999984,-250.99999999999056,-825.0000000000028,-668.0000000000064,,-2518.000000000006
2021.10.29,-236.99999999999832,-766.9999999999959,-352.99999999999443,-1023.0000000000103,-745.9999999999951,,-3125.999999999994
2021.10.29,-181.00000000000892,-681.999999999988,-306.99999999998795,-904.0000000000106,-679.000000000002,,-2752.9999999999973
2021.10.29,-113.00000000000753,-549.0000000000066,-150.99999999999625,-756.0000000000002,-474.00000000000375,,-2043.000000000014
2021.10.29,-144.0000000000108,-504.99999999999545,-212.99999999999386,-938.0000000000024,-545.0000000000017,,-2345.000000000004
2021.10.29,-120.99999999999334,-481.9999999999993,-182.99999999999272,-936.000000000007,-522.9999999999961,,-2244.999999999988
2021.10.29,-143.00000000000423,-497.99999999999045,-200.9999999999934,-909.000000000006,-558.0000000000069,,-2309.000000000001
2021.10.29,-141.99999999999767,-568.9999999999884,-263.9999999999958,-962.0000000000033,-606.0000000000088,,-2542.999999999994
2021.10.29,-171.99999999999437,-558.9999999999975,-280.00000000000114,-1013.0000000000052,-608.0000000000041,,-2632.0000000000023
2021.10.29,-205.99999999999508,-592.9999999999893,-309.99999999998806,-1115.000000000009,-653.0000000000058,,-2876.9999999999877
2021.10.29,-174.99999999999181,-561.000000000007,-297.9999999999876,-1097.0000000000084,-576.0000000000076,,-2707.0000000000023
2021.10.29,-126.0000000000039,-501.9999999999811,-253.0000000000001,-1081.0000000000032,-567.9999999999978,,-2529.999999999986
2021.10.29,-106.99999999999044,-520.9999999999866,-230.99999999999454,-1063.0000000000023,-573.9999999999981,,-2495.999999999972
2021.10.29,-65.00000000000395,-485.99999999999,-218.9999999999941,-996.0000000000093,-543.9999999999969,,-2309.999999999994
2021.10.29,-106.99999999999044,-368.9999999999998,-190.9999999999883,-913.0000000000109,-563.0000000000024,,-2142.999999999992
2021.10.29,-258.0000000000027,-441.0000000000025,-268.99999999999125,-921.0000000000065,-576.9999999999982,,-2466.000000000001
2021.10.29,-289.9999999999903,-466.0000000000082,-349.9999999999943,-1053.0000000000114,-659.000000000006,,-2818.00000000001
2021.10.29,-258.0000000000027,-483.99999999998045,-353.9999999999992,-1054.000000000002,-644.999999999996,,-2794.9999999999804
2021.10.29,-164.99999999999292,-454.00000000000773,-321.9999999999885,-1033.0000000000014,-632.9999999999956,,-2606.999999999986
2021.10.29,-154.0000000000097,-393.0000000000007,-361.99999999999477,-942.9999999999978,-576.9999999999982,,-2429.000000000001
2021.10.29,-255.00000000000523,-394.9999999999818,-384.00000000000034,-951.0000000000076,-558.0000000000069,,-2543.000000000002
2021.10.29,-272.99999999998994,-400.99999999998204,-408.00000000000125,-995.0000000000045,-542.0000000000016,,-2618.999999999979
2021.10.29,-358.9999999999982,-425.9999999999877,-492.999999999995,-1034.000000000006,-561.000000000007,,-2872.9999999999936
2021.10.29,-285.00000000000193,-465.0000000000034,-442.99999999999784,-1007.000000000005,-552.9999999999973,,-2753.0000000000055
2021.10.29,-222.99999999999542,-498.9999999999952,-462.99999999999386,-1064.9999999999977,-537.0000000000061,,-2786.999999999988
2021.10.29,-181.00000000000892,-537.0000000000061,-459.99999999999375,-1082.9999999999984,-528.9999999999964,,-2790.0000000000036
2021.10.29,-134.00000000001188,-408.9999999999918,-375.99999999999056,-1041.000000000011,-490.99999999999966,,-2451.0000000000045
2021.10.29,92.00000000000318,-373.9999999999952,-327.99999999998875,-1020.0000000000102,-442.0000000000073,,-2071.999999999998
2021.10.29,78.00000000000028,-438.99999999999295,-326.9999999999982,-1040.0000000000064,-460.9999999999985,,-2188.999999999996
2021.10.29,85.00000000000173,-240.99999999998545,-320.99999999999795,-926.0000000000019,-341.0000000000082,,-1743.9999999999918
