date,NZDUSD,CADCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,AUDCAD,NZDCAD,empty,sum
2015.12.14,0.0,-90.99999999999665,-143.9999999999997,-518.9999999999806,-8.000000000009777,-271.99999999998334,-200.00000000000017,-236.00000000000287,-70.0000000000034,,-1539.9999999999766
2015.12.14,-8.000000000008,-81.9999999999932,-169.99999999999238,-483.99999999997334,114.00000000000432,-142.99999999998204,-110.00000000001009,-210.99999999999451,-87.99999999999919,,-1181.9999999999484
2015.12.14,-84.0000000000063,-31.000000000003247,-182.99999999999983,-652.9999999999702,181.0000000000116,-151.9999999999966,-283.99999999999534,-422.00000000000017,-200.00000000000017,,-1827.9999999999604
2015.12.14,6.999999999990347,-36.0000000000027,-109.99999999999899,-781.9999999999716,253.99999999999068,-265.99999999998846,-133.00000000000534,-429.0000000000016,-60.00000000000449,,-1554.999999999992
2015.12.14,17.999999999995797,-61.999999999995396,-100.00000000000009,-801.9999999999694,239.00000000000432,-327.99999999999494,-167.9999999999904,-414.00000000000324,0.0,,-1616.9999999999534
2015.12.14,1.999999999990898,-95.00000000000064,-119.99999999999788,-746.9999999999643,301.9999999999925,-373.99999999998545,-200.00000000000017,-361.9999999999957,0.0,,-1593.999999999961
2015.12.14,-19.00000000000235,-117.99999999999588,-149.99999999999457,-753.9999999999658,298.0000000000018,-441.99999999998687,-290.9999999999968,-273.9999999999965,-29.999999999996696,,-1779.9999999999334
2015.12.14,-48.000000000003595,-66.99999999999484,-169.99999999999238,-593.9999999999834,265.99999999999113,-290.9999999999968,-266.999999999995,-231.0000000000034,-80.00000000000229,,-1481.9999999999807
2015.12.14,-131.00000000000333,-34.000000000000696,-189.99999999999017,-508.99999999995947,284.9999999999966,-228.99999999999034,-344.00000000001097,-217.0000000000005,-170.00000000000347,,-1538.9999999999623
2015.12.14,-131.00000000000333,-24.999999999997247,-188.9999999999947,-361.99999999997345,229.00000000001342,-207.99999999998596,-357.99999999999164,-170.99999999999892,-150.00000000000568,,-1364.9999999999375
