names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['CHFJPY', 'EURAUD']",80.0,0.84,S
GBPUSD,10,"['EURUSD', 'EURGBP', 'GBPJPY']",80.0,0.996,S
EURUSD,10,['AUDNZD'],100.0,0.3428095238095238,S
USDJPY,50,"['CHFJPY', 'EURAUD', 'EURUSD', 'AUDNZD', 'GBPAUD']",100.0,-0.6107619047619047,B
AUDUSD,30,['GBPAUD'],100.0,-0.6050793552852377,B
EURCHF,15,['USDCAD'],100.0,0.3316946941946943,S
CHFJPY,20,['GBPAUD'],80.0,-0.7360692640692641,B
CADCHF,10,['EURUSD'],80.0,0.4071349206349207,S
NZDCHF,15,"['GBPCAD', 'GBPUSD']",80.0,-0.9975,B
EURGBP,10,['EURUSD'],80.0,-0.3610634920634921,B
GBPJPY,10,['EURUSD'],80.0,0.45121428571428596,S
GBPCAD,15,"['GBPAUD', 'NZDJPY']",80.0,-0.44433333333333347,B
GBPAUD,30,"['NZDJPY', 'CADJPY', 'EURCHF', 'GBPAUD', 'USDJPY', 'EURJPY']",80.0,-0.494,B
EURNZD,15,"['GBPCAD', 'GBPUSD']",100.0,1.0,S
CADJPY,15,"['EURUSD', 'GBPUSD', 'USDCHF']",80.0,0.25942857142857134,S
AUDJPY,15,"['GBPUSD', 'EURCAD']",80.0,0.4812857142857145,S
NZDJPY,15,"['GBPUSD', 'EURUSD', 'USDCHF']",80.0,-0.2423571428571429,B
AUDCAD,20,"['EURCHF', 'EURNZD', 'GBPCHF', 'AUDCHF', 'NZDCHF']",100.0,0.84,S
NZDCAD,10,['NZDCAD'],80.0,0.9840000000000001,S
