date,USDCHF,EURUSD,USDJPY,USDCAD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,CADJPY,AUDCAD,empty,sum
2019.05.13,-120.99999999999334,0.0,-47.000000000011255,-87.00000000001484,-1.0000000000065512,-135.99999999999568,-126.0000000000039,-143.9999999999997,0.0,-84.99999999999064,0.0,-1.999999999990898,-180.0000000000024,0.0,-180.99999999998673,-50.00000000001137,-29.999999999996696,,-1190.0000000000039
2019.05.13,-143.99999999998857,7.0000000000014495,-76.00000000000762,-80.99999999999774,-259.9999999999936,-465.999999999994,-123.00000000000644,-100.00000000000009,-87.00000000000374,-103.99999999999298,103.00000000000864,50.0000000000167,-120.99999999999334,16.000000000005343,-191.99999999999218,-91.00000000000819,-12.000000000000899,,-1680.9999999999472
2019.05.13,-70.99999999999883,41.000000000002146,-73.0000000000075,-116.00000000000499,17.000000000000348,-203.99999999999352,-102.00000000000209,-96.00000000000719,74.99999999999174,-92.99999999999864,93.99999999999409,78.00000000000028,63.000000000013046,-10.000000000005116,12.999999999996348,-108.00000000000409,-19.00000000000235,,-511.00000000002643
2019.05.13,-72.99999999998974,42.0000000000087,-37.00000000000614,-138.0000000000159,127.99999999999478,-170.99999999999227,-42.0000000000087,-45.000000000006146,41.000000000002146,-68.99999999999685,93.99999999999409,284.00000000001756,290.00000000001245,-10.000000000005116,134.00000000001188,-27.000000000001023,22.999999999995246,,424.00000000001495
2019.05.13,-29.999999999996696,53.00000000001415,-16.000000000005343,-121.00000000001555,109.00000000000354,-179.00000000000205,-17.000000000000348,7.0000000000014495,37.99999999999359,-69.9999999999923,125.0,294.0000000000165,364.9999999999931,9.000000000000341,188.9999999999947,-16.000000000005343,17.999999999995797,,757.9999999999957
2019.05.13,-4.999999999988347,43.00000000001525,-2.0000000000095497,-229.99999999999687,76.0000000000094,-176.9999999999925,7.9999999999968985,17.000000000000348,-34.000000000000696,-62.99999999999084,-2.0000000000095497,341.00000000001353,378.00000000001165,-121.99999999999989,194.0000000000053,-1.0000000000047748,21.00000000000435,,442.00000000006366
2019.05.13,-29.999999999996696,36.0000000000138,34.99999999999659,-246.00000000001288,76.99999999999375,-129.99999999999545,22.999999999995246,76.99999999999375,-78.00000000000028,-63.99999999999739,-44.00000000001114,385.99999999999744,547.999999999993,-156.0000000000059,316.0000000000052,53.999999999987836,-41.9999999999976,,761.9999999999591
2019.05.13,-28.000000000005798,9.000000000014552,24.00000000000091,-188.00000000001037,112.000000000001,-135.99999999999568,12.000000000000899,85.99999999999719,-52.000000000007596,-51.000000000001044,60.000000000002274,391.000000000008,560.0000000000049,-105.99999999999454,327.00000000001063,43.99999999999693,-36.0000000000027,,1028.0000000000196
2019.05.13,-22.999999999995246,15.999999999993797,-7.000000000005002,-180.0000000000024,96.99999999999153,-170.99999999999227,0.0,58.99999999999794,-65.99999999999939,-52.99999999999194,79.99999999998408,324.0000000000132,504.9999999999999,-88.00000000000807,262.00000000000665,-5.000000000009663,-28.000000000005798,,721.9999999999775
2019.05.13,-7.0000000000014495,29.999999999996696,-20.000000000010232,-182.99999999999983,96.99999999999153,-203.99999999999352,15.999999999993797,78.99999999999574,-87.99999999999919,-48.99999999999905,98.99999999998954,334.00000000001205,510.00000000001046,-40.00000000000625,293.99999999999426,16.999999999995907,-38.0000000000047,,846.9999999999658
