date,GBPUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPAUD,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2021.05.10,76.99999999999375,82.00000000000429,114.99999999999844,58.000000000002494,-90.99999999999665,-29.000000000001247,-74.00000000000739,108.99999999998133,-90.00000000000341,-440.9999999999803,-63.00000000000195,2.999999999997449,,-344.00000000001313
2021.05.10,64.99999999998174,79.00000000000685,93.99999999999409,48.000000000003595,-58.000000000002494,3.999999999992898,-67.00000000000594,146.99999999998602,-133.00000000000978,-417.0000000000007,0.0,-7.9999999999968985,,-246.00000000005068
2021.05.10,-189.00000000001694,38.0000000000047,51.99999999999649,374.0000000000077,-107.99999999999699,60.99999999999994,64.99999999999284,454.9999999999832,-46.00000000002069,-278.00000000000045,-37.99999999999359,-100.00000000000009,,285.9999999999561
2021.05.10,-251.00000000000122,72.99999999998974,39.999999999995595,364.00000000000875,-92.00000000000318,34.000000000000696,73.99999999999629,502.9999999999868,-105.00000000001819,-334.9999999999964,-81.9999999999932,-134.99999999999625,,87.99999999996948
2021.05.10,-289.0000000000059,11.999999999989797,6.999999999990347,347.9999999999928,-100.99999999999554,41.000000000002146,56.0000000000005,474.999999999981,-76.00000000002183,-232.99999999999432,-73.99999999999629,-175.99999999999838,,-10.000000000055735
2021.05.10,-362.00000000001785,-38.0000000000047,-11.00000000000545,462.0000000000068,-114.0000000000141,82.99999999999974,121.99999999999989,527.9999999999951,-156.0000000000059,-200.99999999998454,-60.99999999999994,-146.00000000000168,,105.99999999996734
2021.05.10,-312.00000000000114,7.999999999985796,46.999999999997044,520.0000000000093,-141.99999999999767,85.99999999999719,139.99999999999568,602.999999999998,-318.00000000001205,-305.9999999999841,-24.999999999997247,-73.00000000000084,,227.99999999998994
2021.05.10,-240.00000000001796,42.999999999993044,82.99999999999974,432.0000000000102,-104.99999999999955,41.9999999999976,107.00000000000153,590.0000000000016,-263.00000000000523,-347.9999999999928,-12.000000000000899,-65.00000000000395,,263.9999999999833
2021.05.10,-314.99999999999864,-14.000000000002899,82.99999999999974,567.0000000000064,-121.00000000001555,76.99999999999375,187.9999999999993,682.9999999999892,-330.0000000000125,-285.99999999998624,36.999999999998145,-16.0000000000049,,552.9999999999659
2021.05.10,-274.00000000001864,5.999999999994898,83.9999999999952,504.9999999999999,-113.00000000000753,68.00000000000139,151.00000000000114,634.0000000000013,-348.0000000000132,-371.99999999999454,23.00000000000635,5.999999999994898,,369.99999999996123
2021.05.10,-200.00000000000017,63.99999999999739,154.99999999999403,451.0000000000014,-75.00000000000284,9.00000000000345,141.99999999999767,703.9999999999935,-329.00000000000773,-446.9999999999974,64.0000000000085,34.000000000000696,,571.9999999999886
2021.05.10,-141.00000000001333,82.00000000000429,176.99999999999383,385.99999999999744,-53.00000000001415,-17.000000000000348,117.99999999999588,673.9999999999968,-308.9999999999975,-450.9999999999792,74.00000000000739,36.999999999998145,,576.9999999999893
2021.05.10,-171.00000000001003,32.999999999994145,118.99999999999133,388.0000000000106,-73.99999999999629,21.999999999999797,105.99999999999498,580.0000000000027,-394.00000000000546,-482.999999999989,47.00000000000814,60.00000000000449,,233.00000000000546
2021.05.10,-159.00000000002024,51.000000000001044,123.99999999999079,381.99999999999346,-66.00000000001049,17.999999999995797,107.00000000000153,576.9999999999831,-362.0000000000232,-488.9999999999839,36.999999999998145,56.99999999999594,,276.99999999992195
2021.05.10,-159.00000000002024,45.99999999999049,127.99999999999478,435.9999999999919,-116.00000000000499,46.00000000000159,102.00000000000209,590.999999999986,-355.0000000000182,-467.99999999997954,45.000000000006146,48.000000000003595,,343.9999999999538
2021.05.10,-212.00000000001216,19.999999999997797,107.99999999999699,487.99999999999955,-87.00000000001484,65.99999999999939,159.9999999999935,607.9999999999864,-292.0000000000016,-343.99999999998875,41.000000000002146,28.000000000005798,,583.9999999999642
2021.05.10,-445.0000000000065,-19.999999999997797,51.99999999999649,659.999999999994,-97.9999999999981,97.9999999999981,268.99999999999704,776.9999999999833,-306.0000000000116,-339.0000000000004,2.000000000002,19.999999999997797,,669.9999999999542
2021.05.10,-388.0000000000106,-32.999999999994145,22.999999999995246,656.0000000000122,-96.00000000000719,147.99999999999258,266.999999999995,644.0000000000001,-255.00000000002387,-314.99999999999864,-19.999999999997797,48.99999999999905,,679.9999999999619
2021.05.10,-592.9999999999991,-173.00000000000094,-45.000000000006146,710.999999999995,-31.000000000003247,136.99999999999824,361.0000000000002,744.9999999999957,-348.0000000000132,-203.99999999998198,8.000000000008,55.000000000005045,,622.9999999999975
2021.05.10,-603.0000000000202,-222.99999999999542,-40.00000000000669,655.0000000000056,-11.00000000000545,95.99999999999609,334.9999999999964,768.9999999999975,-530.0000000000011,-264.9999999999819,51.000000000001044,95.99999999999609,,329.9999999999818
2021.05.10,-595.0000000000122,-95.00000000000064,71.99999999999429,739.0000000000008,19.999999999997797,46.00000000000159,415.99999999999415,1013.9999999999816,-427.99999999999727,-285.99999999998624,89.00000000000574,99.00000000000463,,1090.999999999984
2021.05.10,-716.0000000000056,-68.00000000000139,36.999999999998145,861.0000000000007,14.999999999987246,83.9999999999952,496.99999999999187,1091.9999999999818,-335.00000000000796,-273.9999999999965,21.00000000000435,78.00000000000028,,1291.9999999999482
2021.05.10,-801.0000000000073,-200.00000000000017,-103.00000000000864,832.9999999999949,2.999999999997449,151.9999999999966,468.00000000000176,879.9999999999919,-359.00000000000887,-154.99999999999403,-43.999999999999595,29.999999999996696,,703.9999999999606
2021.05.10,-855.0000000000058,-107.00000000001265,-146.00000000000168,841.0000000000028,-70.99999999999883,165.9999999999995,417.99999999999613,855.9999999999901,-415.9999999999968,-292.9999999999877,-168.99999999999693,-51.000000000001044,,172.99999999998724
2021.05.10,-768.0000000000131,-24.000000000001798,-157.00000000000713,818.0000000000076,-29.00000000001235,209.9999999999991,436.9999999999985,715.9999999999833,-255.00000000002387,-133.99999999998968,-242.99999999999324,-119.99999999999788,,450.99999999994935
2021.05.10,-869.0000000000086,11.999999999989797,-171.00000000001003,947.000000000009,-87.99999999999919,243.99999999999977,473.99999999999665,807.9999999999865,-308.9999999999975,-201.99999999999108,-295.99999999999625,-136.00000000000279,,413.99999999997596
2021.05.10,-926.0000000000045,0.0,-232.00000000000998,970.0000000000042,-66.99999999999484,283.99999999999534,508.9999999999928,744.9999999999957,-320.0000000000216,-225.99999999999287,-356.00000000000074,-121.00000000000443,,259.999999999959
2021.05.10,-958.0000000000144,-32.999999999994145,-248.00000000000378,929.000000000002,-7.0000000000014495,259.9999999999936,529.0000000000017,743.9999999999891,-276.00000000001046,-95.999999999985,-351.99999999999676,-158.99999999999804,,332.99999999998226
