names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['NZDCAD', 'AUDCAD', 'NZDUSD', 'GBPAUD']",80.0,0.54,B
AUDUSD,10,"['USDCHF', 'NZDCHF']",80.0,0.48901587301587296,B
GBPCHF,10,['EURGBP'],80.0,1.0,B
EURCHF,10,"['EURGBP', 'CADCHF']",100.0,0.78,B
CHFJPY,10,"['GBPJPY', 'EURGBP', 'EURAUD']",80.0,0.02,B
CADCHF,15,['USDJPY'],100.0,0.6927709512709513,B
AUDCHF,10,['EURGBP'],80.0,0.99,B
EURGBP,10,"['GBPCHF', 'NZDCHF']",80.0,-0.986,S
GBPCAD,10,"['GBPUSD', 'EURUSD']",80.0,-0.34034126984126983,S
GBPAUD,30,['AUDCAD'],80.0,0.5820568498409059,B
EURNZD,10,['CHFJPY'],80.0,1.0,B
CADJPY,20,"['NZDCAD', 'AUDCAD', 'CHFJPY', 'GBPCHF']",100.0,-0.8253333333333334,S
AUDJPY,50,"['USDCHF', 'NZDCHF', 'AUDCAD']",100.0,-0.786623015873016,S
AUDCAD,15,"['EURAUD', 'NZDCHF']",100.0,0.987,B
