,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,GBPUSD,10,['NZDCAD'],80.0,-0.1976324603174599,S
1,1,USDJPY,50,['AUDCAD'],80.0,-0.4266051459316157,S
2,2,USDCAD,10,"['NZDJPY', 'NZDUSD']",100.0,-1.0,S
3,3,GBPCHF,10,"['NZDCHF', 'NZDCAD', 'NZDUSD', 'EURCHF']",80.0,-0.9442,S
4,4,EURCHF,30,"['AUDNZD', 'NZDJPY', 'USDJPY', 'GBPCHF']",80.0,0.19805962176712286,B
5,5,CHFJPY,10,"['CADJPY', 'CADCHF', 'GBPAUD']",80.0,0.9999,B
6,6,AUDCHF,10,"['NZDJPY', 'GBPUSD', 'NZDCHF', 'AUDNZD', 'GBPCAD']",80.0,-0.9987,S
7,7,EURGBP,10,['EURCHF'],80.0,0.19637500000000016,B
8,8,GBPJPY,50,['EURAUD'],100.0,0.18189868265460496,B
9,9,GBPCAD,30,"['AUDNZD', 'NZDCHF', 'EURCHF']",100.0,-0.24888590421060094,S
10,10,EURJPY,30,['CHFJPY'],100.0,0.36853236915949866,B
11,11,EURAUD,10,['GBPCHF'],80.0,0.9999299999999999,B
12,12,CADJPY,15,['NZDUSD'],100.0,-0.002328873903873906,S
13,13,NZDJPY,10,"['USDCHF', 'EURUSD']",100.0,-0.2342702777777757,S
14,14,NZDCAD,10,['AUDNZD'],80.0,-0.9595399999999993,S
15,15,AUDNZD,20,"['GBPCHF', 'GBPCAD']",80.0,-0.07657756261841013,S
