date,EURCHF,EURJPY,empty,sum
2018.04.30,-79.00000000000685,-68.00000000001205,,-147.0000000000189
2018.04.30,-56.000000000011596,-63.99999999999295,,-120.00000000000455
2018.04.30,-63.99999999999739,-84.00000000000318,,-148.00000000000057
2018.04.30,-76.0000000000094,-86.00000000001273,,-162.0000000000221
2018.04.30,-63.99999999999739,-97.00000000000841,,-161.0000000000058
2018.04.30,-63.000000000013046,-80.0000000000125,,-143.00000000002555
2018.04.30,-56.000000000011596,-34.99999999999659,,-91.00000000000819
2018.04.30,-73.99999999999629,-69.99999999999318,,-143.99999999998948
2018.04.30,-73.99999999999629,-63.0000000000166,,-137.0000000000129
2018.04.30,-96.00000000000719,-128.00000000001432,,-224.00000000002152
2018.04.30,-104.00000000001519,-129.99999999999545,,-234.00000000001063
2018.04.30,-119.00000000000244,-117.00000000001864,,-236.0000000000211
2018.04.30,-117.00000000001154,-123.99999999999523,,-241.00000000000676
2018.04.30,-102.00000000000209,-98.00000000001319,,-200.0000000000153
2018.04.30,-106.00000000000608,-144.00000000000546,,-250.00000000001154
2018.04.30,-87.99999999999919,-141.00000000001955,,-229.00000000001876
2018.04.30,-95.00000000000064,-207.9999999999984,,-302.99999999999903
2018.04.30,-107.99999999999699,-237.99999999999955,,-345.99999999999653
2018.04.30,-102.00000000000209,-223.0000000000132,,-325.0000000000153
2018.04.30,-112.000000000001,-302.99999999999727,,-414.9999999999983
2018.04.30,-134.00000000001188,-310.0000000000023,,-444.00000000001415
2018.04.30,-75.00000000000284,-159.9999999999966,,-234.99999999999943
2018.04.30,-107.00000000001265,-211.00000000001273,,-318.00000000002535
2018.04.30,-93.99999999999409,-169.00000000001114,,-263.00000000000523
2018.04.30,-46.0000000000127,-99.99999999999432,,-146.00000000000702
2018.04.30,-31.000000000003247,-179.00000000000205,,-210.0000000000053
2018.04.30,-17.000000000000348,-156.0000000000059,,-173.00000000000625
2018.04.30,39.999999999995595,0.0,,39.999999999995595
2018.04.30,17.000000000000348,36.000000000001364,,53.00000000000171
2018.04.30,7.0000000000014495,93.99999999999409,,100.99999999999554
2018.04.30,25.999999999992696,75.9999999999934,,101.9999999999861
2018.04.30,-26.999999999999247,46.999999999997044,,19.999999999997797
2018.04.30,-35.00000000000725,63.99999999999295,,28.999999999985704
2018.04.30,-26.0000000000149,132.000000000005,,105.99999999999011
2018.04.30,-5.000000000010552,90.00000000000341,,84.99999999999287
2018.04.30,-19.999999999997797,4.9999999999954525,,-15.000000000002345
2018.04.30,41.000000000002146,-4.000000000019099,,36.99999999998305
2018.04.30,62.99999999999084,150.99999999998204,,213.99999999997289
2018.04.30,41.99999999998649,239.00000000000432,,280.9999999999908
2018.04.30,12.999999999996348,155.00000000000114,,167.9999999999975
