date,EURCHF,EURJPY,empty,sum
2018.04.30,-1.0000000000065512,-61.00000000000705,,-62.0000000000136
2018.04.30,-51.000000000001044,-48.00000000000182,,-99.00000000000287
2018.04.30,-5.999999999994898,-69.00000000001683,,-75.00000000001172
2018.04.30,-51.000000000001044,-64.99999999999773,,-115.99999999999878
2018.04.30,-58.000000000002494,-78.00000000000296,,-136.00000000000546
2018.04.30,-49.00000000001015,-10.99999999999568,,-60.00000000000583
2018.04.30,-48.000000000003595,-32.00000000001069,,-80.00000000001428
2018.04.30,-65.00000000000395,-50.00000000001137,,-115.00000000001532
2018.04.30,-49.00000000001015,-15.00000000001478,,-64.00000000002493
2018.04.30,-87.99999999999919,-126.00000000000477,,-214.00000000000398
2018.04.30,-90.00000000001229,-97.00000000000841,,-187.0000000000207
2018.04.30,-112.000000000001,-103.00000000000864,,-215.00000000000963
2018.04.30,-96.00000000000719,-78.00000000000296,,-174.00000000001015
2018.04.30,-92.00000000000318,-85.00000000000796,,-177.00000000001114
2018.04.30,-80.00000000001339,-125.0,,-205.0000000000134
2018.04.30,-68.00000000000139,-132.000000000005,,-200.0000000000064
2018.04.30,-83.9999999999952,-200.9999999999934,,-284.99999999998863
2018.04.30,-87.00000000001484,-218.9999999999941,,-306.0000000000089
2018.04.30,-83.9999999999952,-201.99999999999818,,-285.9999999999934
2018.04.30,-97.9999999999981,-274.0000000000009,,-371.999999999999
2018.04.30,-26.0000000000149,-93.99999999999409,,-120.00000000000898
2018.04.30,-53.999999999998494,-153.99999999999636,,-207.99999999999486
2018.04.30,-93.00000000000975,-168.00000000000637,,-261.00000000001614
2018.04.30,-36.0000000000138,-72.00000000000273,,-108.00000000001653
2018.04.30,-28.000000000005798,-22.999999999996135,,-51.00000000000193
2018.04.30,-15.999999999993797,-156.0000000000059,,-171.99999999999972
2018.04.30,52.99999999999194,19.99999999998181,,72.99999999997375
2018.04.30,65.99999999998829,68.9999999999884,,134.9999999999767
2018.04.30,19.999999999997797,98.99999999998954,,118.99999999998734
2018.04.30,31.999999999987594,147.99999999999613,,179.99999999998374
2018.04.30,34.99999999998504,139.99999999998636,,174.9999999999714
2018.04.30,-8.000000000008,98.99999999998954,,90.99999999998154
2018.04.30,2.999999999997449,165.99999999999682,,168.99999999999426
2018.04.30,38.99999999998904,210.9999999999843,,249.99999999997334
2018.04.30,35.999999999991594,186.00000000000705,,221.99999999999864
2018.04.30,143.00000000000423,30.000000000001137,,173.00000000000537
2018.04.30,102.00000000000209,158.99999999999181,,260.9999999999939
2018.04.30,85.99999999998609,281.0000000000059,,366.999999999992
2018.04.30,42.999999999993044,242.999999999995,,285.99999999998806
2018.04.30,17.000000000000348,197.00000000000273,,214.00000000000307
2018.04.30,35.999999999991594,229.99999999998977,,265.99999999998136
2018.04.30,69.9999999999923,209.00000000000318,,278.99999999999545
2018.04.30,69.9999999999923,201.99999999999818,,271.99999999999045
2018.04.30,41.99999999998649,205.99999999998886,,247.99999999997536
2018.04.30,63.99999999999739,230.99999999999454,,294.9999999999919
2018.04.30,68.99999999998573,221.00000000000364,,289.99999999998937
2018.04.30,62.000000000006494,212.99999999999386,,275.00000000000034
2018.04.30,76.99999999999375,198.99999999998386,,275.9999999999776
2018.05.01,90.99999999999665,219.99999999999886,,310.9999999999955
2018.05.01,79.99999999999119,228.00000000000864,,307.99999999999983
2018.05.01,78.99999999998464,219.99999999999886,,298.9999999999835
2018.05.01,59.99999999999339,192.00000000000728,,252.00000000000068
2018.05.01,48.99999999998794,174.0000000000066,,222.99999999999454
2018.05.01,46.999999999997044,126.00000000000477,,173.00000000000182
2018.05.01,36.999999999998145,174.99999999998295,,211.9999999999811
2018.05.01,32.999999999994145,173.00000000000182,,205.99999999999596
2018.05.01,38.0000000000047,158.99999999999181,,196.9999999999965
2018.05.01,26.999999999999247,180.99999999998317,,207.99999999998244
2018.05.01,24.000000000001798,158.99999999999181,,182.9999999999936
2018.05.01,17.000000000000348,138.99999999998158,,155.99999999998192
2018.05.01,15.999999999993797,122.99999999999045,,138.99999999998425
2018.05.01,17.000000000000348,135.99999999999568,,152.99999999999602
2018.05.01,17.999999999984695,141.9999999999959,,159.99999999998062
2018.05.01,18.999999999991246,150.00000000000568,,168.99999999999693
2018.05.01,49.99999999999449,211.9999999999891,,261.9999999999836
2018.05.01,68.99999999998573,175.99999999998772,,244.99999999997345
2018.05.01,113.99999999999189,198.99999999998386,,312.9999999999757
2018.05.01,116.99999999998934,216.99999999998454,,333.99999999997385
2018.05.01,123.00000000000644,205.99999999998886,,328.9999999999953
2018.05.01,85.99999999998609,192.99999999998363,,278.9999999999697
2018.05.01,136.00000000000279,366.9999999999902,,502.999999999993
2018.05.01,141.99999999999767,341.99999999998454,,483.9999999999822
2018.05.01,197.00000000000273,275.99999999998204,,472.99999999998477
2018.05.01,208.99999999999253,269.00000000000546,,477.99999999999795
2018.05.01,255.99999999998957,245.9999999999809,,501.99999999997044
2018.05.01,242.99999999999324,292.0000000000016,,534.9999999999948
2018.05.01,197.00000000000273,277.9999999999916,,474.9999999999943
2018.05.01,248.99999999998812,361.99999999999477,,610.999999999983
2018.05.01,209.9999999999991,289.99999999999204,,499.99999999999113
2018.05.01,239.99999999999577,310.0000000000023,,549.9999999999981
2018.05.01,187.99999999998818,420.99999999999227,,608.9999999999804
2018.05.01,261.9999999999845,466.0000000000082,,727.9999999999927
2018.05.01,285.00000000000193,588.9999999999986,,874.0000000000006
2018.05.01,329.99999999998585,586.9999999999891,,916.999999999975
2018.05.01,322.00000000000006,572.0000000000027,,894.0000000000027
2018.05.01,292.00000000000335,578.000000000003,,870.0000000000064
