date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.09.03,-17.000000000000348,-79.99999999999119,-23.00000000001745,-195.9999999999962,-39.00000000000014,-31.000000000003247,-111.00000000000554,-80.99999999999774,-90.0000000000012,-10.99999999999568,-136.00000000000279,-137.9999999999937,-22.999999999996135,-19.999999999997797,-148.00000000001478,-180.99999999998673,-45.000000000001705,-2.000000000002,-80.99999999999774,-268.0000000000016,,-1721.0000000000036
2018.09.03,17.000000000000348,-86.99999999999264,-19.999999999997797,-124.99999999999733,-53.00000000000304,90.99999999999665,-56.99999999999594,-53.999999999998494,-49.99999999999449,93.99999999999409,-72.99999999998974,-96.99999999999153,31.00000000000591,62.99999999999084,-120.00000000000898,-174.99999999999181,63.99999999999295,65.99999999999939,-90.99999999999665,-56.99999999999594,,-632.9999999999742
2018.09.03,23.00000000000635,-158.99999999999804,-8.000000000008,-232.99999999999432,-74.00000000000739,117.99999999999588,-48.99999999999905,-43.999999999999595,-46.00000000000159,92.00000000001296,-123.99999999999079,-219.99999999999798,24.00000000000091,41.000000000002146,-147.00000000000824,-108.99999999998133,75.00000000000284,92.00000000000318,-85.00000000000173,-48.99999999998794,,-881.9999999999518
2018.09.03,41.000000000002146,-167.00000000000603,4.999999999988347,-219.99999999999798,-59.000000000009045,163.99999999999747,-73.00000000000084,-78.00000000000028,-43.00000000000415,239.00000000000432,-60.99999999999994,-283.99999999999534,123.00000000001887,120.99999999999334,-239.99999999999577,-268.0000000000016,182.00000000000216,137.9999999999937,-24.000000000001798,-41.99999999998649,,-545.999999999999
2018.09.03,47.00000000000814,-140.99999999999113,-19.00000000001345,-157.99999999999147,15.999999999993797,149.99999999999457,-73.00000000000084,-162.0000000000066,-14.000000000002899,230.0000000000182,-102.99999999998644,-290.9999999999968,78.00000000000296,104.99999999999955,-219.99999999999798,-480.99999999999807,144.00000000000546,131.00000000000333,36.0000000000027,60.99999999999994,,-663.9999999999573
2018.09.03,43.00000000000415,-121.99999999999989,-33.00000000001635,-147.99999999999258,56.0000000000005,139.00000000000023,-68.99999999999685,-145.00000000000622,-46.999999999997044,193.00000000001205,-93.99999999999409,-268.9999999999859,91.00000000000819,100.0000000000112,-192.00000000001438,-424.00000000000216,138.00000000000523,100.99999999999554,90.99999999999665,143.00000000000423,,-447.9999999999674
2018.09.03,51.000000000001044,-147.99999999999258,-5.000000000010552,-151.9999999999966,73.99999999999629,143.9999999999997,-65.99999999999939,-150.00000000000568,-46.999999999997044,123.99999999999523,-100.99999999999554,-268.9999999999859,24.00000000000091,79.99999999999119,-221.00000000000452,-462.9999999999912,87.99999999999386,124.00000000000189,104.00000000000409,151.00000000001222,,-657.9999999999825
2018.09.03,62.000000000006494,-144.99999999999514,-38.0000000000047,-160.99999999998892,71.99999999999429,142.99999999999312,-70.99999999999883,-175.99999999999838,-43.00000000000415,-9.999999999990905,-112.000000000001,-289.9999999999903,-117.999999999995,69.9999999999923,-235.00000000000742,-569.9999999999816,-7.999999999995566,114.00000000000298,126.0000000000039,175.00000000001404,,-1214.999999999945
2018.09.03,74.00000000000739,-89.00000000000574,-50.0000000000167,-86.99999999999264,114.99999999999844,126.99999999999933,-97.9999999999981,-192.99999999999872,-34.000000000000696,-94.99999999999886,-124.99999999999733,-320.9999999999935,-183.9999999999975,56.000000000011596,-270.99999999999903,-569.9999999999816,-66.0000000000025,80.99999999999774,124.00000000000189,173.00000000000094,,-1432.9999999999657
2018.09.03,67.00000000000594,-112.000000000001,-70.0000000000145,-126.0000000000039,113.99999999999189,113.99999999999189,-207.00000000000162,-214.99999999999852,-36.999999999998145,-57.999999999992724,-146.00000000000168,-611.9999999999903,-160.99999999997294,28.000000000005798,-523.0000000000068,-693.9999999999947,-61.99999999999761,119.00000000000244,97.9999999999981,-39.999999999995595,,-2522.999999999974
2018.09.03,75.00000000000284,-151.9999999999966,-30.0000000000189,-123.99999999999079,127.99999999999478,166.99999999999494,-140.0000000000068,-186.00000000000838,-26.000000000003798,-52.99999999999727,-130.99999999999224,-536.0000000000032,-154.99999999997272,69.9999999999923,-453.0000000000145,-634.9999999999856,-46.999999999997044,207.99999999999707,173.00000000000094,82.00000000000429,,-1765.0000000000005
2018.09.03,70.0000000000034,-165.9999999999995,-6.000000000017103,-163.9999999999864,102.99999999999754,171.99999999999437,-119.99999999999788,-172.00000000000549,-29.000000000001247,-79.00000000000773,-129.99999999998568,-488.9999999999839,-188.99999999999295,63.99999999999739,-419.0000000000138,-612.9999999999969,-51.00000000000193,192.99999999999872,165.00000000000404,102.00000000000209,,-1757.999999999993
2018.09.03,90.0000000000012,-114.99999999999844,0.0,-156.00000000000057,110.99999999999443,191.99999999999218,-55.000000000005045,-167.00000000000603,-31.999999999998696,-70.99999999999795,-52.99999999999194,-293.99999999999426,-161.99999999997772,120.99999999999334,-256.99999999999613,-590.999999999986,-22.00000000000557,142.99999999999312,165.9999999999995,170.00000000000347,,-981.9999999999811
2018.09.03,81.00000000000884,-158.99999999999804,7.999999999985796,-168.99999999999693,79.99999999999119,198.99999999999363,-4.999999999999449,-130.0000000000079,-32.999999999994145,-96.00000000000364,-96.99999999999153,-222.99999999999542,-200.9999999999934,90.00000000001229,-182.0000000000155,-525.999999999982,-58.000000000006935,109.99999999999899,136.00000000000279,198.00000000000927,,-976.999999999982
2018.09.03,89.00000000000574,-136.99999999998712,17.000000000000348,-164.99999999999292,56.0000000000005,200.00000000000017,4.000000000004,-104.00000000000409,-46.00000000000159,-69.99999999999318,-66.99999999999484,-195.9999999999962,-162.9999999999825,66.99999999999484,-161.00000000001114,-485.0000000000021,-22.999999999996135,70.0000000000034,107.99999999999699,144.0000000000108,,-861.9999999999449
2018.09.03,79.00000000000685,-170.00000000000347,61.99999999998429,-204.00000000000418,64.99999999999284,200.99999999999562,24.000000000001798,-95.00000000000064,-49.99999999999449,-40.99999999999682,-72.99999999998974,-148.99999999999915,-102.99999999998022,72.0000000000054,-168.99999999999693,-512.9999999999857,-16.000000000005343,75.9999999999983,114.99999999999844,208.00000000000819,,-680.9999999999651
2018.09.03,40.00000000000669,-190.99999999998562,91.99999999998099,-234.99999999998522,31.999999999998696,190.99999999999673,20.999999999993246,-99.00000000000463,-70.99999999999883,1.0000000000047748,-72.99999999998974,-143.99999999998857,-63.99999999999295,21.00000000000435,-190.00000000000128,-522.0000000000002,24.00000000000091,78.00000000000028,100.99999999999554,202.9999999999976,,-784.9999999999673
2018.09.03,34.000000000000696,-188.9999999999947,134.99999999999625,-237.99999999998266,5.999999999994898,189.99999999999017,31.000000000003247,-85.00000000000173,-121.99999999999989,-31.00000000000591,-68.00000000000139,-80.99999999999774,-23.999999999972488,-4.999999999988347,-167.00000000000603,-496.99999999999187,13.999999999995794,54.999999999993946,68.00000000000139,170.00000000000347,,-803.9999999999632
2018.09.03,40.00000000000669,-140.99999999999113,82.99999999998863,-221.99999999998886,17.000000000000348,181.9999999999933,49.99999999999449,-84.0000000000063,-236.99999999999832,-229.99999999998977,-48.000000000003595,29.999999999996696,-26.999999999986812,-59.99999999999339,-163.00000000000205,-520.9999999999936,-15.000000000000568,25.999999999992696,60.00000000000449,170.00000000000347,,-1089.9999999999734
2018.09.03,41.000000000002146,-22.999999999995246,35.999999999991594,-232.99999999999432,-12.000000000000899,185.99999999999727,-2.999999999997449,-67.00000000000594,-229.99999999999687,-246.99999999998568,96.00000000000719,-28.999999999990145,-118.99999999999977,22.999999999995246,-175.00000000001404,-444.9999999999843,-7.999999999995566,63.99999999999739,39.00000000000014,124.99999999999733,,-980.9999999999718
2018.09.03,59.000000000009045,-69.9999999999923,-48.000000000003595,-194.99999999998963,15.999999999993797,154.99999999999403,-29.000000000001247,-121.99999999999989,-134.0000000000008,-212.99999999999386,52.000000000007596,-26.999999999999247,-179.9999999999784,59.99999999999339,-182.0000000000155,-404.9999999999887,-12.000000000000455,102.99999999999754,63.00000000000195,126.0000000000039,,-982.9999999999623
2018.09.03,-56.99999999999594,-130.99999999999224,7.999999999985796,-258.0000000000027,-48.99999999999905,116.99999999998934,-36.999999999998145,-134.0000000000008,-261.0000000000001,-213.99999999999864,55.000000000005045,51.000000000001044,-123.99999999999523,-107.99999999999699,-268.0000000000016,-558.9999999999984,-13.999999999995794,-43.999999999999595,14.999999999998348,173.00000000000094,,-1838.9999999999948
2018.09.03,47.00000000000814,-89.99999999999008,123.99999999999079,-306.9999999999906,-72.0000000000054,224.9999999999974,136.00000000000279,-11.00000000000545,-304.9999999999997,-168.99999999998272,143.00000000000423,293.0000000000099,38.000000000010914,-60.99999999999994,21.00000000000435,-414.9999999999876,85.99999999999852,-150.00000000000568,12.999999999996348,236.00000000001398,,-217.99999999992986
2018.09.03,99.00000000000463,46.0000000000127,110.99999999999443,-258.99999999998704,-28.000000000005798,252.99999999999213,197.00000000000273,3.999999999992898,-415.99999999999415,-325.9999999999934,380.00000000000256,585.0000000000133,86.00000000001273,-19.999999999997797,46.999999999997044,-414.9999999999876,85.99999999999852,-145.00000000000622,41.9999999999976,300.99999999999574,,628.000000000045
2018.09.03,102.00000000000209,207.00000000000162,82.99999999998863,-298.9999999999826,-35.00000000000725,277.99999999998937,265.99999999999955,5.999999999994898,-409.0000000000038,-456.99999999999363,456.9999999999963,890.000000000013,33.00000000001546,8.000000000008,204.99999999998852,-442.9999999999934,105.99999999999454,-165.00000000000404,70.99999999999883,397.0000000000029,,1301.0000000000089
2018.09.03,109.99999999999899,297.0000000000139,24.000000000001798,-255.99999999998957,-7.0000000000014495,254.99999999999412,195.9999999999962,-60.00000000000449,-412.9999999999967,-491.9999999999902,602.0000000000136,905.0000000000002,-1.999999999981128,140.0000000000068,201.99999999999108,-418.9999999999916,115.99999999999966,-104.00000000000409,78.99999999999574,395.000000000012,,1568.000000000065
