date,CADCHF,EURJPY,empty,sum
2020.09.28,-23.00000000000635,-11.00000000000989,,-34.00000000001624
2020.09.28,-14.000000000002899,39.99999999999204,,25.999999999989143
2020.09.28,-8.000000000008,101.99999999998965,,93.99999999998165
2020.09.28,28.999999999990145,105.99999999999454,,134.99999999998468
2020.09.28,41.9999999999976,120.99999999999511,,162.99999999999272
2020.09.28,42.999999999993044,109.99999999999943,,152.99999999999247
2020.09.28,25.999999999992696,-22.00000000000557,,3.999999999987125
2020.09.28,14.999999999998348,-290.00000000000625,,-275.0000000000079
2020.09.28,22.999999999995246,-257.000000000005,,-234.00000000000975
2020.09.28,69.9999999999923,-116.00000000001387,,-46.00000000002157
2020.09.28,74.99999999999174,-106.00000000000875,,-31.00000000001701
2020.09.28,56.99999999999594,-144.00000000000546,,-87.00000000000952
2020.09.28,48.99999999999905,-135.00000000000512,,-86.00000000000607
2020.09.28,54.999999999993946,-125.0,,-70.00000000000605
2020.09.28,58.99999999999794,-103.00000000000864,,-44.0000000000107
2020.09.28,54.999999999993946,-200.00000000000284,,-145.0000000000089
2020.09.28,70.99999999999883,-201.00000000000762,,-130.00000000000878
2020.09.28,63.99999999999739,-273.00000000001035,,-209.00000000001296
2020.09.28,82.99999999999974,-303.0000000000115,,-220.00000000001174
2020.09.28,69.9999999999923,-178.00000000001148,,-108.00000000001918
2020.09.28,25.999999999992696,-174.0000000000066,,-148.0000000000139
2020.09.28,-20.0000000000089,-190.00000000001194,,-210.00000000002083
2020.09.28,-82.00000000000429,-199.00000000001228,,-281.0000000000166
2020.09.28,-140.0000000000068,-81.00000000000307,,-221.00000000000986
2020.09.28,-137.00000000000932,-111.0000000000042,,-248.00000000001353
2020.09.28,-86.0000000000083,-35.0000000000108,,-121.0000000000191
2020.09.28,-82.99999999999974,-7.000000000005002,,-90.00000000000475
2020.09.28,-64.0000000000085,106.99999999999932,,42.99999999999082
2020.09.28,-102.00000000000209,88.99999999999864,,-13.000000000003453
2020.09.28,-91.00000000000774,146.99999999999136,,55.999999999983615
2020.09.28,-121.99999999999989,272.99999999999613,,150.99999999999625
2020.09.28,-126.0000000000039,309.99999999998806,,183.99999999998417
2020.09.28,-79.00000000000685,325.9999999999934,,246.99999999998656
2020.09.28,-37.00000000000925,381.9999999999908,,344.9999999999815
2020.09.28,14.999999999998348,333.999999999989,,348.9999999999873
2020.09.28,-121.00000000000443,280.9999999999917,,159.99999999998727
2020.09.28,-162.0000000000066,281.9999999999965,,119.99999999998988
2020.09.28,-214.00000000000307,301.9999999999925,,87.99999999998943
2020.09.28,-263.0000000000021,296.99999999999704,,33.99999999999494
2020.09.28,-260.00000000000466,323.99999999999807,,63.999999999993406
2020.09.28,-260.00000000000466,328.9999999999935,,68.99999999998886
2020.09.28,-229.00000000000142,346.9999999999942,,117.99999999999278
