date,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,empty,sum
2015.08.24,-63.000000000013046,-14.000000000002899,-104.99999999999955,-15.999999999993797,-18.999999999991246,-103.00000000000864,-54.999999999993946,-19.999999999997797,-99.00000000002684,-1.0000000000047748,0.0,-302.9999999999866,-80.99999999998886,-147.00000000000557,,-1026.0000000000136
2015.08.24,-18.0000000000069,-7.0000000000014495,-101.00000000000664,129.00000000000134,8.999999999992347,-76.99999999999818,-178.00000000000037,76.99999999997154,-5.000000000032756,102.00000000000387,-15.00000000000945,-122.99999999998423,-141.9999999999959,-191.0000000000025,,-540.0000000000693
2015.08.24,-7.0000000000014495,-18.999999999991246,-128.00000000000588,114.0000000000141,26.999999999999247,-139.00000000001,-178.00000000000037,48.99999999996574,-14.000000000002899,45.000000000015916,-15.00000000000945,-455.99999999998977,-181.99999999998795,-209.00000000000318,,-1112.0000000000073
2015.08.24,81.9999999999821,82.00000000000429,-31.000000000003247,26.0000000000149,59.99999999999339,-78.00000000000296,-29.999999999996696,267.99999999997937,330.9999999999924,-192.99999999998363,211.99999999998997,-113.99999999999189,-16.999999999995907,-19.000000000005457,,578.9999999999766
2015.08.24,86.99999999999264,160.99999999998892,237.99999999999378,-219.99999999999798,31.999999999987594,126.00000000000477,29.999999999996696,306.9999999999684,981.999999999994,-522.9999999999961,405.9999999999952,814.0000000000036,311.00000000000705,552.9999999999973,,3303.9999999999363
2015.08.24,-46.0000000000127,365.99999999999966,302.9999999999977,-56.99999999999594,58.000000000002494,-42.00000000000159,41.9999999999976,482.9999999999668,1015.9999999999947,-245.9999999999809,393.99999999998323,978.9999999999966,148.00000000001035,326.9999999999982,,3724.999999999956
2015.08.24,-50.0000000000167,364.9999999999931,339.99999999999585,46.999999999997044,80.99999999999774,31.00000000000591,9.999999999998899,458.9999999999872,1122.9999999999852,-162.9999999999825,394.9999999999898,958.9999999999987,156.0000000000059,411.9999999999919,,4164.999999999948
2015.08.24,-15.00000000000945,381.99999999999346,405.9999999999952,-21.999999999988695,112.000000000001,56.99999999998795,60.00000000000449,431.99999999998795,1248.9999999999668,-125.0,460.9999999999781,1234.0000000000018,203.00000000000296,510.9999999999957,,4944.999999999917
2015.08.24,107.99999999999699,390.0000000000015,349.99999999999477,-334.9999999999964,154.99999999999403,21.99999999999136,123.00000000000644,552.9999999999812,1215.9999999999727,-153.99999999999636,693.9999999999947,1389.000000000018,394.00000000000546,614.9999999999949,,5519.999999999959
2015.08.24,484.9999999999799,485.0000000000021,424.00000000000216,-397.0000000000029,303.9999999999932,92.99999999998931,289.0000000000059,618.9999999999695,1377.9999999999682,-93.99999999999409,1243.9999999999784,1815.0000000000111,554.000000000002,843.0000000000035,,8041.999999999908
2015.08.24,524.9999999999977,470.9999999999992,390.99999999999693,-645.999999999991,187.00000000000384,103.00000000000864,309.99999999999915,685.0000000000023,1323.9999999999695,-40.99999999999682,1275.9999999999882,1948.0000000000164,678.0000000000115,914.999999999992,,8125.999999999998
2015.08.24,665.9999999999889,506.9999999999908,514.9999999999987,-1395.9999999999973,-8.000000000008,-312.9999999999882,539.0000000000006,787.9999999999665,1768.9999999999984,-8.99999999998613,1475.9999999999884,2350.0000000000077,750.0,1090.0000000000034,,8723.999999999964
2015.08.24,975.9999999999991,580.0000000000027,691.9999999999926,-1237.9999999999836,113.99999999999189,-106.99999999999932,729.0000000000018,983.9999999999627,2359.0,38.000000000010914,2051.9999999999873,3438.0000000000077,1084.0000000000032,1587.9999999999939,,13288.999999999973
2015.08.24,711.9999999999793,544.9999999999955,607.9999999999974,-1095.0000000000016,75.00000000000284,-64.99999999999773,534.0000000000011,861.9999999999628,2034.9999999999645,-139.99999999998636,1572.99999999998,2748.0000000000173,882.000000000005,1298.9999999999923,,10572.999999999913
2015.08.24,705.0000000000001,493.99999999999443,661.0000000000005,-648.0000000000041,226.99999999999943,56.000000000011596,465.9999999999998,784.9999999999912,2258.999999999967,15.00000000001478,1507.9999999999982,2939.0000000000027,736.0000000000042,1268.9999999999914,,11471.999999999969
