date,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,empty,sum
2015.08.24,95.00000000000064,1.999999999990898,-80.00000000000229,127.99999999999478,106.00000000000608,-33.999999999991815,-46.00000000000159,119.99999999998678,23.999999999979593,179.00000000000205,185.99999999999727,90.00000000001229,-76.99999999999818,-135.00000000000512,,557.9999999999715
2015.08.24,-7.0000000000014495,-5.999999999994898,-57.00000000000705,290.9999999999968,136.00000000000279,112.99999999999955,-136.00000000000279,157.99999999996928,103.99999999997078,103.00000000000864,-15.00000000000945,-106.99999999999044,-129.99999999999545,-159.9999999999966,,286.99999999994975
2015.08.24,102.99999999998644,87.99999999999919,3.999999999992898,157.00000000000713,89.99999999999008,-62.00000000001182,-21.999999999999797,333.99999999996766,431.99999999998795,133.00000000000978,230.9999999999812,-43.999999999999595,-13.999999999995794,10.99999999999568,,1440.999999999911
2015.08.24,167.9999999999904,249.00000000001032,275.99999999999847,26.0000000000149,140.0000000000068,282.99999999998704,78.00000000000028,430.9999999999814,1077.9999999999568,-180.00000000000682,502.9999999999868,853.9999999999992,359.00000000000887,591.9999999999987,,4856.999999999934
2015.08.24,117.99999999999588,367.99999999999056,342.9999999999933,-22.999999999995246,107.99999999999699,286.00000000000136,124.99999999999733,498.9999999999828,1179.9999999999588,-206.99999999999363,572.9999999999791,1022.0000000000118,419.00000000001114,658.0000000000013,,5468.999999999931
2015.08.24,18.999999999991246,405.9999999999952,456.00000000000085,127.00000000001043,134.99999999999625,215.0000000000034,70.0000000000034,563.9999999999645,1511.9999999999577,-129.99999999999545,481.99999999998244,1061.000000000001,312.0000000000118,661.0000000000014,,5889.999999999924
2015.08.24,47.99999999998139,415.0000000000098,444.9999999999954,100.0000000000112,170.99999999998784,195.99999999999795,73.99999999999629,513.9999999999923,1416.9999999999573,-52.99999999999727,534.9999999999966,1327.0000000000116,295.0000000000017,626.9999999999953,,6110.999999999937
2015.08.24,109.99999999998789,482.999999999989,443.99999999999994,-11.00000000000545,177.99999999998929,259.9999999999909,138.00000000000477,565.9999999999776,1360.99999999999,-105.99999999999454,689.9999999999907,1407.0000000000027,429.00000000000205,710.9999999999985,,6659.999999999923
2015.08.24,583.0000000000002,533.99999999999,483.0000000000001,-304.9999999999997,357.99999999999164,165.99999999999682,341.99999999999784,747.9999999999709,1582.9999999999789,204.00000000000773,1374.999999999993,2378.9999999999977,633.0000000000098,923.0000000000018,,10005.999999999936
2015.08.24,525.999999999982,507.9999999999973,471.99999999999466,-261.0000000000001,326.9999999999884,306.0000000000116,318.00000000000716,722.9999999999848,1550.9999999999914,32.00000000001069,1271.0,2038.0000000000064,686.000000000007,960.9999999999985,,9457.99999999998
