date,GBPUSD,USDCAD,AUDUSD,NZDUSD,NZDCHF,EURGBP,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2018.12.10,-29.999999999996696,-147.99999999999258,-2.999999999997449,-46.999999999997044,-68.99999999999685,-19.00000000000235,-262.999999999991,-5.000000000009663,-79.00000000000773,-4.999999999999449,,-667.9999999999908
2018.12.10,60.000000000015596,-140.99999999999113,-1.0000000000065512,-133.00000000000534,-156.99999999999602,-31.999999999998696,-524.9999999999977,34.99999999999659,-165.99999999999682,-43.00000000000415,,-1102.999999999984
2018.12.10,73.00000000001194,-102.99999999998644,4.999999999999449,-177.00000000000495,-219.00000000000253,-24.999999999997247,-735.9999999999811,-126.00000000000477,-344.0000000000083,-84.0000000000063,,-1735.9999999999804
2018.12.10,146.00000000000168,-106.99999999999044,-57.00000000000705,-261.0000000000001,-312.9999999999966,-6.0000000000060005,-936.9999999999878,-176.00000000000193,-407.0000000000107,-136.99999999999824,,-2254.9999999999973
2018.12.10,136.00000000000279,-135.9999999999806,-34.000000000000696,-241.99999999999778,-290.9999999999968,-18.0000000000069,-901.9999999999806,-105.00000000000398,-362.99999999999955,-129.00000000000134,,-2083.9999999999654
2018.12.10,175.00000000001404,-3.999999999981796,36.999999999998145,-202.0000000000022,-234.00000000000088,-23.00000000000635,-795.9999999999967,-37.00000000000614,-329.9999999999983,-73.00000000000084,,-1486.999999999981
2018.12.10,225.00000000000853,37.00000000002035,164.99999999999292,-70.99999999999883,-114.00000000000298,-99.00000000000463,-605.9999999999955,63.99999999999295,-207.00000000000784,39.00000000000014,,-566.9999999999949
2018.12.10,313.00000000000773,131.00000000001444,276.9999999999939,129.9999999999968,-0.999999999995449,-107.99999999999699,-391.9999999999924,116.99999999999022,-60.000000000002274,122.99999999999534,,530.0000000000114
2018.12.10,434.000000000001,151.00000000001222,271.9999999999945,200.00000000000017,4.000000000004,-82.99999999999974,-322.00000000000006,68.9999999999884,-19.000000000005457,126.99999999999933,,832.9999999999945
2018.12.10,434.000000000001,152.0000000000188,280.00000000000244,192.99999999999872,-14.999999999998348,-63.00000000000195,-353.99999999998766,93.99999999999409,-42.00000000000159,136.99999999999824,,816.0000000000236
2018.12.10,433.0000000000167,172.0000000000166,315.9999999999941,170.00000000000347,-24.999999999997247,-55.000000000005045,-373.99999999998545,137.99999999999102,-43.00000000000637,156.00000000000057,,888.0000000000284
2018.12.10,414.00000000000324,191.00000000000784,335.99999999999187,212.99999999999653,23.00000000000635,-43.999999999999595,-241.99999999998667,179.9999999999926,30.000000000001137,173.9999999999964,,1275.0000000000098
2018.12.10,384.00000000000654,140.0000000000068,274.9999999999919,170.00000000000347,4.000000000004,-51.99999999999649,-278.9999999999848,153.99999999999636,12.000000000000455,122.99999999999534,,931.0000000000235
2018.12.10,353.0000000000033,124.00000000001299,295.0000000000008,175.99999999999838,12.999999999996348,-43.00000000000415,-246.99999999999721,198.99999999999807,43.99999999999693,161.99999999999548,,1076.000000000001
2018.12.10,383.0,140.0000000000068,285.9999999999974,175.00000000000293,29.000000000001247,-41.9999999999976,-246.99999999999721,229.99999999998977,78.00000000000296,153.99999999999858,,1186.000000000005
2018.12.10,431.0000000000036,161.00000000001114,320.9999999999935,234.99999999999633,65.00000000000395,-51.99999999999649,-198.99999999999363,234.99999999999943,119.99999999999034,181.9999999999933,,1499.0000000000014
2018.12.10,428.00000000000614,175.00000000001404,329.00000000000153,251.99999999999667,65.99999999999939,-79.00000000000685,-176.99999999998272,271.99999999999136,161.99999999999193,183.99999999999528,,1612.0000000000066
2018.12.10,264.0000000000198,135.00000000001845,266.999999999995,256.99999999999613,114.99999999999844,-138.00000000000477,-112.99999999998533,204.9999999999983,167.99999999999216,134.99999999999625,,1295.0000000000246
2018.12.10,215.00000000000963,86.0000000000083,234.00000000000088,158.99999999999804,28.000000000005798,-146.99999999999713,-289.9999999999903,209.99999999999375,106.99999999999932,124.99999999999733,,727.0000000000257
