date,USDCHF,EURGBP,AUDJPY,empty,sum
2021.01.25,0.0,-15.00000000000945,-3.9999999999906777,,-19.000000000000128
2021.01.25,55.99999999998939,44.99999999999504,7.999999999995566,,108.99999999997999
2021.01.25,98.99999999999353,17.999999999995797,-63.00000000000239,,53.99999999998694
2021.01.25,110.99999999999443,17.999999999995797,-61.99999999999761,,66.99999999999261
2021.01.25,114.99999999999844,29.999999999996696,-78.99999999999352,,66.00000000000162
2021.01.25,87.99999999999919,40.99999999999105,-120.00000000000455,,8.999999999985675
2021.01.25,105.99999999999498,17.999999999995797,-96.9999999999942,,26.999999999996575
2021.01.25,155.99999999998948,18.999999999991246,-102.99999999999443,,71.9999999999863
2021.01.25,131.99999999999878,13.999999999991797,-128.99999999999068,,16.999999999999886
2021.01.25,88.99999999999464,-30.000000000007798,-179.00000000000205,,-120.0000000000152
2021.01.25,88.99999999999464,-27.00000000001035,-191.0000000000025,,-129.0000000000182
2021.01.25,88.99999999999464,-31.000000000003247,-189.99999999999773,,-132.00000000000634
2021.01.25,67.9999999999903,-10.000000000010001,-233.0000000000041,,-175.00000000002382
2021.01.25,66.99999999999484,-25.00000000000835,-233.99999999999466,,-192.00000000000816
2021.01.25,73.99999999999629,-52.000000000007596,-243.99999999999977,,-222.00000000001108
2021.01.25,70.99999999999883,-62.000000000006494,-242.999999999995,,-234.00000000000267
2021.01.25,56.99999999999594,-99.00000000000463,-272.99999999999613,,-315.00000000000483
2021.01.25,86.99999999999264,-99.00000000000463,-231.99999999999932,,-244.0000000000113
2021.01.25,89.99999999999008,-121.99999999999989,-194.00000000000261,,-226.00000000001242
2021.01.25,57.99999999999139,-90.0000000000012,-200.9999999999934,,-233.0000000000032
2021.01.25,63.99999999999739,-111.00000000000554,-203.00000000000296,,-250.0000000000111
2021.01.25,109.99999999999899,-54.00000000000959,-185.99999999999284,,-130.00000000000344
2021.01.25,149.99999999999457,-64.0000000000085,-155.00000000000114,,-69.00000000001506
