date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,empty,sum
2015.08.10,-151.00000000000114,-1.0000000000065512,-12.999999999996348,-30.000000000001137,-139.00000000000023,-80.99999999999774,-350.9999999999902,-28.000000000005798,,-793.9999999999992
2015.08.10,-136.00000000000279,7.999999999985796,-19.999999999997797,-73.99999999999807,-133.00000000000534,-95.00000000000064,-349.99999999998363,100.99999999999554,,-699.0000000000069
2015.08.10,-192.00000000000327,21.999999999988695,-24.000000000001798,-151.00000000001046,-161.00000000001114,-109.99999999999899,-394.9999999999898,126.0000000000039,,-885.000000000023
2015.08.10,-195.9999999999962,62.99999999999084,15.999999999993797,-168.00000000000637,-224.000000000002,-63.99999999999739,-383.0,215.99999999999397,,-740.0000000000233
2015.08.10,-197.99999999999818,63.99999999999739,-5.999999999994898,-159.00000000000603,-238.0000000000049,-68.99999999999685,-390.0000000000015,208.00000000000819,,-787.9999999999967
2015.08.10,-229.00000000000142,8.999999999992347,-45.000000000006146,-186.9999999999976,-312.00000000000114,-103.99999999999298,-414.00000000000324,209.9999999999991,,-1072.0000000000111
2015.08.10,-287.0000000000039,-36.999999999998145,-93.99999999999409,-255.00000000000966,-340.00000000000693,-126.99999999999933,-431.99999999998795,211.00000000000563,,-1360.9999999999943
2015.08.10,-292.00000000000335,-56.000000000011596,-114.0000000000141,-267.0000000000101,-370.00000000000364,-136.99999999999824,-459.99999999999375,209.9999999999991,,-1486.0000000000355
2015.08.10,-290.9999999999968,-36.999999999998145,-124.99999999999733,-262.00000000000045,-383.0,-126.99999999999933,-466.9999999999952,208.99999999999253,,-1482.9999999999948
2015.08.10,-236.99999999999832,4.000000000004,-22.999999999995246,-207.00000000000784,-317.0000000000117,-10.999999999994348,-417.99999999998505,245.0000000000063,,-963.999999999982
2015.08.10,-244.99999999999523,-33.00000000001635,1.0000000000065512,-213.99999999999864,-339.0000000000004,-8.999999999992347,-394.9999999999898,279.00000000000705,,-954.9999999999793
2015.08.10,-232.99999999999432,-16.000000000016,-43.999999999999595,-210.99999999999852,-337.0000000000095,-27.999999999994696,-390.0000000000015,212.00000000001216,,-1047.0000000000018
2015.08.10,-207.99999999999707,-35.00000000000725,-39.999999999995595,-225.00000000000853,-294.0000000000165,-39.00000000000014,-324.9999999999975,208.00000000000819,,-958.0000000000143
2015.08.10,-190.99999999999673,-15.00000000000945,-12.999999999996348,-249.00000000000944,-270.99999999999903,-56.0000000000005,-306.9999999999906,212.99999999999653,,-889.0000000000055
2015.08.10,-165.00000000000404,-1.0000000000065512,24.999999999986144,-231.99999999999932,-273.0000000000121,-83.9999999999952,-283.99999999999534,209.9999999999991,,-804.0000000000274
2015.08.10,-163.00000000000205,0.0,36.999999999998145,-253.0000000000001,-263.00000000001324,-65.99999999999939,-292.00000000000335,219.99999999999798,,-780.000000000022
2015.08.10,-137.9999999999937,21.00000000000435,36.999999999998145,-264.00000000001,-270.99999999999903,-56.99999999999594,-253.99999999999866,201.99999999999108,,-724.0000000000036
2015.08.10,-141.00000000000225,7.999999999985796,34.000000000000696,-245.00000000000455,-301.0000000000179,-86.99999999999264,-263.99999999999756,205.99999999999508,,-790.0000000000333
2015.08.10,-212.99999999999653,24.000000000001798,-2.0000000000131024,-302.99999999999727,-310.0000000000103,-68.99999999999685,-407.99999999998613,202.9999999999976,,-1078.000000000001
2015.08.10,-220.99999999999343,17.999999999984695,-56.000000000011596,-355.000000000004,-348.00000000001495,-203.99999999999307,-444.9999999999843,82.00000000000429,,-1529.0000000000123
2015.08.10,-100.00000000000009,55.99999999998939,-42.999999999993044,-374.00000000000944,-379.0000000000182,-187.9999999999993,-248.00000000000378,22.0000000000109,,-1254.0000000000236
