date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,GBPJPY,GBPAUD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.04.05,-234.00000000000088,-9.999999999998899,-46.00000000000159,-73.00000000000084,-135.99999999999568,-206.00000000000617,-262.00000000000045,0.0,-109.99999999999943,-103.00000000000864,-99.99999999999432,,-1280.000000000007
2021.04.05,-185.99999999999727,39.00000000001125,-28.000000000005798,-70.99999999999883,-156.99999999999648,-212.99999999999653,-262.00000000000045,331.999999999999,-125.0,-100.00000000000853,-102.00000000000387,,-872.9999999999975
2021.04.05,-208.99999999999253,-3.999999999981796,-116.00000000000499,-121.99999999999989,-198.99999999999807,-284.0000000000065,-227.00000000000387,343.00000000000443,-178.00000000001148,-180.00000000000682,-150.00000000000568,,-1326.0000000000073
2021.04.05,-150.00000000000568,-13.999999999980695,-114.00000000000298,-55.000000000005045,-240.99999999999966,-285.00000000000193,-237.99999999999955,309.0000000000037,-221.00000000000364,-216.99999999999875,-103.9999999999992,,-1329.9999999999932
2021.04.05,-123.99999999999079,-12.999999999996348,-130.0000000000079,-70.0000000000034,-280.9999999999917,-304.00000000000426,-258.99999999998613,248.99999999998812,-240.99999999999966,-256.0000000000002,-158.00000000000125,,-1586.9999999999936
2021.04.05,-209.9999999999991,-57.99999999998029,-200.00000000000017,-129.00000000000134,-294.9999999999875,-321.0000000000046,-269.9999999999818,194.99999999998963,-237.00000000000898,-290.9999999999968,-191.0000000000025,,-2006.9999999999734
2021.04.05,-180.0000000000024,-41.99999999998649,-186.00000000000838,-119.00000000000244,-318.9999999999884,-323.0000000000066,-290.9999999999968,192.99999999999872,-239.00000000000432,-310.0000000000023,-200.00000000000284,,-2016.0000000000023
2021.04.05,-243.99999999999977,-76.99999999999375,-216.0000000000051,-143.9999999999997,-252.9999999999859,-350.00000000000585,-236.99999999999477,151.9999999999966,-216.00000000000819,-295.0000000000017,-177.99999999999727,,-2057.9999999999955
2021.04.05,-235.99999999999176,-56.99999999999594,-207.00000000000162,-119.00000000000244,-206.99999999999363,-341.0000000000024,-171.99999999999704,164.99999999999292,-184.0000000000117,-250.0,-111.99999999999477,,-1719.9999999999984
2021.04.05,-322.00000000000006,-66.99999999999484,-239.0000000000003,-187.9999999999993,-233.99999999999466,-326.9999999999995,-263.9999999999816,246.99999999999721,-158.00000000000125,-254.0000000000049,-171.00000000000648,,-1976.9999999999854
2021.04.05,-304.9999999999997,-62.99999999999084,-221.99999999999997,-170.00000000000347,-234.99999999999943,-360.0000000000048,-257.99999999998136,245.0000000000063,-166.00000000001103,-256.0000000000002,-167.0000000000016,,-1956.999999999986
2021.04.05,-269.9999999999925,-1.999999999990898,-215.00000000000963,-152.00000000000767,-185.99999999999284,-351.0000000000013,-230.99999999999454,231.99999999998778,-125.0,-253.0000000000001,-155.00000000000114,,-1708.000000000003
2021.04.05,-290.9999999999968,-19.999999999997797,-224.000000000002,-145.00000000000622,-139.99999999998636,-365.0000000000042,-192.99999999998363,232.99999999999432,-100.99999999999909,-225.00000000000853,-120.99999999999511,,-1591.9999999999854
2021.04.05,-283.99999999999534,-9.999999999998899,-225.00000000000853,-141.00000000000225,-134.9999999999909,-365.99999999999966,-164.99999999999204,238.0000000000049,-85.00000000000796,-216.99999999999875,-103.9999999999992,,-1493.9999999999886
2021.04.05,-266.999999999995,22.0000000000109,-203.00000000000873,-139.00000000000023,-143.99999999999125,-358.9999999999982,-186.00000000000705,262.00000000000665,-85.99999999999852,-215.0000000000034,-120.99999999999511,,-1435.99999999998
2021.04.05,-211.00000000000563,98.0000000000203,-153.00000000000313,-116.00000000000499,-140.99999999999113,-348.00000000000387,-203.00000000000296,297.9999999999983,-88.00000000000807,-201.99999999999818,-126.99999999999534,,-1192.9999999999945
2021.04.05,-181.9999999999933,96.00000000000719,-134.0000000000008,-106.00000000000608,-141.9999999999959,-331.0000000000035,-205.99999999998886,309.99999999998806,-91.00000000000819,-191.0000000000025,-123.99999999999523,,-1100.999999999999
2021.04.05,-173.99999999998528,99.00000000000463,-128.00000000000588,-95.00000000000064,-142.99999999998647,-324.9999999999975,-168.00000000000637,307.99999999999716,-94.99999999999886,-191.0000000000025,-114.00000000000432,,-1025.999999999986
2021.04.05,-190.99999999998562,144.0000000000108,-55.000000000005045,-50.0000000000056,-150.99999999999625,-285.00000000000193,-243.99999999999977,417.99999999998505,-77.00000000001239,-130.00000000000966,-87.0000000000033,,-708.0000000000238
2021.04.05,-228.00000000000597,98.0000000000203,-65.00000000000395,-48.000000000003595,-111.99999999999477,-299.00000000000483,-248.99999999999523,500.9999999999959,-100.99999999999909,-121.99999999999989,-78.00000000000296,,-702.9999999999941
2021.04.05,-248.00000000000378,96.00000000000719,-87.00000000000374,-51.000000000001044,-136.99999999998624,-292.9999999999988,-265.99999999999113,506.9999999999908,-90.00000000000341,-133.00000000000978,-64.99999999999773,,-766.9999999999976
2021.04.05,-290.9999999999968,39.00000000001125,-133.00000000000534,-80.00000000000229,-156.99999999999648,-340.00000000000693,-328.00000000000296,438.9999999999894,-136.0000000000099,-192.99999999999784,-109.99999999999943,,-1290.0000000000173
2021.04.05,-536.0000000000032,-88.99999999998354,-221.00000000000452,-209.9999999999991,-159.9999999999966,-395.99999999999636,-518.0000000000007,411.99999999999017,-189.00000000000716,-258.0000000000098,-212.0000000000033,,-2377.000000000014
2021.04.05,-574.9999999999922,-112.99999999998533,-241.00000000000233,-231.0000000000034,-179.9999999999926,-411.0000000000058,-557.9999999999927,522.9999999999845,-210.00000000000796,-281.0000000000059,-250.0,,-2527.0000000000036
2021.04.05,-537.9999999999941,-102.99999999998644,-226.00000000000398,-231.99999999999886,-120.99999999999511,-409.99999999999926,-527.9999999999916,526.0000000000042,-207.00000000000784,-263.9999999999958,-251.99999999999534,,-2354.9999999999645
2021.04.05,-482.999999999989,-96.99999999999153,-204.00000000000418,-253.99999999999866,-114.99999999999488,-401.00000000000693,-484.9999999999852,526.9999999999886,-216.00000000000819,-254.0000000000049,-274.0000000000009,,-2255.9999999999955
2021.04.05,-514.9999999999987,-144.99999999999514,-241.00000000000233,-287.0000000000039,-88.99999999999864,-434.9999999999965,-477.00000000000387,500.9999999999959,-221.00000000000364,-265.00000000000057,-293.00000000000637,,-2467.0000000000136
2021.04.05,-539.0000000000006,-205.99999999999508,-235.00000000000742,-285.00000000000193,-112.99999999999955,-418.0000000000073,-514.9999999999864,514.9999999999987,-258.0000000000098,-263.9999999999958,-293.00000000000637,,-2611.0000000000114
2021.04.05,-597.9999999999874,-210.99999999998343,-272.00000000000557,-301.0000000000068,-110.99999999999,-421.0000000000047,-497.99999999999045,487.99999999999955,-250.0,-269.00000000000546,-278.99999999999636,,-2721.9999999999704
2021.04.05,-590.999999999986,-209.9999999999991,-282.0000000000045,-303.0000000000088,-80.99999999998886,-424.9999999999976,-485.99999999999,461.0000000000003,-219.99999999999886,-258.0000000000098,-257.99999999999557,,-2652.999999999979
2021.04.05,-585.9999999999976,-273.9999999999965,-298.0000000000094,-312.00000000000114,-115.99999999999966,-426.00000000000415,-451.9999999999982,453.99999999999886,-256.0000000000002,-271.0000000000008,-271.0000000000008,,-2808.0000000000095
2021.04.05,-692.9999999999881,-422.9999999999956,-380.00000000000256,-402.00000000000233,-301.9999999999925,-424.9999999999976,-531.0000000000059,344.99999999999534,-320.0000000000074,-323.99999999999807,-322.9999999999933,,-3777.9999999999877
2021.04.05,-726.9999999999887,-428.9999999999905,-383.0,-392.9999999999989,-338.99999999999864,-348.00000000000387,-526.9999999999868,395.99999999999636,-335.00000000000796,-335.9999999999985,-329.9999999999983,,-3750.999999999976
2021.04.05,-900.9999999999962,-503.99999999999335,-479.0000000000072,-453.99999999999886,-373.9999999999952,-341.0000000000024,-519.9999999999818,394.9999999999898,-255.00000000000966,-323.0000000000075,-286.00000000000136,,-4042.000000000003
2021.04.05,-926.0000000000045,-576.9999999999831,-574.0000000000078,-489.0000000000061,-402.9999999999916,-273.000000000001,-436.00000000000705,238.99999999998923,-213.00000000000807,-249.00000000000944,-225.9999999999991,,-4127.000000000029
2021.04.05,-939.0000000000009,-615.9999999999943,-593.0000000000102,-509.9999999999993,-421.99999999999704,-197.99999999999818,-237.99999999999955,182.99999999999983,-125.0,-227.00000000000387,-147.00000000000557,,-3832.000000000009
2021.04.05,-1025.9999999999936,-669.9999999999928,-545.0000000000066,-521.0000000000048,-479.99999999998977,-209.9999999999991,-360.99999999999,385.99999999999744,-199.00000000001228,-233.0000000000041,-206.00000000000307,,-4064.9999999999986
2021.04.05,-973.999999999986,-649.999999999995,-552.0000000000081,-514.9999999999987,-490.99999999999966,-189.00000000000583,-337.99999999999386,312.9999999999855,-200.00000000000284,-246.9999999999999,-203.00000000000296,,-4046.0000000000073
2021.04.05,-954.9999999999948,-574.9999999999922,-563.0000000000024,-509.9999999999993,-451.9999999999982,-204.00000000000418,-300.9999999999877,248.00000000000378,-125.0,-258.0000000000098,-197.9999999999933,,-3892.9999999999777
2021.04.05,-939.9999999999853,-471.9999999999835,-564.000000000009,-507.0000000000019,-444.9999999999932,-209.00000000000364,-282.99999999998704,299.00000000000483,-63.00000000000239,-253.0000000000001,-191.0000000000025,,-3627.9999999999636
2021.04.05,-963.999999999987,-426.9999999999996,-537.0000000000097,-474.00000000000773,-438.99999999999295,-202.9999999999976,-306.99999999998795,329.00000000000153,-22.00000000000557,-231.00000000000875,-156.99999999999648,,-3431.999999999992
2021.04.05,-964.9999999999936,-461.99999999998465,-537.0000000000097,-465.9999999999998,-428.99999999998784,-212.00000000000108,-346.99999999998,364.9999999999931,-82.00000000000784,-255.00000000000966,-173.00000000000182,,-3562.999999999982
2021.04.05,-956.0000000000013,-471.9999999999835,-543.0000000000045,-463.0000000000023,-458.999999999989,-216.0000000000051,-391.9999999999959,317.9999999999961,-120.00000000000455,-287.9999999999967,-197.9999999999933,,-3788.9999999999804
2021.04.05,-943.000000000005,-462.9999999999912,-529.0000000000017,-453.99999999999886,-487.99999999999955,-209.00000000000364,-393.0000000000007,361.9999999999957,-115.99999999999966,-278.0000000000058,-188.0000000000024,,-3699.0000000000123
2021.04.05,-939.9999999999853,-459.99999999999375,-528.0000000000063,-426.00000000000415,-545.9999999999923,-187.9999999999993,-471.00000000000364,377.0000000000051,-146.0000000000008,-299.99999999999716,-185.00000000000227,,-3812.99999999998
2021.04.05,-960.9999999999897,-466.9999999999952,-507.0000000000019,-435.0000000000076,-529.9999999999869,-173.00000000000094,-463.99999999999864,421.0000000000047,-139.00000000001,-283.00000000000125,-186.00000000000705,,-3723.9999999999945
2021.04.05,-963.0000000000027,-481.99999999998244,-512.0000000000014,-443.0000000000045,-518.9999999999912,-182.99999999999983,-463.99999999999864,418.9999999999916,-164.00000000000148,-284.000000000006,-200.00000000000284,,-3794.999999999999
2021.04.05,-953.9999999999882,-501.9999999999802,-518.0000000000074,-446.00000000000193,-521.9999999999914,-175.00000000000293,-459.0000000000032,295.99999999998516,-165.00000000000625,-278.0000000000058,-186.9999999999976,,-3910.0
2021.04.06,-914.9999999999991,-519.9999999999872,-504.00000000000443,-420.00000000000927,-491.9999999999902,-157.00000000000713,-399.0000000000009,12.999999999996348,-111.0000000000042,-250.0,-159.00000000000603,,-3914.000000000012
