date,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.10.25,-24.000000000001798,0.0,-39.00000000000014,-90.99999999999665,0.0,-7.000000000005002,-113.99999999999189,-84.0000000000063,0.0,0.0,-126.99999999998113,-246.99999999999721,-18.999999999991246,-40.99999999999105,0.0,-125.00000000001954,,-917.9999999999819
2021.10.25,-24.999999999986144,7.999999999995566,-17.000000000000348,-39.999999999995595,49.99999999999449,21.000000000000796,-142.99999999999312,-121.99999999999989,82.00000000000429,36.0000000000027,-123.99999999999523,-253.00000000001432,-19.99999999999602,-14.999999999998348,19.00000000000235,-128.000000000017,,-670.9999999999957
2021.10.25,-8.999999999992347,-4.9999999999954525,-17.000000000000348,-103.00000000000864,48.000000000003595,48.00000000000182,-129.9999999999968,-112.000000000001,112.000000000001,36.999999999998145,-233.0000000000041,-248.00000000000378,-6.000000000000227,6.0000000000060005,53.999999999998494,-141.00000000001333,,-699.0000000000069
2021.10.25,22.999999999995246,-9.000000000000341,17.000000000000348,-116.00000000000499,85.00000000000173,149.99999999999147,-122.99999999999534,-126.99999999999933,182.00000000000438,43.00000000000415,-322.00000000000273,-231.0000000000034,-37.9999999999967,78.00000000000028,178.00000000000037,-159.00000000002024,,-369.0000000000251
2021.10.25,14.000000000002899,-61.99999999999761,14.000000000002899,-141.00000000001333,93.99999999999409,161.99999999999193,-128.99999999999022,-126.0000000000039,168.00000000000148,38.0000000000047,-350.9999999999991,-280.0000000000136,-59.99999999998806,57.00000000000705,158.0000000000026,-162.00000000001768,,-606.0000000000159
2021.10.25,-22.999999999995246,-140.00000000000057,-4.999999999999449,-181.9999999999933,100.99999999999554,200.00000000000284,-140.99999999999113,-158.0000000000026,180.0000000000024,21.999999999999797,-465.0000000000034,-270.00000000001467,-112.99999999999955,85.00000000000173,165.00000000000404,-192.00000000001438,,-936.000000000008
2021.10.25,9.000000000014552,-120.00000000000455,21.00000000000435,-191.99999999999218,66.00000000001049,210.99999999999852,-139.99999999999568,-153.00000000000313,114.99999999999844,14.999999999998348,-472.99999999998477,-394.00000000000546,-112.99999999999955,66.00000000001049,95.00000000000064,-251.00000000000122,,-1237.9999999999504
2021.10.25,41.000000000002146,-180.99999999999739,35.00000000000725,-232.00000000000998,66.00000000001049,237.99999999999955,-179.99999999999127,-177.00000000000495,129.00000000000134,-9.999999999998899,-681.999999999988,-346.0000000000019,-253.0000000000001,66.00000000001049,111.00000000000554,-211.00000000000563,,-1585.9999999999616
2021.10.25,25.00000000000835,-275.99999999999625,89.00000000000574,-270.99999999999903,110.99999999999443,335.9999999999985,-190.99999999999673,-243.99999999999977,248.00000000000378,-12.999999999996348,-771.9999999999914,-121.00000000001555,-297.9999999999876,92.00000000000318,214.00000000000307,-186.0000000000195,,-1256.999999999985
2021.10.25,11.00000000000545,-225.9999999999991,1.0000000000065512,-283.000000000011,148.99999999999915,209.99999999999375,-240.99999999999122,-279.00000000000705,202.9999999999976,7.0000000000014495,-676.9999999999925,-290.9999999999968,-283.00000000000125,24.000000000001798,114.99999999999844,-232.00000000000998,,-1792.0000000000048
2021.10.25,34.000000000000696,-118.99999999999977,47.00000000000814,-262.00000000000665,139.00000000000023,203.99999999999352,-218.99999999999142,-199.00000000000472,178.99999999999582,-3.999999999992898,-587.9999999999939,-340.00000000000693,-216.99999999999875,31.000000000003247,62.000000000006494,-247.00000000001944,,-1499.000000000006
2021.10.25,56.000000000011596,-250.0,53.00000000000304,-263.99999999999756,146.00000000000168,271.0000000000008,-253.99999999999866,-187.00000000000384,178.99999999999582,4.999999999999449,-759.9999999999909,-339.0000000000004,-376.99999999999534,5.000000000010552,46.00000000000159,-253.00000000001432,,-1922.9999999999768
2021.10.25,106.00000000000608,-212.99999999999386,106.00000000000608,-243.99999999999977,144.99999999999514,414.99999999999204,-239.99999999999577,-246.99999999999721,197.99999999999818,16.0000000000049,-750.0,-279.00000000000705,-362.99999999999955,30.000000000007798,63.99999999999739,-275.000000000003,,-1530.9999999999886
2021.10.25,235.00000000000742,-146.99999999999136,192.99999999999872,-209.9999999999991,167.00000000000603,420.0000000000017,-205.99999999999508,-224.9999999999974,219.99999999999798,53.00000000000304,-733.0000000000041,-278.00000000000045,-330.99999999998886,99.00000000000463,129.00000000000134,-230.00000000001907,,-843.9999999999745
2021.10.25,226.99999999999943,-97.99999999999898,190.00000000000128,-177.00000000000495,133.00000000000534,393.0000000000007,-174.99999999999181,-204.99999999999963,202.0000000000022,52.000000000007596,-680.9999999999832,-263.99999999999756,-274.9999999999915,116.00000000000499,161.00000000000003,-218.00000000000708,,-618.9999999999532
2021.10.25,204.00000000000418,-131.00000000000023,174.00000000000747,-192.99999999999872,136.00000000000279,405.9999999999917,-183.99999999999528,-213.00000000000762,219.99999999999798,41.000000000002146,-701.9999999999982,-233.00000000001654,-299.99999999999716,116.00000000000499,167.00000000000603,-205.00000000001074,,-697.0000000000073
