date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CADCHF,NZDCHF,GBPJPY,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2018.02.19,-36.999999999998145,-110.99999999999443,-136.99999999998712,-29.999999999986926,-12.000000000000899,-88.99999999999464,-34.99999999999615,-4.999999999999449,-186.9999999999834,-40.99999999999682,-23.000000000010346,-82.00000000000429,-22.999999999995246,,-811.9999999999478
2018.02.19,-21.999999999999797,-215.99999999999397,-154.99999999999403,-44.999999999987494,-22.999999999995246,-105.99999999999498,-75.00000000000284,-7.9999999999968985,-268.0000000000007,-19.000000000005457,-27.000000000001023,-85.00000000000173,-18.999999999991246,,-1067.9999999999654
2018.02.19,-55.000000000005045,-251.00000000000122,-197.00000000000273,-147.99999999999613,-87.99999999999919,-210.99999999999451,-17.000000000000348,-71.99999999999429,-221.99999999998,-49.000000000006594,-69.00000000000261,-155.00000000000514,-106.00000000000608,,-1639.999999999994
2018.02.19,-36.999999999998145,-241.99999999998667,-188.9999999999947,-183.9999999999975,-90.99999999999665,-236.99999999999832,2.000000000002,-90.99999999999665,-156.99999999998226,-78.99999999999352,-85.00000000000796,-189.00000000000583,-121.99999999999989,,-1700.999999999956
2018.02.19,-34.000000000000696,-248.00000000000378,-198.99999999999363,-57.999999999992724,-126.0000000000039,-234.99999999999633,21.999999999999797,-102.99999999999754,-317.99999999998363,-13.999999999995794,-162.00000000000614,-192.00000000000327,-102.00000000000209,,-1768.9999999999795
2018.02.19,-65.00000000000395,-341.99999999999784,-280.9999999999979,-131.00000000000023,-214.99999999999852,-307.99999999999716,27.999999999994696,-200.99999999999562,-364.0000000000043,84.00000000000318,-213.00000000000807,-163.00000000000205,-103.99999999999298,,-2275.0000000000014
2018.02.19,-2.000000000002,-339.0000000000004,-295.0000000000008,-167.99999999999216,-221.99999999999997,-297.9999999999983,136.99999999999824,-156.00000000000057,-328.00000000000296,69.99999999999318,-173.00000000000182,-107.00000000000153,-76.0000000000094,,-1957.0000000000184
2018.02.19,-46.999999999997044,-368.9999999999971,-343.99999999998875,-227.99999999999443,-268.0000000000016,-363.99999999999767,121.99999999999989,-181.9999999999933,-224.99999999999432,33.00000000000125,-166.00000000001103,-174.00000000000747,-69.9999999999923,,-2281.9999999999736
2018.02.19,-39.00000000000014,-363.0000000000022,-329.99999999998585,-211.9999999999891,-280.9999999999979,-368.9999999999971,136.99999999999824,-236.99999999999832,-211.9999999999891,49.000000000006594,-192.00000000000728,-179.00000000000693,-42.999999999993044,,-2270.9999999999623
2018.02.19,19.999999999997797,-354.9999999999942,-309.0000000000037,-157.99999999998704,-287.9999999999994,-395.0000000000009,175.99999999999838,-263.99999999999756,-209.99999999997954,75.9999999999934,-224.00000000000375,-219.00000000000253,-63.99999999999739,,-2213.9999999999764
2018.02.19,24.999999999997247,-340.00000000000693,-259.9999999999936,-139.99999999998636,-268.0000000000016,-353.0000000000033,165.9999999999995,-241.99999999999778,-304.00000000000205,87.0000000000033,-226.0000000000133,-192.00000000000327,-53.999999999998494,,-2101.0000000000064
2018.02.19,31.000000000003247,-326.9999999999884,-258.0000000000027,-87.99999999999386,-253.0000000000032,-326.9999999999995,166.99999999999494,-206.99999999999054,-384.9999999999909,123.99999999999523,-231.00000000000875,-157.00000000000713,-18.0000000000069,,-1928.999999999998
2018.02.19,46.00000000000159,-287.9999999999994,-229.99999999999687,-35.99999999998715,-209.00000000000364,-280.9999999999979,156.99999999999602,-171.99999999999437,-360.99999999999,134.00000000000034,-209.00000000000318,-116.00000000000499,-8.000000000008,,-1572.9999999999875
2018.02.19,63.00000000000195,-263.99999999999756,-193.99999999998306,-19.99999999999602,-173.9999999999964,-251.00000000000122,153.00000000000313,-168.99999999999693,-413.99999999998727,132.99999999999557,-212.0000000000033,-104.00000000000409,-19.999999999997797,,-1472.9999999999632
2018.02.19,58.99999999999794,-235.99999999999176,-180.0000000000024,33.00000000000125,-173.9999999999964,-273.000000000001,161.99999999999548,-171.99999999999437,-373.9999999999952,180.99999999999739,-239.00000000000432,-124.00000000000189,-42.0000000000087,,-1379.000000000004
2018.02.19,75.00000000000284,-174.99999999999181,-131.99999999999878,41.00000000001103,-158.99999999999804,-256.0000000000007,165.9999999999995,-178.99999999999582,-365.99999999998545,185.00000000000227,-241.00000000001387,-107.00000000000153,-45.000000000006146,,-1192.9999999999766
2018.02.19,132.99999999999423,-99.00000000000463,-129.00000000000134,135.00000000000512,-168.00000000000148,-246.99999999999721,183.99999999999528,-222.99999999999542,-449.99999999998863,222.99999999999898,-340.0000000000034,-116.00000000000499,-31.000000000003247,,-1128.0000000000066
2018.02.19,127.99999999999478,-148.99999999999915,-170.99999999998784,184.0000000000117,-156.99999999999602,-248.99999999999923,197.99999999999818,-215.99999999999397,-474.9999999999943,287.00000000000614,-326.0000000000076,-116.00000000000499,-52.000000000007596,,-1113.9999999999798
2018.02.19,95.00000000000064,-209.9999999999991,-201.99999999999108,118.99999999999977,-183.99999999999528,-280.9999999999979,195.9999999999962,-248.99999999999923,-489.0000000000043,263.9999999999958,-345.0000000000131,-134.0000000000008,-69.00000000000794,,-1489.0000000000166
2018.02.19,102.99999999999754,-7.0000000000014495,-124.99999999999733,231.00000000000875,-126.99999999999933,-163.00000000000205,139.99999999999568,-203.99999999999307,-394.00000000000546,260.9999999999957,-292.0000000000016,-73.00000000000084,-31.000000000003247,,-681.0000000000067
2018.02.19,65.00000000000395,-99.00000000000463,-190.00000000000128,194.00000000000261,-226.99999999999943,-226.99999999999943,129.9999999999968,-151.9999999999966,-437.9999999999882,263.00000000000523,-301.00000000000193,-92.00000000000318,49.00000000001015,,-1024.9999999999757
2018.02.19,100.99999999999554,-25.999999999992696,-78.00000000000028,237.00000000000898,-170.99999999999892,-131.99999999999878,144.99999999999514,-129.00000000000134,-433.9999999999975,265.00000000000057,-245.00000000000455,-36.999999999998145,116.99999999998934,,-387.0000000000026
2018.02.19,100.00000000000009,53.00000000001415,-78.00000000000028,269.00000000000546,-178.99999999999582,-119.00000000000244,110.99999999999443,-117.00000000000044,-394.00000000000546,263.9999999999958,-265.00000000000057,-43.999999999999595,191.99999999999218,,-207.00000000000247
2018.02.19,63.99999999999739,-99.00000000000463,-158.99999999999804,235.00000000001364,-190.99999999999673,-151.9999999999966,107.00000000000153,-97.9999999999981,-514.9999999999864,268.0000000000007,-271.0000000000008,-56.0000000000005,170.00000000000347,,-696.999999999965
2018.02.19,58.000000000002494,-76.99999999999375,-165.9999999999995,258.0000000000098,-187.9999999999993,-149.99999999999457,82.00000000000429,-71.99999999999429,-484.9999999999852,265.00000000000057,-266.00000000000534,-59.000000000009045,148.99999999999915,,-650.9999999999648
2018.02.19,4.999999999999449,-168.99999999999693,-249.99999999999466,168.00000000000637,-219.99999999999798,-219.99999999999798,68.99999999999685,-91.99999999999208,-513.9999999999816,251.99999999999534,-286.00000000000136,-107.00000000000153,106.99999999999044,,-1256.9999999999757
2018.02.19,-2.000000000002,-184.99999999999073,-261.9999999999845,161.00000000000136,-226.99999999999943,-236.00000000000287,56.99999999999594,-97.9999999999981,-512.0000000000005,228.9999999999992,-284.000000000006,-130.0000000000079,80.99999999999774,,-1407.9999999999975
2018.02.19,-53.00000000000304,-156.99999999998494,-242.99999999999324,150.00000000000568,-248.00000000000378,-242.99999999999324,38.0000000000047,-107.00000000000153,-468.9999999999941,233.99999999999466,-291.000000000011,-143.9999999999997,93.00000000000975,,-1439.9999999999695
2018.02.19,-58.99999999999794,-154.99999999999403,-253.99999999999866,134.00000000000034,-239.99999999999577,-242.99999999999324,-4.999999999999449,-78.00000000000028,-420.99999999999227,177.99999999999727,-291.000000000011,-158.0000000000026,95.00000000000064,,-1496.9999999999868
2018.02.19,-33.000000000005244,-18.999999999991246,-175.99999999999838,133.00000000000978,-175.99999999999838,-183.99999999999528,-2.000000000002,-52.99999999999194,-270.9999999999866,137.00000000000045,-219.0000000000083,-146.00000000000168,75.00000000000284,,-933.999999999966
2018.02.19,31.000000000003247,39.00000000001125,-99.99999999998899,196.00000000001216,-117.99999999999588,-132.99999999999423,2.999999999997449,-95.99999999999609,-308.9999999999975,138.9999999999958,-203.00000000000296,-121.00000000000443,80.99999999999774,,-590.9999999999624
2018.02.19,163.00000000000205,121.99999999999989,-31.000000000003247,270.00000000001023,-87.99999999999919,-59.99999999999339,71.99999999999429,-120.99999999999334,-281.99999999998226,112.99999999999955,-170.0000000000017,-73.00000000000084,151.9999999999966,,67.00000000002855
2018.02.19,383.0,358.00000000001387,202.00000000001327,331.00000000000307,-12.000000000000899,73.99999999999629,146.00000000000168,-112.99999999999643,-147.99999999999613,111.0000000000042,-87.0000000000033,-12.000000000000899,236.99999999999832,,1470.0000000000334
