names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,"['CADCHF', 'NZDCHF', 'GBPJPY']",80.0,1.0,S
EURUSD,10,"['EURJPY', 'CHFJPY']",80.0,-0.4076666666666668,B
USDCAD,15,"['AUDCHF', 'NZDCHF', 'NZDJPY']",100.0,-0.96,B
AUDUSD,30,"['GBPCAD', 'EURGBP', 'GBPCHF']",100.0,0.6956083083583084,S
NZDUSD,15,"['EURJPY', 'CHFJPY', 'NZDJPY']",80.0,-0.6121727716727718,B
CHFJPY,30,"['NZDJPY', 'GBPJPY']",80.0,-0.3706417991193534,B
CADCHF,10,"['NZDCAD', 'USDCHF']",100.0,-1.0,B
AUDCHF,10,"['NZDCAD', 'GBPCAD']",80.0,0.84,S
NZDCHF,10,"['AUDNZD', 'NZDCAD']",100.0,0.3,S
GBPJPY,10,"['AUDJPY', 'USDJPY']",80.0,0.5798412698412699,S
GBPCAD,10,"['GBPJPY', 'USDJPY', 'CADJPY', 'AUDJPY']",80.0,1.0,S
EURAUD,20,['NZDCAD'],80.0,0.21570980653333585,S
CADJPY,10,['NZDCAD'],100.0,-1.0,B
AUDJPY,10,"['CADJPY', 'EURCAD']",80.0,-0.06407142857142857,B
NZDJPY,20,['NZDJPY'],100.0,-0.6995641123582296,B
AUDCAD,10,"['EURJPY', 'CHFJPY']",80.0,-0.3603095238095237,B
NZDCAD,20,"['NZDUSD', 'NZDJPY', 'CADCHF']",100.0,-0.6336471861471865,B
