date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.04.10,-29.00000000001235,2.999999999997449,29.999999999996696,-36.999999999998145,12.000000000000899,-25.99999999999625,98.99999999999353,-68.99999999999685,-31.000000000003247,-12.000000000000455,1.999999999990898,23.00000000001745,21.000000000000796,47.99999999998761,7.999999999995566,63.99999999999739,-1.0000000000065512,,104.99999999996446
2017.04.10,35.999999999991594,-26.999999999999247,76.0000000000094,-58.99999999999794,58.000000000002494,-43.99999999999693,122.99999999999534,-140.99999999999113,-99.00000000000463,21.99999999999136,1.999999999990898,101.00000000001774,40.99999999999682,105.99999999999454,57.00000000000216,124.00000000001299,48.99999999999905,,425.0000000000145
2017.04.10,35.00000000000725,-42.0000000000087,49.99999999999449,-95.00000000000064,59.000000000009045,138.00000000000523,148.99999999999915,-191.99999999999218,-121.99999999999989,-195.99999999999795,52.000000000007596,170.00000000000347,209.00000000000318,269.999999999996,185.00000000000227,134.00000000001188,62.99999999999084,,867.000000000031
2017.04.10,62.99999999999084,-76.99999999999375,109.00000000000354,-98.99999999999353,69.00000000000794,176.9999999999925,165.9999999999995,-200.99999999999562,-143.00000000000423,-224.99999999999432,4.000000000004,219.00000000001364,210.99999999999852,305.9999999999974,229.99999999998977,190.00000000000128,121.99999999999989,,1121.0000000000173
2017.04.10,89.00000000000574,-69.9999999999923,163.00000000000205,-112.99999999999643,79.00000000000685,132.99999999999557,132.99999999999423,-211.99999999998997,-148.99999999999915,-138.00000000000523,-28.999999999990145,234.00000000000088,146.0000000000008,284.9999999999966,203.99999999999352,249.99999999999466,176.99999999999383,,1182.0000000000114
2017.04.10,41.000000000002146,-59.000000000009045,129.00000000000134,-153.00000000000313,100.00000000000009,117.00000000000443,146.99999999999713,-242.99999999999324,-154.0000000000097,-153.99999999999636,-45.99999999999049,290.00000000001245,147.99999999999613,305.9999999999974,201.99999999999818,273.9999999999965,167.9999999999904,,1112.999999999994
2017.04.10,49.99999999999449,-62.99999999999084,143.99999999998857,-131.00000000000333,70.0000000000034,290.9999999999968,159.9999999999935,-242.99999999999324,-152.00000000000767,-397.99999999999613,-56.99999999999594,252.0000000000078,293.00000000000637,438.99999999999295,316.99999999999307,260.0000000000158,147.99999999999258,,1379.999999999998
2017.04.10,43.999999999999595,-90.99999999999665,211.99999999998997,-121.99999999999989,8.000000000008,257.99999999999557,148.99999999999915,-262.999999999991,-113.00000000000753,-406.0000000000059,-148.99999999999915,279.00000000000705,254.0000000000049,433.9999999999975,251.99999999999534,302.0000000000023,112.000000000001,,1160.0
2017.04.10,-32.0000000000098,-75.00000000000284,188.00000000001037,-143.9999999999997,-13.999999999991797,304.9999999999926,144.99999999999514,-264.999999999993,-75.00000000000284,-527.0000000000152,-228.00000000000597,292.00000000000335,281.9999999999965,474.9999999999943,241.99999999999022,310.0000000000103,66.99999999999484,,945.9999999999665
2017.04.10,-26.999999999999247,-78.00000000000028,228.99999999999034,-21.999999999999797,-31.999999999998696,310.0000000000023,132.99999999999423,-150.99999999999002,-65.00000000000395,-543.0000000000064,-269.00000000000813,68.00000000000139,274.0000000000009,350.9999999999991,233.99999999999466,178.99999999999582,69.9999999999923,,660.9999999999645
