date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.11.09,-39.999999999995595,-363.0000000000022,-409.0000000000149,-141.00000000000534,76.99999999999375,-353.99999999999875,444.9999999999954,-219.99999999999798,354.0000000000099,124.00000000000189,-300.99999999999574,-441.0000000000025,155.00000000000514,-583.0000000000002,241.00000000000233,-84.99999999997954,-514.9999999999987,177.99999999999727,-469.99999999999886,-303.9999999999932,-460.00000000000483,124.99999999999733,,-2986.9999999999854
2015.11.09,-38.99999999998904,-312.00000000000114,-380.00000000000256,-123.99999999999523,59.000000000009045,-314.99999999999864,400.9999999999958,-170.00000000000347,358.9999999999982,112.000000000001,-273.000000000001,-389.000000000006,174.00000000000747,-575.9999999999987,278.00000000000045,-55.99999999998939,-422.00000000001125,141.9999999999959,-402.000000000001,-290.00000000000136,-421.0000000000047,87.00000000001484,,-2556.9999999999804
2015.11.09,-41.99999999998649,-310.0000000000103,-387.000000000004,-121.99999999999989,39.00000000001125,-299.00000000000483,436.00000000000307,-171.00000000001003,364.00000000000875,87.99999999999919,-250.00000000000577,-416.00000000000523,187.9999999999993,-523.0000000000068,316.99999999998954,30.0000000000189,-460.000000000016,159.00000000000603,-390.00000000000057,-269.9999999999925,-453.99999999999886,177.00000000000495,,-2296.0
2015.11.09,-41.99999999998649,-320.00000000000915,-425.0000000000087,-131.00000000000023,32.999999999994145,-321.0000000000046,439.0000000000005,-161.00000000001114,368.9999999999971,80.00000000000229,-263.99999999999756,-377.0000000000051,187.9999999999993,-558.9999999999761,358.9999999999982,22.0000000000109,-398.00000000000944,150.00000000000568,-436.9999999999976,-312.9999999999966,-448.000000000004,138.0000000000159,,-2417.9999999999827
2015.11.09,-80.99999999999774,-358.9999999999982,-421.0000000000047,-129.0000000000049,45.000000000006146,-345.0000000000064,454.9999999999943,-189.00000000001694,375.9999999999986,68.00000000000139,-280.00000000000244,-390.0000000000015,185.00000000000182,-592.0000000000148,357.99999999999164,-49.99999999999449,-375.0000000000142,150.99999999999625,-463.99999999999864,-339.99999999999585,-458.9999999999983,101.00000000001774,,-2735.0000000000414
2015.11.09,-70.99999999999883,-361.0000000000113,-394.00000000000546,-87.99999999999386,60.99999999999994,-395.0000000000009,453.99999999999886,-172.0000000000166,313.00000000000773,82.00000000000429,-319.99999999999807,-387.000000000004,151.00000000000114,-700.0000000000117,224.99999999998633,-202.9999999999976,-484.00000000001774,128.0000000000001,-461.9999999999891,-359.99999999999363,-426.00000000000415,66.00000000001049,,-3343.000000000034
2015.11.09,-113.99999999999189,-385.00000000001313,-426.00000000001523,-52.00000000000671,154.99999999999403,-406.00000000000637,488.999999999995,-167.00000000000603,330.9999999999924,112.000000000001,-329.999999999997,-389.000000000006,155.00000000000514,-754.0000000000102,210.99999999998343,-214.99999999998744,-484.00000000001774,155.00000000000114,-480.99999999999454,-354.9999999999942,-409.99999999999926,56.000000000011596,,-3304.000000000062
2015.11.09,-109.99999999998789,-411.0000000000058,-424.00000000000216,-96.9999999999942,151.00000000001222,-394.00000000000546,422.9999999999956,-197.00000000000273,313.99999999999204,118.00000000000699,-289.0000000000059,-370.9999999999991,158.0000000000026,-654.9999999999834,209.9999999999991,-149.9999999999835,-448.000000000004,198.99999999999807,-473.99999999998954,-304.9999999999997,-390.0000000000015,78.00000000000028,,-3063.9999999999573
2015.11.09,-95.999999999985,-378.999999999996,-422.00000000001125,-212.0000000000033,-1.0000000000065512,-302.0000000000023,322.9999999999955,-191.00000000000784,258.0000000000027,43.999999999999595,-231.99999999999886,-328.0000000000061,141.99999999999767,-442.00000000000904,228.99999999999034,9.000000000014552,-292.00000000000335,150.99999999999625,-390.00000000000057,-237.99999999999378,-345.0000000000064,58.000000000002494,,-2656.0000000000314
2015.11.09,-477.99999999998954,-358.9999999999982,-456.9999999999963,-233.99999999999466,-38.0000000000047,-284.0000000000065,348.9999999999993,-111.00000000001664,-66.00000000001049,-181.9999999999933,-143.9999999999997,-268.0000000000016,136.99999999999824,-411.99999999999017,243.99999999999977,71.00000000002105,-307.00000000001285,191.99999999999307,-399.9999999999915,-215.99999999999397,-365.0000000000042,75.00000000000284,,-3252.99999999999
2015.11.09,-407.99999999998613,-461.0000000000003,-452.00000000000796,-182.99999999999272,139.00000000000023,-336.9999999999984,365.0000000000042,42.999999999993044,-15.999999999993797,-124.99999999999733,-112.99999999999643,-200.00000000000017,143.00000000000423,-524.0000000000133,213.99999999998087,-19.999999999997797,-251.00000000000122,242.999999999995,-463.99999999999864,-252.99999999999213,-309.0000000000037,4.000000000004,,-2964.999999999998
2015.11.09,-270.99999999999903,-480.00000000001376,-493.99999999999443,-215.99999999999397,136.00000000000279,-302.9999999999977,309.0000000000037,-134.00000000001188,173.00000000000094,-19.00000000000235,-153.99999999999858,-208.00000000000819,116.00000000000499,-385.99999999999744,234.99999999998522,38.0000000000047,-167.00000000000603,254.0000000000049,-455.99999999998886,-217.0000000000005,-278.9999999999959,-27.999999999983594,,-2550.9999999999854
2015.11.09,-171.99999999999437,-391.000000000008,-468.00000000000176,-332.9999999999984,112.000000000001,-304.9999999999997,256.0000000000007,-99.00000000000463,197.00000000000273,51.000000000001044,-211.00000000000563,-177.00000000000495,131.99999999999878,-558.0000000000141,178.99999999999582,15.00000000000945,-58.000000000002494,301.9999999999925,-557.9999999999927,-191.99999999999218,-161.00000000000003,-89.99999999999008,,-2529.000000000007
2015.11.09,-143.00000000000423,-292.00000000000335,-461.0000000000003,-344.99999999999886,39.00000000001125,-302.9999999999977,195.9999999999962,-29.999999999996696,295.0000000000008,12.000000000000899,-199.00000000000472,-167.00000000000603,214.99999999999852,-625.0000000000089,249.99999999999466,69.00000000000794,56.99999999999594,296.99999999999704,-551.9999999999925,-263.0000000000021,-128.00000000000588,-235.99999999999176,,-2314.00000000001
2015.11.09,-151.9999999999966,-472.00000000000574,-541.9999999999981,-289.0000000000015,93.00000000000975,-370.9999999999991,221.99999999999997,-219.00000000001364,316.99999999998954,53.999999999998494,-261.99999999999557,-174.00000000000747,155.00000000000514,-599.9999999999783,323.99999999999096,-42.999999999993044,92.99999999998754,293.99999999999693,-573.9999999999981,-324.00000000000205,-192.99999999999872,-239.99999999999577,,-2903.0000000000055
2015.11.09,-207.00000000000162,-611.000000000006,-612.9999999999969,-233.0000000000041,163.00000000000205,-445.0000000000065,293.99999999999426,-267.0000000000172,375.9999999999986,70.99999999999883,-272.00000000000557,-213.00000000000762,158.99999999999804,-572.9999999999791,352.9999999999811,22.0000000000109,60.99999999999994,290.9999999999968,-565.9999999999883,-325.99999999999295,-226.00000000000398,-207.99999999998596,,-2970.0000000000155
2015.11.09,-163.00000000000205,-534.9999999999966,-486.00000000000864,-221.00000000000364,100.99999999999554,-343.9999999999999,310.9999999999946,-249.00000000001032,303.0000000000088,52.000000000007596,-229.00000000000142,-209.00000000000364,104.99999999999955,-461.0000000000003,309.99999999998806,10.000000000021103,-69.00000000000794,263.9999999999958,-519.999999999996,-279.99999999999136,-236.00000000000287,-114.99999999999844,,-2661.000000000012
2015.11.09,-222.99999999999542,-748.9999999999997,-585.0000000000133,-218.9999999999941,140.0000000000068,-406.00000000000637,331.0000000000035,-370.00000000000364,333.9999999999899,31.999999999998696,-251.00000000000122,-339.0000000000004,69.00000000000794,-354.0000000000099,227.99999999998377,-18.999999999991246,-350.00000000000585,268.0000000000007,-595.9999999999894,-283.99999999999534,-351.0000000000013,-106.99999999999044,,-3801.000000000007
2015.11.09,-214.99999999998744,-719.000000000003,-585.0000000000133,-248.99999999999523,259.9999999999936,-435.0000000000076,409.0000000000038,-348.9999999999993,344.99999999999534,97.00000000000264,-283.99999999999534,-330.0000000000081,114.99999999999844,-430.9999999999814,198.99999999999363,-4.999999999988347,-257.0000000000183,397.99999999999613,-628.9999999999907,-257.9999999999916,-329.00000000000153,-5.999999999994898,,-3257.999999999992
2015.11.09,-173.00000000000094,-615.9999999999943,-571.9999999999948,-239.99999999999488,299.00000000000483,-384.00000000000654,292.00000000000335,-327.00000000001063,387.000000000004,165.00000000000404,-261.99999999999557,-243.99999999999977,140.0000000000068,-455.0000000000054,112.000000000001,4.000000000004,10.999999999983245,417.0000000000016,-584.9999999999937,-173.9999999999964,-158.99999999999804,-161.99999999999548,,-2525.9999999999736
2015.11.09,-116.00000000000499,-522.0000000000002,-492.0000000000035,-278.0000000000058,158.0000000000137,-387.99999999999943,256.99999999999613,-307.00000000001285,373.00000000000114,145.00000000000622,-287.0000000000039,-217.0000000000005,119.99999999999788,-478.999999999985,-22.0000000000109,-54.99999999998284,3.999999999981796,364.0000000000043,-592.9999999999893,-226.99999999999943,-118.00000000000699,-184.99999999999073,,-2864.9999999999955
2015.11.09,-11.00000000000545,-516.0000000000053,-330.0000000000081,-275.0000000000057,-41.000000000002146,-330.0000000000081,146.99999999999713,-540.0000000000072,214.00000000000307,116.00000000000499,-346.9999999999973,-217.0000000000005,-90.0000000000012,-459.99999999999375,-42.0000000000087,-355.99999999997857,-207.00000000000162,213.99999999999864,-524.0000000000009,-317.9999999999961,-134.99999999999625,-268.9999999999859,,-4316.999999999998
2015.11.09,19.00000000001345,-564.9999999999933,-235.00000000000742,-299.0000000000066,-4.000000000004,-270.99999999999903,88.99999999999464,-614.0000000000034,188.9999999999947,150.00000000000568,-290.9999999999968,-214.00000000000307,-152.99999999999204,-179.99999999998016,-148.99999999999915,-251.99999999998556,-143.00000000000423,248.00000000000466,-473.99999999998954,-241.00000000000233,-101.00000000000664,-288.99999999998374,,-3779.9999999999436
2015.11.09,28.000000000005798,-551.0000000000126,-120.00000000000898,-307.9999999999927,53.999999999998494,-284.0000000000065,102.00000000000209,-626.9999999999998,110.99999999999443,202.9999999999976,-306.00000000000625,-182.99999999999983,-151.00000000000114,-152.99999999998093,-355.0000000000164,-407.99999999998613,-213.00000000001873,254.99999999999545,-402.9999999999916,-129.00000000000134,26.999999999999247,-273.9999999999965,,-3685.000000000026
2015.11.09,-92.00000000000318,-615.9999999999943,-300.99999999999574,-105.00000000000398,-15.999999999993797,-245.0000000000063,119.99999999999788,-503.000000000009,79.00000000000685,46.00000000000159,-246.99999999999721,-145.00000000000622,-141.00000000000225,-104.00000000001519,-337.0000000000095,-361.9999999999957,-235.00000000000742,-24.00000000000091,-290.9999999999968,-200.00000000000017,-87.99999999999919,-236.99999999999832,,-4044.0000000000286
2015.11.09,-82.00000000000429,-693.9999999999947,-283.99999999999534,-60.99999999999284,-38.0000000000047,-270.0000000000036,139.00000000000023,-522.0000000000002,129.00000000000134,57.00000000000705,-194.0000000000053,-141.00000000000225,-142.99999999999312,92.0000000000254,-83.00000000001084,-204.99999999998852,-200.00000000000017,-43.99999999999693,-312.9999999999882,-213.99999999999199,-99.00000000000463,-176.99999999998272,,-3346.999999999926
2015.11.09,-418.9999999999916,-882.000000000005,-543.0000000000045,-36.000000000001364,55.000000000005045,-286.00000000000847,192.00000000000327,-544.0000000000111,86.0000000000083,-129.00000000000134,-194.0000000000053,-128.00000000000588,-161.00000000000003,138.0000000000159,-94.00000000001629,-221.99999999998886,-189.00000000001694,-31.999999999996476,-309.99999999998806,-217.0000000000005,-97.9999999999981,-177.99999999998929,,-4190.999999999996
2015.11.09,-398.9999999999938,-876.0000000000101,-475.0000000000032,87.0000000000033,114.99999999999844,-282.0000000000045,176.99999999999383,-322.00000000000006,42.0000000000087,-119.99999999999788,-29.999999999996696,21.999999999999797,-61.999999999995396,306.00000000000625,195.9999999999962,98.0000000000203,175.99999999999838,-25.000000000005684,-197.9999999999933,-182.99999999999983,-68.00000000000139,-239.99999999999577,,-2060.999999999972
2015.11.09,-286.99999999999284,-865.0000000000047,-405.0000000000109,138.00000000000523,158.0000000000137,-223.00000000000654,219.99999999999798,-432.0000000000102,110.00000000001009,-17.000000000000348,-39.00000000000014,-56.0000000000005,-85.00000000000173,432.9999999999945,119.99999999998678,121.99999999999989,58.000000000002494,-30.000000000001137,-131.00000000000023,-100.99999999999554,-90.0000000000012,-87.99999999999919,,-1490.0000000000146
2015.11.09,-232.99999999999432,-855.0000000000058,-364.00000000000875,73.99999999999807,80.99999999999774,-231.99999999999886,209.9999999999991,-429.99999999999704,120.99999999999334,2.999999999997449,-41.9999999999976,-60.00000000000449,-86.99999999999264,485.99999999998647,123.99999999999079,138.0000000000159,42.999999999993044,19.000000000005457,-141.9999999999959,-108.99999999999244,-118.00000000000699,-51.99999999998539,,-1425.0000000000023
2015.11.09,-251.00000000000122,-804.0000000000047,-388.9999999999949,115.99999999999966,124.00000000001299,-192.00000000000327,210.99999999999451,-472.00000000000574,129.00000000000134,-5.999999999994898,-63.00000000000195,-60.99999999999994,-86.99999999999264,484.00000000001774,112.99999999998533,134.00000000001188,78.99999999998464,-48.00000000000182,-77.99999999998875,-85.00000000000173,-70.0000000000034,-66.99999999999484,,-1282.9999999999823
2015.11.09,-192.99999999999872,-812.0000000000127,-358.9999999999982,141.9999999999959,119.00000000000244,-221.99999999999997,221.99999999999997,-512.0000000000014,180.0000000000024,67.00000000000594,-89.00000000000574,-94.00000000000519,-100.00000000000009,432.9999999999945,78.00000000000028,77.00000000001594,3.999999999981796,0.0,-105.99999999999454,-74.99999999999174,-56.99999999999594,-82.99999999998863,,-1379.9999999999934
2015.11.09,-190.99999999998562,-804.0000000000047,-351.99999999999676,123.00000000000466,178.00000000001148,-250.00000000000577,248.99999999999923,-500.00000000001154,156.00000000000057,63.00000000000195,-134.99999999999625,-139.00000000000023,-102.99999999999754,300.00000000001137,26.999999999999247,20.000000000020002,-75.00000000000284,22.00000000000557,-158.99999999999181,-114.99999999999844,-101.00000000000664,-75.99999999998718,,-1861.9999999999309
2015.11.09,-133.99999999998968,-791.0000000000084,-331.999999999999,144.00000000000546,127.99999999999478,-258.9999999999981,282.0000000000045,-507.9999999999973,198.99999999999363,73.00000000000084,-141.00000000000225,-172.00000000000549,-80.00000000000229,308.0000000000194,97.9999999999981,19.00000000001345,-128.000000000017,12.000000000000455,-167.99999999999216,-132.99999999999423,-145.00000000000622,-41.99999999998649,,-1769.999999999968
2015.11.09,-183.99999999998417,-846.9999999999977,-351.99999999999676,146.0000000000008,112.000000000001,-284.0000000000065,280.00000000000244,-562.0000000000181,177.00000000000495,53.999999999998494,-153.00000000000313,-191.00000000000784,-112.000000000001,262.999999999991,119.00000000000244,-34.000000000000696,-243.99999999999977,13.999999999995794,-189.99999999999773,-185.00000000000182,-231.0000000000034,-28.999999999990145,,-2433.000000000012
2015.11.09,-160.99999999998892,-802.0000000000139,-304.00000000001535,81.99999999999363,151.00000000001222,-286.00000000000847,314.99999999999864,-480.00000000001376,171.99999999999437,60.00000000000449,-173.00000000000094,-214.00000000000307,-96.99999999999153,188.9999999999947,78.99999999998464,-104.99999999999955,-295.0000000000008,45.99999999999227,-231.99999999999932,-187.9999999999993,-226.99999999999943,-4.999999999988347,,-2475.0000000000477
2015.11.09,-139.9999999999846,-771.0000000000106,-287.9999999999994,76.99999999999818,164.99999999999292,-273.000000000001,261.0000000000001,-522.0000000000002,157.00000000000713,87.00000000000374,-161.99999999999548,-204.99999999999963,-134.0000000000008,199.00000000001583,3.999999999981796,-122.99999999998423,-279.00000000000705,87.99999999999386,-218.9999999999941,-176.99999999999383,-200.00000000000017,-124.99999999999733,,-2579.9999999999745
2015.11.09,-116.99999999998934,-771.0000000000106,-219.99999999999798,66.0000000000025,68.00000000000139,-263.0000000000021,187.00000000000384,-524.9999999999977,119.00000000000244,45.000000000006146,-158.0000000000026,-147.00000000000824,-151.9999999999966,263.99999999999756,-8.000000000008,-137.9999999999937,-223.00000000001762,45.000000000001705,-221.9999999999942,-174.99999999999181,-124.00000000000189,-156.99999999998494,,-2605.9999999999814
2015.11.10,-182.99999999999983,-764.9999999999934,-248.00000000000378,69.99999999999318,90.00000000001229,-219.00000000000253,176.99999999999383,-506.0000000000064,55.99999999998939,29.000000000001247,-122.99999999999534,-40.00000000000669,-146.99999999999713,337.99999999999386,14.999999999987246,-56.99999999999594,-9.999999999998899,36.99999999999193,-167.0000000000016,-147.99999999999258,-28.000000000005798,-151.9999999999966,,-1981.0000000000334
2015.11.10,-136.99999999998712,-767.0000000000066,-279.00000000000705,109.99999999999943,110.99999999999443,-218.00000000000708,178.00000000000037,-543.0000000000045,150.99999999999002,62.000000000006494,-119.00000000000244,-47.00000000000814,-127.99999999999478,329.99999999998585,68.00000000000139,-28.999999999990145,49.99999999999449,-4.0000000000048885,-149.0000000000009,-120.99999999999334,-11.00000000000545,-133.99999999998968,,-1626.00000000003
2015.11.10,-124.99999999999733,-778.000000000012,-297.9999999999983,152.00000000000102,104.99999999999955,-224.000000000002,166.99999999999494,-575.0000000000144,175.99999999999838,70.99999999999883,-119.99999999999788,-50.0000000000056,-109.99999999999899,377.9999999999894,0.9999999999843467,24.000000000001798,99.99999999998899,-16.000000000005343,-110.99999999999,-92.99999999999864,0.0,-208.99999999999253,,-1535.0000000000557
2015.11.10,-139.9999999999846,-805.0000000000113,-333.0000000000055,171.00000000000648,258.0000000000027,-261.0000000000001,197.99999999999818,-528.0000000000174,194.99999999998963,136.00000000000279,-145.00000000000622,-126.0000000000039,-96.99999999999153,317.9999999999961,0.9999999999843467,0.0,-26.999999999999247,72.00000000000273,-140.99999999999113,-81.9999999999932,-29.000000000001247,-166.99999999998383,,-1532.0000000000061
2015.11.10,-141.99999999999767,-792.9999999999993,-321.0000000000157,67.00000000000728,214.00000000000307,-250.00000000000577,141.00000000000225,-528.0000000000174,171.00000000001003,128.00000000000588,-119.00000000000244,-72.0000000000054,-118.99999999999133,346.0000000000019,-22.0000000000109,2.0000000000131024,70.99999999999883,81.00000000000307,-173.00000000000182,-81.9999999999932,15.999999999993797,-243.99999999999977,,-1628.0000000000014
2015.11.10,-191.99999999999218,-800.0000000000007,-280.0000000000136,81.99999999999363,170.00000000000347,-221.00000000000452,82.99999999999974,-531.9999999999991,106.99999999999044,52.000000000007596,-109.99999999999899,10.999999999994348,-131.99999999999878,404.9999999999887,-1.0000000000065512,16.000000000016,244.9999999999841,79.9999999999983,-164.00000000000148,-90.99999999999665,78.00000000000028,-295.99999999998516,,-1490.0000000000216
2015.11.10,-154.99999999999403,-841.0000000000028,-314.00000000001427,81.00000000000307,178.00000000001148,-262.00000000000665,131.99999999999878,-548.0000000000151,150.99999999999002,85.99999999999719,-139.00000000000023,-58.000000000002494,-135.99999999999167,342.00000000002007,-16.000000000016,-64.99999999998174,69.9999999999923,64.99999999999773,-181.99999999998795,-88.99999999999464,34.99999999999615,-210.99999999998343,,-1875.999999999984
2015.11.10,-126.99999999998823,-838.0000000000055,-262.00000000000665,7.999999999995566,194.0000000000053,-241.99999999999778,136.00000000000279,-619.9999999999983,117.99999999999588,121.00000000000443,-180.0000000000024,-114.99999999999844,-147.99999999999258,336.9999999999873,-60.000000000015596,-83.9999999999952,-15.00000000000945,135.00000000000512,-235.99999999999,-108.99999999999244,9.00000000000345,-244.9999999999841,,-2222.999999999977
2015.11.10,-104.99999999999955,-791.0000000000084,-239.00000000001143,24.00000000000091,178.99999999999582,-261.0000000000001,138.00000000000477,-614.0000000000034,147.00000000000824,126.99999999999933,-185.99999999999727,-52.000000000007596,-144.99999999999514,268.00000000002376,-46.0000000000127,-108.99999999998133,116.99999999998934,106.99999999999932,-218.9999999999941,-127.99999999999478,68.00000000000139,-268.0000000000016,,-1987.9999999999845
2015.11.10,-93.99999999999409,-783.0000000000003,-263.99999999999756,76.99999999999818,212.99999999999653,-289.0000000000059,158.99999999999804,-607.0000000000019,192.99999999999872,167.00000000000603,-219.00000000000253,-95.00000000000064,-125.99999999999278,190.00000000000128,-87.99999999999919,-172.99999999997874,61.99999999998429,129.0000000000049,-238.9999999999901,-149.99999999999457,49.99999999999449,-270.99999999999903,,-2157.9999999999745
2015.11.10,-89.00000000000574,-763.0000000000026,-256.99999999999613,84.00000000000318,248.00000000000378,-282.99999999999994,153.99999999999858,-587.0000000000042,167.9999999999904,182.99999999999983,-212.99999999999653,-74.00000000000739,-143.9999999999997,171.00000000001003,-131.99999999999878,-214.99999999998744,31.999999999987594,138.00000000000523,-234.99999999999943,-114.99999999999844,58.99999999999794,-289.9999999999903,,-2159.9999999999905
2015.11.10,-52.99999999999194,-747.9999999999931,-225.00000000000853,66.0000000000025,259.9999999999936,-292.00000000000335,165.00000000000404,-595.9999999999966,177.99999999998929,209.00000000000364,-243.00000000000432,-109.99999999999899,-139.00000000000023,130.0000000000079,-124.00000000001299,-218.99999999999142,4.999999999988347,143.00000000000068,-253.0000000000001,-121.99999999999989,65.99999999999939,-287.9999999999994,,-2190.0000000000114
2015.11.10,-29.999999999996696,-734.9999999999968,-222.00000000001108,82.99999999999841,252.99999999999213,-304.00000000000426,163.00000000000205,-602.999999999998,207.00000000000162,224.9999999999974,-251.99999999999667,-109.99999999999899,-125.99999999999278,105.00000000002174,-118.00000000001809,-215.99999999999397,18.999999999991246,147.00000000000557,-229.99999999998977,-127.99999999999478,68.00000000000139,-295.0000000000008,,-2098.9999999999814
2015.11.10,-21.999999999988695,-714.999999999999,-212.00000000001216,33.00000000000125,239.99999999999577,-275.000000000003,148.99999999999915,-598.0000000000097,173.00000000000094,221.00000000000452,-243.00000000000432,-114.00000000000298,-148.99999999999915,118.00000000001809,-185.99999999999727,-264.9999999999819,-65.00000000000395,155.00000000000114,-250.0,-107.00000000000153,68.99999999999685,-278.9999999999848,,-2321.9999999999704
2015.11.10,-29.999999999996696,-680.0000000000139,-157.00000000000713,22.999999999996135,232.99999999999432,-251.00000000000122,136.00000000000279,-595.0000000000122,146.00000000000168,219.00000000000253,-224.000000000002,-100.00000000000009,-156.00000000000057,161.99999999999548,-217.0000000000005,-197.99999999998707,-17.000000000000348,176.00000000000193,-237.99999999999955,-82.99999999999974,92.00000000000318,-253.99999999999866,,-2013.0000000000216
2015.11.10,-51.99999999998539,-675.0000000000034,-182.99999999999983,19.99999999999602,239.00000000001143,-258.0000000000027,178.00000000000037,-547.0000000000086,137.9999999999937,207.00000000000162,-212.00000000000108,-112.000000000001,-143.9999999999997,131.00000000001444,-215.00000000000963,-211.99999999998997,-87.00000000001484,191.0000000000025,-247.99999999999045,-92.99999999999864,58.000000000002494,-235.99999999999176,,-2111.9999999999745
2015.11.10,-35.999999999991594,-720.0000000000095,-221.00000000000452,-52.00000000000671,209.9999999999991,-313.00000000000773,131.99999999999878,-672.0000000000059,194.0000000000053,206.00000000000617,-280.00000000000244,-112.000000000001,-146.00000000000168,11.000000000027654,-124.00000000001299,-259.9999999999936,36.999999999998145,173.00000000000182,-333.999999999989,-157.99999999999147,78.99999999999574,-366.999999999984,,-2752.999999999969
2015.11.10,-38.0000000000047,-758.0000000000142,-191.00000000000784,-75.9999999999934,226.99999999999943,-348.9999999999993,126.0000000000039,-693.0000000000102,163.00000000000205,209.9999999999991,-322.9999999999955,-147.00000000000824,-178.00000000000037,-19.999999999997797,-230.00000000001907,-417.99999999998505,-49.00000000001015,215.0000000000034,-411.9999999999919,-179.99999999999127,46.00000000000159,-412.9999999999967,,-3488.000000000016
