date,USDCAD,AUDUSD,NZDUSD,empty,sum
2019.03.04,-4.000000000004,-38.0000000000047,-17.000000000000348,,-59.000000000009045
2019.03.04,-1.0000000000065512,17.999999999995797,-43.999999999999595,,-27.00000000001035
2019.03.04,-1.999999999990898,-48.99999999999905,-78.00000000000028,,-128.99999999999022
2019.03.04,7.0000000000014495,-21.00000000000435,-75.9999999999983,,-90.0000000000012
2019.03.04,56.99999999999594,30.999999999992145,-12.999999999996348,,74.99999999999174
2019.03.04,66.00000000001049,-1.0000000000065512,6.0000000000060005,,71.00000000000993
2019.03.04,69.9999999999923,156.99999999999602,41.000000000002146,,267.99999999999045
2019.03.04,69.9999999999923,126.99999999999933,47.00000000000814,,243.99999999999977
2019.03.04,102.00000000000209,132.99999999999423,67.00000000000594,,302.0000000000023
2019.03.04,124.99999999999733,148.99999999999915,93.00000000000975,,367.00000000000625
2019.03.04,137.00000000000932,163.99999999999747,121.00000000000443,,422.00000000001125
2019.03.04,63.99999999999739,14.999999999998348,29.000000000001247,,107.99999999999699
2019.03.04,-11.999999999989797,20.999999999993246,30.000000000007798,,39.00000000001125
2019.03.04,14.000000000002899,41.000000000002146,46.00000000000159,,101.00000000000664
2019.03.04,19.999999999997797,58.99999999999794,63.00000000000195,,141.99999999999767
2019.03.04,93.00000000000975,95.99999999999609,81.00000000000884,,270.00000000001467
2019.03.04,137.00000000000932,96.99999999999153,79.00000000000685,,313.00000000000773
2019.03.04,100.0000000000112,87.99999999999919,82.00000000000429,,270.00000000001467
2019.03.04,76.99999999999375,115.99999999999389,82.99999999999974,,275.9999999999874
2019.03.04,117.99999999999588,132.99999999999423,91.00000000000774,,341.99999999999784
2019.03.04,180.0000000000024,159.9999999999935,91.00000000000774,,431.00000000000364
2019.03.04,163.00000000000205,178.00000000000037,113.00000000000753,,454.0000000000099
2019.03.04,147.00000000000824,186.99999999999272,121.99999999999989,,456.00000000000085
2019.03.04,198.00000000000927,161.00000000000003,150.00000000000568,,509.000000000015
2019.03.04,188.9999999999947,180.99999999999784,140.0000000000068,,509.9999999999993
2019.03.04,228.00000000000597,182.99999999999983,141.00000000000225,,552.0000000000081
2019.03.04,280.0000000000136,149.99999999999457,103.00000000000864,,533.0000000000168
2019.03.04,363.0000000000022,178.00000000000037,124.00000000000189,,665.0000000000045
2019.03.04,334.9999999999964,92.99999999999864,103.00000000000864,,531.0000000000036
2019.03.04,351.0000000000124,95.99999999999609,90.0000000000012,,537.0000000000097
