date,AUDCAD,empty,sum
2017.06.12,-31.999999999987594,,-31.999999999987594
2017.06.12,24.000000000001798,,24.000000000001798
2017.06.12,25.00000000000835,,25.00000000000835
2017.06.12,-25.999999999992696,,-25.999999999992696
2017.06.12,-34.000000000000696,,-34.000000000000696
2017.06.12,-21.999999999988695,,-21.999999999988695
2017.06.12,-14.999999999987246,,-14.999999999987246
2017.06.12,-18.999999999991246,,-18.999999999991246
2017.06.12,-19.999999999997797,,-19.999999999997797
2017.06.12,-68.99999999998573,,-68.99999999998573
2017.06.12,-82.00000000000429,,-82.00000000000429
2017.06.12,-126.0000000000039,,-126.0000000000039
2017.06.12,-112.99999999998533,,-112.99999999998533
2017.06.12,-109.99999999998789,,-109.99999999998789
2017.06.12,-146.00000000000168,,-146.00000000000168
2017.06.12,-160.00000000000458,,-160.00000000000458
2017.06.12,-157.99999999999147,,-157.99999999999147
2017.06.12,-87.99999999999919,,-87.99999999999919
2017.06.12,-79.00000000000685,,-79.00000000000685
2017.06.12,-28.999999999990145,,-28.999999999990145
2017.06.12,-8.999999999992347,,-8.999999999992347
2017.06.12,26.999999999999247,,26.999999999999247
2017.06.12,-19.999999999997797,,-19.999999999997797
2017.06.12,-45.000000000006146,,-45.000000000006146
2017.06.12,12.000000000012001,,12.000000000012001
2017.06.12,70.0000000000145,,70.0000000000145
2017.06.12,51.000000000001044,,51.000000000001044
2017.06.12,21.00000000000435,,21.00000000000435
2017.06.12,21.00000000000435,,21.00000000000435
2017.06.12,18.0000000000069,,18.0000000000069
2017.06.12,21.00000000000435,,21.00000000000435
2017.06.12,-2.999999999997449,,-2.999999999997449
2017.06.12,5.999999999994898,,5.999999999994898
2017.06.12,53.00000000001415,,53.00000000001415
2017.06.12,11.00000000000545,,11.00000000000545
2017.06.12,18.0000000000069,,18.0000000000069
2017.06.12,2.999999999997449,,2.999999999997449
2017.06.12,12.000000000012001,,12.000000000012001
2017.06.12,36.0000000000138,,36.0000000000138
2017.06.12,56.99999999999594,,56.99999999999594
2017.06.12,-421.0000000000047,,-421.0000000000047
2017.06.12,-812.999999999997,,-812.999999999997
2017.06.12,-868.000000000002,,-868.000000000002
2017.06.12,-914.9999999999991,,-914.9999999999991
2017.06.12,-831.9999999999883,,-831.9999999999883
2017.06.12,-792.9999999999993,,-792.9999999999993
2017.06.12,-809.9999999999997,,-809.9999999999997
2017.06.12,-865.0000000000047,,-865.0000000000047
2017.06.13,-887.9999999999999,,-887.9999999999999
2017.06.13,-885.0000000000025,,-885.0000000000025
2017.06.13,-919.0000000000032,,-919.0000000000032
2017.06.13,-876.9999999999944,,-876.9999999999944
