,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,20,"['EURJPY', 'CHFJPY', 'EURAUD', 'USDCHF', 'EURUSD', 'AUDJPY', 'AUDUSD', 'EURGBP']",80.0,-0.5415591666666666,S
1,1,GBPUSD,20,['EURUSD'],80.0,0.9999600000000001,B
2,2,EURUSD,15,"['EURJPY', 'CHFJPY', 'EURAUD', 'USDCHF', 'EURUSD', 'AUDJPY', 'AUDUSD']",80.0,0.14236500000000002,B
3,3,USDJPY,15,"['USDCHF', 'EURUSD', 'AUDUSD', 'AUDCAD']",80.0,-0.9978930555555556,S
4,4,USDCAD,20,['EURGBP'],80.0,-0.5592366313588356,S
5,5,NZDUSD,10,['GBPUSD'],80.0,1.0,B
6,6,GBPCHF,10,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.9997,B
7,7,EURCHF,10,['USDJPY'],80.0,-0.5934275396825609,S
8,8,CADCHF,20,"['AUDUSD', 'NZDUSD', 'GBPJPY', 'NZDCAD', 'AUDCAD', 'NZDCHF']",100.0,0.7251200521210847,B
9,9,NZDCHF,20,['GBPAUD'],80.0,0.8339295085809928,B
10,10,EURGBP,10,['EURCHF'],100.0,-0.33576325396825357,S
11,11,GBPJPY,10,"['NZDCAD', 'AUDCAD', 'AUDCHF', 'NZDCHF']",100.0,0.3247,B
12,12,GBPCAD,10,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.9998,B
13,13,GBPAUD,15,['EURGBP'],80.0,-0.33262062021311734,S
14,14,EURCAD,20,"['USDJPY', 'AUDJPY', 'NZDJPY', 'NZDUSD', 'EURJPY']",80.0,-0.685320028860026,S
15,15,EURNZD,15,"['GBPCHF', 'GBPCAD', 'GBPUSD']",80.0,-0.7110773376623253,S
16,16,CADJPY,10,['GBPUSD'],100.0,0.7484506746031242,B
17,17,NZDJPY,20,"['GBPUSD', 'GBPJPY', 'GBPCHF']",100.0,1.0,B
18,18,AUDCAD,20,"['NZDJPY', 'AUDUSD', 'EURJPY']",80.0,0.5457433667721165,B
19,19,AUDNZD,10,['AUDJPY'],80.0,-0.8078100000000077,S
