date,GBPUSD,EURUSD,USDCAD,AUDUSD,CHFJPY,NZDCHF,EURGBP,CADJPY,empty,sum
2016.06.27,-245.99999999999068,0.0,-14.000000000002899,-4.000000000004,-560.0000000000023,-65.00000000000395,-187.9999999999993,-314.00000000000716,,-1391.00000000001
2016.06.27,-18.999999999991246,273.9999999999965,-17.999999999984695,-21.00000000000435,-599.0000000000038,-95.00000000000064,172.00000000000549,-390.00000000000057,,-695.9999999999833
2016.06.27,-608.0000000000085,306.9999999999906,-116.99999999998934,-7.0000000000014495,-1144.0000000000055,-132.99999999999423,-200.00000000000017,-799.0000000000066,,-2701.0000000000155
2016.06.27,-424.00000000000216,532.9999999999835,-78.00000000000028,89.00000000000574,-1242.0000000000045,94.00000000000519,170.00000000000347,-752.0000000000095,,-1610.0000000000186
2016.06.27,-495.000000000001,395.99999999999636,-191.99999999999218,121.99999999999989,-1234.0000000000089,92.99999999999864,143.9999999999997,-757.000000000005,,-1923.0000000000125
2016.06.27,-487.99999999999955,122.99999999998423,-112.99999999998533,-24.999999999997247,-992.0000000000044,58.99999999999794,-95.99999999999609,-716.9999999999987,,-2248.999999999999
2016.06.27,-347.9999999999928,256.99999999999613,-116.99999999998934,-27.999999999994696,-1200.0000000000027,82.99999999999974,65.99999999999939,-906.0000000000059,,-2192.99999999999
2016.06.27,146.00000000000168,18.999999999991246,90.00000000001229,-76.99999999999375,-1070.999999999998,87.99999999999919,212.00000000000108,-812.0000000000118,,-1404.999999999998
2016.06.27,289.9999999999903,-41.000000000002146,212.99999999999653,-259.9999999999936,-998.0000000000047,-24.999999999997247,175.00000000000293,-654.0000000000106,,-1300.0000000000186
2016.06.27,262.999999999991,-91.00000000001884,337.0000000000095,-331.0000000000035,-746.0000000000093,-146.99999999999713,109.99999999999899,-362.000000000009,,-967.0000000000383
2016.06.27,202.9999999999976,-184.00000000000637,392.00000000001455,-282.99999999999994,-517.0000000000101,-153.99999999999858,73.99999999999629,-155.00000000000114,,-624.0000000000077
2016.06.27,211.99999999998997,-164.00000000000858,385.00000000001313,-243.00000000000432,-481.9999999999993,-154.99999999999403,48.99999999999905,-115.99999999999966,,-514.0000000000038
2016.06.27,129.00000000000134,-19.00000000001345,265.0000000000041,-195.9999999999962,-683.0000000000069,-161.99999999999548,99.00000000000463,-308.00000000000693,,-875.0000000000089
2016.06.27,93.00000000000975,115.99999999998278,191.00000000000784,-104.00000000000409,-695.0000000000074,-65.99999999999939,204.99999999999963,-332.00000000000784,,-592.0000000000188
2016.06.27,100.0000000000112,149.9999999999835,196.0000000000184,-170.00000000000347,-671.999999999997,-139.00000000000023,256.0000000000007,-323.0000000000075,,-601.9999999999945
2016.06.27,130.99999999999224,-31.000000000003247,251.00000000000122,-188.9999999999947,-359.00000000000887,-121.99999999999989,155.00000000000514,-111.0000000000042,,-275.0000000000123
2016.06.27,154.99999999999403,108.99999999998133,202.00000000001327,-200.00000000000017,-319.0000000000026,-54.999999999993946,217.99999999999596,-169.00000000001114,,-59.00000000002328
2016.06.27,154.99999999999403,160.99999999998892,116.00000000000499,-163.99999999999747,-430.0000000000068,-39.999999999995595,233.00000000000543,-222.99999999999898,,-192.0000000000055
2016.06.27,-248.99999999998812,119.99999999998678,-64.99999999998174,-137.9999999999937,-737.000000000009,-75.9999999999983,141.00000000000225,-522.0000000000056,,-1525.9999999999873
2016.06.27,-279.99999999999136,351.99999999999676,-34.000000000000696,-46.00000000000159,-780.0000000000011,-144.99999999999514,114.99999999999844,-510.0000000000051,,-1328.0
2016.06.27,-507.9999999999973,378.999999999996,-177.99999999998929,-0.999999999995449,-959.0000000000032,-4.000000000004,68.99999999999685,-763.0000000000052,,-1965.0000000000016
2016.06.27,-225.00000000000853,423.99999999997993,-315.99999999998295,53.999999999998494,-921.0000000000065,-43.999999999999595,217.99999999999596,-713.0000000000081,,-1523.0000000000314
2016.06.27,-224.000000000002,543.999999999989,-322.9999999999844,170.99999999999892,-980.000000000004,58.99999999999794,375.0000000000031,-853.0000000000086,,-1231.00000000001
2016.06.27,228.00000000000597,305.9999999999841,-234.99999999998522,6.0000000000060005,-781.0000000000059,29.000000000001247,522.0000000000002,-682.0000000000022,,-606.9999999999958
2016.06.27,870.9999999999995,157.99999999999147,-375.9999999999986,48.99999999999905,-825.0000000000028,2.999999999997449,868.000000000002,-761.0000000000099,,-13.000000000021942
2016.06.27,1188.9999999999957,156.99999999998494,-346.0000000000019,65.00000000000395,-541.000000000011,14.000000000002899,980.0000000000031,-575.0000000000028,,942.9999999999749
2016.06.27,1419.999999999999,140.99999999999113,-325.99999999998187,-53.999999999998494,-438.0000000000024,-0.999999999995449,1046.999999999998,-585.000000000008,,1204.000000000002
