date,GBPUSD,EURUSD,USDCAD,AUDUSD,CHFJPY,NZDCHF,EURGBP,CADJPY,empty,sum
2016.06.27,19.999999999997797,419.9999999999982,9.999999999998899,65.99999999999939,-459.0000000000032,-29.999999999996696,290.00000000000136,-207.00000000000784,,109.99999999998795
2016.06.27,62.99999999999084,366.999999999984,12.000000000012001,82.99999999999974,-564.9999999999977,-73.99999999999629,290.9999999999968,-343.0000000000035,,-166.00000000001415
2016.06.27,-157.99999999999147,532.9999999999835,5.000000000010552,168.99999999999693,-954.0000000000077,144.99999999999514,287.0000000000039,-602.0000000000039,,-575.000000000013
2016.06.27,-394.9999999999898,693.9999999999947,22.0000000000109,146.00000000000168,-1234.0000000000089,133.00000000000534,250.00000000000577,-698.9999999999981,,-1082.9999999999784
2016.06.27,-72.0000000000054,401.99999999999125,-92.99999999998754,180.99999999999784,-878.0000000000001,263.0000000000021,226.99999999999943,-606.0000000000088,,-576.0000000000111
2016.06.27,-164.99999999999292,365.99999999999966,-59.99999999999339,80.00000000000229,-986.0000000000042,117.99999999999588,141.00000000000225,-707.0000000000078,,-1212.9999999999982
2016.06.27,157.00000000000713,271.99999999998334,156.00000000000057,-7.9999999999968985,-873.0000000000047,185.99999999999727,285.9999999999974,-631.0000000000002,,-455.00000000001614
2016.06.27,392.9999999999989,92.99999999998754,319.0000000000026,-71.99999999999429,-826.9999999999982,141.00000000000225,299.00000000000483,-501.0000000000048,,-155.00000000000114
2016.06.27,517.9999999999962,88.99999999998354,340.00000000000693,-156.00000000000057,-736.0000000000042,-16.0000000000049,365.0000000000042,-356.00000000000875,,47.99999999997249
2016.06.27,327.99999999999494,-39.00000000001125,519.0000000000028,-95.00000000000064,-347.0000000000084,-26.000000000003798,148.0000000000037,-8.000000000009777,,479.9999999999676
2016.06.27,334.9999999999964,-129.00000000000134,538.0000000000163,-236.00000000000287,-240.99999999999966,-124.00000000000189,90.99999999999665,16.999999999995907,,250.99999999999955
2016.06.27,261.0000000000001,-18.0000000000069,426.9999999999996,-195.00000000000074,-418.99999999999693,-154.99999999999403,136.99999999999824,-102.00000000000387,,-64.00000000000449
2016.06.27,324.9999999999975,118.99999999998023,351.99999999999676,-41.9999999999976,-593.0000000000035,-36.999999999998145,270.99999999999903,-197.00000000000273,,197.99999999997158
2016.06.27,163.00000000000205,257.99999999998045,201.00000000000674,-0.999999999995449,-674.0000000000066,-17.999999999995797,282.0000000000045,-322.00000000000273,,-111.00000000000688
2016.06.27,333.9999999999899,149.9999999999835,379.0000000000182,-158.99999999999804,-319.0000000000026,-124.99999999999733,304.9999999999997,-18.000000000000682,,546.9999999999926
2016.06.27,259.0000000000092,113.99999999999189,326.0000000000041,-100.00000000000009,-100.99999999999909,75.00000000000284,224.9999999999974,9.000000000000341,,807.0000000000066
2016.06.27,192.99999999999872,231.99999999998778,218.00000000000708,-109.00000000000354,-299.0000000000066,46.999999999997044,280.00000000000244,-158.00000000000125,,403.9999999999817
2016.06.27,204.00000000000418,363.9999999999866,146.00000000000168,-119.00000000000244,-329.9999999999983,28.000000000005798,385.000000000002,-210.00000000000796,,467.9999999999916
2016.06.27,-236.99999999999832,447.99999999998175,17.000000000000348,65.00000000000395,-674.9999999999972,-24.000000000001798,168.99999999999693,-439.00000000000716,,-676.0000000000215
2016.06.27,-157.99999999999147,386.9999999999818,33.00000000001635,1.0000000000065512,-689.9999999999977,0.0,175.00000000000293,-478.9999999999992,,-730.9999999999808
2016.06.27,-195.9999999999962,467.99999999997954,-116.99999999998934,123.00000000000644,-811.9999999999976,65.00000000000395,219.00000000000253,-655.0000000000011,,-904.9999999999918
2016.06.27,174.00000000000747,620.9999999999827,-289.9999999999903,268.0000000000016,-841.0000000000082,77.00000000000485,556.9999999999964,-712.0000000000033,,-146.00000000000864
2016.06.27,232.00000000000998,551.9999999999969,-183.99999999998417,185.00000000000182,-706.0000000000031,190.00000000000128,546.000000000002,-664.0000000000015,,151.0000000000233
2016.06.27,981.0000000000097,481.99999999998244,-148.99999999999915,114.00000000000298,-759.0000000000003,33.000000000005244,955.0000000000058,-603.0000000000086,,1053.999999999998
2016.06.27,1608.0000000000093,158.99999999999804,-226.99999999999943,90.0000000000012,-426.00000000000193,82.99999999999974,1105.999999999996,-499.00000000000944,,1893.9999999999932
2016.06.27,1527.0000000000116,305.9999999999841,-271.99999999998334,97.9999999999981,-400.0000000000057,109.99999999999899,1165.000000000005,-534.000000000006,,2000.0000000000032
