date,USDCAD,EURCHF,AUDCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,AUDJPY,AUDNZD,empty,sum
2016.01.18,-1031.9999999999884,68.00000000000139,-805.0000000000001,-930.0000000000086,-824.9999999999868,-436.9999999999976,-1682.0000000000057,-1147.0000000000055,-24.000000000001798,,-6813.999999999994
2016.01.18,-1009.9999999999998,69.00000000000794,-764.9999999999934,-875.0000000000035,-804.9999999999891,-411.00000000000136,-1634.000000000002,-1079.9999999999982,-74.0000000000185,,-6584.999999999997
2016.01.18,-963.0000000000027,121.99999999999989,-817.9999999999965,-1048.9999999999889,-1122.9999999999852,-411.9999999999919,-1539.0000000000014,-1096.0000000000036,-75.00000000000284,,-6952.999999999974
2016.01.18,-857.999999999981,130.99999999999224,-773.9999999999969,-1076.9999999999945,-1073.999999999975,-387.00000000000045,-1463.9999999999986,-1004.0000000000049,-87.99999999999919,,-6594.999999999958
2016.01.18,-845.9999999999912,143.99999999998857,-735.9999999999923,-895.0000000000014,-957.0000000000078,-405.00000000000114,-1444.000000000001,-1004.0000000000049,-123.00000000000644,,-6266.000000000017
2016.01.18,-773.9999999999858,136.00000000000279,-722.9999999999959,-830.0000000000196,-896.000000000008,-438.0000000000024,-1307.999999999998,-1022.0000000000056,-38.0000000000047,,-5893.000000000016
2016.01.18,-912.999999999986,109.99999999998789,-770.9999999999994,-970.0000000000042,-925.9999999999824,-411.00000000000136,-1523.999999999992,-1032.0000000000107,-87.00000000001484,,-6524.000000000003
2016.01.18,-1010.9999999999841,92.00000000000318,-791.9999999999927,-1028.9999999999911,-933.9999999999905,-317.99999999999784,-1712.9999999999868,-1038.000000000011,-117.00000000001154,,-6859.999999999963
2016.01.18,-769.9999999999818,102.00000000000209,-794.9999999999901,-980.9999999999875,-818.9999999999919,-319.9999999999932,-1685.9999999999875,-966.9999999999987,-104.99999999999955,,-6340.999999999929
2016.01.18,-837.9999999999832,86.99999999999264,-687.9999999999998,-1088.0000000000223,-774.9999999999702,-313.0000000000024,-1541.9999999999989,-917.0000000000016,-82.00000000000429,,-6155.99999999999
2016.01.18,-844.9999999999847,136.99999999998712,-707.9999999999975,-1094.9999999999793,-771.9999999999949,-359.99999999999943,-1557.0000000000084,-919.0000000000111,-74.0000000000185,,-6193.000000000006
2016.01.18,-750.9999999999906,150.99999999999002,-633.9999999999901,-1060.9999999999786,-617.0000000000009,-393.0000000000007,-1374.999999999993,-859.9999999999994,7.0000000000014495,,-5532.999999999961
2016.01.18,-563.0000000000024,124.99999999999733,-542.9999999999935,-797.9999999999876,-548.9999999999995,-403.99999999999636,-1197.999999999988,-786.0000000000014,120.99999999999334,,-4594.999999999977
2016.01.18,-735.9999999999811,127.99999999999478,-509.9999999999993,-1081.000000000021,-571.0000000000103,-405.00000000000114,-1364.999999999994,-727.0000000000039,108.99999999998133,,-5158.0000000000355
2016.01.18,-503.99999999999335,178.99999999999582,-580.9999999999982,-877.9999999999789,-767.0000000000066,-438.0000000000024,-1018.9999999999922,-797.0000000000113,93.99999999999409,,-4710.999999999993
2016.01.18,-456.9999999999963,197.00000000000273,-577.9999999999897,-856.0000000000123,-780.000000000003,-417.0000000000016,-988.9999999999955,-793.0000000000064,81.9999999999821,,-4591.00000000002
2016.01.18,-413.99999999998107,170.99999999998784,-566.9999999999953,-804.9999999999891,-802.9999999999759,-387.00000000000045,-963.999999999987,-767.0000000000101,92.00000000000318,,-4443.999999999947
2016.01.18,-368.9999999999971,184.00000000000637,-509.9999999999993,-796.999999999981,-794.9999999999679,-426.00000000000193,-858.0000000000032,-748.0000000000047,102.99999999998644,,-4215.999999999963
2016.01.18,-373.99999999998545,182.99999999999983,-522.9999999999957,-846.9999999999977,-815.9999999999723,-427.99999999999727,-875.0000000000035,-756.0000000000002,153.9999999999875,,-4281.999999999965
2016.01.18,-378.999999999996,173.00000000000094,-554.9999999999944,-907.9999999999977,-943.000000000005,-375.0,-889.9999999999908,-807.0000000000022,177.99999999998929,,-4505.999999999996
2016.01.19,-398.9999999999938,107.99999999999699,-597.9999999999985,-835.000000000008,-1044.0000000000005,-343.0000000000035,-974.9999999999925,-826.0000000000076,148.99999999999915,,-4763.000000000008
2016.01.19,-434.000000000001,127.99999999999478,-696.999999999992,-834.0000000000014,-1208.000000000009,-396.99999999999136,-1031.000000000004,-1002.0000000000095,68.99999999998573,,-5406.000000000027
2016.01.19,-526.9999999999886,126.0000000000039,-685.9999999999977,-920.9999999999941,-1160.0000000000055,-433.9999999999975,-1130.9999999999932,-990.0000000000091,72.99999999998974,,-5649.999999999992
2016.01.19,-525.999999999982,147.00000000000824,-697.9999999999986,-895.0000000000014,-1201.0000000000077,-462.0000000000033,-1069.9999999999932,-1021.0000000000008,19.999999999997797,,-5705.999999999981
2016.01.19,-578.9999999999961,140.0000000000068,-814.9999999999991,-943.000000000005,-1372.9999999999798,-479.99999999998977,-1231.9999999999886,-1144.0000000000055,-121.99999999999989,,-6547.999999999958
2016.01.19,-638.9999999999895,140.99999999999113,-913.9999999999926,-964.0000000000093,-1478.0000000000016,-600.9999999999991,-1373.000000000002,-1344.9999999999989,-143.00000000000423,,-7316.000000000006
2016.01.19,-653.999999999999,173.00000000000094,-844.9999999999958,-1073.0000000000127,-1387.9999999999893,-560.0000000000023,-1374.999999999993,-1209.0000000000032,-102.00000000000209,,-7032.999999999996
2016.01.19,-665.9999999999889,187.00000000000384,-885.999999999998,-1070.9999999999998,-1500.9999999999745,-615.9999999999854,-1357.0000000000082,-1297.0000000000114,-209.9999999999991,,-7416.999999999961
2016.01.19,-666.9999999999953,201.00000000000674,-894.9999999999902,-1097.999999999999,-1482.99999999999,-657.999999999987,-1410.0000000000002,-1326.0000000000077,-204.00000000000418,,-7539.999999999968
2016.01.19,-620.9999999999827,188.9999999999947,-462.9999999999912,-1121.0000000000164,-444.9999999999843,-457.9999999999984,-1113.0000000000084,-626.0000000000048,25.999999999992696,,-4631.999999999998
2016.01.19,-648.9999999999885,188.9999999999947,-527.9999999999951,-1155.000000000017,-570.0000000000039,-487.99999999999955,-1207.9999999999868,-760.0000000000051,9.999999999998899,,-5159.000000000003
2016.01.19,-743.9999999999891,228.99999999999034,-644.9999999999956,-1235.0000000000084,-809.9999999999774,-496.9999999999999,-1363.9999999999875,-902.000000000001,-68.00000000000139,,-6035.99999999997
2016.01.19,-878.000000000001,258.99999999998704,-868.9999999999975,-1427.9999999999848,-1214.0000000000039,-646.9999999999914,-1607.9999999999873,-1216.9999999999986,-141.99999999999767,,-7743.999999999974
2016.01.19,-891.9999999999817,285.00000000000193,-827.9999999999955,-1422.9999999999966,-1203.999999999983,-599.9999999999943,-1587.9999999999893,-1152.000000000001,-141.99999999999767,,-7543.999999999936
2016.01.19,-1027.9999999999845,280.9999999999979,-1016.9999999999901,-1467.0000000000182,-1482.99999999999,-671.999999999997,-1804.0000000000057,-1421.0000000000064,-283.000000000011,,-8894.000000000005
2016.01.19,-1088.0,272.00000000000557,-1149.9999999999955,-1521.0000000000168,-1808.9999999999939,-734.0000000000089,-1885.9999999999877,-1605.000000000004,-380.00000000000256,,-9901.000000000004
2016.01.19,-1319.999999999988,289.0000000000059,-1241.9999999999986,-1598.9999999999948,-1854.9999999999845,-716.9999999999845,-2149.000000000001,-1691.0000000000025,-446.0000000000131,,-10729.99999999996
2016.01.19,-1278.9999999999857,218.99999999999142,-1303.999999999994,-1636.0000000000152,-2086.9999999999945,-764.00000000001,-2197.9999999999886,-1838.0000000000082,-493.0000000000101,,-11380.000000000015
2016.01.19,-1472.999999999991,117.99999999999588,-1403.999999999994,-1698.0000000000218,-2152.9999999999827,-750.0,-2595.999999999998,-1975.0000000000086,-518.0000000000184,,-12449.00000000002
2016.01.19,-1388.999999999996,85.00000000000173,-1277.9999999999902,-1772.000000000018,-1967.9999999999698,-770.0000000000102,-2466.999999999997,-1868.000000000009,-377.0000000000051,,-11803.999999999995
2016.01.19,-1465.9999999999895,75.00000000000284,-1340.9999999999923,-1684.0000000000189,-1897.9999999999998,-829.9999999999841,-2475.9999999999895,-1993.000000000009,-466.00000000001086,,-12078.99999999999
2016.01.19,-1379.9999999999814,114.99999999999844,-1233.9999999999907,-1499.000000000006,-1784.0000000000077,-799.0000000000066,-2412.9999999999986,-1838.9999999999986,-439.0000000000116,,-11272.000000000002
2016.01.19,-1318.9999999999814,222.99999999999542,-1188.0000000000002,-1288.0000000000002,-1466.9999999999739,-813.999999999993,-2133.0000000000073,-1773.0000000000105,-385.00000000001313,,-10143.999999999984
2016.01.19,-1317.999999999997,167.00000000000603,-1321.9999999999898,-1163.9999999999873,-1781.9999999999948,-810.0000000000023,-2265.000000000006,-1873.0000000000045,-391.000000000008,,-10757.999999999982
2016.01.19,-1392.9999999999998,177.99999999998929,-1519.999999999999,-1221.0000000000055,-2224.0000000000036,-847.0000000000084,-2405.999999999997,-2159.000000000006,-337.0000000000095,,-11929.000000000038
2016.01.19,-1438.9999999999902,191.99999999999218,-1587.9999999999893,-1331.0000000000155,-2438.9999999999914,-852.0000000000039,-2414.000000000005,-2250.0,-331.0000000000146,,-12452.000000000018
2016.01.19,-1510.9999999999957,42.999999999993044,-1513.9999999999932,-1466.0000000000118,-2191.999999999972,-843.9999999999941,-2574.999999999994,-2184.000000000012,-280.0000000000136,,-12522.99999999999
2016.01.19,-1587.9999999999893,-68.00000000000139,-1563.9999999999986,-1603.9999999999832,-2787.999999999968,-914.999999999992,-2637.0000000000005,-2402.000000000001,-344.00000000001097,,-13909.999999999945
2016.01.19,-1422.9999999999966,-200.00000000000017,-1538.9999999999905,-1957.9999999999932,-3066.9999999999754,-829.0000000000077,-2506.9999999999927,-2373.0000000000045,-357.00000000000733,,-14252.999999999967
2016.01.19,-1354.999999999995,-153.00000000000313,-1261.9999999999964,-2396.0000000000205,-3472.000000000008,-850.9999999999991,-2323.000000000008,-2088.000000000008,-363.0000000000022,,-14263.000000000038
2016.01.19,-1203.999999999983,-147.00000000000824,-1299.99999999999,-2464.999999999984,-3539.000000000003,-734.9999999999852,-2265.9999999999905,-2067.9999999999977,-415.0000000000098,,-14138.999999999953
2016.01.19,-1261.9999999999854,-141.00000000001333,-1299.99999999999,-2423.0000000000196,-3499.99999999997,-688.999999999993,-2265.9999999999905,-2035.000000000011,-392.9999999999989,,-14008.99999999997
2016.01.19,-1051.0000000000018,-130.0000000000079,-1238.99999999999,-2117.000000000013,-3255.99999999997,-683.9999999999975,-2078.0000000000023,-1983.000000000004,-385.99999999999744,,-12923.999999999984
2016.01.19,-1027.9999999999845,-26.999999999999247,-1149.0,-2625.0000000000105,-3711.999999999982,-841.0000000000082,-1900.999999999997,-1812.0000000000118,-245.0000000000063,,-13339.999999999998
2016.01.19,-878.9999999999853,18.999999999991246,-1139.9999999999966,-3027.9999999999864,-4244.000000000004,-1006.0000000000002,-1439.9999999999968,-1948.0000000000075,-206.00000000001728,,-13872.000000000004
2016.01.19,-971.9999999999951,25.999999999992696,-1185.9999999999982,-3074.0000000000214,-4307.999999999978,-1093.999999999994,-1573.9999999999866,-2010.000000000005,-192.00000000001438,,-14384.000000000002
2016.01.19,-842.9999999999937,18.0000000000069,-1089.999999999991,-2751.999999999999,-4001.00000000001,-951.9999999999982,-1377.9999999999905,-1823.0000000000075,-196.0000000000184,,-13017.0
2016.01.19,-842.9999999999937,41.000000000002146,-1155.9999999999905,-2565.0000000000173,-4014.9999999999686,-873.9999999999952,-1414.9999999999884,-1884.0000000000005,-255.00000000000523,,-12965.999999999956
2016.01.19,-776.9999999999833,58.000000000002494,-1084.9999999999916,-2427.0000000000014,-3879.9999999999723,-978.0000000000086,-1197.999999999988,-1788.000000000011,-206.00000000001728,,-12280.99999999997
2016.01.19,-722.0000000000005,1.999999999990898,-1044.999999999996,-2191.0000000000095,-3790.0000000000045,-948.9999999999839,-987.9999999999889,-1761.00000000001,-214.00000000000307,,-11658.000000000007
2016.01.19,-753.9999999999881,41.99999999998649,-1011.9999999999907,-2139.9999999999864,-3824.000000000005,-979.9999999999898,-875.0000000000035,-1765.0000000000005,-240.00000000001796,,-11547.999999999995
2016.01.19,-695.9999999999856,60.99999999999994,-980.9999999999985,-1987.0000000000055,-3614.000000000006,-962.9999999999939,-737.9999999999942,-1704.9999999999982,-180.0000000000024,,-10802.999999999984
2016.01.19,-634.9999999999856,48.99999999998794,-948.9999999999999,-1887.0000000000164,-3517.999999999999,-901.9999999999868,-747.9999999999931,-1652.000000000001,-148.00000000001478,,-10390.000000000007
2016.01.19,-375.9999999999986,62.000000000006494,-824.999999999998,-1602.0000000000146,-3193.0000000000014,-841.9999999999845,-470.9999999999992,-1457.9999999999984,-29.00000000001235,,-8734.0
2016.01.19,-425.99999999999307,117.99999999999588,-982.9999999999894,-1798.0000000000107,-3461.9999999999873,-868.9999999999998,-707.9999999999975,-1609.9999999999995,-4.000000000004,,-9741.999999999985
2016.01.19,-448.9999999999883,116.00000000000499,-1075.999999999999,-1879.0000000000084,-3690.9999999999777,-866.9999999999902,-801.9999999999916,-1737.000000000009,-102.00000000000209,,-10486.999999999962
2016.01.19,-331.999999999999,140.0000000000068,-1027.9999999999957,-1709.000000000005,-3582.9999999999804,-890.9999999999911,-636.9999999999986,-1640.0000000000005,-206.00000000001728,,-9885.999999999978
2016.01.19,-173.00000000000094,45.99999999999049,-964.9999999999936,-1718.0000000000196,-3643.9999999999804,-870.0000000000045,-458.00000000000284,-1588.9999999999986,-1259.00000000001,,-10630.000000000018
2016.01.20,-190.99999999998562,-96.00000000000719,-876.9999999999944,-1865.0000000000055,-3639.9999999999986,-867.999999999995,-533.0000000000057,-1523.0000000000105,-1333.0000000000064,,-10926.000000000007
2016.01.20,-241.00000000000233,119.99999999998678,-908.9999999999932,-1788.9999999999961,-3516.9999999999923,-906.0000000000059,-533.0000000000057,-1534.000000000006,-1490.999999999998,,-10800.000000000011
2016.01.20,-309.99999999998806,112.000000000001,-966.9999999999957,-1763.0000000000034,-3483.999999999998,-901.0000000000105,-665.9999999999889,-1618.000000000009,-1462.0000000000077,,-11059.0
2016.01.20,-390.0000000000015,116.99999999998934,-1049.9999999999955,-1818.0000000000084,-3659.9999999999964,-854.9999999999898,-750.9999999999906,-1695.0000000000073,-1480.999999999999,,-11583.0
2016.01.20,-268.9999999999859,143.99999999998857,-905.0000000000002,-1662.000000000008,-3237.9999999999854,-852.0000000000039,-546.9999999999864,-1490.000000000009,-1575.9999999999995,,-10394.999999999989
2016.01.20,-220.99999999998232,181.9999999999933,-848.9999999999998,-1651.9999999999868,-3203.9999999999845,-883.0000000000098,-357.99999999999164,-1412.0000000000061,-1755.0000000000177,,-10151.999999999985
2016.01.20,-157.99999999999147,187.00000000000384,-848.9999999999998,-1533.0000000000066,-3255.0000000000077,-843.9999999999941,-297.9999999999983,-1385.000000000005,-1805.000000000012,,-9940.000000000013
2016.01.20,-66.99999999999484,160.00000000000458,-714.999999999999,-1610.0000000000225,-3191.999999999995,-736.9999999999948,-120.99999999999334,-1150.0000000000057,-1566.0000000000007,,-8998.000000000002
2016.01.20,-44.99999999998394,146.00000000000168,-757.999999999992,-1635.0000000000086,-3279.999999999994,-716.9999999999845,-151.9999999999966,-1239.0000000000043,-1575.0000000000152,,-9254.999999999976
2016.01.20,63.99999999999739,146.00000000000168,-633.9999999999901,-1576.0000000000218,-3159.000000000001,-716.9999999999845,59.99999999999339,-1105.000000000004,-1480.999999999999,,-8402.000000000007
2016.01.20,260.0000000000158,161.99999999999548,-525.9999999999932,-1431.0000000000045,-2980.999999999989,-775.0000000000057,368.9999999999971,-942.9999999999978,-1252.0000000000086,,-7116.999999999991
2016.01.20,334.00000000001205,218.99999999999142,-436.9999999999985,-1219.9999999999989,-2723.999999999993,-782.999999999987,546.000000000002,-865.0000000000091,-1073.0000000000127,,-6002.9999999999945
2016.01.20,316.0000000000052,219.99999999999798,-316.99999999998954,-1129.9999999999866,-2394.0000000000073,-689.9999999999977,649.0000000000107,-645.0000000000102,-1141.9999999999986,,-5132.999999999976
2016.01.20,304.00000000001535,201.99999999999108,-323.99999999999096,-1187.0000000000048,-2465.9999999999905,-659.9999999999966,628.0000000000064,-665.0000000000063,-1110.000000000011,,-5277.999999999987
2016.01.20,319.0000000000026,201.99999999999108,-274.9999999999919,-1146.0000000000025,-2384.9999999999927,-681.999999999988,693.0000000000102,-621.9999999999999,-1029.9999999999975,,-4925.999999999969
2016.01.20,323.0000000000066,202.9999999999976,-216.99999999998943,-1161.000000000012,-2222.9999999999973,-633.0000000000098,666.9999999999953,-506.0000000000002,-989.0000000000176,,-4536.000000000026
2016.01.20,324.0000000000132,209.9999999999991,-219.99999999999798,-1166.0000000000005,-2222.9999999999973,-549.0000000000066,666.000000000011,-472.0000000000084,-978.0000000000122,,-4407.999999999999
2016.01.20,430.00000000001927,194.0000000000053,-179.99999999999127,-975.9999999999991,-2073.999999999998,-456.99999999999363,831.000000000004,-356.9999999999993,-921.0000000000163,,-3509.999999999969
2016.01.20,463.9999999999977,163.9999999999864,-156.99999999999602,-972.9999999999794,-1956.9999999999866,-372.99999999999045,809.9999999999997,-243.0000000000092,-1011.0000000000064,,-3275.9999999999845
2016.01.20,356.00000000000074,215.99999999999397,-350.9999999999902,-1009.9999999999998,-2152.9999999999827,-396.0000000000008,578.0000000000118,-453.00000000000296,-1311.0000000000177,,-4523.999999999987
2016.01.20,434.000000000001,263.99999999999756,-440.9999999999914,-832.9999999999949,-2239.9999999999754,-420.99999999999227,678.0000000000008,-517.0000000000101,-1439.9999999999968,,-4515.999999999962
2016.01.20,598.0000000000097,269.00000000000813,-200.00000000000017,-797.9999999999876,-2068.000000000003,-52.99999999999727,1119.0000000000034,51.9999999999925,-1249.0000000000111,,-2329.9999999999854
2016.01.20,625.0000000000089,63.99999999999739,-176.99999999999383,-1060.9999999999786,-2279.999999999971,180.99999999999739,729.0000000000018,-37.00000000000614,-1079.0000000000077,,-3034.999999999952
2016.01.20,431.0000000000036,51.000000000001044,-375.9999999999986,-1040.999999999981,-2350.999999999992,-314.9999999999977,313.99999999999204,-553.0000000000115,-1174.0000000000084,,-5013.999999999993
2016.01.20,432.0000000000102,60.99999999999994,-337.99999999999386,-592.0000000000148,-1849.9999999999961,-72.00000000000273,446.0000000000131,-380.00000000000966,-1105.0000000000005,,-3397.999999999994
2016.01.20,371.00000000001023,130.99999999999224,-365.99999999999966,-754.0000000000102,-1793.9999999999845,-84.99999999999375,337.0000000000095,-338.99999999999864,-1134.999999999997,,-3633.999999999972
2016.01.20,418.0000000000073,75.99999999998718,-389.99999999999034,-965.0000000000158,-2180.9999999999886,174.99999999999716,204.00000000000418,-288.0000000000109,-1187.0000000000048,,-4138.000000000015
2016.01.20,478.0000000000006,45.000000000006146,-404.99999999999983,-1115.0000000000216,-2323.9999999999927,210.99999999999852,182.99999999999983,-309.0000000000117,-1197.0000000000036,,-4433.000000000024
2016.01.20,528.0000000000174,18.0000000000069,-394.9999999999898,-835.000000000008,-2143.000000000006,234.99999999999943,178.00000000001148,-278.0000000000058,-1242.0000000000098,,-3933.9999999999836
2016.01.20,474.0000000000189,41.000000000002146,-343.9999999999999,-807.0000000000022,-1825.00000000001,61.00000000000705,265.0000000000041,-272.00000000000557,-1183.0000000000007,,-3589.9999999999854
2016.01.20,304.00000000001535,-29.00000000001235,-304.9999999999997,-938.0000000000166,-1729.0000000000027,60.000000000002274,-96.00000000000719,-276.00000000001046,-1063.0000000000139,,-4072.0000000000455
2016.01.20,177.00000000000495,-90.00000000001229,-457.99999999999176,-1056.9999999999968,-2207.9999999999877,-110.99999999999,-286.99999999999284,-653.0000000000058,-1183.0000000000007,,-5869.999999999973
2016.01.20,346.0000000000019,-215.99999999999397,-378.999999999996,-767.0000000000066,-2267.9999999999814,-170.99999999999227,225.00000000000853,-614.0000000000043,-1168.0000000000134,,-5011.999999999978
2016.01.20,209.00000000001472,-239.00000000001143,-430.9999999999925,-554.9999999999944,-2172.9999999999804,61.99999999999761,-109.00000000000354,-608.0000000000041,-1069.0000000000089,,-4912.999999999983
2016.01.20,-988.9999999999955,-229.99999999999687,-497.99999999999847,-2306.000000000008,-2069.0000000000095,233.0000000000041,-1575.9999999999995,-481.00000000000875,-1094.0000000000173,,-9010.000000000033
2016.01.20,-757.999999999992,-212.99999999999653,-278.9999999999959,-1810.0000000000005,-1488.9999999999848,275.0000000000057,-1102.9999999999873,-272.00000000000557,-989.0000000000176,,-6637.9999999999745
2016.01.20,-126.99999999998823,0.0,-427.99999999999505,-1239.9999999999966,-1878.0000000000018,466.0000000000082,-546.9999999999864,-175.00000000001137,-876.0000000000101,,-4804.999999999982
2016.01.20,-340.9999999999913,51.000000000001044,-501.99999999999136,-2038.999999999991,-2323.9999999999927,430.9999999999974,-746.0000000000023,-285.0000000000108,-869.0000000000086,,-6623.999999999991
2016.01.20,-159.99999999998238,68.00000000000139,-390.99999999999693,-1460.999999999979,-1849.9999999999961,341.99999999999875,-466.9999999999952,-118.99999999999977,-727.0000000000109,,-4764.999999999961
2016.01.20,-173.00000000000094,92.00000000000318,-341.99999999999784,-1461.9999999999854,-1831.0000000000048,180.00000000000682,-287.9999999999994,-210.99999999999852,-731.9999999999993,,-4766.999999999976
2016.01.20,-212.99999999999653,45.99999999999049,-445.99999999999085,-1637.9999999999839,-2193.999999999985,236.0000000000042,-470.9999999999992,-308.00000000000693,-789.0000000000175,,-5776.9999999999845
2016.01.20,-631.9999999999882,-5.000000000010552,-794.9999999999901,-2328.000000000019,-3078.0000000000027,198.99999999999807,-1107.999999999998,-789.0000000000015,-835.000000000008,,-9371.00000000002
2016.01.20,-682.9999999999892,2.999999999997449,-816.99999999999,-2517.0000000000136,-3208.999999999973,218.00000000000352,-1239.9999999999966,-777.000000000001,-801.0000000000073,,-9822.99999999997
2016.01.20,-914.9999999999991,35.999999999991594,-985.999999999998,-2845.999999999993,-3386.9999999999845,237.99999999999955,-1645.9999999999918,-941.0000000000025,-982.0000000000161,,-11428.999999999993
2016.01.20,-1105.9999999999848,35.999999999991594,-1171.9999999999952,-2992.999999999979,-3730.000000000011,164.00000000000148,-1941.9999999999993,-1218.0000000000036,-1044.0000000000005,,-13004.99999999998
