date,EURUSD,USDCAD,AUDUSD,NZDUSD,AUDCHF,AUDJPY,NZDCAD,empty,sum
2015.10.05,-163.00000000000205,-111.00000000001664,-134.0000000000008,-180.99999999999784,-133.00000000000534,-142.00000000001012,61.999999999995396,,-802.0000000000373
2015.10.05,-195.9999999999962,-208.00000000000819,-224.000000000002,-247.99999999999267,-213.00000000000762,-270.00000000001023,95.99999999999609,,-1263.000000000021
2015.10.05,-231.99999999998778,-188.00000000001037,-151.00000000000114,-180.99999999999784,-150.00000000000568,-204.9999999999983,65.99999999999939,,-1041.0000000000018
2015.10.05,-391.000000000008,-381.0000000000091,-235.00000000000742,-354.9999999999942,-248.00000000000378,-316.0000000000025,83.9999999999952,,-1842.0000000000298
2015.10.05,-356.00000000000074,-357.00000000000733,-282.99999999999994,-470.9999999999992,-267.00000000000614,-445.99999999999795,198.99999999999363,,-1981.0000000000177
2015.10.05,-442.9999999999934,-426.00000000001523,-400.00000000000034,-620.9999999999937,-390.0000000000015,-591.0000000000082,312.9999999999966,,-2558.0000000000155
2015.10.05,-417.0000000000007,-456.9999999999963,-369.0000000000082,-517.9999999999962,-363.0000000000022,-558.9999999999975,275.99999999999847,,-2407.0000000000023
2015.10.05,-557.9999999999918,-622.0000000000115,-439.0000000000005,-610.9999999999949,-408.00000000000836,-653.0000000000058,334.9999999999964,,-2956.0000000000164
2015.10.05,-687.9999999999998,-800.0000000000007,-562.0000000000069,-731.9999999999993,-470.9999999999992,-859.9999999999994,300.0000000000003,,-3813.000000000004
2015.10.05,-601.9999999999915,-836.9999999999989,-504.00000000000443,-670.9999999999993,-408.00000000000836,-810.0000000000023,237.99999999999378,,-3594.0000000000114
2015.10.05,-510.99999999999477,-722.0000000000005,-514.0000000000033,-727.9999999999953,-539.0000000000006,-787.9999999999967,361.9999999999957,,-3439.9999999999955
2015.10.05,-297.9999999999983,-553.0000000000035,-455.0000000000054,-600.0000000000006,-531.0000000000036,-694.0000000000026,353.99999999999875,,-2777.0000000000155
2015.10.05,-157.99999999999147,-429.99999999999704,-419.00000000000273,-603.9999999999934,-503.000000000009,-639.00000000001,403.99999999999324,,-2349.0000000000105
2015.10.05,-194.0000000000053,-439.99999999999596,-377.0000000000051,-557.9999999999918,-591.0000000000082,-611.0000000000042,380.999999999998,,-2390.0000000000123
2015.10.05,-222.99999999999542,-523.0000000000068,-361.0000000000002,-563.0000000000024,-565.0000000000044,-570.999999999998,297.00000000000284,,-2509.0000000000045
2015.10.05,19.999999999997797,-479.0000000000072,-233.00000000000543,-461.0000000000003,-500.00000000000045,-430.9999999999974,204.99999999999963,,-1879.0000000000136
2015.10.05,35.00000000000725,-580.0000000000027,-216.0000000000051,-471.99999999999466,-468.00000000000176,-406.9999999999965,132.99999999999423,,-1974.9999999999993
2015.10.05,-41.000000000002146,-602.999999999998,-242.00000000000887,-458.9999999999983,-578.0000000000007,-496.9999999999999,143.9999999999997,,-2276.000000000008
2015.10.05,-42.0000000000087,-665.0000000000044,-294.00000000000534,-495.000000000001,-598.0000000000097,-524.0000000000009,136.99999999999824,,-2481.000000000032
2015.10.05,9.999999999998899,-666.9999999999953,-317.0000000000006,-475.99999999999864,-565.9999999999999,-625.0,126.99999999999933,,-2513.999999999996
2015.10.05,8.999999999992347,-677.0000000000165,-356.00000000000074,-524.0000000000023,-583.0000000000002,-643.0000000000007,141.00000000000225,,-2633.000000000026
2015.10.05,207.00000000000162,-649.0000000000107,-325.00000000000864,-461.99999999999574,-655.0000000000056,-665.0000000000063,110.99999999999443,,-2438.000000000031
2015.10.05,334.9999999999964,-530.0000000000082,-276.00000000000955,-412.9999999999967,-635.0000000000077,-671.999999999997,102.00000000000209,,-2089.0000000000205
2015.10.05,324.9999999999975,-578.9999999999961,-299.00000000000483,-427.99999999999505,-625.0000000000089,-716.9999999999987,105.99999999999498,,-2217.000000000011
2015.10.05,303.0000000000088,-619.9999999999983,-372.0000000000057,-573.9999999999967,-659.0000000000095,-780.0000000000011,165.9999999999995,,-2536.000000000003
2015.10.05,385.99999999999744,-618.0000000000074,-377.0000000000051,-529.0000000000017,-760.0000000000051,-789.0000000000015,236.99999999999832,,-2450.000000000025
2015.10.05,351.99999999999676,-710.999999999995,-434.000000000001,-571.9999999999948,-786.0000000000089,-841.9999999999987,164.99999999999292,,-2828.0000000000086
2015.10.05,324.9999999999975,-716.0000000000056,-374.0000000000077,-493.99999999999443,-704.0000000000047,-796.999999999997,149.99999999999457,,-2610.0000000000173
2015.10.05,324.9999999999975,-649.0000000000107,-338.00000000000495,-481.9999999999935,-674.000000000008,-719.0000000000083,134.99999999999625,,-2402.000000000032
2015.10.05,344.00000000001097,-646.9999999999976,-338.00000000000495,-481.9999999999935,-657.0000000000076,-713.9999999999986,59.99999999999339,,-2433.999999999998
2015.10.05,303.0000000000088,-629.9999999999973,-315.0000000000097,-365.99999999999966,-650.0000000000061,-695.999999999998,29.999999999996696,,-2324.000000000005
2015.10.06,304.9999999999997,-683.0000000000114,-334.00000000000097,-351.0000000000013,-637.0000000000098,-701.9999999999982,-67.00000000000594,,-2469.0000000000277
2015.10.06,313.00000000000773,-676.0000000000099,-311.00000000000574,-334.00000000000097,-625.0000000000089,-686.000000000007,-80.00000000000229,,-2399.000000000027
2015.10.06,306.00000000000625,-678.0000000000008,-326.0000000000041,-346.9999999999973,-647.0000000000086,-715.0000000000034,-77.00000000000485,,-2484.000000000013
2015.10.06,292.00000000000335,-617.0000000000009,-315.0000000000097,-329.00000000000153,-637.0000000000098,-706.0000000000031,-55.000000000005045,,-2367.000000000027
2015.10.06,266.999999999995,-653.0000000000147,-311.00000000000574,-332.99999999999443,-619.0000000000028,-664.0000000000015,-29.999999999996696,,-2343.000000000021
2015.10.06,252.0000000000078,-673.9999999999968,-311.00000000000574,-368.9999999999971,-626.9999999999998,-704.0000000000077,-19.00000000000235,,-2452.0000000000014
2015.10.06,232.00000000000998,-659.0000000000095,-341.0000000000024,-383.0,-661.0000000000005,-734.0000000000089,-7.9999999999968985,,-2554.0000000000077
2015.10.06,228.00000000000597,-659.0000000000095,-323.0000000000066,-330.9999999999924,-644.0000000000001,-701.9999999999982,-68.99999999999685,,-2499.9999999999977
2015.10.06,295.0000000000008,-609.9999999999994,-247.00000000000833,-278.9999999999959,-601.000000000007,-656.0000000000059,-94.00000000000519,,-2192.000000000021
2015.10.06,295.0000000000008,-602.999999999998,-322.00000000000006,-349.99999999999477,-675.0000000000034,-707.9999999999984,-36.0000000000027,,-2398.9999999999964
2015.10.06,262.999999999991,-656.0000000000122,-341.0000000000024,-456.9999999999963,-664.000000000009,-713.9999999999986,48.99999999999905,,-2520.000000000028
2015.10.06,302.0000000000023,-636.9999999999986,-309.99999999999915,-458.9999999999983,-641.0000000000027,-689.0000000000072,7.9999999999968985,,-2426.000000000007
2015.10.06,373.00000000000114,-656.0000000000122,-299.00000000000483,-412.9999999999967,-626.9999999999998,-695.0000000000074,22.999999999995246,,-2294.000000000024
2015.10.06,317.9999999999961,-740.0000000000073,-665.9999999999999,-578.0000000000007,-979.0000000000076,-1109.9999999999995,36.999999999998145,,-3718.000000000021
2015.10.06,354.0000000000099,-737.0000000000099,-746.0000000000023,-456.9999999999963,-1069.0000000000089,-1225.0000000000086,43.999999999999595,,-3836.0000000000164
2015.10.06,384.00000000000654,-825.0000000000091,-794.0000000000058,-458.00000000000284,-1125.0000000000093,-1281.9999999999964,3.999999999992898,,-4096.000000000025
2015.10.06,344.99999999999534,-819.9999999999985,-756.0000000000011,-452.99999999999227,-1107.0000000000025,-1258.0000000000098,-4.999999999999449,,-4054.0000000000086
2015.10.06,282.0000000000045,-832.0000000000105,-739.0000000000008,-415.99999999999415,-1057.000000000008,-1177.9999999999973,-67.00000000000594,,-4007.0000000000123
2015.10.06,330.9999999999924,-807.0000000000022,-677.0000000000053,-380.00000000000256,-1003.0000000000094,-1048.0000000000018,-99.00000000000463,,-3683.000000000033
2015.10.06,252.99999999999213,-706.0000000000066,-657.0000000000076,-376.99999999999403,-925.0000000000091,-939.9999999999977,-14.999999999998348,,-3367.0000000000214
2015.10.06,104.99999999999955,-655.0000000000056,-691.0000000000083,-490.999999999997,-919.0000000000032,-1006.0000000000002,43.999999999999595,,-3613.000000000015
2015.10.06,12.000000000012001,-628.0000000000064,-628.0000000000064,-454.9999999999943,-800.0000000000007,-909.9999999999966,115.99999999999389,,-3292.9999999999977
2015.10.06,7.0000000000014495,-609.9999999999994,-596.0000000000076,-439.0000000000005,-774.000000000008,-856.9999999999993,97.00000000000264,,-3172.00000000001
2015.10.06,93.99999999999409,-689.0000000000063,-635.0000000000077,-447.99999999999284,-877.0000000000056,-1001.0000000000048,73.00000000000084,,-3483.000000000022
2015.10.06,102.00000000000209,-731.9999999999993,-690.0000000000017,-434.9999999999965,-966.0000000000002,-1079.9999999999982,32.999999999994145,,-3767.9999999999995
2015.10.06,48.000000000003595,-730.0000000000084,-691.0000000000083,-413.99999999999216,-970.0000000000042,-1079.0000000000077,2.000000000002,,-3834.0000000000155
2015.10.06,75.00000000000284,-700.0000000000117,-656.000000000001,-383.0,-927.0,-989.0000000000043,-2.000000000002,,-3582.0000000000164
2015.10.06,48.000000000003595,-614.0000000000034,-598.0000000000097,-371.99999999999454,-906.0000000000068,-975.9999999999991,-29.000000000001247,,-3447.0000000000114
2015.10.06,5.000000000010552,-540.0000000000072,-548.0000000000041,-280.00000000000244,-769.0000000000085,-903.0000000000058,-21.00000000000435,,-3056.0000000000223
2015.10.06,-103.00000000000864,-517.0000000000119,-556.0000000000009,-330.9999999999924,-784.0000000000069,-885.0000000000051,39.999999999995595,,-3136.00000000003
2015.10.06,-117.99999999999588,-551.9999999999969,-590.0000000000016,-335.99999999999187,-821.000000000005,-957.0000000000078,31.999999999998696,,-3342.0000000000005
2015.10.06,-103.00000000000864,-511.000000000017,-613.000000000008,-298.9999999999937,-826.0000000000045,-990.9999999999997,56.99999999999594,,-3286.0000000000355
2015.10.06,2.999999999997449,-510.00000000001046,-726.0000000000044,-329.00000000000153,-901.0000000000074,-1138.0000000000052,37.99999999999359,,-3563.000000000038
2015.10.06,-12.999999999996348,-792.0000000000149,-834.0000000000014,-437.999999999994,-1001.0000000000074,-1329.0000000000077,0.999999999995449,,-4406.000000000026
2015.10.06,-214.00000000000307,-895.0000000000014,-817.000000000001,-410.9999999999947,-986.0000000000091,-1299.9999999999973,-79.00000000000685,,-4702.000000000014
2015.10.06,-442.00000000000904,-805.9999999999956,-842.0000000000094,-685.0000000000023,-766.0,-1170.0000000000018,14.999999999998348,,-4696.00000000002
2015.10.06,-540.9999999999915,-1053.000000000015,-938.0000000000055,-803.9999999999936,-735.0000000000078,-1296.0000000000064,208.99999999999253,,-5158.000000000027
2015.10.06,-533.0000000000057,-1069.0000000000089,-938.0000000000055,-819.9999999999985,-678.0000000000008,-1296.999999999997,98.99999999999353,,-5236.000000000023
2015.10.06,-540.9999999999915,-1117.0000000000125,-946.0000000000024,-807.9999999999976,-687.9999999999998,-1277.000000000001,261.99999999999557,,-5115.000000000009
2015.10.06,-510.99999999999477,-1109.0000000000043,-1017.0000000000013,-848.9999999999998,-789.0000000000064,-1375.0,276.9999999999939,,-5373.000000000013
2015.10.06,-442.00000000000904,-1092.000000000004,-1000.0000000000009,-883.0000000000005,-799.0000000000052,-1412.9999999999968,386.9999999999929,,-5242.000000000024
2015.10.06,-459.99999999999375,-1045.000000000007,-970.9999999999997,-824.999999999998,-747.0000000000088,-1356.9999999999993,339.99999999999585,,-5065.000000000011
2015.10.06,-530.0000000000082,-1122.0000000000007,-1002.0000000000028,-818.9999999999919,-766.0,-1454.0000000000077,312.00000000000114,,-5381.00000000001
2015.10.06,-536.9999999999875,-1178.9999999999968,-1027.0000000000002,-824.0000000000025,-733.0000000000059,-1418.0000000000064,237.99999999999378,,-5480.0000000000055
2015.10.06,-556.0000000000009,-1143.0000000000052,-1130.0000000000089,-880.9999999999984,-825.0000000000091,-1542.0000000000016,378.00000000000057,,-5699.000000000024
2015.10.06,-588.9999999999951,-1226.000000000016,-1204.000000000005,-898.9999999999942,-853.0000000000038,-1590.0000000000034,351.0000000000013,,-6010.000000000016
2015.10.06,-590.0000000000016,-1217.0000000000014,-1179.0000000000077,-979.999999999992,-830.0000000000085,-1540.9999999999968,370.9999999999991,,-5966.000000000008
2015.10.06,-547.0000000000086,-1219.9999999999989,-1133.0000000000061,-947.9999999999933,-808.0000000000088,-1487.9999999999995,324.9999999999975,,-5819.000000000017
2015.10.07,-546.000000000002,-1198.0000000000102,-1100.000000000001,-858.9999999999986,-769.0000000000085,-1471.0000000000036,302.0000000000023,,-5641.000000000022
2015.10.07,-533.0000000000057,-1170.0000000000043,-1097.0000000000036,-890.9999999999974,-794.0000000000058,-1481.0000000000086,373.00000000000114,,-5593.000000000025
2015.10.07,-496.99999999999187,-1164.0000000000095,-1108.0000000000089,-881.9999999999939,-799.0000000000052,-1487.9999999999995,324.00000000000205,,-5614.000000000007
2015.10.07,-486.999999999993,-1140.0000000000077,-1069.0000000000089,-847.9999999999932,-773.0000000000015,-1451.9999999999982,334.00000000000097,,-5435.000000000002
2015.10.07,-506.9999999999908,-1113.0000000000084,-1059.00000000001,-858.9999999999986,-769.0000000000085,-1445.0000000000073,354.9999999999942,,-5397.000000000029
2015.10.07,-472.00000000000574,-1109.0000000000043,-1064.0000000000093,-870.9999999999995,-778.0000000000009,-1451.9999999999982,380.00000000000256,,-5366.0000000000155
2015.10.07,-557.0000000000075,-1122.0000000000007,-1089.0000000000066,-874.9999999999925,-759.0000000000097,-1487.000000000009,346.0000000000019,,-5543.000000000025
2015.10.07,-520.9999999999936,-1029.0000000000132,-1031.9999999999995,-851.0000000000017,-716.0000000000056,-1426.0000000000018,387.99999999999943,,-5187.000000000016
2015.10.07,-472.00000000000574,-1147.000000000009,-1143.0000000000052,-944.9999999999958,-841.0000000000028,-1566.0000000000025,407.99999999999727,,-5706.000000000025
2015.10.07,-492.9999999999879,-1208.000000000009,-1222.000000000001,-1053.9999999999993,-923.0000000000072,-1701.9999999999982,470.9999999999992,,-6131.000000000004
2015.10.07,-496.99999999999187,-1216.000000000017,-1195.0000000000016,-1030.999999999993,-901.0000000000074,-1630.0000000000095,424.9999999999976,,-6045.000000000023
2015.10.07,-543.0000000000045,-1249.9999999999955,-1241.0000000000032,-1188.0000000000002,-941.000000000003,-1648.0000000000105,486.999999999993,,-6324.000000000024
2015.10.07,-638.0000000000052,-1289.0000000000068,-1247.0000000000093,-1185.0000000000027,-877.0000000000056,-1579.9999999999982,554.9999999999944,,-6261.000000000033
2015.10.07,-609.9999999999994,-1324.000000000014,-1331.0000000000043,-1390.9999999999977,-923.0000000000072,-1551.0000000000018,681.9999999999937,,-6448.000000000032
2015.10.07,-605.9999999999955,-1330.0000000000089,-1302.0000000000032,-1300.0000000000011,-870.9999999999995,-1513.0000000000052,754.9999999999945,,-6167.000000000018
2015.10.07,-514.9999999999987,-1309.0000000000045,-1324.000000000003,-1334.9999999999973,-939.0000000000009,-1685.0000000000023,807.0000000000022,,-6300.0000000000055
2015.10.07,-458.00000000000284,-1341.9999999999986,-1273.0000000000018,-1366.0000000000005,-919.0000000000032,-1591.0000000000082,797.0000000000033,,-6152.000000000012
2015.10.07,-456.9999999999963,-1351.0000000000132,-1324.000000000003,-1566.9999999999961,-963.0000000000027,-1635.000000000005,874.9999999999925,,-6422.000000000024
2015.10.07,-461.0000000000003,-1351.9999999999977,-1391.0000000000089,-1552.9999999999932,-1000.0000000000009,-1653.000000000006,988.9999999999955,,-6421.000000000012
2015.10.07,-426.9999999999996,-1349.0000000000002,-1433.0000000000066,-1557.9999999999927,-1063.0000000000027,-1739.0000000000043,1064.9999999999936,,-6504.000000000013
2015.10.07,-383.0,-1317.999999999997,-1432.0,-1588.999999999996,-1166.0000000000005,-1719.0000000000082,1063.9999999999982,,-6543.000000000003
2015.10.07,-201.99999999999108,-1370.0000000000045,-1511.0000000000068,-1595.000000000002,-1274.0000000000084,-1811.000000000007,1073.9999999999973,,-6689.000000000023
2015.10.07,-246.99999999999721,-1557.0000000000084,-1606.0000000000075,-1722.9999999999968,-1346.0000000000027,-1936.000000000007,1090.9999999999975,,-7324.000000000023
2015.10.07,-272.99999999998994,-1502.0000000000034,-1526.0000000000052,-1622.9999999999966,-1231.9999999999998,-1843.0000000000036,1017.9999999999967,,-6981.000000000003
2015.10.07,-242.99999999999324,-1347.0000000000093,-1456.0000000000018,-1529.999999999998,-1214.0000000000039,-1772.0000000000055,1053.9999999999993,,-6508.000000000013
2015.10.07,-235.00000000000742,-1329.0000000000025,-1449.0000000000002,-1536.9999999999995,-1214.0000000000039,-1745.0000000000045,1076.9999999999945,,-6432.000000000023
2015.10.07,-231.99999999998778,-1310.0000000000111,-1610.0000000000002,-1583.9999999999966,-1307.0000000000025,-1906.000000000006,1081.999999999994,,-6867.000000000009
2015.10.07,-367.99999999999056,-1303.0000000000098,-1592.0000000000045,-1610.9999999999957,-1256.0000000000016,-1929.000000000002,1213.999999999993,,-6845.000000000012
2015.10.07,-432.9999999999945,-1458.0000000000036,-1658.0000000000039,-1700.0000000000016,-1292.9999999999998,-2078.0000000000027,1208.9999999999934,,-7411.000000000014
2015.10.07,-506.0000000000064,-1469.000000000009,-1675.9999999999998,-1737.999999999995,-1314.000000000004,-2087.000000000003,1169.9999999999932,,-7620.0000000000255
2015.10.07,-529.0000000000017,-1619.9999999999993,-1796.0000000000086,-1859.999999999995,-1452.0000000000089,-2222.999999999999,1335.9999999999927,,-8144.00000000002
2015.10.07,-415.99999999999415,-1519.0000000000036,-1767.0000000000075,-1812.999999999998,-1456.0000000000018,-2180.000000000007,1235.9999999999927,,-7915.00000000002
2015.10.07,-377.0000000000051,-1478.0000000000016,-1763.0000000000034,-1757.999999999993,-1446.0000000000027,-2112.9999999999995,1195.999999999997,,-7739.000000000008
2015.10.07,-279.99999999999136,-1675.0000000000043,-1738.0000000000061,-1832.0000000000002,-1611.0000000000068,-2064.9999999999977,1180.0000000000032,,-8021.000000000004
2015.10.07,-180.0000000000024,-1761.9999999999968,-1797.9999999999995,-1891.9999999999936,-1830.0000000000093,-2131.0,1191.9999999999932,,-8401.00000000001
2015.10.07,-255.99999999998957,-1581.0000000000102,-1699.0000000000061,-1849.0000000000007,-1701.000000000008,-2052.000000000007,1305.0000000000007,,-7833.000000000021
2015.10.07,-456.9999999999963,-1375.000000000015,-1666.000000000001,-1822.0000000000014,-1657.0000000000084,-1986.000000000004,1302.9999999999986,,-7660.000000000027
2015.10.07,-443.99999999999994,-1139.0000000000011,-1614.9999999999998,-1685.9999999999986,-1578.0000000000016,-1840.0000000000034,1364.999999999994,,-6937.000000000011
2015.10.07,-353.0000000000033,-1149.0,-1607.000000000003,-1678.9999999999973,-1645.0000000000075,-1868.9999999999998,1381.9999999999943,,-6920.000000000016
2015.10.07,-350.00000000000585,-1117.0000000000125,-1597.0000000000039,-1649.0000000000005,-1753.0000000000045,-1877.0000000000095,1368.0000000000025,,-6975.000000000034
2015.10.07,-316.99999999998954,-1150.0000000000066,-1652.000000000009,-1701.9999999999925,-1740.0000000000082,-1929.000000000002,1412.000000000002,,-7078.000000000007
2015.10.07,-309.99999999998806,-1151.0000000000132,-1685.0000000000032,-1735.9999999999932,-1775.0000000000043,-2005.0000000000095,1407.0000000000027,,-7255.00000000001
2015.10.07,-299.99999999998914,-1143.0000000000052,-1641.0000000000036,-1666.9999999999964,-1730.0000000000093,-1968.0000000000036,1366.0000000000005,,-7083.000000000007
2015.10.07,-340.00000000000693,-889.0000000000065,-1547.0000000000095,-1542.9999999999943,-1628.0000000000073,-1844.0000000000082,1295.0000000000018,,-6496.000000000031
2015.10.07,-353.99999999998766,-880.0000000000141,-1571.0000000000002,-1530.9999999999934,-1668.0000000000027,-1844.9999999999989,1334.0000000000018,,-6514.999999999995
2015.10.07,-300.99999999999574,-849.9999999999952,-1596.0000000000084,-1541.9999999999989,-1721.000000000006,-1884.0000000000005,1400.9999999999966,,-6493.000000000007
2015.10.07,-252.0000000000078,-887.0000000000156,-1586.0000000000095,-1583.9999999999966,-1709.000000000005,-1883.0000000000098,1408.9999999999936,,-6492.000000000051
2015.10.07,-201.00000000000674,-933.000000000006,-1560.000000000006,-1586.9999999999939,-1697.000000000004,-1852.0000000000039,1368.0000000000025,,-6462.000000000017
2015.10.08,-173.00000000000094,-931.9999999999995,-1539.0000000000014,-1527.9999999999961,-1685.0000000000032,-1862.9999999999995,1371.9999999999955,,-6348.000000000006
2015.10.08,-177.99999999998929,-846.9999999999977,-1500.0000000000014,-1579.9999999999925,-1645.0000000000075,-1775.0000000000057,1410.9999999999957,,-6113.999999999998
2015.10.08,-195.9999999999962,-883.9999999999959,-1519.999999999999,-1607.000000000003,-1652.000000000009,-1810.0000000000023,1430.9999999999934,,-6238.000000000012
2015.10.08,-208.00000000000819,-921.0000000000163,-1514.0000000000043,-1529.999999999998,-1648.000000000005,-1784.9999999999966,1373.000000000002,,-6233.000000000027
2015.10.08,-201.00000000000674,-912.0000000000017,-1509.0000000000048,-1536.9999999999995,-1645.0000000000075,-1790.9999999999968,1373.9999999999975,,-6221.000000000019
2015.10.08,-181.9999999999933,-860.0000000000163,-1449.0000000000002,-1510.9999999999957,-1596.0000000000084,-1710.9999999999986,1363.0000000000032,,-5946.000000000009
2015.10.08,-242.00000000000887,-896.000000000008,-1452.0000000000089,-1632.9999999999955,-1558.9999999999993,-1697.0000000000027,1375.9999999999995,,-6103.000000000024
2015.10.08,-253.99999999999866,-958.0000000000144,-1574.0000000000086,-1706.9999999999918,-1668.0000000000027,-1862.000000000009,1459.9999999999945,,-6563.000000000031
2015.10.08,-303.0000000000088,-971.0000000000107,-1614.9999999999998,-1707.9999999999984,-1714.0000000000043,-1997.0,1442.9999999999943,,-6865.000000000027
2015.10.08,-333.9999999999899,-939.0000000000009,-1530.000000000009,-1673.9999999999977,-1609.0000000000048,-1817.0000000000073,1385.9999999999984,,-6517.000000000012
2015.10.08,-394.00000000000546,-838.0000000000055,-1351.0000000000023,-1512.0000000000023,-1419.0000000000036,-1576.9999999999982,1286.9999999999936,,-5804.000000000024
2015.10.08,-383.0,-856.0000000000123,-1343.0000000000052,-1500.0000000000014,-1444.000000000001,-1573.0000000000075,1264.9999999999939,,-5834.000000000034
2015.10.08,-336.00000000000296,-873.0000000000126,-1386.0000000000095,-1547.9999999999939,-1462.0000000000077,-1618.000000000009,1342.999999999994,,-5880.000000000042
2015.10.08,-370.00000000000364,-861.0000000000007,-1287.0000000000048,-1451.9999999999977,-1359.0000000000102,-1484.0000000000089,1156.0000000000014,,-5657.0000000000255
2015.10.08,-383.0,-836.0000000000146,-1226.0000000000048,-1378.0000000000014,-1292.9999999999998,-1393.0000000000007,1191.9999999999932,,-5317.000000000027
2015.10.08,-414.00000000000324,-832.0000000000105,-1216.000000000006,-1405.0000000000007,-1270.0000000000045,-1362.000000000009,1241.0000000000032,,-5258.000000000031
2015.10.08,-381.0000000000091,-839.0000000000119,-1206.000000000007,-1383.000000000001,-1261.000000000001,-1344.0000000000082,1180.9999999999986,,-5233.00000000004
2015.10.08,-409.99999999999926,-839.0000000000119,-1222.000000000001,-1357.9999999999925,-1262.0000000000075,-1355.000000000004,1178.0000000000014,,-5268.000000000015
2015.10.08,-402.9999999999978,-877.0000000000166,-1238.0000000000057,-1380.9999999999989,-1305.0000000000007,-1370.0000000000045,1171.9999999999952,,-5402.000000000029
2015.10.08,-452.99999999999227,-936.0000000000035,-1278.0000000000014,-1401.999999999992,-1310.0,-1438.0000000000023,1161.000000000001,,-5655.99999999999
2015.10.08,-892.0000000000039,-978.0000000000122,-1247.0000000000093,-1500.9999999999968,-1148.0000000000045,-1316.0000000000025,1185.0000000000027,,-5897.000000000026
2015.10.08,-848.0000000000043,-1072.0000000000064,-1299.0000000000057,-1510.0000000000002,-1101.0000000000075,-1426.0000000000018,1210.0,,-6046.0000000000255
2015.10.08,-801.9999999999916,-1058.0000000000034,-1313.0000000000086,-1498.9999999999948,-1098.00000000001,-1460.000000000008,1202.9999999999984,,-6027.000000000018
2015.10.08,-766.0,-1124.9999999999982,-1334.0000000000018,-1568.9999999999982,-1101.0000000000075,-1438.0000000000023,1208.9999999999934,,-6124.000000000014
2015.10.08,-872.0000000000061,-1127.9999999999957,-1364.0000000000095,-1600.9999999999968,-1026.0000000000048,-1453.000000000003,1249.9999999999955,,-6194.00000000002
2015.10.08,-943.000000000005,-1212.9999999999975,-1392.0000000000043,-1602.9999999999989,-1050.0000000000066,-1487.9999999999995,1202.000000000003,,-6487.00000000001
2015.10.08,-859.9999999999941,-1242.0000000000098,-1412.000000000002,-1562.9999999999923,-1100.000000000001,-1581.0000000000032,1180.9999999999986,,-6577.000000000004
2015.10.08,-829.9999999999974,-1260.0000000000166,-1400.0000000000011,-1537.999999999995,-1066.0000000000002,-1511.00000000001,1156.0000000000014,,-6449.00000000002
