date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2018.07.16,0.0,-38.99999999998904,55.00000000000682,56.000000000011596,29.999999999996696,-43.00000000000415,5.999999999994898,23.00000000000635,50.0000000000056,-4.999999999999449,-54.000000000002046,-32.00000000001069,9.999999999998899,69.00000000000794,69.99999999999318,70.00000000000739,-51.00000000000193,6.999999999990347,,222.0000000000124
2018.07.16,-9.999999999998899,-46.999999999997044,106.00000000000875,59.000000000009045,-34.000000000000696,-21.999999999999797,48.99999999998794,-57.99999999999139,21.999999999999797,12.999999999996348,-146.99999999999136,-66.0000000000025,-19.00000000001345,19.999999999997797,141.9999999999959,43.99999999999693,-64.99999999999773,89.99999999999008,,76.99999999998974
2018.07.16,102.99999999998644,-56.99999999999594,186.9999999999976,73.00000000001194,-14.999999999998348,-75.00000000000284,-38.0000000000047,45.000000000006146,143.9999999999997,23.999999999990695,-257.000000000005,-112.00000000002319,-51.000000000001044,180.0000000000024,209.99999999999375,121.99999999999989,-177.99999999999727,42.999999999993044,,347.9999999999533
2018.07.16,99.00000000000463,-75.99999999998718,195.99999999999795,59.000000000009045,34.99999999999615,-65.00000000000395,-53.00000000001415,96.00000000000719,131.99999999999878,23.999999999990695,-287.00000000000614,-149.0000000000009,-50.0000000000167,113.00000000000753,233.0000000000041,183.00000000000693,-173.00000000000182,-16.0000000000049,,300.9999999999872
2018.07.16,119.00000000000244,-62.99999999999084,243.99999999999977,52.000000000007596,28.000000000005798,-56.0000000000005,-68.00000000000139,104.00000000000409,141.00000000000225,22.999999999995246,-341.0000000000082,-187.00000000001182,-73.00000000001194,106.99999999999044,271.0000000000008,212.99999999999386,-198.0000000000075,-3.0000000000085514,,312.9999999999616
2018.07.16,113.99999999999189,-45.99999999999049,201.00000000000762,53.999999999998494,2.000000000002,-45.000000000006146,-28.000000000005798,71.00000000000995,123.00000000000644,34.99999999999615,-260.9999999999957,-100.99999999999909,-111.00000000001664,119.00000000000244,236.99999999999477,150.00000000000568,-156.0000000000059,31.999999999998696,,389.9999999999944
2018.07.16,95.00000000000064,-83.9999999999952,231.00000000000875,36.999999999998145,61.999999999995396,-111.00000000000554,-31.000000000003247,116.00000000000499,175.99999999999838,40.99999999999105,-342.9999999999893,-164.0000000000157,-96.00000000000719,248.99999999998812,272.99999999999613,240.99999999999966,-250.0,-33.000000000005244,,408.99999999995975
2018.07.16,76.99999999999375,-129.99999999998568,277.000000000001,-19.999999999997797,100.99999999999554,-175.00000000000293,-41.000000000002146,141.00000000000225,226.99999999999943,49.99999999999449,-456.0000000000173,-253.00000000001432,-120.00000000000898,368.9999999999971,343.9999999999941,319.0000000000026,-350.9999999999991,-44.0000000000107,,314.99999999994134
2018.07.16,80.99999999999774,-95.999999999985,313.0000000000024,5.999999999994898,80.99999999999774,-123.00000000000644,-19.00000000001345,126.0000000000039,179.00000000000693,43.999999999999595,-465.0000000000034,-262.00000000000045,-127.00000000001043,279.99999999999136,353.9999999999992,322.00000000000273,-317.99999999999784,-39.00000000000014,,336.9999999999792
2018.07.16,72.0000000000054,-125.99999999998168,259.00000000000034,5.000000000010552,43.00000000000415,-89.00000000000574,-44.0000000000218,79.00000000000685,140.0000000000068,42.999999999993044,-431.0000000000116,-239.00000000000432,-80.00000000001339,147.00000000000824,311.9999999999976,239.99999999999488,-246.9999999999999,25.999999999992696,,109.99999999998218
2018.07.16,79.00000000000685,-125.99999999998168,281.9999999999965,29.999999999996696,-5.999999999994898,-29.000000000001247,-28.000000000005798,39.00000000000014,84.0000000000063,56.0000000000005,-456.0000000000173,-241.00000000001387,-83.00000000001084,15.999999999993797,316.0000000000025,201.99999999999818,-192.99999999999784,58.99999999999794,,0.999999999975941
2018.07.16,83.9999999999952,-121.99999999999989,289.0000000000015,70.99999999999883,-34.99999999999615,-41.000000000002146,-31.000000000003247,12.000000000000899,99.00000000000463,56.99999999999594,-462.0000000000175,-245.00000000000455,-41.000000000002146,53.999999999998494,293.99999999999693,174.0000000000066,-210.00000000000796,67.9999999999903,,14.999999999955733
2018.07.16,28.999999999990145,-202.9999999999976,257.99999999999557,-1.999999999990898,60.00000000000449,-82.00000000000429,-16.000000000016,67.00000000000594,103.00000000000864,71.99999999999429,-512.0000000000005,-264.00000000001,-60.000000000015596,89.99999999999008,317.99999999999784,260.0000000000051,-236.99999999999477,-5.000000000010552,,-124.00000000004806
2018.07.16,48.000000000003595,-144.99999999999514,269.999999999996,16.000000000016,34.000000000000696,-116.00000000000499,-3.0000000000196536,54.00000000000959,147.00000000000824,63.99999999999739,-460.00000000000796,-237.99999999999955,-87.99999999999919,221.99999999998886,314.9999999999977,236.99999999999477,-281.0000000000059,15.999999999993797,,91.9999999999743
2018.07.16,29.999999999996696,-167.9999999999904,278.0000000000058,9.000000000014552,21.999999999999797,-121.99999999999989,7.999999999985796,29.000000000001247,142.00000000000878,69.9999999999923,-498.9999999999952,-260.0000000000193,-78.00000000000028,221.00000000000452,325.00000000000284,228.9999999999992,-293.99999999999693,38.99999999998904,,-19.00000000000152
2018.07.16,32.999999999994145,-174.99999999999181,275.0000000000057,-28.000000000005798,53.00000000000304,-154.0000000000097,-9.000000000014552,60.99999999999994,175.00000000000293,61.999999999995396,-501.0000000000048,-272.0000000000198,-102.00000000000209,279.00000000000705,346.00000000000364,263.00000000000523,-326.9999999999982,22.999999999995246,,1.999999999965688
2018.07.16,-8.000000000008,-227.99999999998377,231.00000000000875,-70.99999999999883,87.99999999999919,-181.00000000000892,-40.0000000000178,65.99999999999939,177.00000000000495,40.99999999999105,-503.0000000000143,-305.0000000000068,-56.000000000011596,242.00000000000887,341.99999999999875,269.999999999996,-329.9999999999983,9.999999999998899,,-255.0000000000425
2018.07.16,-39.00000000001125,-256.99999999999613,209.00000000000318,-107.99999999999699,168.99999999999693,-220.00000000000907,-91.00000000001884,126.0000000000039,194.0000000000053,-7.0000000000014495,-504.99999999999545,-375.0,17.000000000000348,214.00000000000307,349.9999999999943,343.9999999999941,-358.99999999999466,-69.00000000000794,,-407.0000000000307
2018.07.16,-1.0000000000065512,-198.99999999999363,228.00000000000864,-36.999999999998145,153.00000000000313,-221.00000000000452,-110.00000000001009,139.00000000000023,223.00000000000654,-28.000000000005798,-468.9999999999941,-376.0000000000048,70.99999999999883,243.99999999999977,317.99999999999784,340.999999999994,-370.9999999999951,-103.00000000000864,,-198.0000000000124
2018.07.16,-39.999999999995595,-259.9999999999936,168.00000000000637,-89.99999999999008,190.00000000000128,-204.99999999999963,-45.000000000006146,147.00000000000824,186.00000000000838,32.999999999994145,-459.0000000000032,-279.0000000000248,-26.0000000000149,246.99999999999721,307.9999999999927,338.99999999999864,-317.0000000000073,-109.00000000000354,,-212.00000000003178
2018.07.16,2.999999999997449,-125.99999999998168,284.9999999999966,52.000000000007596,97.00000000000264,-130.0000000000079,-26.0000000000149,87.00000000000374,136.00000000000279,-6.0000000000060005,-461.00000000001273,-340.0000000000034,49.99999999999449,154.99999999999403,302.99999999999727,319.0000000000026,-311.00000000000705,-94.00000000000519,,-7.000000000039634
2018.07.16,-48.000000000003595,-164.99999999999292,308.00000000000693,-52.99999999999194,94.00000000000519,-132.0000000000099,30.999999999981043,43.00000000000415,101.00000000000664,15.999999999993797,-534.9999999999966,-370.00000000000455,-62.000000000006494,140.99999999999113,388.9999999999958,335.9999999999985,-328.00000000000296,-12.000000000000899,,-246.00000000002672
2018.07.16,-106.00000000000608,-239.99999999999577,245.9999999999951,-70.99999999999883,136.99999999999824,-176.0000000000095,50.99999999997884,43.00000000000415,106.00000000000608,29.999999999996696,-538.0000000000109,-350.9999999999991,-23.00000000001745,191.00000000000784,355.000000000004,335.9999999999985,-335.00000000000796,-54.00000000000959,,-399.00000000006565
2018.07.16,-76.99999999999375,-309.99999999998806,271.0000000000008,-26.999999999999247,124.99999999999733,-167.00000000000603,14.999999999987246,52.000000000007596,116.00000000000499,73.99999999999629,-649.0000000000009,-386.0000000000241,36.999999999998145,158.99999999999804,343.9999999999941,338.99999999999864,-340.0000000000034,-72.0000000000054,,-496.0000000000377
2018.07.16,-139.00000000000023,-415.99999999999415,209.00000000000318,-107.99999999999699,204.99999999999963,-226.99999999999943,19.999999999997797,87.99999999999919,136.00000000000279,92.99999999999864,-685.0000000000023,-384.00000000001455,20.999999999982144,218.99999999999142,349.9999999999943,385.0000000000051,-367.999999999995,-116.00000000000499,,-717.0000000000335
2018.07.16,-148.0000000000037,-438.9999999999894,195.99999999999795,-96.99999999999153,214.00000000000307,-237.00000000000944,5.999999999994898,90.0000000000012,139.00000000000023,91.99999999999208,-693.000000000012,-400.0000000000057,72.99999999998974,204.99999999998852,332.9999999999984,385.9999999999957,-368.9999999999998,-136.00000000000279,,-785.0000000000528
2018.07.16,-219.00000000000253,-411.99999999999017,173.00000000000182,-31.999999999987594,178.99999999999582,-245.0000000000063,80.99999999999774,2.000000000002,100.00000000000009,69.9999999999923,-640.9999999999911,-382.000000000005,156.99999999998494,215.00000000000963,274.0000000000009,326.9999999999982,-361.99999999999477,-139.00000000000023,,-853.9999999999944
2018.07.16,-273.000000000001,-555.9999999999787,153.0000000000058,-130.99999999999224,194.0000000000053,-289.0000000000059,47.99999999998139,-23.999999999990695,104.99999999999955,90.99999999999665,-770.0000000000102,-466.0000000000082,166.99999999998383,181.9999999999933,322.9999999999933,332.00000000000784,-399.0000000000009,-86.0000000000083,,-1399.0000000000296
2018.07.16,-390.0000000000015,-622.9999999999958,108.00000000000409,-87.99999999999919,182.99999999999983,-304.9999999999997,96.99999999999153,-121.99999999999989,42.0000000000087,68.99999999999685,-788.0000000000109,-510.0000000000193,332.9999999999833,95.00000000000064,260.9999999999957,284.9999999999966,-385.0000000000051,-102.00000000000209,,-1840.0000000000566
2018.07.16,-319.0000000000026,-511.99999999997914,123.00000000000466,-139.00000000000023,139.99999999999568,-294.00000000000534,101.99999999997988,-112.000000000001,80.00000000000229,62.99999999999084,-682.9999999999927,-431.0000000000116,158.99999999999804,198.99999999999363,304.9999999999926,248.99999999999523,-382.99999999999557,-9.00000000000345,,-1462.0000000000389
2018.07.16,-330.0000000000081,-537.9999999999941,87.0000000000033,-38.99999999998904,97.00000000000264,-304.00000000000426,98.99999999998244,-169.99999999999238,78.00000000000028,80.99999999999774,-668.0000000000064,-411.00000000000136,295.0000000000008,229.99999999999687,198.99999999999807,174.99999999999716,-367.00000000000443,-9.00000000000345,,-1495.0000000000243
2018.07.16,-340.00000000000693,-335.9999999999808,150.00000000000568,41.000000000002146,72.0000000000054,-239.0000000000003,179.99999999998016,-193.99999999999417,11.00000000000545,-11.00000000000545,-519.0000000000055,-397.0000000000198,295.0000000000008,140.0000000000068,209.99999999999375,192.00000000000728,-340.999999999994,-51.000000000001044,,-1137.0000000000005
2018.07.16,-282.0000000000045,-411.99999999999017,198.99999999999807,-133.00000000000534,77.00000000000485,-247.00000000000833,127.99999999999478,-146.99999999999713,59.000000000009045,47.9999999999925,-669.0000000000111,-443.00000000001205,75.00000000000284,180.0000000000024,359.99999999999943,233.0000000000041,-382.99999999999557,70.99999999999883,,-1286.000000000017
2018.07.16,-372.0000000000057,-405.9999999999952,135.00000000000512,-219.99999999999798,92.00000000000318,-255.00000000000523,142.99999999998204,-200.99999999999562,9.00000000000345,-26.000000000003798,-576.9999999999982,-468.00000000001774,92.00000000000318,70.99999999999883,367.00000000000443,201.99999999999818,-352.99999999999443,113.99999999999189,,-1653.000000000024
2018.07.16,-418.0000000000073,-439.99999999999596,85.99999999999852,-270.99999999999903,153.99999999999858,-295.0000000000008,205.99999999999508,-170.99999999999892,14.999999999998348,7.0000000000014495,-549.0000000000066,-398.00000000002456,17.000000000000348,182.99999999999983,364.0000000000043,236.0000000000042,-359.99999999999943,71.99999999999429,,-1562.0000000000375
2018.07.16,-245.0000000000063,-80.99999999999774,180.99999999999739,-231.99999999998778,9.999999999998899,-136.00000000000279,88.99999999998354,-184.99999999999073,-26.999999999999247,-169.00000000000804,-276.00000000001046,-417.0000000000016,-49.00000000001015,-95.00000000000064,411.9999999999919,147.00000000000557,-246.9999999999999,231.99999999999886,,-1088.0000000000393
