date,USDCHF,EURUSD,AUDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2020.08.17,-34.99999999999615,-42.999999999993044,-128.00000000000588,-95.00000000000064,-120.99999999999511,24.000000000001798,100.99999999999554,34.000000000000696,-2.000000000002,-207.9999999999984,-301.0000000000179,-208.99999999998897,171.00000000001003,53.999999999998494,-206.00000000000307,-309.99999999999915,-69.00000000000794,,-1343.0000000000018
2020.08.17,9.999999999998899,-46.999999999997044,-74.00000000000739,69.9999999999923,-82.99999999999841,-19.00000000000235,34.99999999999615,19.00000000000235,-3.999999999992898,-218.9999999999941,-618.0000000000074,-212.99999999999386,36.999999999998145,-63.99999999999739,-121.00000000000932,-307.99999999999716,-60.99999999999994,,-1660.0000000000095
2020.08.17,-2.000000000002,-51.000000000001044,-131.99999999999878,-7.0000000000014495,-141.9999999999959,-4.999999999999449,102.99999999999754,4.000000000004,-78.00000000000028,-187.00000000001182,-479.0000000000072,-232.99999999998988,130.0000000000079,-150.99999999999002,-184.0000000000117,-375.9999999999986,-208.99999999999253,,-1998.9999999999911
2020.08.17,14.999999999998348,-36.999999999998145,-128.00000000000588,17.000000000000348,-102.00000000000387,13.999999999991797,107.99999999999699,-29.999999999996696,-65.99999999999939,-171.99999999999704,-487.99999999999955,-197.9999999999933,136.00000000000279,-278.9999999999848,-171.00000000000648,-368.00000000000165,-296.9999999999917,,-2045.9999999999882
2020.08.17,-12.000000000000899,-103.00000000000864,-206.00000000000617,36.999999999998145,-111.0000000000042,12.000000000000899,156.99999999999602,-56.0000000000005,-81.9999999999932,-185.00000000000227,-517.0000000000119,-230.99999999999454,219.00000000001364,-426.9999999999996,-232.00000000001353,-453.99999999999886,-428.00000000000614,,-2619.000000000032
2020.08.17,-19.00000000000235,-140.0000000000068,-289.0000000000059,70.99999999999883,-102.99999999999443,19.999999999997797,234.99999999999633,-21.999999999999797,-78.99999999999574,-217.9999999999893,-548.9999999999995,-256.9999999999908,364.00000000000875,-373.99999999998545,-314.00000000000716,-551.9999999999969,-496.99999999999187,,-2722.9999999999645
2020.08.17,41.9999999999976,-59.99999999999339,-229.00000000000142,79.00000000000685,-49.99999999999716,29.000000000001247,226.00000000000398,-53.999999999998494,-74.99999999999174,-162.00000000000614,-544.0000000000111,-196.99999999998852,331.999999999999,-475.99999999998755,-265.00000000000057,-525.9999999999932,-530.9999999999926,,-2460.999999999953
2020.08.17,38.0000000000047,-96.00000000000719,-322.00000000000006,113.99999999999189,1.9999999999953388,43.999999999999595,300.99999999999574,-89.00000000000574,-68.99999999999685,-139.00000000001,-553.0000000000035,-163.99999999998727,495.000000000001,-628.9999999999907,-322.00000000000273,-617.9999999999964,-743.0000000000048,,-2750.0000000000173
2020.08.17,43.00000000000415,-86.0000000000083,-272.00000000000557,65.00000000000395,31.00000000000591,36.999999999998145,265.0000000000041,-95.99999999999609,-107.00000000000153,-45.99999999999227,-494.00000000001666,-131.9999999999908,392.00000000001455,-647.9999999999819,-256.0000000000002,-565.9999999999999,-683.9999999999957,,-2553.999999999958
2020.08.17,41.000000000002146,-83.00000000001084,-233.00000000000543,82.99999999998863,37.9999999999967,41.9999999999976,222.99999999999542,-45.000000000006146,-88.99999999999464,-58.9999999999975,-516.0000000000053,-118.99999999999977,304.00000000001535,-473.99999999999665,-205.0000000000125,-507.0000000000019,-519.0000000000028,,-2118.0000000000377
2020.08.17,7.0000000000014495,-218.00000000000708,-281.00000000000904,93.99999999999409,-70.99999999999795,51.99999999999649,244.99999999999523,9.00000000000345,-148.99999999999915,-200.9999999999934,-507.000000000013,-332.9999999999984,232.00000000000998,-456.9999999999963,-300.00000000001137,-524.0000000000023,-459.99999999999375,,-2862.000000000021
2020.08.17,14.000000000002899,-198.00000000000927,-290.00000000000136,109.00000000000354,-51.9999999999925,73.00000000000084,261.99999999999557,12.000000000000899,-130.99999999999224,-195.99999999999795,-473.99999999999665,-301.9999999999925,278.00000000000045,-428.9999999999905,-306.0000000000116,-514.9999999999987,-469.99999999999267,,-2614.999999999972
2020.08.17,23.00000000000635,-217.0000000000005,-250.00000000000577,79.99999999999119,-55.999999999997385,56.99999999999594,229.00000000000142,-46.00000000000159,-174.99999999999181,-165.99999999999682,-467.0000000000174,-337.99999999999386,161.00000000001114,-642.9999999999936,-272.00000000000557,-488.999999999995,-526.0000000000042,,-3094.9999999999973
2020.08.17,21.00000000000435,-222.99999999999542,-201.00000000000674,65.99999999998829,-15.000000000000568,47.9999999999925,183.99999999999528,-87.00000000000374,-186.99999999999272,-103.00000000000864,-470.9999999999992,-300.9999999999877,36.999999999998145,-783.9999999999848,-192.00000000000728,-434.9999999999965,-527.9999999999951,,-3170.9999999999995
2020.08.17,36.999999999998145,-181.9999999999933,-137.00000000000932,42.0000000000087,-30.000000000001137,63.00000000000195,138.00000000000477,-99.00000000000463,-190.99999999999673,-92.99999999998931,-402.0000000000135,-293.99999999999693,-48.99999999998794,-785.9999999999978,-149.0000000000009,-349.99999999999477,-469.99999999999267,,-2951.9999999999654
2020.08.17,29.000000000001247,-184.99999999999073,-126.0000000000039,-2.999999999997449,-85.99999999999852,51.000000000001044,121.00000000000443,-95.00000000000064,-220.99999999999343,-104.99999999998977,-365.0000000000153,-347.999999999999,-83.9999999999952,-767.9999999999909,-164.00000000000148,-341.0000000000024,-442.9999999999934,,-3132.9999999999654
2020.08.17,13.00000000000745,-188.00000000001037,-150.00000000000568,-36.999999999998145,-81.99999999999363,51.99999999999649,134.0000000000008,-82.00000000000429,-230.99999999999233,-63.99999999999295,-313.00000000000773,-322.9999999999933,-29.999999999996696,-697.9999999999986,-175.00000000001137,-356.00000000000074,-431.0000000000036,,-2961.0000000000045
2020.08.17,-43.999999999999595,-232.00000000000998,-161.00000000000003,-65.00000000000395,-153.99999999999636,24.999999999997247,102.99999999999754,-104.00000000000409,-227.99999999999488,-115.99999999998545,-358.00000000001387,-368.9999999999998,-61.99999999998429,-719.000000000003,-188.0000000000024,-358.9999999999982,-419.9999999999982,,-3450.999999999999
2020.08.17,-78.00000000000028,-266.0000000000107,-200.00000000000017,-49.00000000001015,-146.0000000000008,39.00000000000014,119.00000000000244,-99.00000000000463,-210.99999999999451,-123.99999999999523,-331.0000000000146,-347.999999999999,-21.00000000000435,-689.9999999999907,-193.00000000001205,-347.9999999999928,-432.9999999999945,,-3379.000000000022
2020.08.17,-134.99999999999625,-242.99999999999324,-187.00000000000384,-43.999999999999595,-174.99999999999716,27.999999999994696,63.00000000000195,-134.99999999999625,-131.99999999999878,-164.99999999999204,-368.00000000001273,-274.0000000000009,-21.999999999988695,-658.0000000000031,-150.00000000000568,-282.99999999999994,-412.9999999999967,,-3292.9999999999886
