date,USDCHF,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2021.10.04,-170.99999999999892,-141.00000000000225,-265.0000000000041,0.0,0.0,-24.999999999997247,-150.00000000000568,-127.99999999999478,-103.99999999999298,-286.99999999999284,-70.99999999999883,-121.00000000000932,-85.00000000000796,-89.99999999999008,,-1637.9999999999948
2021.10.04,-94.00000000000519,-143.00000000000423,8.999999999992347,15.00000000000945,45.99999999999227,-43.00000000000415,-175.99999999999838,-23.999999999990695,-123.00000000000644,-124.99999999999733,-151.00000000001222,-109.99999999999943,-10.000000000005116,-79.99999999999119,,-1009.0000000000202
2021.10.04,-107.00000000000153,-319.99999999999807,-120.99999999999334,-42.999999999993044,-34.000000000006025,-151.00000000000114,-177.00000000000495,-12.999999999996348,-134.99999999999625,-139.00000000000023,-26.0000000000149,-71.00000000001216,-14.000000000010004,-153.99999999999858,,-1505.0000000000268
2021.10.04,-102.99999999999754,-311.00000000000574,-181.9999999999933,-59.99999999999339,-70.99999999999795,-152.00000000000767,-161.00000000000003,-31.999999999998696,-109.99999999998789,-137.9999999999937,18.999999999991246,132.99999999999557,205.99999999998886,-117.99999999999588,,-1079.9999999999961
2021.10.04,-82.00000000000429,-288.9999999999948,-191.00000000000784,-69.9999999999923,-51.00000000000193,-151.00000000000114,-170.99999999999892,-28.999999999990145,4.000000000004,-188.9999999999947,129.00000000000134,93.99999999999409,185.99999999999284,-132.99999999999423,,-942.999999999988
2021.10.04,-109.99999999999899,-307.0000000000017,-191.99999999999218,-66.99999999999484,-52.00000000000671,-141.99999999999767,-177.00000000000495,-32.999999999994145,36.999999999998145,-211.99999999998997,119.00000000000244,27.999999999991587,153.99999999999636,-148.99999999999915,,-1102.9999999999916
2021.10.04,-136.00000000000279,-321.0000000000046,-190.00000000000128,-72.0000000000054,-69.00000000000261,-119.00000000000244,-170.99999999999892,-30.999999999992145,56.000000000011596,-218.99999999999142,161.99999999999548,12.999999999991019,123.99999999999523,-148.99999999999915,,-1122.000000000007
2021.10.04,-85.99999999999719,-253.99999999999866,-182.99999999999983,-69.9999999999923,-1.9999999999953388,-102.00000000000209,-141.00000000000225,-23.999999999990695,124.99999999999733,-348.9999999999993,314.99999999999864,-84.00000000000318,30.9999999999917,-152.99999999999204,,-976.9999999999851
2021.10.04,-51.000000000001044,-178.00000000000037,-104.99999999999955,-63.99999999999739,-22.999999999996135,-92.00000000000318,-97.9999999999981,20.0000000000089,-36.999999999998145,-344.00000000001097,246.99999999999721,-85.00000000000796,-4.0000000000048885,-111.99999999998988,,-926.0000000000016
2021.10.04,-36.999999999998145,-180.0000000000024,-78.00000000000028,-83.9999999999952,-28.000000000005798,-106.00000000000608,-114.99999999999844,62.000000000006494,-42.0000000000087,-310.0000000000103,270.99999999999903,-93.00000000000352,-63.00000000000239,-87.99999999999919,,-891.0000000000249
