date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.09.18,-75.00000000000284,-114.0000000000141,-48.000000000003595,-26.999999999999247,-38.0000000000047,-85.99999999998609,-39.00000000000148,-42.999999999993044,-46.00000000000159,-116.00000000000499,-256.99999999999613,-135.99999999999568,-8.999999999992347,-151.00000000001222,-7.999999999995566,-19.99999999999602,-64.99999999999773,-99.00000000000463,-50.0000000000056,-92.00000000000318,,-1519.0000000000107
2017.09.18,53.00000000000304,-120.00000000000898,-78.00000000000028,-17.999999999995797,-107.00000000000153,-102.00000000000209,-96.00000000000364,-86.99999999999264,-32.999999999994145,89.99999999999008,-448.9999999999883,-259.9999999999909,49.99999999999449,-201.00000000000674,-76.99999999999818,-84.00000000000318,-189.99999999999773,-80.00000000000229,15.999999999993797,-182.99999999999983,,-1956.0000000000048
2017.09.18,-46.999999999997044,-271.0000000000212,-82.99999999998863,-0.999999999995449,-226.00000000000398,-153.9999999999875,-227.00000000000387,-88.99999999999464,-41.000000000002146,114.99999999999844,-455.0000000000054,-330.0000000000125,160.99999999998892,-279.00000000000705,-88.99999999999864,-97.99999999999898,-271.99999999999136,-41.9999999999976,121.99999999999989,-241.00000000000233,,-2547.000000000021
2017.09.18,-41.9999999999976,-266.0000000000107,-24.000000000001798,-2.000000000002,-205.99999999999508,-116.99999999998934,-210.00000000000796,-60.99999999999994,-7.0000000000014495,118.99999999999133,-431.99999999998795,-301.9999999999925,180.0000000000024,-320.00000000000915,-83.99999999998897,-87.0000000000033,-206.99999999999363,-67.00000000000594,158.0000000000026,-267.0000000000172,,-2244.0000000000077
2017.09.18,-26.999999999999247,-231.0000000000034,-17.000000000000348,29.999999999996696,-190.00000000000128,-110.99999999999443,-195.0000000000074,-62.99999999999084,-24.000000000001798,144.99999999999514,-401.99999999999125,-299.0000000000066,194.99999999998963,-262.00000000000665,-110.99999999999,-97.99999999999898,-224.99999999999432,-41.9999999999976,176.99999999999383,-209.00000000001472,,-1959.0000000000236
2017.09.18,-4.999999999999449,-206.00000000001728,-141.99999999999767,-0.999999999995449,-173.00000000000094,-134.99999999999625,-240.0000000000091,-60.99999999999994,-39.999999999995595,156.99999999999602,-404.0000000000044,-343.9999999999941,209.9999999999991,-272.00000000000557,-125.99999999999056,-143.00000000000068,-278.99999999999636,0.999999999995449,200.00000000000017,-215.00000000000963,,-2218.0000000000223
2017.09.18,-7.0000000000014495,-210.0000000000213,-136.00000000000279,-2.999999999997449,-170.99999999999892,-144.99999999999514,-243.99999999999977,-54.999999999993946,-47.9999999999925,141.99999999999767,-390.0000000000015,-338.99999999999864,256.99999999999613,-284.00000000001756,-100.99999999999909,-147.99999999999613,-274.0000000000009,17.000000000000348,209.9999999999991,-170.00000000000347,,-2099.000000000027
2017.09.18,-14.000000000002899,-220.00000000002018,-133.00000000000534,9.00000000000345,-156.99999999999602,-190.99999999998562,-301.00000000000193,-78.00000000000028,-85.00000000000173,129.9999999999968,-414.00000000000324,-432.00000000001637,285.00000000000193,-279.00000000000705,-145.99999999998658,-210.00000000000796,-304.00000000000205,26.999999999999247,214.99999999999852,-175.00000000001404,,-2473.000000000051
2017.09.18,16.0000000000049,-251.00000000000122,-89.99999999999008,60.99999999999994,-232.99999999999432,-213.99999999998087,-302.0000000000067,-120.99999999999334,-151.9999999999966,188.9999999999947,-322.00000000000006,-475.9999999999991,209.9999999999991,-247.00000000001944,-240.99999999999966,-331.00000000000307,-375.0,48.99999999999905,225.99999999999287,-158.0000000000137,,-2762.0000000000077
2017.09.18,-26.999999999999247,-263.00000000001324,-28.000000000005798,141.99999999999767,-302.0000000000023,-243.99999999999977,-334.0000000000032,-173.9999999999964,-236.00000000000287,227.99999999999488,-113.99999999999189,-473.0000000000132,168.99999999999693,-68.00000000000139,-250.99999999999056,-374.00000000000944,-442.99999999999784,109.00000000000354,221.99999999999997,-136.00000000000279,,-2597.000000000037
