date,GBPUSD,EURCHF,GBPJPY,GBPCAD,NZDCAD,empty,sum
2017.11.13,-1.0000000000065512,0.0,-221.99999999998,-218.99999999999142,-216.0000000000051,,-657.9999999999831
2017.11.13,14.999999999987246,153.00000000000313,-246.99999999998568,-211.99999999998997,-215.00000000000963,,-505.9999999999949
2017.11.13,-103.00000000000864,251.99999999998556,-265.99999999999113,-218.00000000000708,-250.00000000000577,,-585.0000000000271
2017.11.13,-470.9999999999992,307.99999999999716,-157.99999999998704,18.0000000000069,-248.99999999999923,,-551.9999999999815
2017.11.13,-582.0000000000158,244.9999999999841,154.00000000002478,330.0000000000081,-269.00000000000813,,-122.00000000000699
2017.11.13,-469.0000000000083,224.99999999998633,219.0000000000225,334.9999999999964,-273.000000000001,,36.99999999999591
2017.11.13,-551.0000000000126,219.99999999999798,288.0000000000109,383.0,-250.00000000000577,,89.99999999999048
2017.11.13,-487.99999999999955,230.9999999999812,280.00000000000114,415.0000000000098,-213.00000000000762,,224.999999999985
2017.11.13,-522.0000000000002,242.99999999999324,255.00000000002387,425.99999999999307,-230.000000000008,,172.00000000000196
2017.11.13,-468.00000000000176,243.99999999999977,216.00000000000819,422.00000000001125,-248.99999999999923,,165.00000000001822
2017.11.13,-463.9999999999977,252.99999999999213,228.00000000000864,424.00000000000216,-221.99999999999997,,219.00000000000526
2017.11.13,-461.0000000000003,251.00000000000122,257.000000000005,439.0000000000116,-208.00000000000819,,278.0000000000093
2017.11.13,-462.0000000000068,246.99999999999721,240.0000000000091,465.0000000000043,-202.0000000000022,,288.0000000000016
2017.11.13,-446.9999999999974,241.00000000000233,-144.9999999999818,414.00000000000324,-246.00000000000176,,-182.9999999999754
2017.11.13,-439.99999999999596,275.9999999999874,192.00000000000728,432.9999999999945,-287.0000000000039,,173.99999999998926
2017.11.13,-385.00000000001313,258.99999999998704,189.99999999999773,402.0000000000135,-316.0000000000052,,149.99999999997993
2017.11.13,-477.0000000000163,217.99999999998488,324.0000000000123,422.9999999999956,-285.00000000000193,,202.99999999997453
2017.11.13,-534.9999999999966,178.99999999999582,539.0000000000157,523.0000000000068,-324.00000000000205,,382.00000000001967
2017.11.13,-737.0000000000099,184.99999999999073,610.0000000000136,533.0000000000057,-317.0000000000006,,273.9999999999996
2017.11.13,-792.0000000000149,121.99999999999989,804.000000000002,726.0000000000044,-309.99999999999915,,549.9999999999923
2017.11.13,-836.9999999999989,144.99999999999514,737.0000000000232,567.0000000000064,-291.0000000000079,,321.0000000000179
2017.11.13,-975.9999999999991,102.00000000000209,847.0000000000084,668.0000000000019,-280.00000000000244,,361.00000000001086
2017.11.13,-1033.0000000000173,163.9999999999864,1078.000000000003,858.0000000000032,-278.00000000000045,,788.9999999999748
2017.11.13,-1027.0000000000002,190.99999999998562,1076.0000000000218,722.0000000000005,-200.00000000000017,,762.0000000000075
2017.11.13,-958.0000000000144,245.99999999999068,1108.000000000004,705.0000000000001,-189.00000000000583,,911.9999999999746
2017.11.13,-947.000000000009,58.99999999998684,1098.0000000000132,722.0000000000005,-190.00000000000128,,741.9999999999902
2017.11.13,-878.000000000001,2.999999999997449,1048.0000000000018,648.0000000000041,-172.00000000000549,,648.9999999999969
2017.11.13,-821.000000000005,18.999999999991246,906.0000000000059,648.0000000000041,-173.00000000000094,,578.9999999999953
2017.11.13,-819.9999999999985,-39.00000000001125,999.0000000000236,693.9999999999947,-109.00000000000354,,725.000000000005
2017.11.13,-773.0000000000015,-40.0000000000178,968.0000000000177,541.9999999999981,-129.00000000000134,,567.9999999999951
2017.11.13,-738.0000000000164,-29.999999999996696,950.000000000017,520.0000000000093,-131.99999999999878,,570.0000000000146
2017.11.13,-896.000000000008,99.99999999998899,1004.0000000000191,509.00000000000387,-196.00000000000728,,520.9999999999967
2017.11.13,-792.0000000000149,52.99999999999194,987.9999999999995,418.9999999999916,-239.0000000000003,,428.9999999999678
2017.11.13,-807.0000000000022,103.99999999999298,868.9999999999998,327.99999999999494,-275.000000000003,,218.9999999999825
2017.11.13,-783.0000000000003,214.99999999998744,433.00000000002115,119.00000000000244,-200.00000000000017,,-215.99999999998954
2017.11.13,-565.9999999999999,177.99999999998929,341.0000000000082,-65.00000000000395,-187.00000000000384,,-299.0000000000102
2017.11.13,-580.0000000000027,218.99999999999142,431.0000000000116,-28.999999999990145,-218.00000000000708,,-176.99999999999693
2017.11.13,-667.0000000000176,305.9999999999841,517.0000000000243,-24.000000000001798,-228.00000000000597,,-96.00000000001697
2017.11.13,-697.9999999999986,370.999999999988,493.0000000000234,53.999999999998494,-200.00000000000017,,20.000000000011113
2017.11.13,-684.000000000018,302.0000000000023,417.0000000000016,66.99999999999484,-187.00000000000384,,-85.00000000002309
2017.11.13,-565.9999999999999,297.9999999999983,411.00000000000136,0.0,-209.9999999999991,,-66.99999999999932
2017.11.13,-548.9999999999995,283.99999999999534,432.00000000001637,-12.999999999996348,-208.00000000000819,,-53.99999999999238
2017.11.13,-551.0000000000126,261.0000000000001,445.0000000000216,-7.0000000000014495,-225.00000000000853,,-77.00000000000088
2017.11.13,-555.0000000000166,272.99999999998994,438.0000000000166,-29.999999999996696,-260.00000000000466,,-134.00000000001143
2017.11.13,-543.0000000000045,295.0000000000008,330.0000000000125,-18.0000000000069,-236.00000000000287,,-172.00000000000102
2017.11.13,-495.000000000001,330.9999999999924,342.00000000001296,-106.99999999999044,-250.00000000000577,,-178.99999999999187
2017.11.13,-490.0000000000126,329.99999999998585,356.9999999999993,-75.00000000000284,-231.99999999999886,,-110.00000000002916
2017.11.13,-509.00000000000387,312.9999999999855,343.00000000001774,-39.999999999995595,-245.0000000000063,,-138.00000000000253
2017.11.14,-538.0000000000163,322.00000000000006,365.0000000000091,-69.00000000000794,-211.00000000000563,,-131.0000000000207
2017.11.14,-530.0000000000082,319.999999999987,368.9999999999998,-56.99999999999594,-211.00000000000563,,-109.000000000023
2017.11.14,-539.0000000000006,339.0000000000004,368.0000000000234,-112.000000000001,-256.0000000000007,,-199.99999999997843
2017.11.14,-536.0000000000032,337.99999999999386,356.00000000002296,-170.00000000000347,-236.00000000000287,,-247.9999999999927
2017.11.14,-467.0000000000174,353.0000000000033,175.00000000001137,-197.99999999998707,-234.00000000000088,,-370.9999999999907
2017.11.14,-463.9999999999977,370.999999999988,200.00000000001705,-238.0000000000049,-221.00000000000452,,-352.00000000000205
2017.11.14,-473.99999999999665,373.99999999998545,216.00000000000819,-202.9999999999976,-147.00000000000824,,-234.00000000000887
2017.11.14,-459.0000000000094,394.9999999999898,206.00000000001728,-224.000000000002,-124.00000000000189,,-206.00000000000614
2017.11.14,-514.9999999999987,384.9999999999909,223.0000000000132,-211.00000000000563,-62.000000000006494,,-180.00000000000676
2017.11.14,-506.0000000000064,387.99999999998835,322.00000000000273,-197.00000000000273,-20.0000000000089,,-13.000000000026976
2017.11.14,-517.0000000000119,397.0000000000029,323.0000000000075,-180.0000000000024,-1.0000000000065512,,21.999999999989527
2017.11.14,-534.9999999999966,407.99999999998613,298.0000000000018,-192.99999999999872,-203.00000000000873,,-225.0000000000161
2017.11.14,-529.0000000000017,419.9999999999982,338.0000000000223,-173.00000000000094,84.99999999999064,,141.00000000000847
2017.11.14,-485.0000000000021,412.9999999999967,324.0000000000123,-180.99999999998673,128.99999999999022,,200.00000000001037
2017.11.14,-493.0000000000101,410.99999999998363,270.00000000001023,-194.99999999998963,161.99999999999548,,154.9999999999896
2017.11.14,-487.0000000000152,445.99999999999085,306.0000000000116,-191.99999999999218,178.00000000000037,,250.99999999999545
2017.11.14,-556.0000000000009,441.0000000000025,300.00000000001137,-208.00000000000819,171.99999999999437,,148.99999999999915
2017.11.14,-676.0000000000099,421.99999999998903,441.0000000000025,-112.000000000001,189.99999999999017,,264.9999999999708
2017.11.14,-714.0000000000147,422.9999999999956,411.00000000000136,-73.99999999999629,261.99999999999557,,307.9999999999816
2017.11.14,-741.9999999999982,548.9999999999995,342.00000000001296,-79.00000000000685,229.99999999999687,,300.0000000000043
2017.11.14,-713.0000000000081,522.0000000000002,-27.999999999991587,-313.00000000000773,268.99999999999704,,-263.0000000000101
2017.11.14,-560.0000000000049,563.0000000000024,-2.999999999985903,-364.9999999999931,175.99999999999838,,-188.99999999998315
2017.11.14,-585.9999999999976,571.9999999999948,23.000000000024556,-367.0000000000062,173.00000000000094,,-184.99999999998354
2017.11.14,-916.0000000000057,597.0000000000031,93.00000000001774,28.000000000005798,166.99999999999494,,-30.99999999998414
2017.11.14,-717.000000000012,634.9999999999856,367.00000000001864,-7.0000000000014495,62.99999999999084,,340.9999999999815
2017.11.14,-794.0000000000058,642.9999999999936,463.99999999999864,43.999999999999595,59.99999999999339,,416.9999999999795
2017.11.14,-791.0000000000084,614.9999999999877,475.9999999999991,144.99999999999514,151.00000000000114,,595.9999999999746
2017.11.14,-641.0000000000027,664.9999999999823,301.00000000001614,-35.999999999991594,161.00000000000003,,450.0000000000041
2017.11.14,-699.0000000000052,556.0000000000009,392.00000000002433,41.000000000002146,152.99999999999204,,443.0000000000142
2017.11.14,-645.0000000000067,563.0000000000024,421.0000000000207,106.00000000000608,178.00000000000037,,623.0000000000229
2017.11.14,-662.000000000007,542.9999999999824,549.0000000000066,217.0000000000005,225.99999999999287,,872.9999999999753
2017.11.14,-736.0000000000033,571.9999999999948,582.9999999999984,340.9999999999913,229.99999999999687,,989.999999999978
2017.11.14,-686.0000000000089,626.9999999999998,576.0000000000218,309.0000000000037,197.99999999999818,,1024.0000000000146
2017.11.14,-689.0000000000063,638.9999999999895,600.0000000000227,-86.99999999999264,37.99999999999359,,501.000000000007
2017.11.14,-631.0000000000038,508.9999999999817,550.0000000000114,-554.9999999999944,-126.99999999999933,,-254.00000000000443
