date,EURUSD,USDJPY,USDCAD,CADCHF,AUDCHF,EURJPY,AUDJPY,empty,sum
2019.09.30,-22.999999999995246,-37.9999999999967,-8.999999999992347,-70.0000000000034,-71.99999999999429,-67.99999999999784,-64.00000000000716,,-343.999999999987
2019.09.30,-21.00000000000435,-40.99999999999682,8.999999999992347,-56.0000000000005,-76.99999999999375,-79.00000000000773,-67.99999999999784,,-333.00000000000864
2019.09.30,-42.999999999993044,-42.999999999992156,8.000000000008,-107.00000000000153,-95.99999999999609,-55.00000000000682,-66.0000000000025,,-401.99999999998414
2019.09.30,-58.000000000002494,25.99999999999625,29.999999999996696,-74.00000000000739,-65.00000000000395,-15.000000000000568,-7.000000000005002,,-163.00000000002646
2019.09.30,-41.99999999998649,30.000000000001137,28.999999999990145,-72.0000000000054,-73.99999999999629,-10.000000000005116,-16.000000000005343,,-155.00000000000736
2019.09.30,-38.0000000000047,-1.9999999999953388,26.999999999999247,-84.0000000000063,-73.99999999999629,-34.99999999999659,-25.99999999999625,,-231.9999999999962
2019.09.30,-18.999999999991246,-24.999999999991473,25.999999999992696,-91.00000000000774,-80.99999999999774,-42.00000000000159,-48.00000000000182,,-279.9999999999989
2019.09.30,2.0000000000131024,-54.000000000002046,36.999999999998145,-87.99999999999919,-80.00000000000229,-31.00000000000591,-49.000000000006594,,-263.0000000000048
2019.09.30,31.000000000003247,-42.00000000000159,60.99999999999994,-89.00000000000574,-54.999999999993946,34.99999999999659,7.999999999995566,,-51.00000000000594
2019.09.30,42.0000000000087,-54.99999999999261,43.999999999999595,-89.00000000000574,-143.9999999999997,-15.000000000000568,-105.99999999999454,,-322.9999999999849
2019.09.30,50.0000000000167,11.00000000000989,38.0000000000047,-85.00000000000173,-92.00000000000318,75.00000000000284,-22.999999999996135,,-25.999999999966917
2019.09.30,52.000000000007596,3.0000000000001137,39.999999999995595,-112.000000000001,-78.00000000000028,99.00000000000375,7.999999999995566,,12.000000000001336
2019.09.30,66.00000000001049,3.0000000000001137,28.000000000005798,-111.00000000000554,-36.999999999998145,79.9999999999983,49.000000000006594,,78.0000000000176
2019.09.30,60.99999999999994,17.000000000010118,31.000000000003247,-111.00000000000554,-43.00000000000415,90.00000000000341,45.000000000001705,,90.00000000000873
2019.09.30,48.000000000003595,2.0000000000095497,31.000000000003247,-109.99999999999899,-48.000000000003595,81.00000000000307,37.00000000000614,,41.00000000002302
2019.09.30,31.000000000003247,30.000000000001137,18.999999999991246,-101.00000000000664,-19.00000000000235,90.00000000000341,63.00000000000239,,112.99999999999244
2019.09.30,19.999999999997797,69.00000000000261,1.999999999990898,-106.00000000000608,-26.000000000003798,112.99999999999955,88.99999999999864,,160.9999999999796
2019.09.30,15.00000000000945,112.00000000000898,15.999999999993797,-107.99999999999699,28.000000000005798,161.00000000000136,171.99999999999704,,396.00000000001944
2019.09.30,31.000000000003247,88.00000000000807,17.000000000000348,-182.99999999999983,-51.000000000001044,167.99999999999216,143.00000000000068,,213.0000000000036
2019.09.30,-41.99999999998649,94.99999999999886,-25.00000000000835,-201.00000000000674,-70.0000000000034,90.00000000000341,129.0000000000049,,-23.99999999999784
2019.09.30,-72.99999999998974,112.00000000000898,-60.99999999999994,-195.00000000000074,-41.000000000002146,66.0000000000025,161.00000000000136,,-30.999999999979707
2019.09.30,-58.000000000002494,96.00000000000364,-80.99999999999774,-250.00000000000577,-80.99999999999774,91.99999999999875,132.000000000005,,-149.99999999999636
2019.09.30,39.00000000001125,49.000000000006594,-39.999999999995595,-284.0000000000065,-121.00000000000443,108.00000000000409,114.00000000000432,,-134.99999999998022
2019.09.30,18.0000000000069,48.00000000000182,49.99999999999449,-233.00000000000543,-93.99999999999409,78.99999999999352,138.00000000000523,,6.000000000002444
2019.09.30,59.000000000009045,-9.000000000000341,45.000000000006146,-246.00000000000176,-151.9999999999966,73.99999999999807,64.99999999999773,,-163.99999999998772
2019.09.30,121.00000000001555,-18.999999999991246,97.9999999999981,-297.9999999999983,-190.00000000000128,140.00000000000057,84.00000000000318,,-63.9999999999734
2019.09.30,146.00000000000168,-18.999999999991246,110.00000000001009,-350.00000000000585,-239.0000000000003,174.99999999999716,82.99999999999841,,-93.99999999999011
2019.09.30,138.0000000000159,-6.000000000000227,96.99999999999153,-373.00000000000114,-259.9999999999936,155.00000000000114,84.99999999999375,,-163.9999999999926
2019.09.30,171.00000000001003,17.000000000010118,120.99999999999334,-373.00000000000114,-312.00000000000114,222.99999999999898,69.99999999999318,,-82.99999999999665
2019.09.30,259.0000000000092,-25.99999999999625,97.9999999999981,-357.00000000000733,-302.9999999999977,263.9999999999958,31.00000000000591,,-33.999999999992326
2019.09.30,296.0000000000074,-137.99999999999102,79.99999999999119,-414.00000000000324,-319.0000000000026,298.0000000000018,6.000000000000227,,-190.99999999999625
2019.09.30,405.9999999999952,-122.99999999999045,175.99999999999838,-439.0000000000005,-356.9999999999962,365.99999999999966,24.00000000000091,,53.00000000000705
