date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2020.09.28,-29.000000000001247,-35.00000000000725,0.0,-120.00000000000455,-15.00000000000945,-55.000000000005045,-21.00000000000435,-2.999999999997449,-27.000000000001023,-59.99999999999339,-70.0000000000034,-18.0000000000069,-230.99999999999454,0.0,-129.99999999998568,-76.0000000000094,-78.00000000000028,-112.00000000000898,-25.99999999999625,-159.00000000000603,-50.0000000000056,,-1315.0000000000412
2020.09.28,-31.999999999998696,-68.00000000000139,7.0000000000014495,-158.00000000000125,-15.00000000000945,-117.99999999999588,-29.999999999996696,-8.999999999992347,73.0000000000075,-44.99999999999504,-57.00000000000705,-7.9999999999968985,-264.99999999998636,-28.000000000005798,-184.99999999999073,-120.99999999999334,-104.00000000001519,-137.00000000000045,85.00000000000796,-233.99999999999466,5.999999999994898,,-1442.9999999999695
2020.09.28,-51.99999999999649,-96.00000000000719,43.999999999999595,-192.99999999999784,-73.00000000001194,-148.0000000000037,28.999999999990145,-12.999999999996348,121.99999999999989,-70.99999999999883,-146.00000000000168,92.99999999999864,-228.999999999985,-1.0000000000065512,21.00000000000435,-143.00000000000423,-104.00000000001519,-189.99999999999773,123.00000000000466,-227.99999999999443,29.000000000001247,,-1226.0000000000189
2020.09.28,-2.000000000002,-34.000000000000696,99.99999999998899,-96.00000000000364,-34.000000000000696,-121.99999999999989,60.99999999999994,12.000000000012001,155.00000000000114,-53.999999999998494,-123.00000000000644,141.00000000000225,-145.99999999998658,-5.999999999994898,100.0000000000112,-158.99999999999804,-25.00000000000835,-134.00000000000034,151.00000000001046,-197.00000000000273,88.99999999999464,,-322.99999999998215
2020.09.28,-19.00000000000235,10.999999999983245,79.00000000000685,-108.99999999999466,-38.0000000000047,-102.99999999999754,79.00000000000685,-4.999999999988347,153.0000000000058,-69.9999999999923,-135.00000000000733,173.00000000000094,-112.99999999999955,-18.0000000000069,178.00000000001148,-147.99999999999258,-13.000000000018552,-145.00000000001023,154.00000000001057,-191.0000000000025,76.99999999999375,,-202.99999999999807
2020.09.28,-12.999999999996348,-42.0000000000087,99.99999999998899,-103.9999999999992,-35.00000000000725,-112.000000000001,31.000000000003247,-4.999999999988347,147.99999999999613,-73.00000000000084,-141.00000000000225,143.9999999999997,-174.99999999998295,1.999999999990898,107.00000000001265,-153.00000000000313,-2.0000000000131024,-153.0000000000058,163.0000000000109,-195.99999999999795,84.99999999999064,,-424.0000000000137
2020.09.28,-67.00000000000594,-64.0000000000196,28.999999999990145,-105.00000000000398,-14.000000000002899,-121.00000000000443,5.999999999994898,-24.999999999986144,25.000000000005684,-67.9999999999903,-248.99999999999923,124.99999999999733,-159.9999999999966,58.99999999998684,110.00000000001009,-201.99999999999108,-54.0000000000207,-143.00000000000068,76.00000000000762,-180.99999999999739,52.99999999999194,,-970.0000000000344
2020.09.28,-92.00000000000318,-55.000000000005045,-70.99999999999883,1.9999999999953388,12.999999999996348,-112.000000000001,-17.000000000000348,-7.999999999985796,-152.9999999999916,-51.99999999999649,-231.0000000000034,87.99999999999919,-43.99999999998272,133.99999999998968,104.99999999999955,-205.00000000001074,65.99999999998829,-43.99999999999693,-34.99999999999659,-129.99999999999545,85.99999999999719,,-755.0000000000026
2020.09.28,-80.00000000000229,-13.000000000018552,-59.99999999999339,33.00000000000125,18.0000000000069,-100.00000000000009,-22.0000000000109,7.0000000000014495,-126.99999999999534,-90.99999999999665,-248.99999999999923,70.99999999999883,42.00000000000159,102.00000000000209,45.000000000006146,-124.99999999999733,56.99999999999594,-15.000000000000568,-25.99999999999625,-97.99999999999898,82.99999999999974,,-547.9999999999956
2020.09.28,-84.0000000000063,-41.000000000002146,4.000000000004,-30.000000000001137,7.0000000000014495,-139.99999999999568,-53.00000000001415,-24.000000000001798,-60.99999999999284,-95.00000000000064,-285.00000000000193,73.99999999999629,-75.9999999999934,114.99999999999844,324.0000000000132,-140.0000000000068,259.9999999999936,-67.99999999999784,168.99999999999693,-165.99999999999682,121.99999999999989,,-188.0000000000078
2020.09.28,-63.00000000000195,-94.00000000001629,62.000000000006494,16.000000000005343,-36.0000000000138,-192.00000000000327,-70.99999999999883,-51.99999999998539,-106.99999999999932,-98.99999999999353,-338.00000000000495,102.99999999999754,-20.999999999986585,121.99999999999989,409.99999999999926,-151.9999999999966,352.9999999999811,-34.000000000006025,210.99999999999852,-174.0000000000066,161.00000000000003,,4.999999999975074
2020.09.28,-58.000000000002494,-63.000000000013046,102.99999999998644,93.99999999999409,-22.999999999995246,-187.9999999999993,-39.999999999995595,-52.99999999999194,-134.00000000000034,-95.00000000000064,-339.0000000000004,127.99999999999478,59.00000000002592,105.99999999998388,399.00000000001603,-198.99999999999363,288.99999999998374,4.9999999999954525,145.00000000001023,-135.99999999999568,175.99999999999838,,176.00000000000065
2020.09.28,-68.00000000000139,-91.00000000001884,110.99999999999443,118.99999999999977,-11.00000000000545,-175.99999999999838,-59.99999999999339,-72.99999999998974,-164.00000000000148,-96.99999999999153,-302.0000000000023,119.00000000000244,77.0000000000266,144.99999999999514,354.0000000000099,-194.0000000000053,267.99999999997937,33.00000000000125,141.00000000000534,-109.99999999999943,173.00000000000094,,194.0000000000081
2020.09.28,-24.000000000001798,-97.9999999999981,117.99999999999588,131.00000000000023,-31.000000000003247,-187.00000000000384,-43.00000000001525,-31.999999999987594,-108.99999999999466,-79.99999999999119,-297.00000000000284,108.99999999999244,66.0000000000025,133.99999999998968,364.00000000000875,-184.99999999999073,281.99999999998226,25.99999999999625,140.00000000000057,-128.0000000000001,195.00000000000074,,350.9999999999799
2020.09.28,-36.999999999998145,-121.00000000001555,131.99999999999878,135.99999999999568,-59.99999999999339,-197.99999999999818,-76.0000000000094,-55.000000000005045,-114.99999999999488,-100.99999999999554,-320.00000000000915,100.99999999999554,47.000000000025466,120.99999999999334,415.0000000000098,-180.0000000000024,356.00000000000074,10.99999999999568,189.99999999999773,-132.99999999999557,175.99999999999838,,288.99999999999386
2020.09.28,-36.999999999998145,-99.00000000000463,89.00000000000574,135.99999999999568,-46.0000000000127,-190.00000000000128,-43.999999999999595,-48.000000000003595,-168.99999999999693,-85.99999999999719,-339.0000000000004,102.99999999999754,77.0000000000266,123.99999999999079,433.0000000000167,-180.0000000000024,318.9999999999804,21.000000000000796,180.00000000000682,-114.00000000000432,180.99999999999784,,310.9999999999978
2020.09.28,-43.999999999999595,-123.00000000000644,89.00000000000574,161.00000000000136,-26.999999999999247,-155.00000000000514,-100.0000000000112,-46.999999999997044,-168.99999999999693,-93.99999999999409,-338.00000000000495,75.9999999999983,83.00000000002683,150.99999999999002,461.0000000000003,-147.99999999999258,407.99999999998613,54.000000000002046,161.00000000000136,-66.0000000000025,141.99999999999767,,475.00000000000006
2020.09.28,-100.00000000000009,-158.99999999999804,36.999999999998145,171.00000000000648,-29.999999999996696,-155.00000000000514,-112.000000000001,-51.000000000001044,-256.0000000000002,-95.99999999999609,-333.0000000000055,56.99999999999594,81.00000000001728,170.00000000000347,241.00000000000233,-171.00000000001003,272.99999999998994,60.000000000002274,46.00000000000648,-61.99999999999761,121.99999999999989,,-266.9999999999895
2020.09.28,-117.00000000000044,-219.00000000001364,28.999999999990145,171.99999999999704,-38.0000000000047,-119.99999999999788,-211.00000000000563,-82.99999999998863,-268.99999999999125,-121.99999999999989,-325.00000000000864,2.000000000002,2.0000000000095497,207.00000000000162,106.00000000000608,-154.0000000000097,237.99999999998266,60.000000000002274,27.000000000001023,-21.000000000000796,60.99999999999994,,-775.0000000000286
2020.09.28,-92.99999999999864,-184.00000000000637,36.999999999998145,96.00000000000364,-35.00000000000725,-121.99999999999989,-178.99999999999582,-82.00000000000429,-198.99999999999807,-112.000000000001,-315.0000000000097,-19.999999999997797,-69.99999999999318,148.99999999999915,148.99999999999915,-195.9999999999962,229.99999999999687,39.00000000000148,103.00000000000864,-70.99999999999795,90.0000000000012,,-784.999999999998
2020.09.28,-94.00000000000519,-280.9999999999979,15.999999999993797,66.99999999999307,1.999999999990898,-146.99999999999713,-270.99999999999903,-38.0000000000047,-118.99999999999977,-109.99999999999899,-285.00000000000193,-70.99999999999883,-181.99999999998795,217.0000000000005,-34.000000000000696,-235.00000000000742,245.99999999999068,9.999999999990905,106.00000000000875,-105.00000000000398,134.0000000000008,,-1174.000000000034
2020.09.28,-112.000000000001,-380.00000000000256,1.999999999990898,87.0000000000033,59.99999999999339,-139.00000000000023,-357.00000000000733,-44.99999999998394,-177.99999999999727,-80.99999999999774,-268.0000000000016,-153.00000000000313,-242.999999999995,482.999999999989,-275.9999999999874,-276.9999999999939,137.9999999999937,52.99999999999727,46.00000000000648,-100.99999999999909,101.99999999999099,,-1639.000000000005
2020.09.28,-41.000000000002146,-501.0000000000181,31.000000000003247,37.9999999999967,116.00000000000499,-80.99999999999774,-339.0000000000004,0.0,-94.99999999999886,-2.999999999997449,-197.00000000000273,-170.00000000000347,-437.9999999999882,675.9999999999877,-461.99999999998465,-371.99999999999454,1.999999999990898,72.99999999999329,-16.999999999995907,-55.00000000000682,84.99999999999064,,-1750.0000000000234
2020.09.28,65.00000000000395,-801.0000000000073,133.00000000000534,72.00000000000273,36.999999999998145,-136.99999999999824,-512.0000000000014,35.00000000000725,49.000000000006594,50.0000000000056,-177.00000000000495,-317.0000000000006,-668.9999999999827,873.999999999997,-807.0000000000022,-419.9999999999982,-62.000000000006494,63.00000000000239,11.00000000000989,-81.99999999999363,110.99999999999443,,-2483.999999999962
2020.09.28,121.99999999999989,-967.0000000000067,153.00000000000313,153.0000000000058,45.99999999999049,-90.0000000000012,-642.0000000000092,38.0000000000047,37.9999999999967,79.00000000000685,-98.0000000000092,-436.9999999999985,-797.9999999999734,1021.9999999999895,-1068.9999999999866,-435.0000000000076,-99.00000000000463,91.99999999999875,-15.999999999991132,-7.000000000005002,103.99999999999298,,-2811.0000000000045
2020.09.28,87.99999999999919,-965.0000000000158,201.99999999999108,138.9999999999958,31.999999999987594,-110.99999999999443,-663.999999999998,7.0000000000014495,30.000000000001137,48.99999999999905,-139.00000000000023,-426.00000000000415,-825.9999999999934,1212.9999999999975,-1045.9999999999914,-418.9999999999916,-53.00000000001415,79.9999999999983,49.000000000006594,-31.999999999996476,68.99999999999685,,-2723.000000000025
2020.09.28,105.99999999999498,-1338.000000000017,221.00000000000452,120.00000000000455,-195.00000000001182,-204.99999999999963,-897.0000000000144,-14.999999999987246,52.00000000000671,-0.999999999995449,-187.00000000000384,-558.000000000003,-1202.9999999999745,1305.999999999985,-1280.9999999999989,-418.0000000000073,-72.0000000000054,-55.00000000000682,52.00000000000671,-132.99999999999557,42.999999999993044,,-4658.0000000000255
2020.09.28,192.00000000000327,-1509.0000000000048,351.99999999999676,132.99999999999557,-187.00000000000384,-199.00000000000472,-1039.000000000012,-15.999999999993797,147.99999999999613,11.00000000000545,-214.00000000000307,-690.0000000000017,-1378.9999999999907,1634.000000000002,-1385.9999999999984,-378.999999999996,-25.00000000000835,-52.00000000000671,149.0000000000009,-126.00000000000477,84.99999999999064,,-4497.000000000037
2020.09.28,195.00000000000074,-1517.0000000000127,316.0000000000052,126.00000000000477,-151.00000000001222,-195.9999999999962,-1032.0000000000107,12.000000000012001,165.99999999999682,31.000000000003247,-207.00000000000162,-695.0000000000011,-1401.9999999999868,1743.99999999999,-1402.9999999999986,-418.9999999999916,126.99999999998823,-35.0000000000108,210.99999999999852,-117.999999999995,78.00000000000028,,-4169.000000000018
2020.09.28,192.00000000000327,-1674.00000000002,365.99999999999966,78.00000000000296,-202.00000000001327,-256.0000000000007,-1137.9999999999945,-112.000000000001,188.0000000000024,21.00000000000435,-285.00000000000193,-741.0000000000027,-1601.9999999999754,1773.9999999999868,-1405.9999999999961,-632.0000000000103,182.99999999999983,-99.00000000000375,257.000000000005,-227.00000000000387,117.00000000000044,,-5198.000000000018
2020.09.28,119.00000000000244,-1457.0000000000193,415.99999999999415,60.000000000002274,-80.99999999999774,-221.99999999999997,-1021.0000000000052,-165.9999999999995,153.0000000000058,42.0000000000087,-279.00000000000705,-553.999999999999,-1406.9999999999823,1580.999999999988,-1224.9999999999873,-750.0000000000063,-28.000000000005798,-43.00000000000637,271.0000000000008,-183.9999999999975,136.99999999999824,,-4638.000000000012
2020.09.28,115.99999999999389,-1314.0000000000152,404.9999999999887,-3.0000000000001137,-29.999999999996696,-207.00000000000162,-920.0000000000097,-151.9999999999966,170.0000000000017,52.000000000007596,-251.00000000000122,-465.9999999999998,-1259.999999999991,1496.9999999999927,-1039.9999999999966,-754.9999999999945,-209.00000000001472,-43.99999999999693,228.00000000000864,-171.99999999999704,65.99999999999939,,-4289.00000000002
2020.09.28,95.00000000000064,-1104.0000000000161,401.00000000000693,-28.999999999996362,-36.999999999998145,-155.00000000000514,-795.9999999999967,-205.99999999999508,149.0000000000009,18.0000000000069,-284.0000000000065,-385.000000000002,-1164.999999999992,1425.9999999999939,-879.9999999999919,-669.0000000000085,-11.00000000000545,-66.0000000000025,293.00000000000637,-156.99999999999648,115.99999999999389,,-3446.000000000003
2020.09.28,48.000000000003595,-1263.000000000014,408.9999999999927,-45.000000000001705,-161.00000000001114,-195.9999999999962,-964.0000000000093,-245.99999999999068,173.00000000000182,-63.99999999999739,-331.999999999999,-429.0000000000016,-1334.9999999999795,1322.000000000001,-973.999999999986,-642.9999999999936,-64.0000000000196,-152.00000000000102,304.00000000000205,-213.99999999999864,42.999999999993044,,-4783.000000000007
2020.09.28,10.999999999994348,-1236.0000000000148,381.99999999999346,-34.000000000006025,-273.0000000000121,-227.99999999999488,-1014.0000000000038,-268.9999999999859,82.00000000000784,-154.99999999999403,-383.0,-441.0000000000025,-1282.999999999987,1244.0000000000007,-912.999999999986,-541.9999999999981,-102.00000000000209,-198.0000000000075,311.9999999999976,-240.99999999999966,47.9999999999925,,-5233.000000000008
