names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,50,"['NZDCAD', 'USDJPY']",100.0,-0.5766657654762045,S
GBPUSD,10,"['EURGBP', 'GBPCHF']",80.0,-0.5709365079365081,S
EURUSD,30,['NZDCAD'],80.0,0.6702515719574542,B
USDJPY,50,['AUDCAD'],80.0,-0.22524915484848176,S
USDCAD,15,['AUDJPY'],100.0,0.41451803751803756,B
NZDUSD,20,['EURGBP'],80.0,-0.555677877677878,S
GBPCHF,10,['NZDCAD'],80.0,-0.313047619047619,S
EURCHF,10,['AUDCAD'],80.0,-0.1893333333333333,S
CHFJPY,30,['NZDCAD'],80.0,0.6819556954912993,B
CADCHF,20,['EURCAD'],100.0,-0.4418038073038075,S
AUDCHF,15,['USDJPY'],80.0,-0.3837222222222223,S
EURGBP,10,['NZDCAD'],80.0,0.3507777777777779,B
GBPJPY,15,['EURAUD'],80.0,-0.5050315795315798,S
GBPCAD,10,"['USDCAD', 'CADJPY', 'EURJPY']",100.0,1.0,B
GBPAUD,10,"['EURUSD', 'EURGBP', 'GBPCHF']",80.0,-0.8726666666666667,S
EURCAD,10,['AUDUSD'],100.0,0.9520000000000001,B
EURAUD,10,['NZDJPY'],100.0,-0.35718253968253966,S
CADJPY,20,"['EURJPY', 'EURCAD']",80.0,-0.2947142857142857,S
NZDJPY,15,['GBPAUD'],80.0,-0.525906204906205,S
NZDCAD,10,"['AUDUSD', 'GBPCAD', 'NZDUSD']",100.0,0.59,B
