date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.09.03,-115.00000000000954,-19.00000000001345,-24.000000000001798,-2.0000000000131024,-25.999999999992696,-95.999999999985,-109.99999999999899,-34.000000000000696,-34.99999999999615,-26.999999999999247,-187.00000000001182,-28.000000000005798,-36.999999999998145,-86.00000000001273,-133.00000000000534,-34.99999999998504,-96.00000000000719,-108.00000000000409,-2.000000000002,-127.99999999999478,-83.9999999999952,,-1412.000000000033
2018.09.03,-77.00000000000485,17.000000000000348,-21.999999999988695,78.99999999998464,-26.999999999999247,-55.99999999998939,-129.9999999999968,7.9999999999968985,-0.999999999995449,10.999999999994348,-170.00000000001592,-9.999999999998899,-45.000000000006146,-67.00000000000728,-140.0000000000068,-8.999999999992347,-110.00000000001009,-114.00000000000432,65.99999999999939,-14.000000000002899,-90.00000000001229,,-901.0000000000557
2018.09.03,-65.00000000000395,58.99999999998684,-81.9999999999821,95.999999999985,7.0000000000014495,-58.000000000002494,-188.9999999999947,-4.999999999999449,-24.000000000001798,-29.000000000001247,-293.00000000000637,-123.00000000000644,-14.000000000002899,-192.00000000000728,-282.0000000000045,11.00000000000545,-39.00000000001125,-206.00000000000307,92.00000000000318,-48.99999999999905,-35.00000000000725,,-1420.0000000000518
2018.09.03,-63.00000000000195,83.9999999999952,-61.99999999998429,129.99999999998568,-41.9999999999976,-43.999999999999595,-198.99999999999363,-2.999999999997449,-17.000000000000348,-6.0000000000060005,-316.0000000000025,-56.99999999999594,65.99999999998829,-181.0000000000116,-205.99999999999508,65.00000000000395,-15.00000000000945,-210.99999999999852,137.9999999999937,-75.9999999999983,-83.00000000001084,,-1098.0000000000364
2018.09.03,-65.99999999999939,87.99999999999919,-30.999999999981043,102.99999999998644,-135.99999999999167,-34.99999999998504,-179.99999999999127,16.0000000000049,50.0000000000056,-4.999999999999449,-320.99999999999795,25.999999999992696,156.00000000000057,-179.00000000000205,-165.9999999999995,119.00000000000244,207.00000000000162,-206.99999999999363,131.00000000000333,-178.99999999999582,-201.00000000000674,,-809.9999999999467
2018.09.03,-63.00000000000195,46.999999999997044,-34.99999999998504,89.99999999999008,-115.99999999999389,-34.000000000000696,-166.99999999999494,1.0000000000065512,92.99999999999864,-11.00000000000545,-281.0000000000059,8.999999999992347,42.999999999993044,-149.0000000000009,-160.00000000000458,82.00000000000429,319.0000000000026,-177.99999999999727,100.99999999999554,-148.99999999999915,-182.0000000000155,,-740.000000000025
2018.09.03,-70.99999999999883,59.99999999999339,-60.99999999999994,102.00000000000209,-120.99999999999334,-72.0000000000054,-182.99999999999983,14.000000000002899,104.99999999999955,2.000000000002,-235.00000000001364,17.000000000000348,85.99999999998609,-137.00000000000045,-130.0000000000079,117.00000000001154,365.99999999999966,-158.99999999999181,124.00000000000189,-151.9999999999966,-188.00000000001037,,-516.0000000000186
2018.09.03,-87.99999999999919,55.99999999998939,-73.99999999999629,62.99999999999084,-161.00000000000003,-85.99999999998609,-188.9999999999947,-9.00000000000345,97.9999999999981,-4.000000000004,-218.00000000001774,44.99999999998394,112.99999999998533,-100.00000000002274,-147.00000000000824,117.00000000001154,434.000000000001,-129.0000000000049,114.00000000000298,-199.00000000000472,-256.99999999999613,,-621.0000000000749
2018.09.03,-93.00000000000975,31.000000000003247,-8.999999999992347,29.999999999996696,-184.99999999999073,-41.99999999998649,-157.99999999999147,-0.999999999995449,131.00000000000333,2.000000000002,-68.00000000001205,72.0000000000054,82.99999999998863,44.999999999987494,-104.99999999999955,87.00000000001484,443.99999999999994,-30.000000000001137,80.99999999999774,-192.99999999999872,-252.0000000000078,,-129.99999999998616
2018.09.03,-108.00000000000809,19.999999999997797,-42.999999999993044,-7.0000000000014495,-207.99999999999707,-85.99999999998609,-192.99999999999872,34.000000000000696,126.0000000000039,4.000000000004,-111.99999999999477,51.99999999998539,129.99999999998568,-3.0000000000143245,-112.000000000001,114.99999999999844,400.9999999999847,-72.00000000000273,119.00000000000244,-253.0000000000032,-231.0000000000034,,-427.0000000000409
2018.09.03,-118.00000000000699,58.000000000002494,-51.99999999998539,70.99999999999883,-190.99999999999673,-78.00000000000028,-190.99999999999673,60.99999999999994,138.00000000000477,0.999999999995449,-93.00000000001774,62.99999999999084,323.99999999999096,18.999999999977035,-119.00000000000244,280.9999999999979,524.9999999999977,-57.00000000000216,207.99999999999707,-236.00000000000287,-219.00000000001364,,394.99999999992815
2018.09.03,-101.00000000000664,90.99999999999665,-61.99999999998429,110.99999999999443,-169.99999999999238,-86.99999999999264,-207.99999999999707,21.999999999999797,111.00000000000554,-4.999999999999449,-6.000000000000227,21.999999999988695,243.99999999999977,92.99999999998931,-143.00000000000423,219.00000000001364,471.9999999999835,-1.9999999999953388,192.99999999999872,-219.99999999999798,-178.99999999999582,,395.0000000000041
2018.09.03,-128.00000000000588,76.99999999999375,-35.999999999991594,122.99999999998423,-164.99999999999292,-99.00000000000463,-221.99999999999997,-17.000000000000348,106.00000000000608,12.999999999996348,13.999999999981583,0.9999999999843467,143.99999999998857,104.99999999998977,-147.99999999999258,127.99999999999478,456.9999999999963,-10.99999999999568,142.99999999999312,-226.99999999999943,-242.00000000000887,,15.999999999917009
2018.09.03,-121.99999999999989,80.99999999999774,-70.99999999999883,126.99999999998823,-141.99999999999767,-106.00000000000608,-215.99999999999397,-39.00000000000014,91.00000000000774,4.999999999999449,32.99999999998704,14.000000000002899,104.99999999999955,131.99999999997658,-140.0000000000068,97.9999999999981,431.99999999998795,12.000000000000455,109.99999999999899,-200.99999999999562,-246.99999999999721,,-44.0000000000515
2018.09.03,-118.00000000000699,92.00000000000318,-75.99999999998718,137.9999999999937,-110.99999999999443,-124.99999999999733,-220.99999999999343,-68.99999999999685,57.00000000000705,9.999999999998899,24.00000000000091,8.999999999992347,17.999999999984695,85.99999999998431,-144.99999999999514,46.999999999997044,333.9999999999899,1.9999999999953388,70.0000000000034,-170.00000000000347,-280.0000000000136,,-428.00000000003763
2018.09.03,-107.00000000000153,123.99999999999079,-103.99999999999298,146.00000000000168,-90.99999999999665,-137.9999999999937,-238.99999999998923,-65.00000000000395,69.00000000000794,26.000000000003798,-32.00000000001069,-4.000000000004,41.000000000002146,47.9999999999734,-140.0000000000068,70.99999999999883,417.0000000000007,-43.99999999999693,75.9999999999983,-173.00000000000094,-256.00000000001177,,-375.0000000000315
2018.09.03,-89.00000000000574,140.99999999999113,-159.99999999998238,182.99999999999983,-86.99999999999264,-154.99999999999403,-233.99999999998977,-65.00000000000395,72.0000000000054,43.00000000000415,-123.99999999999523,-1.0000000000065512,35.999999999991594,-60.000000000002274,-107.99999999999699,111.00000000001664,441.99999999998687,-90.99999999999397,78.00000000000028,-168.99999999999693,-260.0000000000158,,-496.9999999999804
2018.09.03,-56.0000000000005,129.99999999998568,-194.99999999998963,187.99999999998818,-47.9999999999925,-175.99999999999838,-219.99999999999798,-78.99999999999574,41.9999999999976,66.99999999999484,-51.00000000001614,-33.00000000001635,-73.00000000001194,-47.000000000025466,-49.99999999999449,102.00000000000209,380.9999999999869,-55.999999999997385,54.999999999993946,-117.00000000000044,-239.00000000001143,,-475.00000000009913
2018.09.03,-114.00000000000298,-107.99999999999699,-195.9999999999962,127.99999999999478,-70.99999999999883,-187.99999999998818,-214.99999999999852,-83.9999999999952,31.000000000003247,105.99999999999498,2.0000000000095497,-243.00000000001543,-276.00000000000955,-54.000000000002046,-42.999999999993044,83.00000000001084,371.99999999999454,-48.00000000000182,25.999999999992696,-114.00000000000298,-252.0000000000078,,-1258.0000000000086
2018.09.03,-114.00000000000298,-113.00000000000753,-146.00000000000168,127.99999999999478,-58.99999999999794,-160.99999999998892,-214.99999999999852,-73.99999999999629,21.999999999999797,100.00000000000009,129.99999999999545,-236.99999999999832,-279.00000000000705,4.9999999999954525,-127.00000000001043,75.00000000000284,308.9999999999815,-43.99999999999693,63.99999999999739,-102.99999999999754,-205.00000000001074,,-1044.000000000047
2018.09.03,-119.00000000000244,-80.00000000001339,-112.99999999998533,109.00000000000354,-95.99999999999609,-126.0000000000039,-220.99999999999343,-34.99999999999615,40.00000000000669,82.99999999999974,49.99999999998295,-202.9999999999976,-90.00000000001229,6.000000000000227,-208.99999999999253,48.000000000003595,248.99999999998812,-51.9999999999925,102.99999999999754,-122.99999999999534,-191.00000000000784,,-970.0000000000064
2018.09.03,-90.0000000000012,-72.0000000000054,-302.0000000000023,109.99999999998789,-95.99999999999609,-190.99999999998562,-239.99999999999577,-139.99999999999568,1.0000000000065512,119.00000000000244,9.999999999990905,-209.9999999999991,-358.00000000001387,-186.00000000000705,-110.99999999999443,-26.999999999999247,275.9999999999874,-93.99999999999409,-43.999999999999595,-122.99999999999534,-283.99999999999534,,-2052.000000000005
2018.09.03,-126.0000000000039,-117.99999999999588,-268.0000000000016,217.99999999998488,-1.999999999990898,-292.9999999999877,-279.99999999999136,-287.9999999999994,-53.999999999998494,153.00000000000313,-40.99999999999682,-368.9999999999971,-683.0000000000114,-225.00000000002274,-116.00000000000499,-244.9999999999841,244.9999999999841,-156.99999999999648,-150.00000000000568,-78.99999999999574,-385.00000000001313,,-3263.0000000000255
2018.09.03,-169.00000000000804,-283.99999999999534,-214.99999999998744,190.00000000000128,-27.999999999994696,-276.9999999999939,-289.9999999999903,-292.00000000000335,-41.9999999999976,234.00000000000088,72.00000000000273,-578.9999999999961,-931.0000000000151,-211.00000000001273,-76.99999999999375,-248.00000000000378,334.9999999999964,-156.99999999999648,-145.00000000000622,-90.99999999999665,-429.00000000001273,,-3634.000000000003
2018.09.03,-163.00000000000205,-370.00000000000364,-184.99999999999073,204.00000000000418,-21.999999999999797,-289.9999999999903,-314.99999999999864,-324.9999999999975,-49.99999999999449,339.0000000000004,260.9999999999957,-716.0000000000056,-1137.0000000000102,-160.000000000025,-170.00000000000347,-346.0000000000019,237.99999999998266,-158.00000000000125,-165.00000000000404,-112.000000000001,-473.99999999999665,,-4116.000000000044
2018.09.03,-155.00000000000514,-428.00000000000614,-96.99999999999153,202.9999999999976,-76.99999999999375,-190.00000000000128,-301.9999999999912,-276.9999999999939,-29.000000000001247,341.0000000000024,346.00000000000364,-738.0000000000164,-1110.9999999999952,-72.00000000000273,-201.99999999999108,-333.9999999999899,239.99999999999577,-144.00000000000546,-104.00000000000409,-163.00000000000205,-439.99999999999596,,-3732.999999999987
2018.09.03,-143.9999999999997,-510.99999999999477,-124.99999999999733,160.00000000000458,-86.99999999999264,-173.00000000000094,-281.99999999999335,-210.99999999999451,35.00000000000725,375.9999999999986,308.9999999999975,-824.0000000000025,-1106.000000000007,-144.00000000000546,-202.9999999999976,-258.0000000000027,336.9999999999873,-191.99999999999307,-67.00000000000594,-165.9999999999995,-424.00000000000216,,-3699.999999999994
2018.09.03,-121.00000000000443,-363.0000000000022,-220.99999999998232,164.99999999999292,-53.999999999998494,-224.99999999998633,-280.9999999999979,-229.00000000000142,24.000000000001798,356.00000000000074,186.00000000000705,-646.0000000000132,-980.0000000000031,-289.0000000000157,-150.00000000000568,-204.99999999998852,395.99999999999636,-200.9999999999934,-112.99999999999643,-158.99999999999804,-422.00000000001125,,-3531.9999999999995
