date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,empty,sum
2015.08.31,-12.000000000000899,-99.99999999998899,-75.00000000000284,0.0,-15.00000000000945,-9.00000000000345,-202.9999999999976,-224.000000000002,-48.00000000000182,-140.0000000000068,0.0,-2.0000000000095497,-132.99999999998312,-130.99999999997004,-63.99999999999295,-90.00000000001229,-102.99999999998644,,-1348.9999999999682
2015.08.31,6.0000000000060005,-102.00000000000209,-25.00000000000835,12.000000000000455,25.999999999992696,48.99999999999905,-438.9999999999894,-322.00000000000006,-215.0000000000034,-131.00000000000333,-46.00000000000159,33.999999999991815,-139.00000000002245,25.999999999992696,-27.000000000015234,-128.000000000017,-195.9999999999962,,-1617.0000000000764
2015.08.31,104.99999999999955,-90.99999999999665,-80.99999999999774,49.000000000006594,31.999999999987594,-114.99999999999844,-184.99999999999073,-324.9999999999975,-162.9999999999967,-53.00000000000304,-29.000000000001247,114.00000000000432,-78.99999999998464,-632.9999999999725,-21.000000000015007,-278.00000000000045,-811.9999999999905,,-2564.9999999999472
2015.08.31,52.000000000007596,-18.0000000000069,-324.9999999999975,246.00000000000932,137.9999999999937,-173.00000000000094,-129.00000000000134,-432.0000000000102,-39.99999999999204,-185.00000000000182,159.9999999999935,340.0000000000034,175.99999999999838,-835.9999999999701,-128.99999999999068,-747.0000000000088,-1386.9999999999827,,-3288.9999999999573
2015.08.31,11.00000000000545,-14.000000000002899,-333.0000000000055,303.0000000000115,219.99999999999798,-143.00000000000423,-170.00000000000347,-388.0000000000106,-48.99999999999238,-207.00000000000162,100.00000000000009,411.00000000000136,295.99999999998516,-791.9999999999927,-96.00000000000364,-750.0000000000063,-953.9999999999882,,-2555.00000000001
2015.08.31,-9.999999999998899,-1.0000000000065512,-383.0,276.00000000001046,231.0000000000034,-134.99999999999625,-194.99999999998963,-418.0000000000073,-76.99999999999818,-240.00000000000688,19.00000000000235,373.9999999999952,340.00000000000693,-750.9999999999906,-125.0,-866.0000000000113,-814.999999999988,,-2775.9999999999754
2015.08.31,-39.999999999995595,-7.0000000000014495,-473.0000000000123,262.00000000000045,171.99999999999437,-168.00000000000148,-219.99999999999798,-504.9999999999999,-126.00000000000477,-251.00000000000122,39.00000000000014,344.99999999999886,288.0000000000216,-937.9999999999721,-212.99999999999386,-910.9999999999951,-896.9999999999923,,-3642.9999999999527
2015.08.31,-157.99999999999147,89.00000000000574,-507.9999999999973,385.0000000000051,192.99999999999872,-178.00000000000037,-356.9999999999851,-504.9999999999999,-102.00000000000387,-335.0000000000075,105.99999999999498,447.00000000000273,378.999999999996,-980.9999999999875,-201.99999999999818,-992.0000000000151,-1200.0000000000011,,-3918.9999999999836
2015.08.31,-135.99999999999167,96.00000000000719,-502.00000000000244,329.9999999999983,180.0000000000024,-175.99999999999838,-323.99999999999096,-487.99999999999955,-102.99999999999443,-326.0000000000041,339.0000000000004,295.99999999999227,429.00000000001273,-956.0000000000013,-217.00000000001296,-977.0000000000057,-2174.9999999999936,,-4709.999999999982
2015.08.31,-51.000000000001044,150.00000000000568,-544.9999999999955,391.00000000000534,265.0000000000041,-167.00000000000603,-99.99999999998899,-533.0000000000057,-3.0000000000001137,-321.0000000000046,390.0000000000015,354.99999999998977,559.9999999999827,-1059.00000000001,-183.9999999999975,-1188.0000000000114,-2123.9999999999927,,-4164.000000000025
2015.08.31,-137.9999999999937,170.00000000000347,-687.9999999999998,368.0000000000092,309.0000000000037,-261.0000000000001,-228.99999999999034,-583.0000000000002,-143.00000000000068,-404.0000000000044,478.9999999999961,271.000000000015,705.0000000000001,-1357.9999999999704,-420.99999999999227,-1407.0000000000027,-2551.9999999999986,,-5881.999999999925
2015.08.31,-144.99999999999514,151.9999999999966,-645.0000000000067,422.00000000001125,255.00000000000523,-195.00000000000074,-254.999999999983,-554.9999999999944,-100.99999999999909,-348.9999999999993,498.9999999999939,368.9999999999998,604.0000000000045,-1157.9999999999923,-313.99999999999295,-1253.9999999999995,-2332.000000000001,,-5001.999999999953
2015.08.31,-165.9999999999995,123.00000000000644,-649.0000000000107,506.0000000000002,243.99999999999977,-156.00000000000057,-326.9999999999884,-539.0000000000006,-46.999999999997044,-355.0000000000053,488.999999999995,554.000000000002,541.9999999999981,-999.9999999999786,-253.99999999999068,-1248.0000000000045,-2210.999999999985,,-4493.99999999996
2015.08.31,-207.99999999999707,153.00000000000313,-719.000000000003,528.0000000000058,287.9999999999994,-148.0000000000037,-386.9999999999818,-530.9999999999926,-42.999999999992156,-387.99999999999943,524.0000000000023,596.0000000000036,598.0000000000097,-1013.9999999999816,-260.9999999999957,-1316.0000000000061,-2311.999999999981,,-4639.99999999991
2015.08.31,-239.99999999999577,90.00000000001229,-816.0000000000167,585.9999999999985,303.9999999999932,-107.00000000000153,-426.9999999999996,-584.9999999999911,-30.000000000001137,-434.000000000001,546.000000000002,707.9999999999984,559.0000000000206,-821.9999999999673,-301.9999999999925,-1477.0000000000173,-2430.999999999983,,-4877.999999999942
2015.08.31,-236.99999999999832,165.9999999999995,-846.9999999999977,556.0000000000116,212.99999999999653,-89.00000000000574,-409.99999999999926,-621.0000000000049,-39.00000000000148,-409.0000000000038,527.9999999999951,598.0000000000132,564.000000000009,-803.9999999999825,-366.9999999999902,-1456.0000000000127,-2459.9999999999955,,-5113.999999999967
2015.08.31,-222.99999999999542,181.00000000000892,-853.0000000000149,532.0000000000107,218.00000000000708,-87.99999999999919,-351.99999999999676,-629.9999999999973,-81.99999999999363,-390.0000000000015,515.9999999999942,566.0000000000025,550.000000000006,-855.9999999999679,-415.9999999999968,-1466.0000000000118,-2463.9999999999995,,-5256.999999999945
2015.08.31,-173.00000000000094,133.00000000000534,-754.0000000000102,472.999999999999,174.99999999999181,-17.000000000000348,-309.0000000000037,-612.9999999999969,-76.99999999999818,-340.00000000000693,490.00000000000153,481.9999999999993,471.0000000000214,-633.9999999999791,-390.99999999999113,-1309.0000000000045,-2323.9999999999927,,-4716.999999999966
