date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,empty,sum
2015.08.31,87.00000000000374,-55.99999999998939,38.99999999998904,24.00000000000091,31.000000000003247,44.99999999999504,-26.999999999999247,-100.99999999999554,93.99999999999409,-130.0000000000079,180.99999999999784,90.00000000000341,-64.0000000000196,90.00000000001229,4.9999999999954525,14.000000000002899,-36.999999999998145,,284.9999999999881
2015.08.31,204.00000000000418,-45.99999999999049,0.0,70.00000000000739,55.000000000005045,105.99999999999498,70.0000000000145,-269.00000000000813,33.00000000000125,18.999999999991246,-29.000000000001247,143.00000000000068,-34.000000000000696,71.00000000002105,-7.000000000005002,-78.00000000000028,-57.99999999998029,,250.00000000005423
2015.08.31,156.00000000000057,8.000000000008,-66.00000000001049,246.9999999999999,151.9999999999966,-114.00000000000298,22.0000000000109,-296.0000000000074,73.0000000000075,-40.00000000000669,204.99999999999963,350.9999999999991,182.99999999999983,-632.9999999999725,134.9999999999909,-278.00000000000045,-811.9999999999905,,-706.999999999978
2015.08.31,70.99999999999883,36.999999999998145,-207.00000000000162,362.000000000009,252.99999999999213,-124.00000000000189,-78.99999999998464,-334.9999999999964,79.9999999999983,-162.0000000000066,193.99999999999417,490.0000000000091,391.9999999999924,-724.9999999999978,88.99999999999864,-588.9999999999951,-848.9999999999886,,-1101.999999999982
2015.08.31,25.00000000000835,24.000000000001798,-285.00000000000193,303.0000000000115,249.99999999999466,-9.999999999998899,-158.99999999999804,-354.0000000000099,-43.99999999999693,-189.00000000000583,114.99999999999844,411.00000000000136,369.0000000000193,-370.999999999988,-69.99999999999318,-687.9999999999998,-689.9999999999907,,-1362.9999999999477
2015.08.31,14.000000000002899,36.999999999998145,-341.99999999999784,341.0000000000082,333.9999999999899,-121.99999999999989,-157.99999999999147,-398.00000000000944,-22.999999999996135,-240.00000000000688,95.99999999999609,454.00000000000773,511.99999999997914,-713.0000000000081,-97.00000000000841,-851.0000000000017,-716.9999999999899,,-1873.0000000000277
2015.08.31,-17.000000000000348,96.00000000000719,-463.9999999999977,405.00000000000114,229.99999999999687,-163.99999999999747,-156.00000000000057,-485.0000000000021,0.0,-208.00000000000819,122.99999999999534,486.99999999999477,421.0000000000047,-917.9999999999744,-174.0000000000066,-896.000000000008,-892.9999999999883,,-2612.9999999999836
2015.08.31,-135.99999999999167,104.99999999999955,-462.0000000000068,463.0000000000081,256.99999999999613,-128.00000000000588,-325.99999999998187,-346.0000000000019,-90.99999999999397,-312.00000000000114,317.0000000000006,563.999999999993,487.99999999999955,-819.9999999999985,-105.99999999999454,-929.000000000002,-1080.9999999999986,,-2542.99999999998
2015.08.31,6.0000000000060005,156.00000000000057,-394.00000000000546,399.0000000000009,269.00000000000813,-39.00000000000014,-60.99999999999994,-441.0000000000025,28.000000000005798,-214.99999999999852,470.00000000000375,400.0000000000057,572.9999999999791,-618.9999999999695,-96.00000000000364,-851.0000000000017,-1759.9999999999839,,-2174.9999999999554
2015.08.31,-39.00000000000014,202.00000000001327,-527.9999999999951,475.9999999999991,378.999999999996,-134.0000000000008,-78.99999999998464,-522.0000000000002,49.000000000006594,-304.00000000000426,500.00000000000045,466.0000000000082,798.9999999999942,-984.000000000007,-171.99999999999704,-1151.0000000000132,-2039.9999999999973,,-3081.999999999982
2015.08.31,-86.99999999999264,209.9999999999991,-614.0000000000034,462.0000000000033,316.0000000000052,-175.99999999999838,-147.99999999999258,-551.9999999999969,-36.000000000001364,-307.0000000000017,581.9999999999936,431.99999999998795,715.0000000000211,-1114.999999999977,-292.0000000000016,-1192.9999999999995,-2324.999999999999,,-4127.9999999999545
2015.08.31,-117.00000000000044,156.00000000000057,-638.0000000000052,526.0000000000105,331.999999999999,-153.99999999999858,-244.9999999999841,-537.0000000000097,-4.9999999999954525,-339.0000000000004,548.9999999999995,593.9999999999941,667.0000000000176,-986.9999999999824,-245.00000000000455,-1239.9999999999966,-2210.999999999985,,-3893.999999999941
2015.08.31,-117.00000000000044,158.0000000000137,-578.9999999999961,528.0000000000058,316.0000000000052,-107.99999999999699,-243.99999999999977,-483.99999999999557,7.000000000005002,-329.00000000000153,525.9999999999932,597.0000000000084,641.999999999987,-846.9999999999977,-177.99999999999727,-1150.0000000000066,-2062.9999999999927,,-3324.9999999999663
2015.08.31,-185.99999999999727,154.99999999999403,-704.0000000000157,603.9999999999992,312.00000000000114,-82.99999999999974,-346.0000000000019,-524.9999999999977,-7.000000000005002,-380.00000000000256,585.9999999999976,717.000000000013,635.9999999999922,-767.9999999999687,-241.99999999999022,-1307.999999999998,-2310.9999999999964,,-3849.999999999976
2015.08.31,-222.99999999999542,165.9999999999995,-773.0000000000015,706.0000000000031,309.0000000000037,-84.0000000000063,-403.99999999998215,-547.0000000000086,49.000000000006594,-404.99999999999983,583.9999999999957,860.99999999999,646.0000000000132,-798.9999999999942,-210.00000000000796,-1395.000000000013,-2327.999999999997,,-3846.999999999994
2015.08.31,-156.00000000000057,194.0000000000053,-746.0000000000023,571.0000000000122,238.0000000000049,-39.00000000000014,-259.9999999999936,-598.999999999994,6.000000000000227,-318.00000000000716,531.0000000000036,622.9999999999905,573.9999999999857,-687.9999999999775,-326.9999999999982,-1282.0000000000055,-2259.9999999999955,,-3937.999999999972
2015.08.31,-166.99999999999494,191.00000000000784,-741.0000000000139,535.0000000000108,258.0000000000027,17.999999999995797,-276.9999999999939,-588.9999999999951,-54.000000000002046,-338.00000000000495,531.0000000000036,568.000000000012,594.99999999999,-512.9999999999857,-362.99999999999955,-1293.9999999999952,-2240.999999999982,,-3880.9999999999445
2015.08.31,-156.00000000000057,214.00000000000307,-724.9999999999978,499.00000000000944,232.99999999999432,-9.00000000000345,-253.99999999999866,-585.9999999999976,-61.99999999999761,-320.00000000000915,544.0,487.99999999999955,604.0000000000045,-618.9999999999695,-384.9999999999909,-1253.9999999999995,-2271.000000000001,,-4058.999999999955
2015.08.31,-117.00000000000044,167.00000000000603,-604.0000000000045,535.0000000000108,272.00000000000557,-24.000000000001798,-229.99999999999687,-510.99999999999477,13.999999999995794,-304.9999999999997,539.999999999996,599.9999999999943,590.0000000000016,-618.9999999999695,-195.99999999999795,-1131.0000000000152,-2141.9999999999995,,-3160.9999999999704
2015.08.31,58.000000000002494,83.00000000001084,-465.0000000000043,475.0000000000085,350.00000000000585,-123.00000000000644,-48.000000000003595,-567.0000000000064,168.00000000000637,-226.00000000000398,473.0000000000012,604.9999999999898,605.0000000000111,-788.0000000000109,-100.99999999999909,-1038.0000000000057,-2025.9999999999945,,-2564.999999999999
2015.08.31,29.000000000001247,-35.999999999991594,-425.0000000000087,490.99999999999966,384.00000000000654,-65.00000000000395,-198.99999999999363,-497.99999999999847,156.99999999999648,-256.0000000000007,427.99999999999505,780.0000000000011,490.0000000000126,-449.99999999997266,-31.00000000000591,-1016.0000000000169,-1816.9999999999798,,-2033.9999999999595
