date,EURCHF,EURJPY,empty,sum
2020.06.15,-62.99999999999084,-319.0000000000026,,-381.99999999999346
2020.06.15,-54.99999999998284,-385.9999999999957,,-440.9999999999785
2020.06.15,-45.99999999999049,-512.0000000000005,,-557.9999999999909
2020.06.15,-23.999999999979593,-512.0000000000005,,-535.99999999998
2020.06.15,-10.999999999983245,-480.99999999999454,,-491.9999999999778
2020.06.15,-4.999999999988347,-465.999999999994,,-470.9999999999823
2020.06.15,16.000000000016,-420.0000000000017,,-403.9999999999857
2020.06.15,-5.999999999994898,-388.9999999999958,,-394.9999999999907
2020.06.15,53.999999999998494,-313.0000000000024,,-259.00000000000387
2020.06.15,-36.999999999998145,-403.99999999999636,,-440.9999999999945
2020.06.15,-57.99999999998029,-391.9999999999959,,-449.9999999999762
2020.06.15,-57.99999999998029,-356.9999999999993,,-414.9999999999796
2020.06.15,-68.00000000000139,-319.0000000000026,,-387.000000000004
2020.06.15,-97.9999999999981,-325.9999999999934,,-423.9999999999915
2020.06.15,-102.99999999998644,-319.0000000000026,,-421.9999999999891
2020.06.15,-100.99999999999554,-313.0000000000024,,-413.99999999999795
2020.06.15,32.0000000000098,-188.0000000000024,,-155.99999999999258
2020.06.15,60.99999999999994,-94.99999999999886,,-33.99999999999892
2020.06.15,0.0,-118.99999999999977,,-118.99999999999977
2020.06.15,-87.99999999999919,-218.9999999999941,,-306.9999999999933
2020.06.15,-164.99999999999292,-397.99999999999613,,-562.9999999999891
2020.06.15,-183.99999999998417,-359.99999999999943,,-543.9999999999836
2020.06.15,-200.00000000000017,-515.0000000000006,,-715.0000000000007
2020.06.15,-123.99999999999079,-510.0000000000051,,-633.9999999999959
2020.06.15,-34.000000000000696,-496.9999999999999,,-531.0000000000006
2020.06.15,-11.999999999989797,-441.99999999999307,,-453.99999999998283
2020.06.15,-7.999999999985796,-475.9999999999991,,-483.9999999999849
2020.06.15,4.000000000004,-412.00000000000614,,-408.00000000000216
2020.06.15,99.00000000000463,-412.9999999999967,,-313.99999999999204
2020.06.15,100.0000000000112,-608.0000000000041,,-507.9999999999929
2020.06.15,226.99999999999943,-578.000000000003,,-351.0000000000035
2020.06.15,211.00000000000563,-468.9999999999941,,-257.99999999998846
2020.06.15,190.00000000000128,-481.9999999999993,,-291.99999999999807
2020.06.15,68.00000000000139,-805.9999999999974,,-737.999999999996
2020.06.15,87.00000000001484,-746.9999999999999,,-659.999999999985
2020.06.15,-49.99999999999449,-733.9999999999947,,-783.9999999999892
2020.06.15,-35.999999999991594,-756.0000000000002,,-791.9999999999918
2020.06.15,-64.99999999998174,-667.9999999999922,,-732.9999999999739
2020.06.15,-41.99999999998649,-716.9999999999987,,-758.9999999999852
2020.06.15,-11.999999999989797,-695.999999999998,,-707.9999999999877
2020.06.15,2.0000000000131024,-697.9999999999933,,-695.9999999999802
2020.06.15,-110.99999999999443,-852.0000000000039,,-962.9999999999983
2020.06.15,-341.99999999999784,-1236.000000000004,,-1578.0000000000018
2020.06.15,-326.9999999999884,-1153.000000000006,,-1479.9999999999943
2020.06.15,-264.9999999999819,-1167.9999999999923,,-1432.999999999974
2020.06.15,-278.00000000000045,-1093.999999999994,,-1371.9999999999945
2020.06.15,-314.99999999999864,-1132.000000000005,,-1447.0000000000036
2020.06.15,-378.999999999996,-1165.9999999999968,,-1544.9999999999927
