date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,NZDJPY,empty,sum
2015.11.09,-34.99999999998504,-78.00000000000028,-3.0000000000001137,0.0,-92.00000000000318,-124.99999999999733,-78.00000000000028,-58.9999999999975,0.0,-201.99999999999108,-69.99999999999318,-47.99999999998761,,-789.9999999999555
2015.11.09,59.000000000009045,-59.000000000009045,-10.000000000005116,28.000000000005798,-107.00000000000153,-219.00000000000253,-95.00000000000064,-67.00000000000728,-86.99999999999264,-302.9999999999866,-61.00000000000705,-152.9999999999916,,-1073.999999999989
2015.11.09,106.00000000000608,-28.000000000005798,13.00000000000523,73.99999999999629,-92.00000000000318,-182.99999999999983,-62.000000000006494,-6.000000000000227,8.000000000008,-190.00000000000128,-61.9999999999834,-121.99999999999989,,-543.9999999999844
2015.11.09,106.00000000000608,-49.99999999999449,-63.00000000000239,32.999999999994145,-126.99999999999933,-236.00000000000287,-68.00000000000139,-64.99999999999773,-55.99999999996719,-239.00000000001143,-4.9999999999954525,-175.99999999998772,,-945.9999999999598
2015.11.09,75.00000000000284,-141.00000000001333,-84.99999999999375,19.999999999997797,-150.00000000000568,-219.00000000000253,-95.00000000000064,-110.00000000001364,-7.999999999963592,-320.00000000000915,-137.00000000000045,-114.99999999999488,,-1284.9999999999973
2015.11.09,87.99999999999919,-121.99999999999989,-7.999999999995566,15.999999999993797,-153.00000000000313,-200.00000000000017,-90.0000000000012,84.00000000000318,19.000000000035655,-268.9999999999859,-139.99999999998636,-129.99999999999545,,-904.9999999999359
2015.11.09,129.00000000000134,-110.00000000001009,40.00000000000625,60.99999999999994,-170.00000000000347,-202.0000000000022,-86.0000000000083,129.99999999999545,89.00000000000574,-292.00000000000335,-158.99999999999181,-164.99999999999204,,-735.0000000000025
2015.11.09,90.00000000001229,-205.00000000001074,66.0000000000025,-39.999999999995595,-226.00000000000398,-319.0000000000026,-119.99999999999788,173.99999999997817,36.0000000000138,-401.00000000000693,-413.99999999998727,-396.99999999999136,,-1755.9999999999895
2015.11.09,11.00000000000545,-225.00000000000853,135.00000000000512,-106.00000000000608,-231.0000000000034,-383.99999999999545,-125.00000000000844,381.0000000000002,2.0000000000131024,-401.00000000000693,-435.0000000000023,-468.9999999999941,,-1847.0000000000014
2015.11.09,-38.0000000000047,-324.9999999999975,88.99999999999864,-116.00000000000499,-314.0000000000032,-485.0000000000021,-160.00000000000458,379.99999999999545,25.000000000030553,-532.9999999999835,-548.0000000000018,-587.9999999999939,,-2612.999999999972
2015.11.09,-39.999999999995595,-409.0000000000149,60.99999999999284,-139.00000000000023,-353.99999999999875,-534.9999999999966,-197.00000000000273,382.000000000005,26.999999999999247,-583.0000000000002,-570.999999999998,-590.999999999994,,-2949.000000000004
2015.11.09,-38.99999999998904,-380.00000000000256,43.00000000000637,-112.000000000001,-314.99999999999864,-487.99999999999955,-202.0000000000022,283.9999999999918,16.000000000016,-575.9999999999987,-528.9999999999964,-530.9999999999917,,-2828.999999999966
2015.11.09,-41.99999999998649,-387.000000000004,78.99999999999352,-106.00000000000608,-299.00000000000483,-512.9999999999968,-209.9999999999991,366.9999999999902,30.0000000000189,-523.0000000000068,-551.9999999999925,-564.9999999999977,,-2720.9999999999914
2015.11.09,-41.99999999998649,-425.0000000000087,93.99999999999409,-70.99999999999883,-321.0000000000046,-478.9999999999961,-228.00000000000597,390.99999999999113,89.00000000000574,-558.9999999999761,-611.9999999999948,-543.9999999999969,,-2706.9999999999777
2015.11.09,-80.99999999999774,-421.0000000000047,66.0000000000025,-76.0000000000094,-345.0000000000064,-495.9999999999964,-212.00000000000108,396.99999999999136,118.00000000001809,-592.0000000000148,-600.9999999999991,-563.999999999993,,-2807.00000000001
2015.11.09,-70.99999999999883,-394.00000000000546,15.000000000000568,-170.00000000000347,-395.0000000000009,-507.9999999999973,-192.99999999999872,320.99999999999795,26.000000000037105,-700.0000000000117,-531.9999999999823,-519.999999999996,,-3120.999999999959
2015.11.09,-113.99999999999189,-426.00000000001523,-34.99999999999659,-222.99999999999542,-406.00000000000637,-529.9999999999972,-203.00000000000873,276.9999999999868,-29.99999999997449,-754.0000000000102,-493.9999999999998,-537.9999999999967,,-3476.000000000006
2015.11.09,-109.99999999998789,-424.00000000000216,10.000000000005116,-222.00000000001108,-394.00000000000546,-517.0000000000008,-201.00000000000674,384.9999999999909,-21.99999999996649,-654.9999999999834,-562.9999999999882,-536.0000000000014,,-3248.9999999999577
2015.11.09,-95.999999999985,-422.00000000001125,49.99999999999716,-153.00000000000313,-302.0000000000023,-448.000000000004,-202.0000000000022,361.99999999999477,2.0000000000131024,-442.00000000000904,-582.9999999999984,-481.9999999999993,,-2716.00000000001
2015.11.09,-477.99999999998954,-456.9999999999963,109.99999999999943,-182.99999999999983,-284.0000000000065,-422.00000000000017,-234.00000000000088,438.99999999999295,-65.99999999998829,-411.99999999999017,-649.0000000000009,-495.9999999999951,,-3131.999999999975
2015.11.09,-407.99999999998613,-452.00000000000796,81.99999999999363,-217.0000000000005,-336.9999999999984,-451.0000000000014,-224.000000000002,460.9999999999843,-35.99999999996939,-524.0000000000133,-637.0000000000005,-513.9999999999958,,-3256.9999999999973
2015.11.09,-270.99999999999903,-493.99999999999443,131.00000000000023,-175.99999999999838,-302.9999999999977,-414.9999999999987,-211.00000000000563,545.9999999999923,25.000000000030553,-385.99999999999744,-775.0000000000057,-491.9999999999902,,-2820.9999999999645
2015.11.09,-171.99999999999437,-468.00000000000176,185.00000000000227,-226.99999999999943,-304.9999999999997,-336.9999999999984,-263.0000000000021,573.9999999999839,-183.99999999998417,-558.0000000000141,-882.000000000005,-493.9999999999998,,-3131.0000000000127
2015.11.09,-143.00000000000423,-461.0000000000003,266.9999999999959,-217.0000000000005,-302.9999999999977,-326.9999999999995,-299.00000000000483,563.999999999993,-179.99999999998016,-625.0000000000089,-856.9999999999993,-480.99999999999454,,-3062.000000000001
2015.11.09,-151.9999999999966,-541.9999999999981,203.00000000000296,-180.0000000000024,-370.9999999999991,-339.0000000000004,-247.00000000000833,649.0000000000009,-3.999999999981796,-599.9999999999783,-864.9999999999807,-430.9999999999974,,-2878.999999999939
2015.11.09,-207.00000000000162,-612.9999999999969,81.00000000000307,-326.0000000000041,-445.0000000000065,-414.00000000000324,-236.99999999999832,685.0000000000023,49.00000000001015,-572.9999999999791,-853.999999999985,-477.99999999999443,,-3331.9999999999536
2015.11.09,-163.00000000000205,-486.00000000000864,135.00000000000512,-180.0000000000024,-343.9999999999999,-382.00000000000455,-202.0000000000022,683.9999999999975,74.0000000000407,-461.0000000000003,-766.9999999999959,-452.99999999998875,,-2544.9999999999613
2015.11.09,-222.99999999999542,-585.0000000000133,134.00000000000034,-341.99999999999784,-406.00000000000637,-544.0,-219.00000000000253,742.999999999995,143.00000000000423,-354.0000000000099,-866.9999999999902,-670.9999999999923,,-3191.0000000000086
2015.11.09,-214.99999999998744,-585.0000000000133,173.00000000000182,-398.9999999999938,-435.0000000000076,-539.0000000000006,-195.00000000000074,879.9999999999955,-22.999999999973042,-430.9999999999814,-906.0000000000059,-664.0000000000015,,-3338.9999999999677
2015.11.09,-173.00000000000094,-571.9999999999948,177.99999999999727,-429.00000000001273,-384.00000000000654,-429.0000000000016,-197.99999999999818,828.9999999999793,-169.99999999998127,-455.0000000000054,-913.9999999999873,-549.9999999999972,,-3267.0000000000095
2015.11.09,-116.00000000000499,-492.0000000000035,209.99999999999375,-482.00000000000466,-387.99999999999943,-366.9999999999951,-209.9999999999991,754.9999999999955,-261.9999999999845,-478.999999999985,-850.9999999999991,-480.99999999999454,,-3162.999999999981
2015.11.09,-11.00000000000545,-330.0000000000081,200.9999999999934,-167.00000000000603,-330.0000000000081,-295.0000000000008,-121.00000000000443,671.999999999997,71.00000000002105,-459.99999999999375,-643.0000000000007,-390.99999999999113,,-1804.000000000007
