date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,CADJPY,AUDCAD,NZDCAD,empty,sum
2018.10.08,-109.99999999999899,0.0,-56.99999999999594,-16.0000000000049,-13.00000000000745,-117.99999999999588,-2.999999999997449,-1.0000000000065512,-236.99999999999832,-12.000000000000455,-68.00000000000139,-105.00000000000398,-44.99999999999504,-3.999999999992898,,-788.9999999999992
2018.10.08,-57.99999999999139,-5.000000000010552,-31.999999999987594,-14.000000000002899,17.999999999995797,-46.0000000000127,-52.000000000007596,12.000000000000899,-276.00000000000955,-37.00000000000614,-26.999999999999247,-64.99999999999773,-34.99999999999615,24.000000000001798,,-593.000000000023
2018.10.08,-10.999999999994348,9.999999999998899,-25.999999999992696,-2.000000000002,21.999999999999797,-36.0000000000138,-50.0000000000056,13.999999999991797,-292.00000000000335,-81.99999999999363,0.0,-70.99999999999795,-39.00000000000014,26.000000000003798,,-537.0000000000093
2018.10.08,-5.999999999994898,22.999999999995246,26.0000000000149,-9.00000000000345,5.999999999994898,56.99999999999594,-19.999999999997797,29.999999999996696,-345.0000000000175,-125.0,65.00000000000395,6.000000000000227,1.0000000000065512,60.00000000000449,,-231.0000000000008
2018.10.08,4.000000000004,4.000000000004,18.0000000000069,-45.000000000006146,-56.0000000000005,8.999999999992347,-77.00000000000485,-52.000000000007596,-431.0000000000036,-78.00000000000296,49.00000000001015,-16.999999999995907,-47.9999999999925,-29.999999999996696,,-749.9999999999934
2018.10.08,23.00000000000635,-9.999999999998899,45.000000000006146,-58.000000000002494,-74.00000000000739,14.999999999987246,-91.00000000000774,-68.00000000000139,-441.0000000000025,-140.00000000001478,49.00000000001015,1.9999999999953388,-48.99999999999905,-40.99999999999105,,-838.0000000000201
2018.10.08,9.999999999998899,18.999999999991246,18.0000000000069,-26.999999999999247,-63.00000000000195,25.999999999992696,-53.00000000000304,-50.0000000000056,-377.0000000000051,-80.0000000000125,70.99999999999883,-106.99999999999932,-8.999999999992347,-27.999999999994696,,-650.0000000000252
2018.10.08,3.0000000000085514,-29.999999999996696,63.99999999999739,-75.00000000000284,-145.00000000000622,-8.000000000008,-92.00000000000318,-124.00000000000189,-418.0000000000073,-9.000000000014552,60.000000000015596,-79.9999999999983,-51.99999999999649,-109.99999999999899,,-1016.000000000013
2018.10.08,-22.999999999995246,-49.00000000001015,90.00000000001229,-68.99999999999685,-135.00000000000733,-8.000000000008,-79.00000000000685,-118.00000000000699,-380.00000000000256,26.00000000001046,52.000000000007596,-138.00000000000523,-29.000000000001247,-93.99999999999409,,-954.0000000000042
2018.10.08,-36.999999999998145,-59.000000000009045,87.99999999999919,-45.000000000006146,-121.00000000000443,26.999999999999247,-31.999999999998696,-75.9999999999983,-283.000000000011,36.000000000001364,39.00000000001125,-118.99999999999977,4.999999999999449,-70.99999999999883,,-648.0000000000139
2018.10.08,-39.999999999995595,-63.99999999999739,104.00000000001519,-31.000000000003247,-112.000000000001,0.0,-18.0000000000069,-63.00000000000195,-235.00000000000742,-16.999999999995907,52.000000000007596,-75.00000000000284,30.000000000007798,-55.99999999998939,,-524.999999999971
2018.10.08,-36.999999999998145,-89.00000000000574,168.0000000000126,-79.00000000000685,-109.00000000000354,-2.0000000000131024,-63.00000000000195,-60.00000000000449,-339.0000000000004,-67.00000000000728,75.00000000000284,-12.000000000000455,-0.999999999995449,-12.999999999996348,,-628.0000000000183
2018.10.08,-26.999999999999247,-69.00000000000794,191.00000000000784,-40.00000000000669,-85.00000000000173,-56.99999999999594,-30.000000000007798,-41.000000000002146,-306.00000000000625,-9.000000000014552,121.00000000001555,-19.99999999999602,55.000000000005045,26.000000000003798,,-291.000000000006
2018.10.08,26.999999999999247,-100.0000000000112,217.0000000000005,2.999999999997449,-24.000000000001798,-127.00000000001043,-34.000000000000696,-21.999999999999797,-113.00000000000753,-45.000000000015916,131.99999999999878,4.9999999999954525,147.00000000000824,121.00000000000443,,186.99999999995677
2018.10.08,28.000000000005798,-103.99999999999298,278.00000000000045,10.999999999994348,-1.0000000000065512,-137.00000000000932,-19.999999999997797,3.999999999992898,-36.0000000000138,-39.99999999999204,187.00000000000384,43.99999999999693,204.00000000000418,200.00000000000017,,617.9999999999861
2018.10.08,33.000000000005244,-97.9999999999981,275.000000000003,34.99999999999615,7.9999999999968985,-138.0000000000159,-1.0000000000065512,5.999999999994898,11.999999999989797,-30.000000000001137,188.00000000001037,40.99999999999682,226.00000000000398,198.00000000000927,,754.9999999999848
2018.10.08,9.00000000000345,-123.00000000000644,258.0000000000027,31.000000000003247,29.000000000001247,-136.00000000000279,3.999999999992898,34.000000000000696,21.999999999988695,-104.00000000001342,165.00000000001512,45.000000000001705,225.00000000000853,238.0000000000049,,697.0000000000005
2018.10.08,9.999999999998899,-157.99999999999147,283.000000000011,29.000000000001247,29.000000000001247,-139.00000000000023,12.999999999996348,51.99999999999649,45.99999999999049,-169.00000000001114,154.99999999999403,78.00000000000296,236.99999999999832,259.0000000000092,,724.9999999999974
2018.10.08,19.00000000000235,-174.99999999999181,292.00000000000335,41.000000000002146,17.999999999995797,-319.0000000000026,-9.00000000000345,13.999999999991797,97.9999999999981,-206.00000000001728,123.00000000000644,106.99999999999932,253.0000000000032,253.0000000000032,,508.99999999999056
2018.10.08,-0.999999999995449,-228.00000000000597,343.00000000000443,-21.999999999999797,-7.9999999999968985,-364.00000000000875,-38.0000000000047,7.0000000000014495,197.99999999998707,-252.00000000000955,178.99999999999582,134.00000000000034,265.0000000000041,275.000000000003,,487.9999999999751
2018.10.08,7.0000000000014495,-258.0000000000027,417.0000000000007,-12.999999999996348,-2.000000000002,-572.0000000000169,-57.00000000000705,-9.999999999998899,256.99999999999613,-325.9999999999934,185.99999999999727,194.99999999999318,291.0000000000079,309.0000000000037,,423.99999999998295
2018.10.08,-7.0000000000014495,-313.00000000000773,451.0000000000014,-79.00000000000685,-45.000000000006146,-590.0000000000016,-104.00000000000409,-38.0000000000047,341.99999999999784,-414.0000000000157,134.99999999999625,210.99999999999852,211.00000000000563,265.0000000000041,,24.99999999995549
2018.10.08,-37.99999999999359,-387.000000000004,476.0000000000098,-117.00000000000044,-56.0000000000005,-652.0000000000082,-119.00000000000244,-31.999999999998696,349.99999999998363,-620.0000000000045,63.99999999999739,275.99999999999625,180.99999999999784,259.0000000000092,,-415.0000000000183
2018.10.08,-68.99999999999685,-490.999999999997,568.9999999999973,-124.99999999999733,-21.00000000000435,-643.0000000000158,-92.00000000000318,7.9999999999968985,459.99999999999375,-1164.999999999992,52.000000000007596,444.0000000000026,258.9999999999981,353.0000000000033,,-461.00000000000716
2018.10.08,-47.9999999999925,-472.00000000000574,547.0000000000086,-24.000000000001798,47.9999999999925,-597.0000000000031,-24.000000000001798,87.99999999999919,500.9999999999959,-1129.9999999999955,36.0000000000138,623.0000000000047,363.0000000000022,432.0000000000102,,343.00000000002683
2018.10.08,-91.99999999999208,-500.00000000001154,577.0000000000052,19.00000000000235,75.00000000000284,-570.0000000000039,29.999999999996696,118.99999999999133,661.9999999999848,-1088.9999999999986,102.00000000000209,664.0000000000015,423.0000000000067,495.000000000001,,914.9999999999883
2018.10.08,-129.00000000000134,-479.99999999999153,595.0000000000122,25.999999999992696,90.0000000000012,-493.0000000000101,70.99999999999883,158.99999999999804,669.9999999999928,-1038.000000000011,63.99999999999739,638.9999999999958,439.0000000000005,518.0000000000074,,1130.9999999999832
2018.10.08,-162.99999999999093,-540.0000000000072,546.000000000002,12.999999999996348,85.00000000000173,-734.0000000000124,100.00000000000009,200.99999999999562,703.9999999999935,-1120.0000000000045,-14.999999999987246,628.0000000000001,450.00000000000597,497.000000000003,,651.9999999999961
2018.10.08,-165.9999999999995,-557.9999999999918,527.9999999999951,68.99999999999685,93.99999999999409,-700.999999999996,163.99999999999747,212.00000000000108,1217.9999999999857,-1133.0000000000098,-114.99999999999844,602.9999999999944,474.00000000000773,501.000000000007,,1189.9999999999839
2018.10.08,-140.99999999999113,-453.99999999999886,468.00000000000176,114.00000000000298,119.00000000000244,-668.0000000000019,178.99999999999582,213.99999999999199,1197.999999999988,-993.9999999999998,-42.999999999993044,557.9999999999927,487.0000000000041,490.00000000000153,,1526.9999999999966
2018.10.08,-146.99999999999713,-483.99999999999557,456.9999999999963,71.99999999999429,68.00000000000139,-634.0000000000013,149.99999999999457,173.00000000000094,1076.9999999999945,-1028.9999999999964,-48.000000000003595,549.9999999999972,463.9999999999977,450.00000000000597,,1118.9999999999889
2018.10.08,-262.999999999991,-608.9999999999928,500.00000000001154,26.999999999999247,15.999999999993797,-617.0000000000009,156.00000000000057,165.9999999999995,941.9999999999984,-1143.0000000000007,-192.99999999999872,563.0000000000024,397.99999999999835,390.0000000000015,,333.000000000021
2018.10.08,-236.99999999999832,-608.9999999999928,466.00000000001086,44.99999999999504,41.000000000002146,-497.99999999999847,175.00000000000293,197.99999999999818,913.9999999999926,-1426.9999999999925,-228.00000000000597,558.9999999999975,389.000000000006,383.0,,171.00000000001717
2018.10.08,-254.99999999999412,-581.9999999999936,358.00000000001387,70.0000000000034,64.99999999999284,-429.00000000001273,204.99999999999963,215.99999999999397,939.9999999999853,-1471.0000000000036,-246.99999999999721,581.0000000000031,402.00000000000233,364.00000000000875,,217.00000000000188
2018.10.08,-215.99999999999397,-506.0000000000064,246.99999999999721,141.00000000000225,92.99999999999864,-418.0000000000073,224.9999999999974,200.99999999999562,983.0000000000006,-1224.9999999999943,-244.9999999999841,533.0000000000013,412.00000000000125,354.0000000000099,,579.0000000000178
2018.10.08,-185.99999999999727,-513.0000000000078,282.0000000000045,131.99999999999878,14.999999999998348,-375.0000000000142,212.99999999999653,120.99999999999334,841.9999999999872,-1348.0000000000132,-333.0000000000055,609.9999999999994,358.9999999999982,224.000000000002,,42.99999999994026
2018.10.08,-166.99999999999494,-496.99999999999187,272.00000000000557,90.0000000000012,7.0000000000014495,-442.00000000000904,181.9999999999933,107.00000000000153,847.9999999999822,-1362.9999999999995,-316.0000000000052,593.9999999999941,296.0000000000074,210.00000000001017,,-179.0000000000038
2018.10.08,-176.99999999999383,-486.00000000000864,285.00000000000193,59.99999999999339,-23.00000000000635,-436.9999999999985,143.9999999999997,98.99999999999353,800.0000000000007,-1433.9999999999975,-297.9999999999983,611.0000000000042,304.00000000000426,232.00000000000998,,-319.9999999999957
2018.10.08,-175.99999999999838,-500.00000000001154,276.9999999999939,70.99999999999883,-13.00000000000745,-412.9999999999967,168.00000000000148,119.99999999999788,849.9999999999952,-1455.0000000000125,-272.00000000000557,691.0000000000025,326.0000000000041,225.00000000000853,,-101.0000000000299
2018.10.08,-168.00000000000148,-463.9999999999977,218.00000000000708,121.99999999999989,39.999999999995595,-346.0000000000019,207.99999999999707,161.99999999999548,746.9999999999866,-1462.9999999999939,-295.99999999998516,680.9999999999974,317.0000000000006,229.00000000000142,,-12.999999999998977
2018.10.08,-174.99999999999181,-500.00000000001154,234.00000000000088,112.000000000001,37.99999999999359,-320.00000000000915,190.00000000000128,153.99999999999858,764.9999999999934,-1581.9999999999936,-370.00000000000364,745.9999999999951,311.00000000000574,239.0000000000003,,-158.00000000001998
2018.10.08,-112.000000000001,-428.00000000000614,133.00000000000534,141.00000000000225,68.99999999999685,-316.0000000000052,202.0000000000022,139.99999999999568,706.999999999991,-1534.9999999999966,-336.9999999999873,725.9999999999991,308.00000000000824,221.99999999999997,,-79.99999999999565
2018.10.08,-63.99999999999739,-350.00000000000585,112.000000000001,209.9999999999991,97.00000000000264,-273.0000000000121,217.99999999999596,131.99999999999878,699.9999999999895,-1478.0000000000086,-320.9999999999935,640.9999999999911,365.0000000000042,221.00000000000452,,209.9999999999694
2018.10.08,-106.99999999999044,-330.0000000000081,95.00000000000064,241.00000000000233,108.99999999999244,-185.99999999999727,273.000000000001,176.99999999999383,812.999999999997,-1324.0000000000123,-307.99999999999716,603.9999999999992,370.9999999999991,225.00000000000853,,652.9999999999887
2018.10.08,-105.99999999999498,-337.99999999999386,133.00000000000534,229.99999999999687,112.99999999999643,-197.00000000000273,263.0000000000021,176.99999999999383,771.9999999999949,-1302.9999999999973,-268.0000000000016,596.9999999999942,367.0000000000062,241.00000000000233,,681.0000000000016
