date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,empty,sum
2017.03.27,-45.000000000006146,-30.0000000000189,-95.999999999985,-34.000000000000696,-74.00000000000739,-67.00000000001705,-0.999999999995449,-68.99999999999685,-8.000000000008,-44.99999999999504,0.0,-156.00000000000057,-22.999999999995246,-218.00000000000708,-99.99999999998899,-85.99999999999852,-121.00000000000932,-131.00000000000333,,-1304.0000000000337
2017.03.27,-53.999999999998494,-32.0000000000098,-31.999999999987594,-0.999999999995449,-9.00000000000345,24.000000000001798,-54.999999999993946,-26.999999999999247,93.99999999999409,-25.999999999992696,134.9999999999909,-79.00000000000685,19.00000000001345,-198.99999999999363,-80.99999999999774,-147.00000000000557,-138.00000000000523,-68.00000000000139,,-675.9999999999909
2017.03.27,-96.00000000000719,-63.000000000013046,-28.999999999990145,-29.999999999996696,14.999999999998348,-11.00000000000545,-46.999999999997044,-54.999999999993946,93.99999999999409,-62.99999999999084,-80.99999999998886,-90.99999999999665,33.00000000001635,-259.0000000000092,-104.99999999999955,-111.0000000000042,-91.99999999999875,-21.00000000000435,,-1011.9999999999872
2017.03.27,-258.0000000000027,-174.00000000000747,-224.99999999998633,-43.00000000000415,34.99999999999615,-2.999999999997449,-61.999999999995396,-135.99999999999167,76.99999999999375,-49.99999999999449,-153.99999999999636,-58.000000000002494,34.000000000000696,-462.9999999999912,14.000000000002899,-48.00000000000182,82.99999999999841,-82.99999999999974,,-1513.9999999999795
2017.03.27,-293.99999999999426,-173.00000000000094,-302.0000000000023,-63.99999999999739,17.000000000000348,75.00000000000284,-104.99999999999955,-142.99999999999312,59.99999999999339,-24.999999999997247,-131.00000000000023,-82.00000000000429,-53.999999999998494,-486.00000000000864,59.000000000009045,-28.000000000005798,149.99999999999147,-153.99999999999858,,-1680.0000000000036
2017.03.27,-310.0000000000103,-173.00000000000094,-303.9999999999932,-48.000000000003595,73.99999999999629,76.99999999999375,-114.99999999999844,-145.9999999999906,90.99999999999665,-3.999999999992898,-246.00000000000932,-84.0000000000174,-54.99999999998284,-459.99999999999375,9.000000000014552,28.999999999996362,256.9999999999908,-85.99999999999719,,-1494.0000000000023
2017.03.27,-235.00000000000742,-141.00000000001333,-259.9999999999936,-48.99999999999905,112.000000000001,63.99999999999739,-102.00000000000209,-125.99999999999278,134.99999999999625,-1.999999999990898,-293.00000000000637,-76.0000000000094,-56.99999999999594,-394.00000000000546,-200.00000000000017,60.99999999999284,243.99999999999977,-38.0000000000047,,-1357.000000000034
2017.03.27,-287.9999999999994,-163.00000000000205,-188.9999999999947,-121.99999999999989,146.99999999999713,87.99999999999919,-60.99999999999994,-209.9999999999991,168.99999999999693,20.0000000000089,-353.00000000000864,-155.00000000001623,1.0000000000065512,-547.0000000000086,-193.99999999998306,189.99999999999773,371.9999999999999,60.00000000000449,,-1235.0000000000005
2017.03.27,-336.00000000000296,-173.00000000000094,-204.99999999998852,-160.00000000000458,96.99999999999153,87.99999999999919,-49.99999999999449,-288.9999999999948,117.00000000000044,21.00000000000435,-401.00000000001046,-218.00000000000708,9.000000000014552,-703.9999999999935,-99.99999999998899,237.99999999999955,509.9999999999909,-0.999999999995449,,-1556.9999999999814
2017.03.27,-239.99999999999577,-112.000000000001,-219.99999999999798,-165.9999999999995,120.99999999999334,75.00000000000284,-73.00000000000084,-252.99999999999213,141.99999999999767,9.999999999998899,-372.0000000000141,-87.00000000001484,-18.999999999991246,-628.0000000000064,-146.99999999998602,180.00000000000682,470.9999999999894,-2.000000000002,,-1320.0000000000125
2017.03.27,-299.00000000000483,-160.00000000000458,-279.99999999999136,-155.00000000000514,119.99999999999788,68.99999999998573,-90.99999999999665,-233.99999999998977,141.99999999999767,-10.999999999994348,-382.000000000005,-107.00000000001265,-53.999999999998494,-597.0000000000031,-120.99999999999334,171.00000000000648,459.99999999999375,-21.999999999999797,,-1551.0000000000175
2017.03.27,-336.00000000000296,-148.99999999999915,-241.00000000000233,-87.99999999999919,143.9999999999997,102.00000000000209,-63.99999999999739,-201.99999999999108,137.9999999999937,38.0000000000047,-311.00000000000705,-155.00000000001623,-3.999999999981796,-539.0000000000006,-129.99999999998568,195.99999999999795,427.99999999999727,2.000000000002,,-1170.9999999999861
