date,EURUSD,USDCAD,GBPCHF,EURCHF,CADCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,CADJPY,NZDJPY,empty,sum
2019.01.07,-4.999999999988347,-85.00000000000173,-164.99999999999292,-39.999999999995595,-53.999999999998494,-67.00000000000594,-67.00000000000728,-95.00000000000064,-28.000000000005798,-27.999999999983594,-72.00000000000273,-198.0000000000075,,-903.9999999999907
2019.01.07,42.0000000000087,-104.00000000001519,-192.99999999999872,0.0,-80.00000000000229,-104.99999999999955,-74.00000000001228,-217.99999999998488,13.999999999995794,-62.99999999999084,-83.00000000001262,-163.0000000000109,,-1027.0000000000227
2019.01.07,83.9999999999952,-77.00000000001594,-32.999999999994145,173.00000000000094,9.999999999998899,-104.99999999999955,-28.00000000002001,-251.00000000000122,-1.0000000000047748,9.999999999998899,-78.00000000000296,-148.00000000001035,,-444.000000000055
2019.01.07,110.00000000001009,24.999999999986144,68.00000000000139,168.0000000000126,66.99999999999484,-85.99999999999719,206.99999999999363,-241.99999999998667,150.99999999999625,7.0000000000014495,48.99999999999238,-31.00000000000591,,492.999999999999
2019.01.07,86.0000000000083,46.999999999997044,22.999999999995246,104.00000000001519,58.99999999999794,-84.0000000000063,137.00000000000045,-129.99999999998568,114.00000000000432,-59.99999999999339,46.999999999997044,-38.000000000010914,,305.00000000001927
2019.01.07,97.00000000001374,15.999999999993797,32.0000000000098,90.00000000001229,3.999999999992898,-84.0000000000063,187.99999999998818,-266.999999999995,126.00000000000477,-21.999999999988695,11.999999999986244,-121.00000000000932,,71.00000000000239
2019.01.07,117.99999999999588,15.999999999993797,25.00000000000835,81.00000000001995,3.999999999992898,-58.99999999999794,140.99999999999113,-241.99999999998667,78.99999999999352,-0.9999999999843467,0.999999999990564,-118.00000000000921,,45.00000000000796
2019.01.07,141.00000000001333,80.99999999999774,-14.000000000002899,107.00000000001265,-4.000000000004,-102.99999999999754,66.99999999997885,-228.99999999999034,72.99999999999329,-8.999999999992347,-42.00000000000159,-85.00000000000796,,-17.000000000000824
2019.01.07,209.9999999999991,113.99999999999189,-14.999999999987246,100.0000000000112,7.0000000000014495,-97.00000000000264,4.9999999999954525,-203.99999999998198,-10.99999999999568,-24.000000000001798,-69.00000000000261,-150.00000000000568,,-133.99999999997854
2019.01.07,231.0000000000034,177.99999999998929,-18.999999999991246,104.00000000001519,25.999999999992696,-95.99999999999609,-28.999999999996362,-137.9999999999937,-27.000000000001023,-86.99999999999264,-65.00000000001194,-70.99999999999795,,7.000000000019639
2019.01.07,201.00000000000674,146.99999999998602,-4.999999999988347,84.0000000000174,12.000000000000899,-87.99999999999919,-212.0000000000175,-194.99999999998963,-200.9999999999934,49.00000000001015,-192.00000000000728,-204.9999999999983,,-604.9999999999725
2019.01.07,241.00000000000233,169.99999999998127,4.000000000004,90.00000000001229,9.999999999998899,-82.00000000000429,-183.9999999999975,-197.99999999998707,-177.0000000000067,-78.99999999998464,-178.00000000001148,-185.00000000000227,,-567.9999999999952
2019.01.07,255.00000000000523,200.00000000000017,0.0,111.00000000001664,17.000000000000348,-117.00000000000044,-237.99999999999955,-184.99999999999073,-183.00000000000693,-54.99999999998284,-210.00000000000796,-210.00000000000796,,-614.9999999999741
2019.01.07,241.00000000000233,212.99999999999653,42.0000000000087,125.00000000001954,56.99999999999594,-95.99999999999609,-102.00000000000387,-170.99999999998784,-79.9999999999983,-43.999999999999595,-121.00000000000932,-135.00000000000512,,-70.9999999999772
2019.01.07,239.00000000001143,205.99999999999508,15.00000000000945,113.00000000000753,51.99999999999649,-100.00000000000009,6.000000000000227,-136.99999999998712,7.999999999995566,-37.99999999998249,-33.00000000000125,-100.00000000000853,,231.00000000003615
2019.01.07,242.00000000000887,217.0000000000005,12.000000000012001,99.00000000000463,39.00000000000014,-82.99999999999974,-105.00000000001819,-167.9999999999904,-102.99999999999443,-61.99999999998429,-107.00000000001353,-152.00000000000102,,-170.99999999997547
2019.01.07,192.99999999999872,178.99999999999582,5.000000000010552,86.0000000000083,22.999999999995246,-94.00000000000519,-106.99999999999932,-165.9999999999995,-131.00000000000023,9.000000000014552,-104.00000000001342,-187.00000000001182,,-294.00000000000625
2019.01.07,181.00000000000892,165.9999999999995,-8.999999999992347,63.000000000013046,19.999999999997797,-87.99999999999919,-106.99999999999932,-176.99999999998272,-155.00000000000114,-76.99999999999375,-95.00000000001307,-182.00000000000216,,-459.9999999999645
2019.01.07,139.00000000000023,147.99999999999258,-24.000000000001798,33.00000000001635,12.999999999996348,-77.00000000000485,-188.0000000000166,-177.99999999998929,-231.99999999999932,-158.99999999999804,-169.00000000001114,-218.00000000000352,,-912.000000000019
2019.01.07,161.00000000001114,148.99999999999915,1.0000000000065512,104.00000000001519,56.0000000000005,-184.00000000000637,-84.00000000000318,-156.00000000000057,-117.00000000000443,-27.999999999983594,-93.00000000000352,-170.0000000000017,,-360.9999999999709
2019.01.07,360.0000000000048,232.99999999999432,-183.99999999998417,93.00000000000975,-14.000000000002899,-253.99999999999866,-278.00000000002,-161.99999999999548,-66.99999999999307,4.000000000004,-132.000000000005,-168.00000000000637,,-568.9999999999928
2019.01.07,320.00000000000915,178.99999999999582,-231.0000000000034,111.00000000001664,-31.000000000003247,-312.00000000000114,-343.00000000001774,-60.99999999999994,9.000000000000341,-15.999999999993797,-101.0000000000133,-66.0000000000025,,-542.0000000000131
