date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.11.20,-69.9999999999923,-2.999999999997449,-1.9999999999953388,-52.000000000007596,-14.000000000002899,-7.0000000000014495,-39.00000000001125,-55.00000000000682,-75.9999999999983,-71.00000000000995,-102.99999999999754,-80.99999999998886,-124.99999999999733,-208.99999999999253,-129.99999999999545,-19.999999999997797,-7.0000000000014495,-15.00000000000945,-9.999999999990905,-118.99999999999977,-34.000000000006025,-13.00000000000745,-115.99999999999389,-72.0000000000054,,-1443.0000000000073
2017.11.20,-75.00000000000284,-201.00000000000674,5.000000000009663,-101.00000000001774,9.00000000000345,-33.000000000005244,-70.99999999999883,-42.00000000000159,-140.0000000000068,-87.00000000000374,-112.99999999999643,-90.99999999997976,-149.9999999999835,-282.9999999999888,-180.00000000000682,-131.00000000001444,7.0000000000014495,-87.00000000001484,-10.99999999999568,-142.00000000001012,-22.00000000000557,4.999999999999449,-170.00000000000347,-147.00000000000824,,-2251.000000000037
2017.11.20,-32.999999999994145,-455.0000000000054,-58.9999999999975,-241.00000000000233,49.99999999999449,-33.000000000005244,-499.000000000005,7.999999999995566,-141.99999999999767,-79.00000000000685,72.0000000000054,-80.99999999998886,-231.99999999998778,-266.999999999995,109.00000000000887,-374.0000000000077,-341.99999999999784,-545.0000000000177,-6.000000000000227,-209.00000000000318,-79.00000000000773,-68.00000000000139,-210.99999999999451,-66.00000000001049,,-3782.000000000022
2017.11.20,38.99999999998904,-631.0000000000038,-211.9999999999891,-317.0000000000117,85.00000000000173,-107.99999999999699,-564.000000000009,39.00000000000148,-41.9999999999976,-87.00000000000374,202.0000000000022,131.00000000000023,-225.99999999999287,-255.00000000000523,563.999999999993,-565.9999999999999,-503.000000000009,-829.0000000000131,144.00000000000546,-371.0000000000093,-222.99999999999898,-59.000000000009045,-231.0000000000034,-154.0000000000097,,-4174.00000000007
2017.11.20,79.00000000000685,-537.0000000000097,-149.99999999999147,-324.0000000000132,60.99999999999994,-74.00000000000739,-456.00000000001194,6.000000000000227,-92.00000000000318,-55.000000000005045,136.99999999999824,13.00000000000523,-204.99999999998852,-184.99999999999073,306.0000000000116,-383.0,-370.00000000000364,-495.000000000001,42.00000000000159,-323.99999999999807,-162.9999999999967,-65.00000000000395,-182.99999999999983,-85.00000000000173,,-3502.0000000000027
2017.11.20,80.99999999999774,-439.0000000000116,-33.999999999991815,-209.9999999999991,56.99999999999594,-39.00000000000014,-350.00000000000585,37.00000000000614,-100.00000000000009,-36.0000000000027,148.0000000000037,60.000000000002274,-110.99999999999443,-168.99999999999693,370.00000000000455,-377.0000000000051,-331.0000000000146,-477.0000000000163,52.00000000000671,-213.99999999999864,-91.00000000000819,-27.00000000001035,-166.99999999999494,-59.000000000009045,,-2426.0000000000427
2017.11.20,89.99999999999008,-439.0000000000116,-6.000000000000227,-235.00000000000742,26.999999999999247,-43.999999999999595,-334.9999999999964,25.000000000005684,-114.00000000000298,-1.0000000000065512,118.00000000000699,40.000000000020464,-115.99999999998278,-96.99999999999153,360.00000000001364,-378.00000000001165,-408.00000000000836,-514.9999999999987,22.00000000000557,-156.0000000000059,-70.99999999999795,-92.00000000000318,-212.99999999999653,-21.00000000000435,,-2558.999999999984
2017.11.20,123.99999999999079,-476.0000000000098,-101.99999999998965,-272.00000000000557,41.9999999999976,-6.0000000000060005,-378.00000000001165,40.00000000000625,-72.0000000000054,-28.000000000005798,130.0000000000079,127.00000000000955,-129.00000000000134,-45.000000000006146,411.00000000000136,-320.00000000000915,-407.0000000000018,-623.000000000018,103.9999999999992,-219.0000000000083,-34.99999999999659,-98.0000000000092,-290.00000000000136,-141.99999999999767,,-2664.000000000071
2017.11.20,141.99999999999767,-601.9999999999915,-138.9999999999958,-378.00000000001165,51.99999999999649,-52.000000000007596,-595.9999999999966,102.99999999999443,-38.0000000000047,-112.000000000001,129.00000000000134,279.0000000000248,-208.99999999999253,-89.00000000000574,540.9999999999968,-344.00000000001097,-432.0000000000102,-653.0000000000147,185.00000000000227,-334.0000000000032,-189.99999999999773,-114.00000000000298,-276.9999999999939,-117.00000000001154,,-3245.0000000000387
2017.11.20,215.00000000000963,-598.0000000000097,-140.00000000000057,-369.0000000000193,78.00000000000028,-51.000000000001044,-653.0000000000147,-18.000000000000682,90.99999999999665,-162.0000000000066,160.00000000000458,318.00000000001205,-156.99999999998494,-48.99999999998794,617.0000000000186,-341.99999999999784,-425.0000000000087,-628.0000000000064,227.00000000000387,-332.00000000000784,-185.00000000000227,-97.00000000000264,-256.99999999999613,-80.99999999999774,,-2837.9999999999995
