date,USDCHF,GBPCHF,EURGBP,AUDJPY,AUDCAD,empty,sum
2021.02.15,0.0,-151.9999999999966,-34.000000000000696,-109.99999999999943,-106.00000000000608,,-402.0000000000028
2021.02.15,60.00000000000449,-126.0000000000039,-23.00000000000635,-114.99999999999488,-119.00000000000244,,-323.00000000000307
2021.02.15,80.00000000000229,-313.00000000000773,-73.00000000000084,-182.99999999999272,-125.00000000000844,,-614.0000000000075
2021.02.15,133.00000000000534,-320.9999999999935,-86.0000000000083,-176.9999999999925,-104.00000000000409,,-554.9999999999931
2021.02.15,151.00000000000114,-407.0000000000018,-114.99999999999844,-257.000000000005,-148.99999999999915,,-777.0000000000032
2021.02.15,156.00000000000057,-422.00000000001125,-128.00000000000588,-277.000000000001,-159.00000000000912,,-830.0000000000267
2021.02.15,136.99999999999824,-412.9999999999967,-131.99999999999878,-197.00000000000273,-103.00000000000864,,-708.0000000000086
2021.02.15,95.00000000000064,-456.00000000001194,-167.00000000000603,-197.9999999999933,-99.00000000000463,,-825.0000000000152
2021.02.15,57.00000000000705,-486.999999999993,-204.99999999999963,-203.99999999999352,-104.00000000000409,,-942.9999999999832
2021.02.15,53.999999999998494,-470.9999999999992,-191.00000000000784,-242.999999999995,-111.00000000000554,,-962.0000000000091
2021.02.15,30.000000000007798,-462.0000000000068,-182.99999999999983,-307.9999999999927,-162.0000000000066,,-1084.9999999999982
2021.02.15,26.999999999999247,-456.9999999999963,-170.99999999999892,-382.99999999999557,-192.00000000000327,,-1175.9999999999948
2021.02.15,45.000000000006146,-482.00000000000466,-190.00000000000128,-414.99999999999204,-197.00000000000273,,-1238.9999999999945
2021.02.15,52.000000000007596,-456.9999999999963,-175.99999999999838,-353.9999999999992,-185.00000000000182,,-1119.9999999999882
2021.02.15,23.00000000000635,-451.0000000000014,-161.00000000000003,-391.9999999999959,-215.00000000000963,,-1196.0000000000007
2021.02.15,19.999999999997797,-445.0000000000065,-155.00000000000514,-409.000000000006,-204.00000000000418,,-1193.000000000024
2021.02.15,26.000000000003798,-432.0000000000102,-150.00000000000568,-438.99999999999295,-209.9999999999991,,-1205.000000000004
2021.02.15,50.0000000000056,-456.9999999999963,-114.00000000000298,-429.00000000000205,-207.00000000000162,,-1156.9999999999973
2021.02.15,58.000000000002494,-458.00000000000284,-114.99999999999844,-391.00000000000534,-182.99999999999983,,-1089.0000000000039
2021.02.15,60.00000000000449,-597.0000000000031,-233.00000000000543,-418.99999999999693,-171.00000000001003,,-1360.000000000011
2021.02.15,-7.9999999999968985,-541.0000000000136,-200.00000000000017,-501.0000000000048,-204.99999999999963,,-1455.000000000015
2021.02.15,40.00000000000669,-544.9999999999955,-187.9999999999993,-542.9999999999922,-173.00000000000094,,-1408.9999999999811
2021.02.15,33.000000000005244,-495.000000000001,-143.9999999999997,-524.0000000000009,-134.0000000000008,,-1263.9999999999973
2021.02.15,-29.999999999996696,-405.0000000000109,-161.00000000000003,-561.9999999999976,-97.00000000000264,,-1255.000000000008
2021.02.15,9.999999999998899,-547.999999999993,-255.00000000000523,-578.000000000003,-93.00000000000975,,-1464.000000000012
2021.02.15,12.000000000000899,-536.0000000000032,-256.0000000000007,-549.9999999999972,-81.00000000000884,,-1411.0000000000089
2021.02.15,-42.999999999993044,-495.000000000001,-236.99999999999832,-534.000000000006,-85.00000000000173,,-1394.0000000000002
2021.02.15,-48.99999999999905,-478.0000000000006,-248.99999999999923,-545.9999999999923,-94.00000000000519,,-1415.9999999999964
2021.02.15,0.0,-514.9999999999987,-282.0000000000045,-477.00000000000387,-55.000000000005045,,-1329.000000000012
2021.02.15,-2.999999999997449,-509.00000000000387,-275.000000000003,-542.9999999999922,-36.0000000000027,,-1365.999999999999
2021.02.15,-8.999999999992347,-514.9999999999987,-273.000000000001,-519.0000000000055,3.999999999992898,,-1312.0000000000048
2021.02.15,11.00000000000545,-490.999999999997,-246.00000000000176,-506.0000000000002,23.999999999990695,,-1208.000000000003
2021.02.15,9.999999999998899,-493.0000000000101,-274.00000000000756,-507.99999999999557,57.99999999999139,,-1207.000000000023
2021.02.15,1.0000000000065512,-473.99999999999665,-280.00000000000244,-510.9999999999957,80.99999999999774,,-1182.9999999999905
2021.02.15,-21.999999999999797,-480.99999999999807,-295.0000000000008,-531.9999999999965,65.99999999999939,,-1263.9999999999957
2021.02.15,-56.0000000000005,-483.99999999999557,-295.0000000000008,-608.0000000000041,-6.0000000000060005,,-1449.0000000000068
2021.02.15,-56.99999999999594,-473.99999999999665,-292.00000000000335,-635.9999999999957,-4.000000000004,,-1462.9999999999957
2021.02.15,-64.99999999999284,-489.0000000000061,-284.0000000000065,-653.0000000000058,5.999999999994898,,-1485.0000000000161
2021.02.15,-56.99999999999594,-489.0000000000061,-277.000000000005,-650.0000000000057,17.999999999995797,,-1455.0000000000168
2021.02.15,-53.999999999998494,-480.99999999999807,-279.00000000000705,-638.9999999999958,3.999999999992898,,-1449.0000000000066
2021.02.15,-39.999999999995595,-493.0000000000101,-287.0000000000039,-606.9999999999993,19.999999999997797,,-1407.0000000000111
2021.02.15,-35.999999999991594,-439.99999999999596,-247.00000000000833,-587.9999999999939,49.99999999999449,,-1260.9999999999952
2021.02.15,-32.999999999994145,-436.9999999999985,-253.0000000000032,-602.9999999999944,56.0000000000005,,-1269.99999999999
2021.02.15,-37.99999999999359,-432.9999999999945,-252.0000000000078,-600.9999999999991,44.99999999999504,,-1279.0
2021.02.15,-42.999999999993044,-432.9999999999945,-257.0000000000072,-602.0000000000039,39.00000000000014,,-1295.9999999999984
2021.02.15,-78.00000000000028,-421.0000000000047,-251.00000000000122,-570.999999999998,46.999999999997044,,-1274.000000000007
2021.02.15,-78.00000000000028,-429.00000000001273,-265.0000000000041,-563.0000000000024,59.99999999999339,,-1275.0000000000261
2021.02.15,-61.999999999995396,-415.0000000000098,-287.0000000000039,-596.9999999999942,12.000000000000899,,-1349.0000000000023
2021.02.16,-98.99999999999353,-419.9999999999982,-302.0000000000023,-578.9999999999935,56.99999999999594,,-1342.9999999999916
2021.02.16,-95.99999999999609,-414.00000000000324,-308.00000000000824,-581.9999999999936,58.99999999999794,,-1341.0000000000032
2021.02.16,-56.0000000000005,-428.00000000000614,-297.00000000000284,-634.0000000000003,4.999999999999449,,-1410.0000000000105
2021.02.16,-60.99999999999994,-459.0000000000094,-297.9999999999983,-689.9999999999977,2.999999999997449,,-1505.000000000008
2021.02.16,-98.99999999999353,-487.99999999999955,-311.00000000000574,-748.0000000000047,21.999999999999797,,-1624.0000000000039
2021.02.16,-136.99999999999824,-513.0000000000078,-319.0000000000026,-787.9999999999967,1.999999999990898,,-1755.0000000000146
2021.02.16,-137.9999999999937,-503.000000000009,-347.0000000000084,-819.9999999999932,22.999999999995246,,-1785.000000000009
