date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURAUD,EURNZD,empty,sum
2016.08.29,24.000000000001798,42.999999999993044,131.9999999999908,-26.000000000003798,-31.000000000003247,-21.999999999999797,-17.000000000000348,41.9999999999976,-98.0000000000203,-163.00000000000205,-235.00000000000742,,-351.0000000000538
2016.08.29,65.00000000000395,29.999999999996696,146.99999999999136,-48.000000000003595,-46.00000000000159,-12.000000000000899,-16.0000000000049,46.00000000000159,-90.00000000001229,-175.99999999999838,-304.00000000001535,,-404.0000000000434
2016.08.29,-122.99999999998423,149.9999999999835,182.99999999999272,16.0000000000049,61.999999999995396,-4.999999999999449,60.99999999999994,44.99999999999504,-219.00000000001364,-231.99999999998778,-266.0000000000107,,-328.0000000000243
2016.08.29,-110.99999999999443,126.0000000000039,138.9999999999958,-44.99999999999504,14.999999999998348,-40.00000000000669,32.999999999994145,34.000000000000696,-345.0000000000175,-325.99999999998187,-337.0000000000095,,-857.0000000000123
2016.08.29,-174.99999999999181,167.9999999999904,126.99999999999534,-54.999999999993946,58.99999999999794,-74.00000000000739,53.999999999998494,27.999999999994696,-460.000000000016,-404.9999999999887,-301.0000000000179,,-1034.0000000000389
2016.08.29,-61.99999999998429,147.99999999999258,156.99999999999648,-175.00000000000293,-36.0000000000027,-186.00000000000838,-35.00000000000725,85.00000000000173,-591.0000000000082,-617.0000000000009,-480.00000000001376,,-1792.0000000000377
2016.08.29,9.000000000014552,103.99999999999298,50.99999999998772,-258.0000000000027,-87.99999999999919,-254.00000000000978,-70.0000000000034,102.99999999999754,-692.0000000000038,-731.9999999999993,-540.0000000000072,,-2367.0000000000323
2016.08.29,24.000000000001798,113.99999999999189,135.99999999999568,-161.99999999999548,-31.000000000003247,-200.00000000000017,-52.000000000007596,121.99999999999989,-443.0000000000156,-546.000000000002,-432.0000000000102,,-1470.000000000045
2016.08.29,-34.000000000000696,141.99999999999767,117.999999999995,-166.99999999999494,27.999999999994696,-182.00000000000438,24.000000000001798,102.99999999999754,-535.0000000000188,-596.9999999999809,-339.0000000000004,,-1439.0000000000134
2016.08.29,42.0000000000087,95.00000000000064,-28.000000000005798,-241.99999999999778,-60.00000000000449,-233.00000000000543,-39.00000000000014,121.99999999999989,-602.0000000000136,-682.9999999999892,-460.000000000016,,-2088.000000000023
2016.08.29,-38.0000000000047,150.99999999999002,-32.00000000001069,-175.99999999999838,-34.000000000000696,-192.00000000000327,-36.0000000000027,112.99999999999643,-558.0000000000141,-624.9999999999867,-480.99999999999807,,-1908.0000000000332
2016.08.29,4.000000000004,175.99999999999838,-57.00000000000216,-141.99999999999767,-9.00000000000345,-180.0000000000024,-31.999999999998696,154.99999999999403,-424.00000000000216,-588.9999999999951,-470.9999999999992,,-1569.0000000000045
2016.08.29,-75.99999999998718,192.99999999999872,-21.000000000000796,-80.00000000000229,87.99999999999919,-143.9999999999997,41.9999999999976,119.00000000000244,-395.000000000012,-495.000000000001,-280.0000000000136,,-1049.0000000000186
2016.08.29,-60.99999999999994,180.0000000000024,-81.00000000000307,-95.00000000000064,68.00000000000139,-164.00000000000858,12.000000000000899,114.00000000000298,-407.0000000000018,-504.9999999999999,-303.0000000000088,,-1242.000000000015
2016.08.29,-31.000000000003247,194.0000000000053,-174.0000000000066,-112.000000000001,48.99999999999905,-174.00000000000747,2.000000000002,148.0000000000037,-405.0000000000109,-550.9999999999903,-370.00000000000364,,-1424.0000000000132
