date,USDCHF,GBPUSD,EURUSD,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,empty,sum
2017.06.19,-92.99999999999864,-60.99999999999994,0.0,-225.99999999999287,0.0,-2.999999999997449,-8.000000000009777,-151.00000000001222,-191.99999999999218,-63.99999999999739,-259.0000000000092,-10.000000000005116,,-1067.0000000000146
2017.06.19,-165.00000000000404,-126.99999999998823,-63.000000000013046,-53.999999999998494,39.00000000000014,63.99999999999739,-170.00000000001592,-104.99999999999955,-180.0000000000024,-52.99999999999194,-375.9999999999986,109.99999999999943,,-1080.0000000000155
2017.06.19,-138.00000000000477,-105.99999999998388,-91.00000000001884,-39.999999999995595,57.00000000000705,97.9999999999981,-98.00000000001319,-215.00000000000963,-120.99999999999334,-95.00000000000064,-269.00000000000813,141.9999999999959,,-876.0000000000271
2017.06.19,-141.99999999999767,-29.999999999996696,-60.000000000015596,2.0000000000131024,124.99999999999733,141.00000000000225,8.000000000009777,-218.00000000000708,-139.9999999999846,-105.99999999998388,-280.9999999999979,159.9999999999966,,-540.9999999999643
2017.06.19,-121.00000000000443,-26.999999999999247,-28.000000000005798,10.000000000021103,126.0000000000039,150.00000000000568,33.999999999991815,-221.00000000000452,-174.99999999999181,-120.99999999999334,-261.0000000000001,201.99999999999818,,-431.9999999999786
2017.06.19,-121.99999999999989,3.0000000000196536,-19.00000000001345,30.0000000000189,104.00000000000409,182.99999999999983,105.99999999999454,-303.9999999999932,-231.99999999998778,-163.9999999999864,-219.00000000001364,189.99999999999773,,-443.99999999995964
2017.06.19,-201.00000000000674,16.000000000016,-123.00000000000644,8.000000000008,129.9999999999968,256.99999999999613,223.99999999998954,-387.000000000004,-190.00000000000128,-224.000000000002,-75.00000000000284,209.00000000000318,,-356.00000000001364
2017.06.19,-218.00000000000708,-26.999999999999247,-145.00000000001734,3.0000000000196536,126.0000000000039,324.00000000000205,314.9999999999977,-327.00000000001063,-141.99999999999767,-7.0000000000014495,109.99999999998789,314.9999999999977,,326.99999999997556
2017.06.19,-221.99999999999997,-34.000000000000696,-139.00000000000023,20.000000000020002,107.99999999999699,353.0000000000033,264.99999999998636,-184.00000000000637,-200.99999999998454,48.000000000003595,173.99999999998528,349.9999999999943,,537.999999999998
2017.06.19,-180.0000000000024,-39.999999999995595,-95.00000000000064,19.00000000001345,102.00000000000209,409.99999999999926,181.99999999998795,-93.00000000000975,-219.99999999999798,25.00000000000835,293.99999999999426,310.99999999999284,,714.9999999999919
2017.06.19,-160.00000000000458,-52.99999999999194,-70.99999999999883,17.000000000000348,124.00000000000189,468.00000000000176,156.99999999998226,-73.00000000001194,-173.00000000000094,18.0000000000069,407.99999999998613,323.99999999999807,,985.9999999999692
2017.06.19,-165.9999999999995,-68.99999999998573,-85.00000000000173,14.000000000002899,121.99999999999989,426.9999999999996,164.99999999999204,-174.00000000000747,-174.99999999999181,-41.99999999998649,336.9999999999873,301.00000000000193,,655.0000000000109
2017.06.19,-167.00000000000603,-18.999999999991246,-89.00000000000574,3.0000000000196536,133.00000000000534,465.0000000000043,222.0000000000084,-181.9999999999933,-131.99999999999878,-17.000000000000348,431.99999999998795,302.99999999999727,,952.0000000000276
2017.06.19,-146.99999999999713,18.0000000000069,-70.99999999999883,6.000000000017103,126.0000000000039,424.9999999999976,294.9999999999875,-314.99999999999864,-160.99999999998892,-90.99999999999665,343.00000000000443,307.00000000000216,,735.0000000000394
2017.06.19,-180.0000000000024,33.00000000001635,-86.0000000000083,8.000000000008,134.0000000000008,429.99999999999704,294.9999999999875,-307.00000000001285,-144.99999999999514,-68.00000000000139,344.99999999999534,286.00000000000136,,744.9999999999864
2017.06.19,-204.00000000000418,13.000000000018552,-106.00000000000608,26.0000000000149,143.9999999999997,450.00000000000597,247.99999999999045,-313.00000000000773,-156.00000000000057,-61.99999999998429,357.99999999999164,269.00000000000546,,667.0000000000239
2017.06.19,-202.9999999999976,9.000000000014552,-110.00000000001009,11.00000000000545,148.0000000000037,426.00000000000415,185.00000000000227,-303.9999999999932,-120.99999999999334,-41.000000000002146,336.00000000000296,224.99999999999432,,561.000000000031
2017.06.19,-211.00000000000563,-15.999999999993797,-114.0000000000141,15.00000000000945,135.00000000000733,383.0,175.99999999998772,-392.9999999999989,-166.99999999998383,-147.99999999999258,225.99999999999287,188.0000000000024,,74.00000000001089
2017.06.19,-231.0000000000034,-41.99999999998649,-135.00000000001845,32.0000000000098,140.0000000000068,341.99999999999784,245.00000000000455,-449.0000000000105,-207.00000000000162,-234.99999999998522,68.99999999998573,210.99999999999852,,-260.00000000000244
2017.06.19,-185.99999999999727,9.000000000014552,-43.00000000001525,20.000000000020002,29.000000000001247,229.99999999999687,358.0000000000041,-595.9999999999966,-368.9999999999971,-383.0,-131.00000000001444,225.9999999999991,,-835.9999999999848
2017.06.19,-192.00000000000327,40.0000000000178,-188.00000000001037,-79.99999999999119,-7.9999999999968985,251.00000000000122,362.99999999999955,-568.9999999999973,-410.99999999998363,-269.9999999999925,-39.999999999995595,230.99999999999454,,-872.9999999999577
2017.06.19,-195.00000000000074,151.00000000001222,-215.00000000000963,-184.99999999999073,-156.00000000000057,100.99999999999554,621.0000000000093,-1158.9999999999989,-453.99999999999886,-600.9999999999849,-114.0000000000141,40.00000000000625,,-2165.999999999975
2017.06.19,-36.0000000000027,191.00000000000784,-131.00000000001444,-225.99999999999287,-158.0000000000026,100.99999999999554,621.0000000000093,-1266.999999999996,-462.9999999999912,-649.999999999995,-86.0000000000083,7.999999999995566,,-2095.999999999995
2017.06.19,17.000000000000348,236.00000000001398,-124.00000000001299,-254.999999999983,-136.99999999999824,133.00000000000534,539.999999999992,-1154.0000000000105,-387.99999999998835,-443.99999999999994,25.999999999992696,87.0000000000033,,-1462.9999999999854
2017.06.19,24.000000000001798,310.0000000000103,-120.00000000000898,-258.99999999998704,-137.9999999999937,133.00000000000534,574.9999999999886,-1137.9999999999945,-402.9999999999978,-441.99999999998687,11.00000000000545,67.99999999999784,,-1378.9999999999595
2017.06.19,2.999999999997449,329.00000000000153,-162.00000000001768,-263.99999999999756,-131.99999999999878,180.0000000000024,534.9999999999966,-1035.0000000000082,-306.9999999999906,-280.9999999999979,191.99999999999218,105.00000000000398,,-837.0000000000166
2017.06.19,3.999999999992898,229.00000000001253,-123.00000000000644,-272.99999999998994,-141.99999999999767,200.00000000000017,436.00000000000705,-912.0000000000017,-309.99999999998806,-272.99999999998994,231.0000000000034,134.00000000000034,,-798.9999999999574
2017.06.19,68.00000000000139,161.00000000001114,-77.00000000001594,-274.9999999999808,-165.9999999999995,109.99999999999899,377.9999999999859,-736.0000000000033,-375.9999999999986,-302.9999999999866,-12.000000000012001,170.0000000000017,,-1057.9999999999977
