date,USDCHF,GBPUSD,NZDUSD,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2015.04.20,-83.9999999999952,-99.99999999998899,0.0,0.0,0.0,-80.00000000000229,-40.99999999999682,-104.99999999999955,0.0,0.0,-57.00000000000216,0.0,-263.99999999999756,-275.000000000003,,-1005.9999999999854
2015.04.20,-119.99999999999788,-10.999999999983245,137.9999999999937,-62.000000000006494,124.00000000000189,-26.000000000003798,10.99999999999568,-306.00000000000625,78.99999999998464,135.00000000001845,-155.00000000000114,251.99999999999534,-212.00000000000108,-185.00000000001293,,-338.00000000002314
2015.04.20,-90.0000000000012,-34.99999999998504,83.9999999999952,-24.000000000001798,137.9999999999937,11.00000000000545,-75.9999999999934,-299.00000000000483,156.00000000000057,150.00000000000568,-179.00000000000205,162.00000000000614,-177.00000000000495,-198.99999999999363,,-377.99999999998016
2015.04.20,75.00000000000284,-109.99999999998789,-31.000000000003247,82.99999999999974,88.99999999999464,29.999999999996696,-100.99999999999909,-189.00000000001694,285.99999999998624,87.00000000001484,-182.99999999999272,67.99999999999784,-234.00000000000088,-304.00000000001535,,-434.0000000000233
2015.04.20,6.0000000000060005,-115.99999999998278,-2.000000000002,71.99999999999429,148.0000000000037,34.000000000000696,-96.00000000000364,-239.00000000001143,249.99999999999466,92.00000000000318,-201.99999999999818,75.00000000000284,-138.00000000000477,-182.99999999999983,,-298.99999999999727
2015.04.20,-3.999999999992898,6.000000000017103,185.00000000000182,66.99999999999484,239.99999999999577,12.999999999996348,-88.99999999999864,-179.00000000001802,293.99999999999426,270.00000000001467,-146.99999999999136,224.99999999999432,-175.99999999999838,-100.0000000000112,,604.9999999999986
2015.04.20,-17.999999999995797,-35.999999999991594,205.99999999999508,119.99999999999788,264.999999999993,9.00000000000345,-227.99999999998022,-117.00000000001154,335.9999999999808,313.00000000000773,-177.99999999999727,230.00000000000398,-170.99999999999892,-107.00000000001265,,623.999999999994
2015.04.20,-29.999999999996696,93.00000000000975,261.0000000000001,171.99999999999437,307.99999999999716,17.000000000000348,31.00000000000591,-14.000000000002899,386.9999999999818,377.0000000000051,-7.999999999995566,364.9999999999949,-178.00000000000037,-146.00000000000168,,1634.9999999999925
2015.04.20,-27.999999999994696,84.0000000000174,243.99999999999977,172.99999999998983,283.99999999999534,24.000000000001798,132.000000000005,-77.00000000001594,361.9999999999957,300.00000000001137,55.00000000000682,371.9999999999999,-92.99999999999864,-146.00000000000168,,1686.000000000012
2015.04.20,-22.999999999995246,-14.999999999987246,234.99999999999633,205.99999999999508,371.99999999999454,46.00000000000159,13.00000000000523,-48.000000000003595,457.9999999999807,487.99999999999955,-9.999999999990905,361.0000000000042,-121.99999999999989,-109.00000000000354,,1851.9999999999964
2015.04.20,63.00000000000195,24.000000000001798,229.99999999999687,209.9999999999991,339.99999999999585,78.00000000000028,14.000000000010004,-46.0000000000127,482.999999999989,416.00000000001637,-36.99999999999193,301.9999999999925,-67.00000000000594,-46.999999999997044,,1962.9999999999961
2015.04.20,75.9999999999983,68.00000000000139,259.9999999999936,245.99999999999068,371.99999999999454,87.99999999999919,4.9999999999954525,-31.000000000003247,497.99999999999847,480.00000000001376,-9.000000000000341,328.00000000000296,4.999999999999449,-1.0000000000065512,,2384.9999999999777
2015.04.20,79.00000000000685,42.0000000000087,326.9999999999995,267.99999999999045,444.9999999999954,75.9999999999983,-48.99999999997817,53.999999999998494,554.9999999999944,618.0000000000074,-4.9999999999954525,402.000000000001,12.999999999996348,65.00000000000395,,2890.000000000027
2015.04.20,112.000000000001,-43.999999999999595,264.999999999993,286.99999999999284,424.9999999999976,82.00000000000429,-138.99999999998158,62.99999999999084,597.9999999999874,568.000000000013,-30.000000000001137,332.9999999999984,24.000000000001798,17.000000000000348,,2560.9999999999986
2015.04.20,139.00000000000023,-32.999999999994145,235.99999999999176,323.99999999999096,437.999999999994,109.00000000000354,-117.999999999995,123.99999999999079,665.9999999999889,619.000000000014,10.000000000005116,334.0000000000032,9.999999999998899,2.999999999997449,,2860.9999999999895
