date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.06.17,-206.00000000001728,-34.99999999998504,0.0,-21.999999999999797,-70.99999999999883,0.0,-85.99999999998609,-12.000000000000455,-11.999999999989797,-29.000000000001247,0.0,-74.00000000000739,-192.99999999998363,-43.999999999999595,0.0,-39.99999999999204,-2.999999999997449,-139.00000000000023,-28.000000000005798,-66.0000000000025,-7.999999999995566,-40.99999999999105,-48.99999999999905,-56.000000000011596,,-1213.9999999999645
2019.06.17,-170.00000000000347,-46.999999999997044,0.0,-0.999999999995449,-63.00000000000195,14.000000000002899,-82.00000000000429,-41.00000000001103,-25.999999999992696,4.000000000004,12.000000000000899,-73.00000000000084,-182.99999999999272,25.999999999992696,184.00000000000637,-84.00000000000318,5.999999999994898,-150.00000000000568,-46.00000000000648,-30.000000000001137,15.000000000000568,-9.999999999998899,-58.99999999999794,54.99999999998284,,-749.0000000000277
2019.06.17,-160.00000000000458,-62.99999999999084,-0.9999999999843467,-1.999999999990898,-49.99999999999449,80.00000000001339,-90.99999999999665,-76.99999999999818,-24.999999999997247,-7.9999999999968985,-16.0000000000049,-29.000000000001247,-221.99999999998,130.99999999999224,232.00000000000998,-137.99999999999102,38.0000000000047,-188.00000000001037,-21.000000000000796,-16.999999999995907,-1.0000000000047748,-13.999999999991797,-46.00000000000159,103.99999999999298,,-583.9999999999231
2019.06.17,-151.00000000001222,-66.99999999999484,-0.9999999999843467,-26.999999999999247,-32.999999999994145,107.00000000001265,-85.99999999998609,-88.00000000000807,-17.999999999995797,-26.000000000003798,-1.0000000000065512,-41.9999999999976,-213.99999999999864,151.9999999999966,209.00000000001472,-143.00000000000068,65.00000000000395,-165.00000000001512,4.9999999999954525,12.000000000000455,24.00000000000091,-48.99999999999905,-28.000000000005798,151.9999999999966,,-412.9999999999807
2019.06.17,-158.99999999999804,-75.99999999998718,14.000000000002899,-53.999999999998494,-71.99999999999429,133.00000000000534,-96.99999999999153,-79.00000000000773,-21.999999999999797,-61.999999999995396,7.9999999999968985,-33.000000000005244,-220.99999999997522,180.0000000000024,171.00000000001003,-158.00000000000125,83.00000000001084,-131.00000000001444,-5.000000000009663,34.000000000006025,39.99999999999204,-100.99999999999554,-104.00000000000409,137.9999999999937,,-572.9999999999577
2019.06.17,-158.99999999999804,-80.99999999999774,9.999999999998899,-65.99999999999939,-75.9999999999983,155.00000000001623,-150.99999999999002,-88.00000000000807,-15.999999999993797,-97.00000000000264,46.999999999997044,-30.000000000007798,-274.99999999997726,191.99999999999218,145.00000000001734,-207.9999999999984,85.00000000000173,-94.00000000001629,1.9999999999953388,55.00000000000682,67.99999999999784,-98.99999999999353,-92.99999999999864,147.99999999999258,,-625.9999999999641
2019.06.17,-178.99999999999582,-113.99999999999189,5.000000000010552,-75.9999999999983,-97.00000000000264,182.99999999999983,-163.00000000000205,-88.99999999999864,-6.999999999990347,-102.00000000000209,68.99999999999685,-58.99999999999794,-295.99999999999227,207.99999999998596,101.00000000001774,-233.99999999999466,95.00000000000064,-86.0000000000083,7.999999999995566,75.00000000000284,81.99999999999363,-134.99999999999625,-143.00000000000423,144.99999999999514,,-808.9999999999765
2019.06.17,-187.00000000000384,-124.99999999999733,9.999999999998899,-87.99999999999919,-114.99999999999844,177.00000000000495,-178.99999999999582,-142.00000000001012,0.0,-119.99999999999788,95.99999999999609,-65.99999999999939,-379.99999999999545,212.99999999999653,106.00000000000608,-307.9999999999927,156.00000000000057,-95.00000000000064,43.99999999999693,109.00000000000887,137.99999999999102,-128.99999999999022,-160.00000000000458,114.99999999999844,,-929.999999999987
2019.06.17,-151.9999999999966,-104.99999999999955,34.000000000000696,-72.99999999998974,-119.99999999999788,199.00000000001583,-198.99999999999363,-127.00000000000955,3.0000000000085514,-119.99999999999788,101.99999999999099,-60.99999999999994,-344.99999999999886,201.99999999999108,111.00000000001664,-307.00000000000216,156.00000000000057,-108.00000000001918,53.999999999987836,125.0,158.00000000000125,-126.99999999999933,-160.00000000000458,96.99999999999153,,-763.0000000000039
2019.06.17,-175.99999999999838,-145.99999999997948,17.000000000000348,-89.99999999999008,-132.99999999999423,198.00000000000927,-209.9999999999991,-160.0000000000108,15.00000000000945,-129.9999999999968,120.99999999999334,-68.00000000000139,-394.9999999999818,202.9999999999976,104.00000000001519,-364.9999999999949,171.99999999999437,-126.0000000000039,60.99999999999284,140.00000000000057,185.00000000000227,-139.00000000000023,-180.0000000000024,95.00000000000064,,-1006.9999999999372
2019.06.17,-182.0000000000155,-148.99999999999915,1.0000000000065512,-90.99999999999665,-136.00000000000279,208.00000000000819,-218.99999999999142,-109.99999999999943,21.00000000000435,-124.00000000000189,131.99999999999878,-65.00000000000395,-340.99999999997976,204.99999999998852,120.00000000000898,-316.0000000000025,157.99999999999147,-133.00000000000534,50.99999999998772,100.00000000000853,170.0000000000017,-125.99999999999278,-165.9999999999995,66.99999999999484,,-924.999999999991
2019.06.17,-190.00000000000128,-129.99999999998568,-14.999999999987246,-110.99999999999443,-164.99999999999292,217.0000000000005,-217.99999999998488,-88.99999999999864,30.000000000007798,-163.00000000000205,142.99999999999312,-53.999999999998494,-355.99999999999454,204.99999999998852,74.0000000000185,-289.99999999999204,134.99999999999625,-104.00000000001519,57.999999999992724,120.99999999999511,185.99999999999284,-134.0000000000008,-192.99999999999872,68.99999999998573,,-973.9999999999757
2019.06.17,-192.00000000001438,-113.99999999999189,-8.999999999992347,-97.9999999999981,-175.00000000000293,283.000000000011,-251.99999999998556,-73.0000000000075,60.00000000000449,-158.0000000000026,190.99999999999673,-41.000000000002146,-357.99999999997567,204.99999999998852,112.000000000001,-283.00000000000125,130.99999999999224,-109.00000000000354,67.99999999999784,111.0000000000042,213.99999999999864,-124.99999999999733,-211.00000000000563,17.999999999984695,,-805.0000000000017
2019.06.17,-191.00000000000784,-117.99999999999588,-7.999999999985796,-73.99999999999629,-176.99999999999383,306.00000000000625,-261.0000000000001,-40.00000000000625,67.00000000000594,-156.00000000000057,207.00000000000162,-35.00000000000725,-339.999999999975,211.99999999998997,165.00000000001512,-271.99999999999136,131.99999999999878,-106.00000000000608,70.99999999999795,120.99999999999511,221.9999999999942,-90.99999999999665,-211.00000000000563,10.999999999983245,,-565.9999999999803
