date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.07.13,-5.999999999994898,-91.00000000001884,-72.0000000000054,0.0,-17.000000000000348,-164.00000000000858,-29.999999999996696,-110.99999999999,-24.000000000001798,0.0,-334.0000000000032,-177.9999999999671,-407.0000000000107,-266.0000000000107,-161.00000000001114,-32.999999999994145,-66.0000000000025,-121.99999999999989,-51.99999999999649,-91.99999999999208,,-2226.0000000000045
2015.07.13,17.000000000000348,-60.000000000015596,-73.99999999999629,83.9999999999952,-17.000000000000348,-307.99999999999716,-45.99999999999049,-469.99999999999886,-33.000000000005244,101.99999999999099,-564.0000000000214,-187.99999999998818,-769.0000000000055,-519.0000000000028,-351.0000000000124,226.00000000001506,147.99999999999613,-216.99999999999875,9.999999999998899,-24.999999999997247,,-3054.000000000033
2015.07.13,-90.99999999999665,-23.00000000001745,-90.99999999999665,102.99999999999754,4.000000000004,-238.0000000000049,-241.00000000000233,-462.99999999999386,-55.000000000005045,175.99999999999838,-683.9999999999975,-464.9999999999821,-930.0000000000068,-547.999999999993,-446.0000000000131,361.0000000000113,200.9999999999934,-397.99999999999613,-8.999999999992347,-80.99999999999774,,-3917.999999999991
2015.07.13,-29.000000000001247,-43.999999999999595,-70.0000000000145,124.00000000000189,-17.000000000000348,-99.00000000000463,-208.99999999999253,-355.99999999999454,168.00000000000148,224.9999999999974,-454.00000000000773,-323.99999999999096,-721.0000000000036,-429.00000000001273,-308.0000000000194,361.0000000000113,165.99999999999682,-298.9999999999924,76.0000000000094,-105.99999999999498,,-2345.000000000011
2015.07.13,-24.000000000001798,-53.00000000001415,-97.9999999999981,158.0000000000026,65.00000000000395,-65.99999999998829,-234.00000000000088,-312.9999999999882,207.00000000000162,219.99999999999798,-469.99999999999886,-402.9999999999756,-741.9999999999902,-473.0000000000123,-245.0000000000063,236.99999999999832,164.00000000000148,-365.99999999999966,126.0000000000039,-150.99999999999002,,-2460.9999999999545
2015.07.13,19.00000000000235,73.99999999999629,-133.00000000000534,95.00000000000064,75.00000000000284,-28.999999999990145,-248.00000000000378,-376.0000000000048,100.00000000000009,218.99999999999142,-522.9999999999961,-307.999999999975,-828.000000000003,-527.0000000000108,-425.0000000000087,367.0000000000062,206.99999999999363,-368.9999999999998,43.999999999999595,-144.99999999999514,,-2710.999999999999
2015.07.13,7.0000000000014495,-39.00000000001125,-78.00000000000028,56.0000000000005,51.000000000001044,-163.00000000000205,-225.00000000000853,-415.9999999999968,82.99999999999974,235.99999999999176,-474.00000000001796,-95.99999999996278,-805.0000000000068,-533.0000000000057,-554.00000000001,443.0000000000156,170.0000000000017,-358.99999999999466,-9.999999999998899,-154.99999999999403,,-2860.9999999999977
2015.07.13,62.000000000006494,-29.00000000001235,-76.99999999999375,119.00000000000244,56.99999999999594,-208.99999999999253,-168.99999999999693,-438.99999999999295,102.99999999999754,282.99999999999994,-385.9999999999957,-236.99999999999832,-747.0000000000141,-554.00000000001,-463.0000000000134,348.9999999999993,191.0000000000025,-368.9999999999998,74.00000000000739,-204.99999999999963,,-2646.0000000000077
2015.07.13,75.00000000000284,-52.000000000007596,-66.00000000001049,114.00000000000298,115.99999999999389,-262.999999999991,-93.99999999999409,-438.99999999999295,70.99999999999883,261.0000000000001,-342.00000000001296,-289.9999999999903,-683.9999999999975,-531.9999999999991,-356.00000000000074,139.00000000000023,72.00000000000273,-401.9999999999868,145.00000000000622,-307.99999999999716,,-2834.999999999973
2015.07.13,-12.000000000000899,-98.0000000000203,56.99999999999594,124.99999999999733,134.0000000000008,-221.99999999998886,-58.000000000002494,-395.9999999999866,117.00000000000044,192.99999999999872,-334.0000000000032,-330.9999999999924,-586.9999999999891,-524.9999999999977,-261.0000000000001,-170.99999999998784,58.9999999999975,-496.9999999999999,187.00000000000384,-398.9999999999938,,-3018.999999999968
