names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,50,"['NZDUSD', 'EURAUD']",80.0,0.4770732045732048,S
GBPUSD,10,['USDCAD'],80.0,-0.99,B
USDCAD,30,"['USDCHF', 'AUDJPY']",80.0,-0.43080092130092135,B
AUDUSD,10,['USDCAD'],80.0,-0.988,B
NZDUSD,15,['GBPJPY'],80.0,-0.8272771672771669,B
GBPCHF,10,"['USDCAD', 'AUDUSD', 'USDCHF', 'EURUSD', 'USDJPY', 'AUDJPY', 'GBPUSD']",100.0,-0.3,B
EURCHF,15,['GBPAUD'],80.0,0.32120568320568293,S
CHFJPY,10,['GBPCAD'],80.0,0.42119841269841274,S
AUDCHF,10,"['AUDUSD', 'CHFJPY']",80.0,-0.8,B
EURGBP,15,"['USDCAD', 'USDCHF', 'EURUSD', 'EURAUD', 'EURCAD', 'AUDCHF', 'NZDJPY']",100.0,-0.3,B
GBPJPY,50,"['AUDCAD', 'EURCAD', 'EURNZD', 'EURUSD', 'GBPJPY']",80.0,0.5759898989898992,S
GBPAUD,30,"['NZDCHF', 'USDCHF', 'AUDCHF', 'EURNZD', 'NZDJPY', 'AUDNZD']",100.0,-0.54,B
EURJPY,10,"['CHFJPY', 'USDCAD', 'EURJPY']",100.0,0.32,S
EURCAD,10,"['AUDUSD', 'CHFJPY']",80.0,0.82,S
EURAUD,15,"['AUDUSD', 'CHFJPY']",100.0,0.4509761904761907,S
EURNZD,10,['NZDUSD'],80.0,-0.3919999999999999,B
CADJPY,15,['EURCHF'],80.0,-0.09217893217893215,B
NZDJPY,20,"['USDCAD', 'GBPJPY']",80.0,0.31614862914862923,S
AUDCAD,20,"['GBPCAD', 'CADJPY', 'NZDCAD']",100.0,-0.8066428571428572,B
NZDCAD,10,['NZDUSD'],80.0,0.284,S
