date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.02.24,40.00000000000669,-56.99999999999594,176.00000000000193,-180.99999999999784,-87.00000000000374,1.999999999990898,17.999999999984695,25.00000000000835,-119.00000000000244,304.9999999999784,-405.0000000000109,-25.999999999992696,-350.00000000000585,163.0000000000109,305.0000000000068,170.0000000000017,-222.99999999999542,-35.00000000000725,106.99999999999044,,-172.0000000000312
2020.02.24,30.000000000007798,-36.999999999998145,112.99999999999955,-82.00000000000429,-14.999999999998348,-11.00000000000545,32.999999999994145,43.999999999999595,-45.000000000006146,205.99999999998886,-126.0000000000039,-107.99999999999699,-90.00000000001229,57.00000000000216,158.00000000000125,58.9999999999975,-158.0000000000026,-19.999999999997797,93.99999999999409,,101.99999999995897
2020.02.24,69.00000000000794,-107.99999999999699,206.00000000000307,-163.99999999999747,-60.99999999999994,51.000000000001044,-2.0000000000131024,55.000000000005045,-103.00000000000864,349.9999999999943,-321.0000000000157,-166.99999999998383,-194.0000000000053,154.00000000001057,311.00000000000705,167.0000000000016,-244.99999999999523,-73.00000000000084,185.99999999999727,,111.00000000001087
2020.02.24,73.00000000000084,-133.99999999998968,231.00000000000875,-195.9999999999962,-73.99999999999629,45.99999999999049,-21.00000000000435,56.0000000000005,-134.0000000000008,405.9999999999775,-375.9999999999986,-208.99999999999253,-234.00000000000088,172.00000000001125,364.0000000000043,194.99999999999318,-290.00000000000136,-113.00000000000753,217.0000000000005,,-21.00000000000088
2020.02.24,74.00000000000739,-173.00000000000094,341.99999999999875,-323.0000000000066,-143.00000000000423,41.000000000002146,-52.000000000007596,26.999999999999247,-256.0000000000007,548.9999999999782,-746.0000000000023,-194.99999999998963,-487.0000000000152,289.0000000000015,577.0000000000124,344.99999999999886,-419.00000000000273,-156.00000000000057,304.9999999999997,,-401.00000000003234
2020.02.24,30.000000000007798,-62.000000000006494,266.00000000000534,-224.9999999999974,-53.999999999998494,38.0000000000047,-1.0000000000065512,41.9999999999976,-189.00000000000583,388.9999999999816,-539.0000000000006,-148.99999999999915,-409.0000000000149,173.00000000000182,419.00000000001114,192.99999999999784,-351.99999999999676,-92.00000000000318,300.99999999999574,,-221.00000000002564
2020.02.24,-40.99999999999105,-2.999999999997449,222.0000000000084,-163.99999999999747,-24.999999999997247,-38.0000000000047,-12.999999999996348,31.000000000003247,-176.0000000000095,310.9999999999786,-381.0000000000091,-151.9999999999966,-353.0000000000033,90.00000000000341,320.0000000000074,137.00000000000045,-317.9999999999961,-101.00000000000664,248.99999999998812,,-405.00000000001575
2020.02.24,-17.999999999995797,-31.000000000003247,272.00000000000557,-236.99999999999832,-78.00000000000028,-39.999999999995595,-15.00000000000945,28.000000000005798,-232.00000000000998,414.99999999999204,-558.0000000000141,-150.99999999999002,-490.999999999997,154.00000000001057,436.00000000000705,225.9999999999991,-392.00000000000347,-148.0000000000037,274.9999999999808,,-585.0000000000199
2020.02.24,-5.999999999994898,-25.00000000000835,216.00000000000819,-241.99999999999778,-92.00000000000318,-46.999999999997044,-2.0000000000131024,39.00000000000014,-231.0000000000034,367.999999999995,-539.0000000000006,-148.99999999999915,-512.0000000000014,109.00000000000887,404.0000000000106,206.00000000000307,-402.9999999999978,-173.00000000000094,263.99999999999756,,-814.9999999999941
2020.02.24,-40.99999999999105,25.00000000000835,141.9999999999959,-173.00000000000094,-46.00000000000159,2.999999999997449,5.999999999994898,36.0000000000027,-184.00000000000637,161.00000000000136,-479.0000000000072,-126.99999999998823,-412.00000000001234,24.00000000000091,278.0000000000058,108.00000000000409,-334.9999999999964,-130.0000000000079,231.99999999998778,,-912.000000000013
2020.02.24,-87.99999999999919,17.000000000000348,262.00000000000045,-214.99999999999852,-63.00000000000195,-26.0000000000149,-42.0000000000087,2.000000000002,-257.0000000000072,280.00000000000114,-648.0000000000041,-129.99999999998568,-504.9999999999999,117.00000000000443,401.00000000001046,204.9999999999983,-385.99999999999744,-150.00000000000568,261.9999999999845,,-964.0000000000216
2020.02.24,-103.99999999999298,29.00000000001235,237.00000000000898,-214.99999999999852,-92.00000000000318,-25.00000000000835,-49.00000000001015,-12.999999999996348,-265.99999999999955,220.99999999997522,-687.9999999999998,-109.99999999998789,-528.0000000000174,108.00000000000409,388.00000000000523,222.99999999999898,-383.99999999999545,-187.00000000000384,220.99999999998232,,-1234.0000000000266
2020.02.24,-88.99999999999464,39.00000000001125,225.00000000000853,-202.9999999999976,-104.00000000000409,-6.000000000017103,-24.000000000001798,3.0000000000085514,-246.00000000000176,207.9999999999984,-651.0000000000016,-102.99999999998644,-514.0000000000144,91.99999999999875,366.00000000001387,224.99999999999432,-373.99999999999653,-207.99999999999707,185.99999999999727,,-1177.9999999999823
2020.02.24,-93.99999999999409,39.00000000001125,251.00000000000477,-239.0000000000003,-90.99999999999665,-45.000000000006146,-32.0000000000098,-7.0000000000014495,-282.99999999999994,278.99999999999636,-707.0000000000132,-98.99999999998244,-583.0000000000002,111.0000000000042,422.00000000001125,227.00000000000387,-417.99999999999613,-187.00000000000384,258.99999999998704,,-1196.9999999999854
2020.02.24,-122.99999999999534,65.00000000000395,299.99999999999716,-204.00000000000418,-63.00000000000195,-103.00000000000864,-36.0000000000138,-27.999999999994696,-269.00000000000813,362.99999999999955,-570.0000000000039,-64.99999999998174,-551.0000000000126,147.00000000000557,415.00000000000625,227.00000000000387,-373.00000000000114,-153.99999999999858,247.99999999998158,,-774.0000000000266
2020.02.24,-111.99999999998988,100.99999999999554,259.00000000000034,-112.99999999999643,7.0000000000014495,-62.000000000006494,7.999999999985796,16.0000000000049,-174.00000000000747,274.0000000000009,-354.0000000000099,-91.99999999998099,-381.0000000000091,77.00000000001239,288.0000000000109,125.0,-297.9999999999983,-102.00000000000209,224.99999999998633,,-308.00000000000205
2020.02.24,-78.99999999999574,59.99999999999339,256.0000000000002,-102.00000000000209,4.999999999999449,-7.0000000000014495,5.999999999994898,23.00000000000635,-140.0000000000068,265.99999999999113,-331.0000000000146,-94.99999999997843,-295.0000000000008,100.00000000000853,274.0000000000009,123.00000000000466,-256.99999999999613,-78.00000000000028,202.9999999999976,,-67.99999999999915
2020.02.24,-114.99999999999844,87.99999999999919,259.00000000000034,-84.0000000000063,28.000000000005798,-114.0000000000141,-8.000000000008,-4.999999999999449,-146.00000000000168,338.99999999999864,-187.00000000000384,-63.99999999999739,-286.00000000000847,103.00000000000864,256.0000000000002,100.99999999999909,-232.99999999999432,-48.000000000003595,213.99999999998087,,97.99999999995721
