date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.02.24,-27.999999999994696,-68.00000000000139,-7.999999999995566,-200.99999999999562,-97.00000000000264,-62.000000000006494,-26.999999999999247,-35.999999999991594,-145.00000000000622,-11.000000000024102,-482.00000000000466,-60.99999999999994,-428.00000000000614,-9.000000000000341,-7.999999999995566,-7.999999999995566,-239.99999999999577,-50.0000000000056,-1.0000000000065512,,-1970.0000000000275
2020.02.24,1.0000000000065512,-87.99999999999919,109.00000000000887,-180.99999999999784,-117.99999999999588,-39.999999999995595,-5.999999999994898,-7.9999999999968985,-132.0000000000099,187.99999999998818,-424.00000000000216,-143.99999999998857,-355.0000000000164,48.00000000000182,152.00000000000102,45.000000000001705,-237.99999999999378,-97.00000000000264,0.9999999999843467,,-1287.0000000000014
2020.02.24,30.000000000007798,-168.99999999999693,64.00000000000716,-199.00000000000472,-131.00000000000333,-33.00000000001635,-24.000000000001798,19.00000000000235,-127.00000000001043,175.99999999998772,-402.0000000000135,-290.9999999999968,-275.000000000003,18.000000000000682,154.00000000001057,45.000000000001705,-290.00000000000136,-156.00000000000057,65.99999999998829,,-1525.0000000000423
2020.02.24,41.000000000002146,-147.00000000000824,195.99999999999795,-226.99999999999943,-124.00000000000189,4.999999999988347,-31.000000000003247,36.999999999998145,-167.00000000000603,317.99999999998363,-469.0000000000083,-220.99999999998232,-329.00000000000153,127.00000000000955,307.00000000000216,156.99999999999648,-334.00000000000097,-156.00000000000057,156.99999999998494,,-860.0000000000491
2020.02.24,53.00000000000304,-173.00000000000094,192.00000000000728,-334.9999999999964,-153.00000000000313,25.999999999992696,-52.000000000007596,25.00000000000835,-264.0000000000087,364.9999999999807,-788.0000000000109,-226.99999999999943,-519.0000000000028,141.00000000000534,334.0000000000032,170.0000000000017,-436.9999999999985,-174.00000000000747,196.99999999998053,,-1619.000000000053
2020.02.24,-5.999999999994898,-173.00000000000094,230.00000000000398,-326.0000000000041,-146.99999999999713,4.999999999988347,-63.99999999999739,14.000000000002899,-269.00000000000813,344.99999999999886,-766.0,-208.99999999999253,-511.000000000017,146.0000000000008,384.00000000000034,159.9999999999966,-427.99999999999505,-170.99999999999892,227.99999999998377,,-1558.0000000000302
2020.02.24,-43.999999999999595,-70.99999999999883,200.00000000000284,-251.00000000000122,-92.99999999999864,-58.000000000002494,-21.00000000000435,19.00000000000235,-221.00000000000452,292.0000000000016,-578.9999999999961,-197.99999999998707,-468.00000000000176,79.00000000000773,302.0000000000067,93.99999999999409,-376.99999999999403,-131.99999999999878,235.99999999999176,,-1290.9999999999807
2020.02.24,-69.9999999999923,-43.999999999999595,176.00000000000193,-263.99999999999756,-93.99999999999409,-94.00000000001629,-39.999999999995595,11.00000000000545,-265.99999999999955,256.9999999999766,-645.0000000000067,-189.99999999997908,-572.0000000000169,55.00000000000682,311.00000000000705,88.99999999999864,-441.0000000000025,-179.00000000000693,244.9999999999841,,-1755.0000000000264
2020.02.24,-19.999999999997797,-46.999999999997044,207.00000000000784,-280.00000000000244,-136.00000000000279,-51.000000000001044,-28.000000000005798,21.00000000000435,-273.000000000001,324.99999999998863,-676.9999999999943,-169.99999999998127,-583.0000000000002,109.00000000000887,404.0000000000106,194.00000000000261,-441.0000000000025,-209.9999999999991,234.00000000000088,,-1421.9999999999618
2020.02.24,-40.99999999999105,-35.999999999991594,131.00000000000023,-243.99999999999977,-95.99999999999609,-72.0000000000054,-18.0000000000069,26.000000000003798,-237.00000000000944,149.99999999997726,-544.9999999999955,-177.99999999998929,-531.0000000000148,20.000000000010232,264.00000000001,96.9999999999942,-407.99999999999727,-175.00000000000293,224.99999999998633,,-1668.000000000018
2020.02.24,-88.99999999999464,7.0000000000014495,121.00000000000932,-214.99999999999852,-70.99999999999883,-28.000000000005798,-43.00000000001525,-2.000000000002,-257.0000000000072,105.99999999999454,-653.999999999999,-147.99999999999258,-517.0000000000119,11.00000000000989,246.00000000000932,87.0000000000033,-387.99999999999943,-161.00000000000003,196.99999999998053,,-1798.0000000000168
2020.02.24,-106.99999999999044,9.999999999998899,192.99999999999784,-233.00000000000543,-95.00000000000064,-65.00000000000395,-56.000000000011596,-19.999999999997797,-277.000000000005,196.9999999999743,-722.0000000000005,-139.9999999999846,-551.9999999999969,69.00000000000261,342.00000000001296,146.0000000000008,-417.99999999999613,-187.00000000000384,218.99999999999142,,-1696.0000000000182
2020.02.24,-119.99999999999788,25.00000000000835,219.99999999999886,-236.00000000000287,-119.99999999999788,-60.000000000015596,-60.99999999999994,-27.999999999994696,-290.00000000000136,203.9999999999793,-724.0000000000135,-114.99999999999844,-581.0000000000093,82.00000000000784,358.0000000000041,212.0000000000033,-409.99999999999926,-219.99999999999798,181.9999999999933,,-1682.000000000034
2020.02.24,-96.99999999999153,35.00000000000725,215.0000000000034,-246.99999999999721,-104.99999999999955,-58.000000000002494,-36.0000000000138,-10.999999999994348,-286.00000000000847,203.9999999999793,-734.0000000000124,-104.99999999999955,-631.0000000000038,79.00000000000773,366.00000000001387,191.99999999999307,-431.99999999999903,-207.99999999999707,182.99999999999983,,-1676.000000000015
2020.02.24,-126.99999999999933,32.0000000000098,246.9999999999999,-239.0000000000003,-97.9999999999981,-114.99999999999844,-43.00000000001525,-35.999999999991594,-285.00000000000193,272.99999999999613,-714.999999999999,-113.99999999999189,-605.0000000000111,100.99999999999909,398.00000000001035,210.99999999999852,-422.9999999999956,-204.99999999999963,210.99999999998343,,-1532.000000000005
2020.02.24,-122.99999999999534,35.999999999991594,246.00000000000932,-207.00000000000162,-73.00000000000084,-110.00000000001009,-39.999999999995595,-27.999999999994696,-270.0000000000036,263.9999999999816,-580.0000000000027,-134.99999999999625,-556.0000000000009,66.0000000000025,286.00000000000136,121.99999999999989,-376.99999999999403,-165.00000000000404,210.99999999998343,,-1433.0000000000302
