date,GBPUSD,EURUSD,GBPCHF,EURGBP,EURNZD,empty,sum
2015.04.27,-1.0000000000065512,-29.999999999996696,-104.99999999999955,-56.0000000000005,-99.99999999998899,,-291.99999999999227
2015.04.27,10.999999999983245,-46.0000000000127,-100.99999999999554,-73.00000000000084,-622.9999999999958,,-832.0000000000216
2015.04.27,-40.0000000000178,-22.0000000000109,-65.00000000000395,-16.0000000000049,-224.000000000002,,-367.00000000003956
2015.04.27,-69.00000000000794,-38.0000000000047,-15.00000000000945,-16.0000000000049,-20.999999999982144,,-159.00000000000915
2015.04.27,-20.000000000020002,-8.000000000008,-22.999999999995246,-11.00000000000545,-112.99999999998533,,-175.00000000001404
2015.04.27,-21.00000000000435,12.999999999996348,-42.0000000000087,2.999999999997449,-243.99999999999977,,-291.00000000001904
2015.04.27,-1.0000000000065512,24.999999999986144,31.000000000003247,1.999999999990898,-274.9999999999808,,-218.00000000000705
2015.04.27,-26.999999999999247,-14.000000000002899,-41.000000000002146,-9.00000000000345,-274.9999999999808,,-365.9999999999885
2015.04.27,-37.00000000002035,-21.00000000000435,-42.0000000000087,-15.00000000000945,-283.99999999999534,,-399.0000000000382
2015.04.27,-19.00000000001345,-17.000000000000348,9.999999999998899,-14.000000000002899,-354.9999999999942,,-395.000000000012
2015.04.27,-20.000000000020002,-32.0000000000098,-114.0000000000141,-64.0000000000085,-537.9999999999941,,-768.0000000000465
2015.04.27,71.99999999998319,-24.000000000001798,-127.00000000001043,-63.00000000000195,-469.99999999999267,,-612.0000000000236
2015.04.27,-53.00000000001415,-116.00000000000499,-171.00000000001003,-78.00000000000028,-470.9999999999992,,-889.0000000000286
2015.04.27,-98.0000000000203,-156.00000000000057,-117.00000000001154,-81.00000000000884,-553.9999999999878,,-1006.0000000000291
2015.04.27,-41.000000000002146,-110.00000000001009,-200.00000000000017,-90.0000000000012,-522.9999999999845,,-963.9999999999982
2015.04.27,0.9999999999843467,-114.0000000000141,-249.99999999999466,-97.00000000000264,-491.99999999998136,,-952.0000000000084
2015.04.27,1.999999999990898,-97.00000000001374,-194.0000000000053,-82.00000000000429,-682.9999999999892,,-1054.0000000000216
2015.04.27,68.00000000000139,-5.000000000010552,-130.99999999999224,-50.0000000000056,-666.9999999999953,,-785.0000000000023
2015.04.27,-70.99999999999883,34.000000000000696,-106.00000000000608,22.999999999995246,-530.9999999999926,,-651.0000000000016
2015.04.27,-329.00000000000153,-148.00000000001478,-259.9999999999936,25.999999999992696,-560.9999999999893,,-1272.0000000000064
2015.04.27,-330.0000000000081,-240.00000000001796,-438.00000000000506,-40.00000000000669,-461.0000000000003,,-1509.000000000038
