date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.04.13,-9.999999999998899,-113.99999999999189,-146.00000000000168,0.0,-75.00000000000284,-72.99999999998974,0.0,-146.99999999998602,-274.9999999999915,-41.000000000002146,-53.999999999998494,-46.00000000000159,-109.99999999998522,-231.99999999998778,-280.9999999999917,-106.00000000000608,0.0,-1.9999999999953388,-96.00000000000364,-194.00000000000261,-29.999999999996696,-70.0000000000034,-4.000000000004,,-2105.9999999999413
2020.04.13,-12.000000000000899,-86.99999999999264,-68.99999999998573,-83.99999999998897,-127.99999999999478,-63.99999999999739,-58.000000000002494,-164.99999999999292,-123.00000000000466,-34.000000000000696,-50.0000000000056,-35.00000000000725,-19.99999999998181,-304.9999999999997,-176.9999999999925,-100.0000000000112,-72.0000000000054,-19.99999999999602,-56.000000000011596,-177.0000000000067,8.000000000008,-70.0000000000034,-100.99999999999554,,-1998.9999999999695
2020.04.13,-41.000000000002146,-103.00000000000864,-103.99999999999298,-102.99999999999443,-756.0000000000011,-193.99999999999417,-121.99999999999989,-126.99999999998823,-103.9999999999992,25.999999999992696,-97.9999999999981,56.0000000000005,-162.9999999999825,-978.9999999999966,-292.99999999999216,-468.00000000000176,-453.99999999999886,13.00000000000523,-296.0000000000065,-216.00000000000819,139.00000000000023,202.9999999999976,-110.99999999999443,,-4294.999999999964
2020.04.13,-42.0000000000087,-113.00000000000753,-98.99999999998244,42.00000000000159,-703.9999999999935,-214.99999999999852,73.99999999999629,-207.99999999998596,-3.9999999999906777,174.99999999999181,-77.00000000000485,63.99999999999739,-55.00000000000682,-954.9999999999948,-214.9999999999892,-540.0000000000072,-483.99999999999557,332.00000000000784,-274.0000000000009,-192.00000000000728,115.00000000000954,324.9999999999975,-90.99999999999665,,-3140.9999999999686
2020.04.13,-76.0000000000094,-184.99999999999073,-95.999999999985,32.00000000001069,-575.9999999999987,-183.99999999999528,-33.000000000005244,-304.9999999999997,-66.99999999999307,97.9999999999981,-51.000000000001044,107.99999999999699,7.000000000005002,-902.0000000000028,-256.9999999999908,-482.00000000000466,-395.99999999999636,225.00000000000853,-248.00000000000466,-161.00000000000136,124.00000000000189,348.9999999999993,-48.99999999998794,,-3124.999999999946
2020.04.13,-85.00000000000173,-173.00000000000094,-123.99999999999079,71.00000000001216,-485.0000000000021,-183.99999999999528,25.999999999992696,-279.99999999999136,-78.99999999999352,80.99999999999774,-60.99999999999994,117.00000000000044,-54.000000000002046,-821.9999999999894,-268.0000000000007,-446.0000000000131,-347.0000000000084,260.0000000000051,-274.0000000000009,-158.00000000000125,73.00000000000084,322.9999999999955,-42.999999999993044,,-2931.9999999999804
2020.04.13,-104.99999999999955,-144.99999999999514,-144.99999999999514,41.00000000001103,-453.0000000000145,-130.99999999999224,-69.00000000000794,-259.9999999999936,-114.99999999999488,53.999999999998494,16.0000000000049,193.99999999999417,-82.99999999999841,-692.9999999999881,-302.99999999999727,-274.00000000001864,-141.99999999999767,234.00000000000887,-208.00000000001262,-82.99999999999841,128.00000000000588,385.000000000002,-21.00000000000435,,-2177.999999999983
2020.04.13,-107.00000000000153,-112.000000000001,-137.9999999999937,102.00000000000387,-383.0,-135.99999999999167,-43.999999999999595,-243.99999999999977,-197.00000000000273,0.999999999995449,-7.0000000000014495,153.99999999999858,-205.99999999998886,-612.9999999999969,-382.99999999999557,-323.0000000000066,-249.99999999999466,216.00000000000819,-269.00000000000546,-194.00000000000261,46.00000000000159,239.99999999999577,-85.99999999998609,,-2932.9999999999636
2020.04.13,-121.99999999999989,-180.99999999998673,-154.99999999999403,191.0000000000025,-319.0000000000026,-156.99999999999602,17.000000000000348,-278.9999999999848,-349.9999999999943,-36.0000000000027,-31.999999999998696,133.99999999998968,-353.999999999985,-575.9999999999987,-570.999999999998,-442.00000000000904,-371.00000000001023,243.99999999999977,-406.0000000000059,-306.0000000000116,-36.999999999998145,204.99999999999963,-72.99999999998974,,-3975.9999999999736
2020.04.13,-109.00000000000354,-160.00000000000458,-156.00000000000057,288.0000000000109,-285.00000000000193,-141.99999999999767,34.99999999999615,-320.9999999999935,-393.99999999999125,-28.000000000005798,0.999999999995449,153.99999999999858,-368.9999999999998,-598.999999999994,-620.9999999999951,-285.00000000000193,-228.00000000000597,299.0000000000066,-390.00000000000057,-308.00000000000693,8.000000000008,217.0000000000005,-136.00000000000279,,-3528.9999999999886
