date,GBPUSD,USDJPY,AUDJPY,empty,sum
2016.07.25,-270.99999999999903,-21.99999999999136,-100.00000000000853,,-392.9999999999989
2016.07.25,-180.0000000000024,8.000000000009777,33.999999999991815,,-138.0000000000008
2016.07.25,-261.0000000000001,50.00000000001137,12.000000000000455,,-198.9999999999883
2016.07.25,-83.9999999999952,90.00000000000341,105.99999999999454,,112.00000000000276
2016.07.25,-76.0000000000094,139.00000000001,193.9999999999884,,256.99999999998903
2016.07.25,-207.00000000000162,149.0000000000009,250.0,,191.9999999999993
2016.07.25,-208.00000000000819,137.00000000000045,245.9999999999951,,174.99999999998738
2016.07.25,-303.9999999999932,265.00000000000057,284.9999999999966,,246.00000000000398
2016.07.25,-320.9999999999935,446.00000000001216,330.99999999998886,,456.0000000000075
2016.07.25,-295.0000000000008,371.0000000000093,359.99999999999943,,436.00000000000796
2016.07.25,-283.99999999999534,341.99999999999875,355.99999999999454,,413.99999999999795
2016.07.25,-201.99999999999108,309.0000000000117,340.999999999994,,448.0000000000146
2016.07.25,-236.99999999999832,291.000000000011,360.99999999999,,415.00000000000273
2016.07.25,-282.0000000000045,146.0000000000008,212.99999999999386,,76.99999999999017
2016.07.25,-239.99999999999577,158.00000000000125,259.00000000000034,,177.00000000000583
2016.07.25,-209.9999999999991,134.00000000000034,193.9999999999884,,117.99999999998965
2016.07.25,-120.99999999999334,32.00000000001069,200.9999999999934,,112.00000000001076
2016.07.25,-127.99999999999478,-12.999999999991019,183.9999999999975,,43.00000000001171
2016.07.25,-187.00000000000384,-100.99999999999909,131.00000000000023,,-157.00000000000273
2016.07.25,-228.00000000000597,-24.00000000000091,215.99999999999397,,-36.0000000000129
2016.07.25,-170.00000000000347,42.00000000000159,216.99999999999875,,88.99999999999687
2016.07.25,-239.00000000001143,84.00000000000318,250.0,,94.99999999999176
2016.07.25,-190.00000000000128,115.0000000000091,296.99999999999704,,222.00000000000486
2016.07.25,-100.99999999999554,133.00000000000978,381.9999999999908,,414.000000000005
2016.07.25,5.999999999994898,141.00000000000534,397.99999999999613,,544.9999999999964
2016.07.25,31.999999999987594,160.0000000000108,390.00000000000057,,581.999999999999
2016.07.25,-90.00000000001229,39.00000000000148,319.9999999999932,,268.9999999999824
2016.07.25,-174.99999999999181,45.000000000001705,298.9999999999924,,169.00000000000227
2016.07.25,-263.99999999999756,114.00000000000432,303.99999999998784,,153.9999999999946
2016.07.25,-205.99999999999508,79.00000000000773,277.9999999999916,,151.00000000000423
2016.07.25,-287.9999999999994,40.00000000000625,308.9999999999975,,61.00000000000438
