date,GBPUSD,USDJPY,GBPAUD,EURAUD,EURNZD,AUDJPY,empty,sum
2016.11.28,-242.99999999999324,-11.00000000000989,-568.9999999999973,-35.999999999991594,-256.00000000001177,0.0,,-1115.0000000000039
2016.11.28,-10.999999999983245,-36.000000000001364,164.00000000000858,8.000000000008,-268.0000000000016,91.00000000000819,,-51.99999999996143
2016.11.28,36.999999999998145,49.99999999999716,351.0000000000124,96.99999999999153,-121.00000000001555,134.00000000000034,,547.9999999999841
2016.11.28,83.00000000001084,-215.0000000000034,466.9999999999952,170.00000000000347,-24.000000000001798,-7.999999999995566,,473.00000000000875
2016.11.28,174.00000000000747,-335.00000000000796,428.00000000000614,248.00000000000378,-12.999999999996348,-51.00000000000193,,451.00000000001114
2016.11.28,79.00000000000685,-581.0000000000031,302.0000000000023,299.00000000000483,-22.0000000000109,-286.00000000000136,,-209.00000000000142
2016.11.28,151.9999999999966,-850.0000000000085,521.0000000000159,493.0000000000101,55.99999999998939,-569.0000000000026,,-196.99999999999915
2016.11.28,123.00000000000644,-1070.0000000000073,418.0000000000073,585.9999999999976,96.99999999999153,-605.000000000004,,-451.00000000000836
2016.11.28,296.0000000000074,-1251.0000000000048,260.0000000000158,487.99999999999955,71.99999999998319,-647.9999999999961,,-782.999999999995
2016.11.28,456.00000000001194,-1443.000000000012,344.00000000001097,473.99999999999665,-131.00000000001444,-575.0000000000028,,-875.0000000000098
2016.11.28,612.9999999999969,-1149.000000000001,402.0000000000135,347.9999999999928,-134.99999999999625,-415.9999999999968,,-336.9999999999908
2016.11.28,538.0000000000163,-996.9999999999999,295.0000000000008,269.9999999999925,-155.00000000001623,-234.99999999999943,,-284.000000000006
2016.11.28,480.99999999999807,-1030.0000000000011,133.00000000000534,205.99999999999508,-226.99999999999943,-230.99999999999454,,-667.9999999999966
2016.11.28,504.9999999999999,-1100.0000000000086,160.00000000000458,285.00000000000193,-190.00000000000128,-283.9999999999918,,-623.9999999999953
2016.11.28,465.0000000000043,-1010.0000000000051,170.00000000000347,293.99999999999426,-194.0000000000053,-260.9999999999957,,-536.0000000000041
2016.11.28,422.9999999999956,-1034.000000000006,53.999999999998494,259.0000000000092,-225.00000000000853,-256.9999999999908,,-780.0000000000018
2016.11.28,326.0000000000041,-959.0000000000032,19.00000000001345,228.00000000000597,-290.00000000001245,-185.00000000000227,,-860.9999999999944
2016.11.28,412.9999999999967,-933.0000000000069,-97.9999999999981,-1.0000000000065512,-480.00000000001376,-215.99999999999397,,-1315.0000000000227
2016.11.28,355.0000000000164,-855.000000000004,-163.00000000000205,12.000000000012001,-456.9999999999963,-60.000000000002274,,-1167.9999999999761
2016.11.28,304.00000000001535,-1036.0000000000014,-297.9999999999983,22.999999999995246,-388.0000000000106,-116.99999999999022,,-1511.9999999999898
