date,GBPUSD,USDJPY,GBPAUD,EURAUD,EURNZD,AUDJPY,empty,sum
2016.11.28,83.00000000001084,108.99999999999466,269.00000000000813,134.00000000001188,-168.99999999999693,243.99999999999977,,670.0000000000283
2016.11.28,116.00000000000499,63.99999999999295,470.9999999999992,165.9999999999995,-19.00000000001345,162.9999999999967,,960.9999999999799
2016.11.28,117.00000000001154,93.99999999999409,506.0000000000064,173.00000000000094,10.999999999983245,168.99999999999693,,1069.9999999999932
2016.11.28,231.0000000000034,-145.00000000001023,581.0000000000093,303.9999999999932,27.999999999983594,21.000000000000796,,1019.9999999999801
2016.11.28,273.9999999999965,-237.00000000000898,561.0000000000115,354.9999999999942,75.00000000000284,-0.999999999990564,,1027.0000000000055
2016.11.28,211.00000000000563,-477.00000000000387,554.00000000001,577.0000000000052,114.99999999999844,-221.9999999999942,,758.0000000000213
2016.11.28,246.00000000001288,-781.0000000000059,788.9999999999952,809.9999999999997,251.99999999998556,-534.9999999999966,,780.9999999999907
2016.11.28,297.0000000000139,-1058.0000000000068,448.000000000004,597.0000000000031,104.99999999999955,-540.9999999999968,,-151.99999999998317
2016.11.28,459.0000000000094,-1213.0000000000082,344.99999999999534,655.0000000000056,255.99999999998957,-494.99999999999034,,7.0000000000012506
2016.11.28,704.0000000000157,-1135.000000000005,611.000000000006,503.000000000009,-112.000000000001,-411.00000000000136,,160.0000000000233
2016.11.28,616.0000000000165,-889.00000000001,432.0000000000102,384.00000000000654,55.99999999998939,-191.0000000000025,,408.0000000000101
2016.11.28,546.000000000002,-818.000000000012,350.00000000000585,295.0000000000008,-106.00000000000608,-140.99999999999113,,125.99999999999943
2016.11.28,572.0000000000169,-1029.0000000000105,238.0000000000049,293.99999999999426,-158.0000000000137,-230.99999999999454,,-314.0000000000026
2016.11.28,536.0000000000032,-957.0000000000078,219.00000000001364,300.99999999999574,-161.99999999999548,-186.9999999999976,,-249.99999999998838
2016.11.28,482.00000000000466,-1004.0000000000049,214.00000000000307,434.000000000001,-127.00000000001043,-257.99999999999557,,-259.00000000000216
2016.11.28,436.00000000001415,-667.0000000000016,167.00000000000603,304.9999999999997,-139.00000000000023,-12.999999999991019,,89.00000000002706
2016.11.28,480.99999999999807,-875.0,219.99999999999798,299.00000000000483,-236.99999999999832,-165.99999999999682,,-277.99999999999426
2016.11.28,426.00000000001523,-853.0000000000086,-87.99999999999919,12.000000000012001,-449.9999999999948,-30.9999999999917,,-983.9999999999671
2016.11.28,395.99999999999636,-725.0000000000085,-86.99999999999264,79.00000000000685,-322.00000000000006,46.00000000000648,,-612.9999999999915
2016.11.28,408.00000000000836,-859.0000000000089,-168.99999999999693,90.99999999999665,-350.00000000000585,-6.999999999990791,,-885.9999999999976
2016.11.28,528.0000000000174,-948.0000000000075,-141.99999999999767,107.99999999999699,-266.999999999995,-6.000000000000227,,-726.9999999999859
2016.11.28,389.0000000000171,-855.000000000004,-99.00000000000463,249.00000000001032,-205.99999999999508,-54.000000000002046,,-575.9999999999783
