date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURAUD,CADJPY,NZDCAD,AUDNZD,empty,sum
2020.07.13,28.000000000005798,-140.99999999999113,-28.000000000005798,-22.999999999996135,-73.99999999999629,-172.0000000000166,-150.99999999999625,22.999999999995246,-50.0000000000056,-176.0000000000095,168.99999999999693,86.0000000000083,56.99999999999594,1.0000000000047748,-97.9999999999981,-15.999999999993797,,-565.000000000002
2020.07.13,63.99999999999739,-107.99999999999699,-25.999999999992696,-45.000000000001705,-147.00000000000824,-228.00000000000597,-96.9999999999942,26.999999999999247,-102.00000000000209,-191.00000000000784,219.00000000001364,194.0000000000053,90.00000000001229,-1.9999999999953388,-174.99999999999181,-24.000000000001798,,-550.9999999999709
2020.07.13,4.999999999999449,-180.0000000000024,-104.99999999999955,-51.00000000000193,-62.000000000006494,-215.00000000000963,-204.00000000000773,50.0000000000056,-106.00000000000608,-209.9999999999991,232.99999999999432,282.0000000000045,131.99999999999878,43.99999999999693,-170.99999999999892,38.0000000000047,,-520.0000000000276
2020.07.13,4.999999999999449,-201.00000000000674,-140.99999999999113,-25.000000000005684,-70.99999999999883,-238.0000000000049,-177.99999999999727,43.999999999999595,-100.00000000000009,-220.00000000000907,276.00000000000955,338.0000000000161,205.00000000001074,16.000000000005343,-188.9999999999947,1.0000000000065512,,-477.99999999996123
2020.07.13,-4.999999999999449,-139.00000000000023,-117.99999999999588,-9.000000000000341,-134.99999999999625,-170.00000000000347,-173.00000000000182,11.00000000000545,-46.00000000000159,-248.00000000000378,269.00000000000813,374.0000000000077,289.0000000000059,-33.00000000000125,-180.99999999999784,-14.000000000002899,,-327.9999999999777
2020.07.13,23.00000000000635,-96.00000000000719,-69.9999999999923,-46.999999999997044,-192.99999999999872,-163.00000000000205,-180.00000000000682,-7.0000000000014495,-46.00000000000159,-243.00000000000432,286.00000000000847,375.9999999999986,269.9999999999925,-40.00000000000625,-190.99999999999673,-8.999999999992347,,-330.00000000000085
2020.07.13,9.00000000000345,-198.99999999999363,-86.0000000000083,-1.9999999999953388,-80.99999999999774,-243.00000000001543,-153.0000000000058,41.9999999999976,-58.000000000002494,-187.00000000000384,286.00000000000847,479.0000000000072,241.00000000000233,-1.0000000000047748,-173.9999999999964,-38.0000000000047,,-165.0000000000095
2020.07.13,2.000000000002,-236.99999999999832,-127.00000000001043,15.000000000000568,-39.999999999995595,-272.00000000000557,-141.9999999999959,63.00000000000195,-52.000000000007596,-189.00000000000583,283.000000000011,541.0000000000136,310.0000000000103,9.000000000000341,-139.00000000000023,-34.000000000000696,,-8.999999999980403
2020.07.13,-31.999999999998696,-319.0000000000026,-178.99999999999582,45.000000000001705,35.999999999991594,-299.00000000000483,-152.00000000000102,73.00000000000084,-106.00000000000608,-173.00000000000094,297.0000000000139,439.99999999999596,187.00000000000384,30.000000000001137,-86.99999999999264,94.00000000001629,,-144.99999999997746
2020.07.13,-48.99999999999905,-300.99999999999574,-178.00000000001148,36.000000000001364,28.999999999990145,-265.0000000000041,-180.00000000000682,56.99999999999594,-123.00000000000644,-187.9999999999993,279.00000000000705,339.0000000000004,120.00000000000898,31.00000000000591,-56.0000000000005,178.99999999999582,,-270.00000000001774
